,0
0,0.13006982954582433
1,0.1199796961581259
2,0.20532763255377856
3,0.1534435423656821
4,0.06056555648141595
5,0.09362750140893408
6,0.14693055569794775
7,0.12223318145949767
8,0.09761755167564476
9,0.08974899637164012
10,0.018102820506515672
11,0.045007142437069526
12,0.03922058839772732
13,0.04804479076101443
14,0.10345331895382551
15,0.017369530406065183
16,0.1325735412759653
17,0.1455035872424625
18,0.08906012430698403
19,0.06702025969040612
20,0.07623564582144543
21,0.07470740535269012
22,0.07424182018022313
23,0.07257258318069884
24,0.02713295442908307
25,0.150917075868451
26,0.07651820672955426
27,0.07119900638925797
28,0.04857054028789318
29,0.08645392578573416
30,0.07594165984650134
31,0.08828756107367497
32,0.04503420910777331
33,0.23272782229296954
34,0.015410661261445741
35,0.21326045837036667
36,0.07125656852223067
37,0.15504713382761956
38,0.08302436017408264
39,0.15106649759725263
40,0.08873631457178519
41,0.11233969202950263
42,0.08898805665394428
43,0.15623600365149856
44,0.12011258600717284
45,0.15296415439995384
46,0.12671976555996026
47,0.1518603229298726
48,0.15623600365149856
49,0.20614976329660964
50,0.19108002411768632
51,0.1847756013879289
52,0.16110245845300974
53,0.21489874697738331
54,0.13319853086209194
55,0.08988459544855529
56,0.23240916283437932
57,0.15011193494019515
58,0.10013193177701245
59,0.15133773791115043
60,0.10568475466497576
61,0.08288958459013891
62,0.17535554533404513
63,0.11979966369795149
64,0.10421445782933128
65,0.155014542162566
66,0.08083556242371522
67,0.029952549072861528
68,0.027581891067770536
69,0.025687049875447097
70,0.08489497603257953
71,0.05684873315507349
72,0.05809790251393985
73,0.19792194084501458
74,0.07322744312507203
75,0.12391634218280397
76,0.04149366078266657
77,0.045095232309075584
78,0.04705893241776343
79,0.11857547008963916
80,0.098295732406674
81,0.05358169740116774
82,0.1126945633776152
83,0.13119729927094353
84,0.03677601493839767
85,0.06353626210502442
86,0.05537810030544703
87,0.0519604360554896
88,0.03091982101232528
89,0.061579931823622126
90,0.12268942985834351
91,0.049282074112572884
92,0.2199855535526953
93,0.03570649833423482
94,0.12471816227183258
95,0.13676617449708448
96,0.13825693292706429
97,0.04432406918351816
98,0.10428683773576819
99,0.07614276803365252
100,0.23079214893681305
101,0.133519869525911
102,0.1751686037399661
103,0.10376557135748307
104,0.1740427040108865
105,0.11865448101597453
106,0.14577488958370596
107,0.11593654704069485
108,0.12978682256550844
109,0.09693297253726793
110,0.23998985714432003
111,0.19459876833587758
112,0.08658301345647879
113,0.21338035050967363
114,0.07271689886050137
115,0.1680636730213435
116,0.08533201014061588
117,0.08275877106838947
118,0.08354601684230234
119,0.05129356666361356
120,0.05676153325892794
121,0.07568072053494765
122,0.06555123588877532
123,0.03738709630729413
124,0.028107334669512294
125,0.06582112121885056
126,0.050339827705928646
127,0.07035826996819033
128,0.07052451019727893
129,0.08968037829174923
130,0.07149957295654776
131,0.1161060145183708
132,0.041438497361463454
133,0.07737091553432246
134,0.10834042749059807
135,0.0666563918352953
136,0.04636769712883023
137,0.029258011937437836
138,0.04315879597236372
139,0.07782292146985872
140,0.03677601493839767
141,0.03978491496031859
142,0.07248557466201964
143,0.10660595082956864
144,0.08838390881451309
145,0.05145459460781515
146,0.056202329749344526
147,0.06373778388173947
148,0.08250846919437724
149,0.037908933000265356
150,0.06848450121574864
151,0.19134089432817045
152,0.09410732339475672
153,0.01862038296614696
154,0.047160906225981195
155,0.08833253745138538
156,0.06214646566344667
157,0.0604463754814719
158,0.0392641924148703
159,0.061826835725640475
160,0.046702009646234534
161,0.08553938109372852
162,0.09446375803185542
163,0.0854312616200576
164,0.10197352919337059
165,0.05094603416657604
166,0.11659155868539585
167,0.0413425174987893
168,0.03334665293597637
169,0.05826309860685336
170,0.04506570049267392
171,0.16223778940121067
172,0.06540281014985025
173,0.10905142508003744
174,0.1557734647207513
175,0.10712814969573986
176,0.05012094387642158
177,0.06685856856181664
178,0.029799274943586973
179,0.02646204280966733
180,0.058147326967750414
181,0.03996865678002298
182,0.10932393050057346
183,0.021707279155657414
184,0.22050898226067572
185,0.1632089557589985
186,0.09214380511070325
187,0.06888747151140383
188,0.0910250073069347
189,0.04748828217899927
190,0.05800451625714291
191,0.052452516937633364
192,0.01976338600403243
193,0.16728559692814096
194,0.09361275296222552
195,0.05478300273958366
196,0.030475054268299655
197,0.03435421354879143
198,0.05273434137789317
199,0.05624486589102397
200,0.045452461292388585
201,0.1693393034466223
202,0.016453577761461464
203,0.18527208355844627
204,0.04174959817270199
205,0.12071893632271402
206,0.19329340849712692
207,0.21867319574975919
208,0.08942470319378878
209,0.09809367652778464
210,0.10232034357519268
211,0.1337973786975226
212,0.1156693271624781
213,0.1465625868819915
214,0.11568499775383237
215,0.17591032652594935
216,0.1248929983859328
217,0.24711423822130882
218,0.1446184944389737
219,0.20112159382948544
220,0.14198462377852156
221,0.18757126747264513
222,0.12220943680729467
223,0.08133811880626039
224,0.2040228412886148
225,0.08504862007892126
226,0.35301451173621523
227,0.2866745641938292
228,0.23555197973850409
229,0.12100419929471527
230,0.18805061476140084
231,0.10263097720033729
232,0.043705120072148024
233,0.033965344135246635
234,0.031059737931671865
235,0.05239538955442106
236,0.13608664439422333
237,0.08953240349218237
238,0.12311703195947071
239,0.09745323918259878
240,0.05971518061315366
241,0.047915280357542396
242,0.08567885468660615
243,0.07781763561363468
244,0.052213651208164104
245,0.0555436279207411
246,0.013464524731426054
247,0.06767316818622393
248,0.08954705673979188
249,0.11026561186453904
250,0.06350209980049133
251,0.09315710475655609
252,0.10331263248007846
253,0.0842209475489789
254,0.09751766589421673
255,0.08066420402384962
256,0.05729646502507584
257,0.14696699430490634
258,0.07923852496267933
259,0.12154110007954554
260,0.142614592208141
261,0.09364905839228484
262,0.05358169740116774
263,0.10321242558773937
264,0.06202719767787804
265,0.11813479211443009
266,0.09366245048982641
267,0.16629447114524432
268,0.08488989409028683
269,0.10810637000379358
270,0.13041300412735646
271,0.13414997330768652
272,0.09648681106732504
273,0.17448106609108688
274,0.11602732642149588
275,0.1129986171812003
276,0.09352859210153285
277,0.11006661734425105
278,0.11746862971196026
279,0.15334207092121624
280,0.33740524741202815
281,0.10175442689206152
282,0.052951263967807694
283,0.053202456761599
284,0.05475375423300172
285,0.061667997092484356
286,0.010255753407881376
287,0.04443304926568562
288,0.02587494815274919
289,0.04204473338006673
290,0.08744999682322782
291,0.07575507828141995
292,0.044454188044743013
293,0.08454305386231234
294,0.037693408592359
295,0.03483299789277548
296,0.0328281643825794
297,0.04769554470756524
298,0.05703297886233422
299,0.04025610107978682
300,0.05075798766764031
301,0.12283805913393499
302,0.08250846919437724
303,0.10244809277270886
304,0.23075269274656263
305,0.050042383723360756
306,0.20495630426769387
307,0.050200871944256396
308,0.06316466294531302
309,0.07007959555232307
