,0
0,0.13006982954582433
1,0.1199796961581259
2,0.20532763255377856
3,0.1534435423656821
4,0.06056555648141595
5,0.09362750140893408
6,0.14693055569794775
7,0.12223318145949767
8,0.09761755167564476
9,0.08974899637164012
10,0.14557642168164692
11,0.09039658387694255
12,0.0973740135649216
13,0.08369919175690768
14,0.14573961694093726
15,0.09682698586888848
16,0.17805896183838707
17,0.15724997092833737
18,0.08634323707612851
19,0.13836387835053207
20,0.07021179723391832
21,0.10861030009880007
22,0.1272900281803337
23,0.1517522750306211
24,0.1166718609409884
25,0.14102446363472193
26,0.1430486450844526
27,0.06907381103710676
28,0.018102820506515672
29,0.06832144494019683
30,0.1422681546921673
31,0.07313489944712916
32,0.07437919902634849
33,0.06597805356089058
34,0.09783394331849572
35,0.04518035902833708
36,0.045007142437069526
37,0.03922058839772732
38,0.04804479076101443
39,0.10345331895382551
40,0.017369530406065183
41,0.1325735412759653
42,0.15247605082734747
43,0.12051608388668206
44,0.0907874360776803
45,0.1923586248791174
46,0.14701972560986645
47,0.04870596499043023
48,0.14342281377843286
49,0.1571651759015017
50,0.1558810540167248
51,0.14150438817896907
52,0.1402175788278147
53,0.1257249065946801
54,0.15948132135487395
55,0.11464285909066899
56,0.1455035872424625
57,0.08906012430698403
58,0.06702025969040612
59,0.07623564582144543
60,0.07470740535269012
61,0.07424182018022313
62,0.07257258318069884
63,0.02713295442908307
64,0.150917075868451
65,0.07651820672955426
66,0.07119900638925797
67,0.04857054028789318
68,0.08645392578573416
69,0.07594165984650134
70,0.08828756107367497
71,0.028124938367742616
72,0.1163685007628781
73,0.10904782212343357
74,0.1320155939826169
75,0.05993290638673266
76,0.1249343612932318
77,0.10470631415213377
78,0.10144025748877204
79,0.09993513106649451
80,0.08191778834765683
81,0.09784416162728103
82,0.09200207600975924
83,0.10615685420533148
84,0.11641394048970236
85,0.16376728151517725
86,0.15322721316377308
87,0.15954776319738126
88,0.07957218184640791
89,0.1041548973849827
90,0.10572509325586536
91,0.09356988210240522
92,0.12837894919336548
93,0.10642666926812866
94,0.04503420910777331
95,0.23272782229296954
96,0.015410661261445741
97,0.17255529606072176
98,0.10293563659058086
99,0.13747597273570256
100,0.21326045837036667
101,0.07125656852223067
102,0.15504713382761956
103,0.08302436017408264
104,0.15106649759725263
105,0.08873631457178519
106,0.11233969202950263
107,0.14840316733491118
108,0.11717486994958447
109,0.08898805665394428
110,0.15623600365149856
111,0.12011258600717284
112,0.1563723036724751
113,0.05978030829480722
114,0.17449125330341894
115,0.15296415439995384
116,0.12671976555996026
117,0.1518603229298726
118,0.15623600365149856
119,0.20614976329660964
120,0.19108002411768632
121,0.20741118917505438
122,0.16027143389320966
123,0.15974412528954174
124,0.18666576620199699
125,0.24106202199271978
126,0.14832562776337901
127,0.12879284366428506
128,0.2196030722139494
129,0.17853465430817175
130,0.11457032338484767
131,0.129277309471157
132,0.1729877714313963
133,0.1847756013879289
134,0.16110245845300974
135,0.21489874697738331
136,0.17661507812457247
137,0.12888730083537306
138,0.12098137750336653
139,0.15332000568566834
140,0.1894561342307234
141,0.17209106857405546
142,0.2135254814526759
143,0.1646559647009623
144,0.15831213694763174
145,0.17180534003956158
146,0.1268938518762184
147,0.12247108313043144
148,0.21105197710011706
149,0.16989620181706913
150,0.18030359036676832
151,0.1473195427427287
152,0.11122640736902883
153,0.09336129676053262
154,0.07464314791839101
155,0.1585641302009263
156,0.0970440810690945
157,0.13319853086209194
158,0.08988459544855529
159,0.23240916283437932
160,0.15011193494019515
161,0.06719608130774267
162,0.10013193177701245
163,0.15133773791115043
164,0.10568475466497576
165,0.08288958459013891
166,0.17535554533404513
167,0.11979966369795149
168,0.10421445782933128
169,0.155014542162566
170,0.08083556242371522
171,0.08878339656098705
172,0.07362570836009485
173,0.0938730445745841
174,0.07548894250661899
175,0.10196054458259055
176,0.05855808387579296
177,0.12447022269663045
178,0.09665640350821796
179,0.08951161504054932
180,0.10996391130955689
181,0.0573368826003656
182,0.09087497616701792
183,0.12147886902897034
184,0.11693132005861863
185,0.1734978358608839
186,0.10096950626297076
187,0.20017451573940206
188,0.11690055381331903
189,0.029952549072861528
190,0.06130847366222079
191,0.07796541255490319
192,0.09274018709756211
193,0.08711311903128141
194,0.0986166421272138
195,0.07697926525964016
196,0.02570105621245307
197,0.027581891067770536
198,0.025687049875447097
199,0.08489497603257953
200,0.05684873315507349
201,0.05809790251393985
202,0.19792194084501458
203,0.1574996925230261
204,0.11001933220773458
205,0.12001133509815033
206,0.0982480298245619
207,0.15254629336764863
208,0.053087830870665695
209,0.1998286627998226
210,0.10510007789739279
211,0.10364319778507443
212,0.0838330141821159
213,0.11024025008388505
214,0.06264090148964403
215,0.15625313956169062
216,0.08163976214004819
217,0.07322744312507203
218,0.12391634218280397
219,0.04149366078266657
220,0.045095232309075584
221,0.04705893241776343
222,0.11857547008963916
223,0.098295732406674
224,0.05358169740116774
225,0.1126945633776152
226,0.13119729927094353
227,0.03677601493839767
228,0.06353626210502442
229,0.05537810030544703
230,0.0519604360554896
231,0.03091982101232528
232,0.05552287688650504
233,0.05760234185852032
234,0.0498730139260152
235,0.14209415498405437
236,0.05283898847856851
237,0.0896924360974011
238,0.054966548567270124
239,0.0669165433964887
240,0.07499214057292672
241,0.03648216525092706
242,0.05932494841944674
243,0.06420242275191139
244,0.0903559110614073
245,0.10094863164629396
246,0.07940406881808203
247,0.08420230817438266
248,0.06304214574370814
249,0.08174993810146142
250,0.06593485169139386
251,0.04641461020054931
252,0.04303159517958047
253,0.08763929036767093
254,0.05799378433413983
255,0.061579931823622126
256,0.12268942985834351
257,0.049282074112572884
258,0.13065451420253862
259,0.08341711913444314
260,0.2029916964524409
261,0.2199855535526953
262,0.03570649833423482
263,0.12471816227183258
264,0.13676617449708448
265,0.13825693292706429
266,0.04432406918351816
267,0.10428683773576819
268,0.13676027353170822
269,0.11315009394732885
270,0.07614276803365252
271,0.23079214893681305
272,0.133519869525911
273,0.10152939380349903
274,0.08996850840586433
275,0.1338182935330256
276,0.1751686037399661
277,0.10376557135748307
278,0.1740427040108865
279,0.11865448101597453
280,0.14577488958370596
281,0.11593654704069485
282,0.16559251007964937
283,0.12532050257860508
284,0.10850535954423011
285,0.11756076752340068
286,0.14264736230112207
287,0.09285182771536597
288,0.06370475265950036
289,0.21967483112397462
290,0.10402972004462385
291,0.1363089138044776
292,0.09370739898378622
293,0.14033607017565997
294,0.12978682256550844
295,0.09693297253726793
296,0.23998985714432003
297,0.11236747018916138
298,0.11914706150814147
299,0.09368474005244812
300,0.1186424322819508
301,0.09341277107550111
302,0.13456444211966706
303,0.10554346038238471
304,0.10563912922056964
305,0.07148484087891424
306,0.1161809510433869
307,0.10451480917132569
308,0.06763965049662912
