"","DiBAC","TMRM","Hours"
"1",0.731007021325179,0.865624559377611,0
"2",0.513058662576283,0.959541124687844,0.166666666666667
"3",0.455908790744647,0.987818511164488,0.333333333333333
"4",0.436151553948274,1.00233650825839,0.5
"5",0.42909202679691,1.00561057165326,0.666666666666667
"6",0.383324582177479,1.0206787126257,0.833333333333333
"7",0.364058769340227,1.03768866090107,1
"8",0.32199021510365,1.05376124666771,1.16666666666667
"9",0.285247699997974,1.06922017435942,1.33333333333333
"10",0.272060161745863,1.07942061300562,1.5
"11",0.258000754166937,1.08478873791815,1.66666666666667
"12",0.257219835229532,1.08506388349005,1.83333333333333
"13",0.264695465472419,1.09034645638179,2
"14",0.250551203651361,1.09513586797491,2.16666666666667
"15",0.253245553300065,1.09560702434255,2.33333333333333
"16",0.252496638860317,1.09777551329331,2.5
"17",0.2748624401346,1.09840208903704,2.66666666666667
"18",0.262827286908056,1.09647875112921,2.83333333333333
"19",0.272786729488539,1.09318207022574,3
"20",0.295975040407695,1.09105129064566,3.16666666666667
"21",0.304164558936671,1.08449818243704,3.33333333333333
"22",0.308255530557887,1.08130403479627,3.5
"23",0.322583025559984,1.07888450559516,3.66666666666667
"24",0.333305015276455,1.0757359304527,3.83333333333333
"25",0.344627103146111,1.07313868071294,4
"26",0.35082847114207,1.07144357499075,4.16666666666667
"27",0.351592574892491,1.07099279853311,4.33333333333333
"28",0.345052792447445,1.07731976386878,4.5
"29",0.343837584091735,1.07466034014012,4.66666666666667
"30",0.351882194296828,1.07940559290494,4.83333333333333
"31",0.335869598961066,1.08213794585631,5
"32",0.320281729144789,1.08415200741969,5.16666666666667
"33",0.333402377598234,1.08364667653682,5.33333333333333
"34",0.325868742934449,1.08807777608153,5.5
"35",0.331727766207652,1.09046439717217,5.66666666666667
"36",2.05463070789685,0.660227351297156,5.83333333333333
"37",2.51677713804616,0.552468521596171,6
"38",2.74924775162279,0.515247465655534,6.16666666666667
"39",2.86695793427655,0.494600327557473,6.33333333333333
"40",2.97083346397802,0.480152186400776,6.5
"41",3.05268852825968,0.471760129194289,6.66666666666667
"42",3.12714192023954,0.462856387946023,6.83333333333333
"43",3.18869467928742,0.458028695654133,7
"44",3.21161863348475,0.461366927412771,7.16666666666667
"45",3.20319500421594,0.460606704737855,7.33333333333333
"46",3.22062965325476,0.463213916975152,7.5
"47",3.20872548451066,0.464514710839617,7.66666666666667
"48",3.1777092191558,0.46745097998455,7.83333333333333
"49",3.15950113489325,0.473925713600105,8
"50",3.11691805988865,0.477603155660232,8.16666666666667
"51",3.10260738828683,0.485236191830391,8.33333333333333
"52",3.04740729518017,0.487902118024526,8.5
"53",3.02899976359548,0.491370957683141,8.66666666666667
"54",2.97657285570755,0.494652684272762,8.83333333333333
"55",2.96868741220835,0.495578912817014,9
"56",2.9415512818051,0.498071835532535,9.16666666666667
"57",2.92753378071873,0.499232291485565,9.33333333333333
"58",2.89849080879788,0.503943138609956,9.5
"59",2.88145101613021,0.505693442527302,9.66666666666667
"60",2.89578088479154,0.504422928345514,9.83333333333333
"61",2.86284106251826,0.505467753888834,10
"62",2.86546472240508,0.50815961035838,10.1666666666667
"63",2.84930245500037,0.509816542077948,10.3333333333333
"64",2.84922061420094,0.511973801445974,10.5
"65",2.82487547029624,0.512129116167236,10.6666666666667
"66",2.79397471485235,0.515306726062931,10.8333333333333
"67",2.77238027682994,0.515790020142067,11
"68",2.76957958790883,0.516361166225222,11.1666666666667
"69",2.72355824265746,0.523251711088232,11.3333333333333
"70",2.69688719586512,0.526455431758219,11.5
"71",2.68337035042501,0.525410406622241,11.6666666666667
"72",2.67426290980407,0.5285804593389,11.8333333333333
"73",2.66088918597679,0.527693967433614,12
"74",2.63480779534543,0.532029331051812,12.1666666666667
"75",2.6184743321039,0.532184518962489,12.3333333333333
"76",2.60218965802272,0.537399218873794,12.5
"77",2.57125222823787,0.540480132046573,12.6666666666667
"78",2.55278611349739,0.546094611001501,12.8333333333333
"79",2.51034622936751,0.548987386903597,13
"80",2.51252296965921,0.55337479225194,13.1666666666667
"81",2.47378559040076,0.5595476049565,13.3333333333333
"82",2.45118598007404,0.562948529024262,13.5
"83",2.44376757006044,0.566355890791321,13.6666666666667
"84",2.40322816246666,0.571312669936592,13.8333333333333
"85",2.39367911187738,0.575968582544214,14
"86",2.35904598241372,0.580941963180075,14.1666666666667
"87",0.800773885392385,0.887633310641462,14.3333333333333
"88",0.466398632467067,1.03044890062862,14.5
"89",0.337319095317942,1.09227164003836,14.6666666666667
"90",0.263760569687628,1.11984462467008,14.8333333333333
"91",0.253182573792972,1.13702272079511,15
"92",0.210067879901478,1.15000635180379,15.1666666666667
"93",0.186560589902665,1.15731137708354,15.3333333333333
"94",0.177752432371047,1.16861334773584,15.5
"95",0.152270084538154,1.17757227542094,15.6666666666667
"96",0.112470484123037,1.19623788901111,15.8333333333333
"97",0.0842172554687833,1.20667323070877,16
"98",0.0788863081846667,1.21490367134185,16.1666666666667
"99",0.0609840879918444,1.22743667315813,16.3333333333333
"100",0.0245672022081057,1.23470450602654,16.5
"101",0.018314441295943,1.24104909671426,16.6666666666667
"102",0.0146108974963805,1.25191705074263,16.8333333333333
"103",-0.0138394435583643,1.25844817515537,17
"104",-0.0330775225966043,1.26341316496661,17.1666666666667
"105",-0.0407224211126117,1.26642759735364,17.3333333333333
"106",-0.0401047212519299,1.27189298861606,17.5
"107",-0.0485208750203568,1.2749016901388,17.6666666666667
"108",-0.0504912935354236,1.27774948362422,17.8333333333333
"109",-0.0544309284737967,1.28252430923671,18
"110",-0.0580099854117455,1.28468055548093,18.1666666666667
"111",-0.0502517346450752,1.28296672674249,18.3333333333333
"112",-0.087503568891461,1.28471668278127,18.5
"113",-0.055278684374585,1.2814756110166,18.6666666666667
"114",-0.0565028391566411,1.28477869808683,18.8333333333333
"115",-0.0852078896748231,1.28642220523548,19
"116",-0.0784855361431974,1.28890657844303,19.1666666666667
"117",-0.0779448464038984,1.28481776982077,19.3333333333333
"118",-0.0271390462809075,1.27555980157253,19.5
"119",-0.0344692423003023,1.27756585240282,19.6666666666667
"120",-0.0269569541430508,1.27286936985087,19.8333333333333
"121",-0.0267646665362046,1.27038088040256,20
"122",-0.018244724415936,1.26501992183987,20.1666666666667
"123",0.0145612079316566,1.25911913079538,20.3333333333333
"124",0.0369069176264501,1.24754061061819,20.5
"125",0.0411715667431824,1.2481013607642,20.6666666666667
"126",0.0390427210918509,1.24293089348393,20.8333333333333
"127",0.0587175629937982,1.23811575086783,21
"128",0.0663979337590008,1.23611877656207,21.1666666666667
"129",0.0730430388593303,1.23486908578711,21.3333333333333
"130",0.0750776741553354,1.23297838089325,21.5
"131",0.099416622126593,1.23222805731058,21.6666666666667
"132",0.0645264482778423,1.23321214401032,21.8333333333333
"133",0.0753343170668703,1.22956058125907,22
"134",0.0818827853173547,1.23111965484601,22.1666666666667
"135",0.0535616479184064,1.23422763924926,22.3333333333333
"136",0.0596738545649018,1.23911022208662,22.5
"137",0.069131007409516,1.23452322779623,22.6666666666667
"138",0.0904384156857407,1.22898443228172,22.8333333333333
"139",0.0942469358312108,1.22790974975768,23
"140",0.103633822698488,1.22492213532017,23.1666666666667
"141",0.106010949454296,1.22210118091936,23.3333333333333
"142",0.0998171567448806,1.22363147371446,23.5
"143",0.123916368564455,1.21750296744367,23.6666666666667
"144",0.13313687617526,1.21436843984717,23.8333333333333
"145",0.122617053749541,1.21695592702228,24
"146",0.140794559818416,1.21491324266996,24.1666666666667
"147",0.112284663612737,1.21365275575188,24.3333333333333
"148",0.126484935358017,1.2134361640926,24.5
"149",0.12059986521069,1.21557134438669,24.6666666666667
"150",0.109229489440401,1.21658243857139,24.8333333333333
"151",0.12998767712223,1.21543576614572,25
"152",0.130374664732745,1.21365514061572,25.1666666666667
"153",0.12594916198523,1.21494606624004,25.3333333333333
"154",0.0886947157696941,1.22136714316169,25.5
"155",0.0990497542909598,1.22008119895624,25.6666666666667
"156",0.097361609990302,1.22064858775509,25.8333333333333
"157",0.102833568177818,1.22072115768113,26
"158",0.107596214020782,1.2166623331904,26.1666666666667
"159",0.0930304091709811,1.22002907234549,26.3333333333333
"160",0.116754324414886,1.22126532713143,26.5
"161",1.15798528685675,0.97830902544583,26.6666666666667
