"","MitG","TMRM","BeRST","Hours"
"1",1.05157335294945,0.826409582390867,1.04896740102384,0
"2",1.04348278156039,0.83946940138614,1.04174360654291,0.0833333333333333
"3",1.05015664786177,0.852812402671959,1.04989158414228,0.166666666666667
"4",1.04058801890473,0.859070927617901,1.04501036203723,0.25
"5",1.04078969164134,0.871371427749135,1.0370788631847,0.333333333333333
"6",1.03290917193962,0.886235978651149,1.01658141148729,0.416666666666667
"7",1.02788699857692,0.909078728497596,1.00003761502558,0.5
"8",1.03684390812261,0.932607944401012,0.984074570422864,0.583333333333333
"9",1.03056207427709,0.953377824376595,0.986017036637591,0.666666666666667
"10",1.02493747509805,0.970972295605463,0.983895922835985,0.75
"11",1.03320173557556,0.986788742436961,0.989353301471743,0.833333333333333
"12",1.0217994111309,0.998730504934149,0.994934558347159,0.916666666666667
"13",1.02740071098653,1.00619461614164,0.995264793308122,1
"14",1.02553730778947,1.01706427098952,0.991686986691105,1.08333333333333
"15",1.01651807058838,1.02316290966282,1.000391225368,1.16666666666667
"16",1.02294490955795,1.03113263321642,0.994207579050734,1.25
"17",1.02655344989873,1.03609089099118,0.996410840598259,1.33333333333333
"18",1.01412485498764,1.0396701451175,1.00029559025907,1.41666666666667
"19",1.01465805661578,1.03806248622112,1.00312620623931,1.5
"20",1.01520451484807,1.04080541436223,1.01769497653247,1.58333333333333
"21",1.01268795449751,1.02548483281171,1.07116877468896,1.66666666666667
"22",1.01290040599825,0.998151497895667,1.07044545046473,1.75
"23",1.01651113398297,0.978830882974914,1.05877002544226,1.83333333333333
"24",1.01768941130106,0.965535836395618,1.05871161970339,1.91666666666667
"25",1.0095619378624,0.962223316110909,1.06159390362569,2
"26",1.00364845963295,0.955000429927721,1.05225581889479,2.08333333333333
"27",1.01665584473444,0.945248500980544,1.05288411664278,2.16666666666667
"28",1.01555637069333,0.941948727251389,1.06424045205495,2.25
"29",1.00185593474806,0.938736545983085,1.05573844382094,2.33333333333333
"30",1.00639406042242,0.93118204075332,1.05864843714667,2.41666666666667
"31",1.00746974359792,0.92800796999598,1.06098956425076,2.5
"32",1.00271462898473,0.925653183001391,1.04995404563946,2.58333333333333
"33",1.00085539677263,0.92249555572607,1.0412439037529,2.66666666666667
"34",1.01032268792166,0.928725257597514,1.02145759918353,2.75
"35",1.0128778701741,0.947469903838135,0.980292957099967,2.83333333333333
