Hours,C1,C2,C3,C4,C5,C6,C7,C8
62.5,6523637,3676766,3772618,4406052,4904474,4298438,4279516,5183019
62.66666667,6571356,3651888,3745015,4446430,4932666,4315396,4275367,5231560
62.83333333,6545006,3668130,3764870,4506773,4921606,4376454,4252193,5261365
63,6623438,3720732,3782182,4515302,4926020,4352394,4317659,5219687
63.16666667,6677785,3719230,3785244,4490720,4887111,4355953,4372191,5216437
63.33333333,6603911,3677335,3814021,4466317,4892502,4361548,4359206,5227555
63.5,6607698,3701170,3806525,4495510,4909559,4345545,4394999,5294251
63.66666667,6810991,3809973,3906767,4602604,5016227,4398481,4538623,5433692
63.83333333,7388770,3980448,4237150,4824410,5309164,4672425,4832775,5714125
64,7668335,4037614,4396399,4897413,5379209,4773886,4954564,5926717
64.16666667,7709216,4025026,4411460,4915331,5367338,4722815,4968478,5887258
64.33333333,7728468,3990985,4403431,4911019,5351922,4753228,5022225,5940395
64.5,7785593,3988397,4431468,4934354,5373701,4792251,5062423,6017272
64.66666667,7896243,3940186,4438860,4986278,5411335,4778316,5054692,6084621
64.83333333,7987538,3959863,4441210,5029926,5399386,4800387,5090983,6061571
65,8033354,4034764,4463038,5005185,5393054,4772512,5118502,6055372
65.16666667,8020797,4042986,4489558,5014486,5415381,4778150,5143373,6071280
65.33333333,8009553,4021519,4533877,5018410,5448403,4771165,5212160,6092417
65.5,8043427,4001625,4531513,5029018,5487896,4732347,5220596,6078547
65.66666667,8120271,3990990,4529671,5088160,5517595,4726605,5194202,6081974
65.83333333,8117347,3994460,4560644,5037893,5579828,4735376,5164757,6095399
66,8067681,3960494,4558926,4981869,5568433,4755464,5155752,6133305
66.16666667,8038344,3984261,4537948,5023002,5584457,4760731,5267220,6197469
66.33333333,7983622,4014673,4546349,5023590,5681072,4743494,5286219,6234892
66.5,7994012,4019958,4510216,5006100,5701459,4698885,5274767,6193159
66.66666667,7986928,4034617,4519020,5010753,5675999,4609894,5229668,6183557
66.83333333,7982487,3996992,4507763,4978566,5601839,4557602,5177888,6169174
67,7970440,3965915,4432987,4936816,5534591,4542491,5206740,6123956
67.16666667,7882198,3927403,4398446,4949524,5532576,4524732,5201322,6031177
67.33333333,7699414,3904542,4329655,4935817,5537638,4464749,5071759,6015495
67.5,7615070,3910937,4266052,4898099,5477071,4404472,5022736,5960187
67.66666667,7478724,3874921,4264304,4911812,5403943,4385409,4998480,5746449
67.83333333,7421261,3826577,4211747,4859243,5331295,4358538,4908050,5670019
68,7152624,3771621,4088770,4720979,5236627,4278328,4760889,5517701
68.16666667,6812878,3716027,3933447,4650807,5129623,4213626,4622102,5359698
68.33333333,6666722,3667181,3827533,4626300,5112662,4157236,4552985,5340087
68.5,6615905,3635775,3808671,4575264,5108651,4197475,4565668,5314780
68.66666667,6488802,3630250,3829510,4528470,5075488,4226085,4565562,5311818
68.83333333,6400917,3591647,3799879,4489399,5100613,4209942,4612212,5325792
69,6310686,3590750,3804878,4452957,5094129,4152307,4618369,5390688
69.16666667,6247503,3624247,3796354,4505189,5061361,4136221,4530832,5403110
69.33333333,6245982,3611752,3791155,4508461,4987884,4190275,4504771,5354955
69.5,6278491,3600014,3781967,4463226,4990725,4168938,4521534,5377143
69.66666667,6207865,3629679,3757240,4495654,5097478,4153057,4559110,5404422
69.83333333,6193952,3640448,3742306,4497104,5129630,4178124.25,4545934,5361537
70,6169503,3595927,3759843,4469225,5107053,4152264,4531568,5361550
70.16666667,6150744,3590912,3772198,4482406,5082401,4144868,4536012,5377587
70.33333333,6137089,3606590,3759850,4514917,5083265,4170706,4572921,5339926
70.5,6101073,3615635,3759354,4489128,5041299,4170755,4563256,5316472
70.66666667,6084316,3595609,3738412,4444776,5048651,4175368,4490061,5303327
70.83333333,6102144,3604180,3731516,4401000,5111436,4183123,4507273,5308196
71,6101827,3607397,3725050,4425852,5145397,4170872,4551309,5331418
71.16666667,6169997,3602431,3741296,4404576,5158779,4177921,4569719,5375169
71.33333333,6299245,3609081,3787807,4433300,5174902,4173690,4568327,5397854
71.5,6306478,3590568,3795512,4460168,5209711,4168768,4599114,5442434
71.66666667,6235961,3577697,3767200,4465679,5188955,4176822,4618532,5439723
71.83333333,6271313,3580769,3796673,4479577,5177012,4186957,4648458,5503124
72,6372347,3565740,3842423,4461290,5191506,4159234,4660582,5597718
72.16666667,6450220,3593813,3861836,4459043,5199993,4184387.25,4613093,5681168
72.33333333,6468533,3632771,3833858,4520820,5218616,4212587,4631972,5736056
72.5,6649338,3701411,3902987,4622625,5385530,4296863,4808650,5889222
72.66666667,7176659,3816019,4150050,4796967,5667342,4542832,5097827,6320749
72.83333333,7516326,3882594,4372806,4932538,5794293,4673795,5287558,6498362
73,7603558,3874582,4386626,4939625,5844550,4673758,5338010,6519632
73.16666667,7676502,3916292,4399393,4916687,5929712,4748050,5388899,6610391
73.33333333,7794517,3923367,4481448,4956414,6001981,4796620,5353029,6630344
73.5,7808870,3916665,4488240,4951704,6054920,4792159,5302221,6651109
73.66666667,7831463,3949257,4503342,4942686,6067418,4825310,5292024,6677949
73.83333333,7845490,3922734,4543505,4937829,6013978,4892428,5306765,6709467
74,7852484,3932970,4495283,4951981,6004758,4907374,5366370,6753744
74.16666667,7916623,3979956,4518481,4986948,6004370,4863048,5408640,6823509
74.33333333,8009296,4005202,4558154,4990130,5992116,4832005,5405696,6906740
74.5,8061727,4007741,4564638,4877832,5986170,4815845,5378966,6980788
74.66666667,8060854,4019878,4557443,4858761,6018990,4799108,5370962,7062745
74.83333333,8084595,3999838,4581405,4883207,6027258,4837077,5409421,6955505
75,8127413,4031086,4588124,4848760,6088909,4827505,5408372,6976868
75.16666667,8110400,4015432,4580990,4832904,6059491,4755689,5530470,7003055
75.33333333,8059758,4014410,4572848,4843266,6030175,4791100,5472886,7050858
75.5,8056566,4054507,4554876,4787403,5993765,4730214,5401053,7129248
75.66666667,7928008,4058618,4481089,4769077,5971839,4639787,5361231,7065510
75.83333333,7724888,4007384,4446048,4723897,5942732,4568590,5207964,7003151
76,7446105,4000198,4347895,4624862,5757434,4510772,5073609,6878008
76.16666667,7237767,3926905,4169853,4551878,5605966,4407031,4935721,6631443
76.33333333,6918539,3840068,3980767,4456595,5448435,4317498,4731238,6407547
76.5,6668290,3770745,3855548,4365360,5301419,4265344,4634907,6282120
76.66666667,6565564,3772558,3856785,4316821,5200229,4265201,4574547,6235360
76.83333333,6530464,3770981,3842147,4281373,5201223,4302913,4553788,6194735
77,6491003,3771382,3823649,4255973,5254331,4321972,4550542,6226416
77.16666667,6475019,3776166,3760356,4237708,5224168,4252057,4499588,6328011
77.33333333,6466531,3798217,3767369,4181333,5188370,4196736,4461535,6373455
77.5,6418215,3776666,3761387,4174481,5151954,4154712,4458282,6353167
77.66666667,6363820,3788624,3722196,4165026,5191246,4062918,4444705,6448025
77.83333333,6322814,3797014,3754319,4154628,5220799,4040444,4411073,6505653
78,6247555,3798431,3772201,4130362,5119376,4068846,4433369,6414938
78.16666667,6226710,3851502,3736085,4101856,5044328,4077549,4446424,6365391
78.33333333,6195471,3812107,3689200,4084208,5119536,4072676,4402442,6432762
78.5,6169702,3849739,3704626,4106430,5233351,4035941,4395370,6548459
78.66666667,6181092,3890719,3736150,4124281,5199699,4068498,4418452,6584482
78.83333333,6164372,3859632,3742666,4103102,5169858,4102637,4396341,6692619
79,6180888,3929800,3690597,4047484,5123988,4107706,4341351,6743118
79.16666667,6215008,3915134,3684338,4029276,5097302,4106176,4320081,6781250
79.33333333,6182010,3882278,3696865,4057434,5081056,4082495,4329406,6853971
79.5,6187336,3869350,3729810,4081039,5150493,4109288,4310065,6819665
79.66666667,6197952,3893105,3704303,4070044,5144038,4082149,4272588,6818910
79.83333333,6215568,3902366,3696966,4103278,5162468,4079238,4291243,6903094
80,6227351,3935497,3705221,4136011,5193527,4065218,4276515,6997311
80.16666667,6297079,3991605,3731768,4142319,5190379,4016078,4261828,7053010
80.33333333,6416863,3965271,3763711,4166133,5206485,4049991,4272129,7060210
80.5,6429081,3963270,3768552,4235227,5177517,4089673,4279845,7160824
80.66666667,6578117,4051432,3914073,4295307,5320140,4207363,4418928,7421972
80.83333333,7032120,4228417,4232517,4422868,5691115,4365001,4740873,8209143
81,7365379,4297396,4378185,4520064,5832482,4441231,4914861,8539071
81.16666667,7478238,4322071,4456499,4522900,5899865,4524114,4947510,8531185
81.33333333,7489974,4319377,4477548,4565238,5902062,4563179,4929604,8557310
81.5,7516650,4372459,4495691,4637880,5856603,4562359,4926216,8613071
81.66666667,7570293,4412031,4499010,4660379,5873559,4566186,4989723,8675138
81.83333333,7551728,4387096,4506720,4633070,5841850,4557880,5003982,8760198
82,7528287,4380865,4479267,4633021,5825737,4570361,5047063,8883475
82.16666667,7517854,4395364,4464940,4648865,5830580,4566787,5016887,8891262
82.33333333,7607967,4404438,4535709,4670979,5848781,4550346,5014650,8977073
82.5,7568421,4411990,4610889,4687029,5922390,4546351,5096976,9080699
82.66666667,7579523,4406268,4623439,4719999,5951129,4563810,5110844,9177207
82.83333333,7626782,4384013,4641636,4749167,5886732,4549516,5103783,9101520
83,7578271,4413205,4606450,4740310,5917765,4586541,5132357,9222865
83.16666667,7492361,4443970,4606610,4698278,5942116,4594581,5005326,9233101
83.33333333,7452199,4426148,4539290,4616228,5866738,4495946,4889339,9146197
83.5,7345794,4405162,4444356,4589271,5759254,4412282,4808997,9166745
83.66666667,7163165,4360451,4389741,4542076,5615430,4316797,4670122,8970500
83.83333333,6845330,4251777,4224998,4459571,5465888,4210416,4544715,8668916
84,6498757,4121527,4020518,4370357,5273487,4177172,4445622,8265701
84.16666667,6317415,4075364,3968707,4284940,5196221,4137057,4313828,8072037
84.33333333,6206636,4039685,3958050,4248171,5161249,4083424,4218725,8038425
84.5,6137711,4034596,3915000,4228925,5164056,4075216,4214202,8030860
84.66666667,6083409,4007082,3903565,4224758,5169007,4075439,4170485,8090343
84.83333333,6068069,3982276,3876840,4260346,5146680,4027868,4139409,8158716
85,6007123,3992690,3866642,4241330,5107257,4051143,4128037,8153794
85.16666667,5931394,3998177,3875650,4193773.75,5053895,4017552,4098187,8219114
85.33333333,5921649,3989704,3909269,4180853,5074130,4012011,4057143,8172665
85.5,5894921,3948214,3876765,4176531,5081991,4043161,4060994,8138732
85.66666667,5837608,3941396,3877652,4148716,5038808,4060499,4095451,8213401
85.83333333,5835082,3954605,3908844,4131485,5028744,4023064,4072365,8238106
86,5858583,3908268,3865809,4170189,5064557,4004385,4098922,8360827.5
86.16666667,5887476,3879436,3876372,4107196,5070737,4027560,4108135,8416435
86.33333333,5842438,3865052,3868332,4082942,5058289,3986706,4152952,8369656
86.5,5814316,3908802,3868928,4147202,5125169,3980785,4184923,8516869
86.66666667,5812098,3935669,3892997,4110115,5111597,4003004,4164313,8672115
86.83333333,5801660,3893617,3889485,4133256,5071169,3998040,4248945,8700569
87,5765966,3866865,3886037,4182322.25,5049463,3976739,4257342,8756713
87.16666667,5772699,3870059,3911135,4223449,5047966,4001697,4254047,8735344
87.33333333,5744131,3876039,3923132,4226716,5046909,4016210,4289272,8683405
87.5,5702395,3859889,3929575,4231493,5092229,3975188,4250281,8598464
87.66666667,5626765,3882550,3907590,4212059,5128563,4013452,4243638,8636183
87.83333333,5625920,3922275,3877825,4220496,5082829,4046778,4320845,8728771
88,5673875,3922543,3849099,4258340,5057658,4041912,4363804,8783976
88.16666667,5708188,3893181,3880653,4226428,5024297,4004119,4331930,8828881
88.33333333,5708956,3834295,3912141,4194482,5000519,3988497,4320306,8850957
88.5,5678793,3826588,3918732,4211435,4993799,4023557,4372366,8941636
88.66666667,5661183,3819190,3935730,4226803,5006848,4017682,4412129,9000960
88.83333333,5703284,3815382,3933718,4263146,5019816,4050494,4500240,9089306
89,5713725,3872506,3918875,4251297,5031180,4070706,4543539,9186273
89.16666667,5748370,3872026,3953550,4211263,5060855,4105207,4495168,9327493
89.33333333,5435956,3864557,3991766,4288606,5098753,4109346,4500510,9316354
89.5,5604416,3966552,4163458,4430816,5286441,4231493,4729845,9595625
89.66666667,6035273,4188388,4538793,4572668,5679563,4448687,5217457,10621766
89.83333333,6536185,4265138,4636166,4686332,5690385,4442505,5267628,10803296
90,6582628,4267728,4717368,4613973,5702488,4480910,5358760,10864265
90.16666667,6597414,4240759,4753226,4632790,5769066,4492883,5440170,10806693
90.33333333,6611220,4288712,4768649,4661749,5783041,4496324,5463511,10809136
90.5,6692258,4276637,4785724,4690720,5766910,4498022,5471048,10833430
90.66666667,6769388,4254497,4843587,4670539,5760855,4535187,5543002,10990431
90.83333333,6750702,4248225,4843666,4682967,5773873,4576182,5570255,11201282
91,6718521,4258720,4871825,4708629,5796364,4562404,5563475,11236339
91.16666667,6759686,4316961,4872975,4693480,5831230,4533138,5642694,11296313
91.33333333,6763824,4301650,4870232,4632533,5846603,4512321,5670234,11279957
91.5,6827804,4278725,4919188,4654102,5827210,4507542,5683023,11282247
91.66666667,6927347,4307423,4935391,4648454,5809090,4530600,5666819,11246788
91.83333333,6855748,4286614,4930239,4617264,5848062,4537033,5678572,11164673
92,6816594,4289096,4954216,4650810,5780647,4555308,5682380,11200529
92.16666667,6813884,4307012,5002057,4665571,5703848,4556547,5731945,11391881
92.33333333,6562919,4144447,4673728,4500792,5585774,4375222,5264184,11060691
92.5,6059639,3982864,4290356,4304545,5293159,4190203.75,4864870,10445220
92.66666667,5798076,3943308,4123139,4215967,5147611,4086357,4720557,10133657
92.83333333,5796025,3868294,4099485,4207598,5175918,4062432,4675815,9993872
93,5792623,3832884,4080877,4164250,5172845,4004324,4685081,9851348
93.16666667,5745321,3826041,4056285,4105989,5082573,4011770,4656439,9628519
93.33333333,5778457,3847157,4061037,4081622,5008852,4031651,4621016,9476868
93.5,5803863,3840104,4047199,4063194,5022084,4017521,4639103,9494082
93.66666667,5784148,3834953,4014753,4044315,5064607,3998287,4625385,9526092
93.83333333,5755598,3818967,4039544,4045326,5080317,3962276,4609569,9424023
94,5726294,3818775,4039585,4050363,5059833,3993658,4634719,9400401
94.16666667,5717048,3827446,4019233,4042863,5010490,4002785,4620347,9491103
94.33333333,5704341,3790179,4021429,4051667,4983050,4007972,4601876,9552263
94.5,5661194,3793411,4022537,4011919,4999451,3964405,4624602,9498226
94.66666667,5663095,3834378,3998346,4025891,4993519,3942248,4619967,9399288
94.83333333,5713992,3845662,3983676,4035766,5025994,3964349,4636922,9363984
95,5723651,3821208,3936255,4004074,5058825,4002677,4655482,9382845
95.16666667,5709955,3836535,3977308,3954772,5078787,4002520,4655417,9536482
95.33333333,5737231,3837341,3996259,3966525,5060431,3954565,4652409,9619174
95.5,5737195,3845199,3975580,3991300,5038834,3960570,4644961,9664872
95.66666667,5748566,3861695,3955320,4020801,5060318,3968847,4659006,9691917
95.83333333,5803027,3841545,3998358,4036619,5071609,3951081,4647165,9698333
96,5888105,3827106,4017115,4011249,5064013,3931962,4646730,9609674
96.16666667,5888586,3870559,4000482,4003937,5021626,3927919,4709776,9478289
96.33333333,5867191,3907343,4043769,3994704,5032877,3955547,4741007,9384247
96.5,5880698,3917275,4054625,4016224,5102229,3968413,4726311,9415447
96.66666667,5924250,3937961,4036256,4044861,5087793,3953865,4727707,9585286
96.83333333,5971380,3922073,4067153,4073986,5110674,3951723,4680095,9760372
97,6015704,3917314,4068443,4051993,5144615,3974263,4672705,9816313
97.16666667,6027681,3929078,4040147,4050053,5152369,4006937,4755896,9846469
97.33333333,6029029,3976394,4035937,4073155,5222369,3987250,4767357,9738948
97.5,6105028,3968436,4129617,4096466,5277505,3975612,4714833,9669807
97.66666667,6112488,3946297,4172514,4073660,5214538,3999358,4680705,9677418
97.83333333,6130392,3954147,4166177,4084499,5166216,3994934,4699500,9569771
98,6127920,4009896,4198416,4064249,5119045,4020841,4681114,9530696
98.16666667,6182666,4045327,4170446,4080721,5190570,3999765,4747489,9533400
98.33333333,6228128,3986640,4210776,4115262,5192573,3976347,4774643,9659253
98.5,6328942,3996597,4252450,4137333,5215607,4058391,4779765,9799192
98.66666667,6393380,4050330,4260511,4151392,5219797,4082680,4772690,9860392
98.83333333,6472657,4035418,4337766,4121394,5281380,4078613,4822092,9942088
99,6943820,4167913,4570662,4204025,5455870,4204130,5037780,10381758
99.16666667,7781123,4396400,5038525,4393805,5692348,4394151,5573751,11346424
99.33333333,7855526,4439781,5127334,4518311,5727579,4435493,5636600,11345230
99.5,7817435,4521682,5146430,4475254,5718305,4464337,5658335,11389555
99.66666667,7781852,4495690,5178408,4442905,5744082,4466324,5673008,11464588
99.83333333,7789759,4480581,5243033,4477807,5771468,4444013,5716752,11542506
100,7778822,4524737,5264786,4479541,5786468,4385556,5764833,11531476
100.1666667,7709546,4508752,5313174,4475609,5791966,4418778,5760332,11438775
100.3333333,7718922,4519411,5312932,4478582,5768830,4488477,5769645,11509335
100.5,7845012,4548700,5352914,4502401,5749695,4493054,5761544,11601355
100.6666667,7858306,4526635,5433309,4478013,5708164,4433082,5764040,11653767
100.8333333,7796877,4496750,5457435,4493517,5716895,4454574,5792491,11760723
101,7836819,4469947,5404943,4489489,5686423,4431322,5757327,11624075
101.1666667,7843957,4469967,5429074,4489868,5650497,4416848,5773889,11358275
101.3333333,7774065,4463959,5438659,4468801,5682717,4427339,5705326,11353568
101.5,7331920,4323354,5095597,4403452,5473926,4252933,5314314,11020220
101.6666667,6601799,4105498,4578672,4214856,5141736,4085273,4902373,10175981
101.8333333,6501757,3979740,4397759,4141139,5034503,4019903,4755035,9717314
102,6476725,3936298,4332883,4130587,4969750,3991916,4687023,9394519
102.1666667,6382615,3947366,4324973,4099254,4911443,3952408,4587754,9041077
102.3333333,6317343,3913067,4320701,4041797,4839769,3956329,4577895,8958175
102.5,6284727,3922410,4269781,4009472,4869265,3917709,4560847,9072401
102.6666667,6248307,3901577,4277505,4019601,4859471,3858954,4525151,9152927
102.8333333,6116130,3878083,4269207,3994553,4817888,3886426,4463135,9169504
103,6080615,3875869,4252104,3919318,4791555,3903488,4511161,9157129
103.1666667,6136226,3897704,4231623,3904040,4775933,3905954,4488437,9098498
103.3333333,6157577,3919442,4168987,3918954,4755090,3880826,4492924,9027680
103.5,6175455,3910158,4125462,3921019,4723938,3853074,4499737,8972768
103.6666667,6192579,3919549,4174854,3896308,4685190,3846354,4447145,8945994
103.8333333,6191482,3914826,4181148.75,3882815,4697586,3854719,4483704,8986699
104,6204644,3877079,4176161,3837767,4702036,3844534,4531564,9008098
104.1666667,6186131,3877892,4136561,3834863,4707294,3837990,4559073,9046214
104.3333333,6159250,3913441,4112197,3842164,4705112,3836854,4523312,9107826
104.5,6168735,3910374,4148132,3863635,4641613,3817205,4429522,9210734
104.6666667,6153876,3904166,4155059,3870056,4630601,3854682,4445602,9225160
104.8333333,6197077,3919650,4174077,3848972,4673275,3844489,4488377,9200701
105,6217090,3913100,4228244,3808057,4729758,3800060,4462473,9221849
105.1666667,6233553,3891538,4217871,3809040,4702865,3829815,4441624,9291617
105.3333333,6238936,3852760,4184446,3828085,4686549,3828687,4446403,9225915
105.5,6277598,3892924,4213718,3879961,4670116,3841162,4441775,9048383
105.6666667,6336586,3922807,4255595,3867113,4686170,3869703,4425760,9080474
105.8333333,6384181,3941311,4224967,3868795,4693012,3828947,4432141,9159331
106,6378847,3942543,4224159,3878974,4666923,3835230,4501850,9320212
106.1666667,6334503,3908906,4265637,3871806,4729500,3854872,4465674,9464413
106.3333333,6397093,3911360,4261593,3891813,4705696,3818221,4485604,9507306
106.5,6444033,3956673,4234861,3922650,4662462,3782174,4531599,9502204
106.6666667,6424183,3948476,4269269,3915858,4730392,3790775,4546347,9429299
106.8333333,6457287,3970997,4304919,3890128,4713517,3835894,4536274,9345649
107,6504532,4001874,4286474,3907110,4709844,3827487,4513144,9361700
107.1666667,6545640,3976200,4316575,3961112,4728603,3850504,4510959,9438607
107.3333333,6567623,3965302,4338317,3959338,4727404,3862126,4478680,9539631
107.5,6478511,3960156,4356633,3942309,4735340,3830461,4497237,9504666
107.6666667,6499109,3953221,4371704,3979182,4790927,3878254,4491396,9323302
107.8333333,6508297,3969250,4356291,3973621,4837379,3901920,4488066,9346899
108,6604811,3994661,4360407,3977618,4813375,3868632,4531243,9526735
108.1666667,6624840,3975877,4370901,3995513,4760700,3863164,4545704,9701652
108.3333333,6600958,3967448,4399896,3991211,4744027,3844631,4527941,9687932
108.5,6629192,3997953,4416028,3991517,4813449,3817101,4541131,9672558
108.6666667,6605750,4019606,4421197,3993464,4845626,3867984,4526336,9662414
108.8333333,6783319,4112875,4570845,4052336,4928748,3925816,4629794,10054667
109,7205739,4260910,4923639,4204208,5207411,4050047,5006102,10807932
109.1666667,7680561,4428875,5238804,4286092,5306416,4140283,5222642,11208172
109.3333333,7763599,4460409,5326208,4335294,5315480,4198073,5290493,11235067
109.5,7729881,4483182,5389809,4282066,5387277,4249181,5353716,11332815
109.6666667,7780816,4451062,5402788,4243492,5382527,4241542,5353786,11346068
109.8333333,7839835,4424234,5478317,4314578,5337723,4194008,5369821,11300949
110,7862137,4429371,5503352,4353152,5435287,4198705,5371739,11374417
110.1666667,7853003,4459390,5529323,4341352,5462112,4221413,5325183,11396695
110.3333333,7799082,4454454,5580795,4349109,5432430,4256643,5349943,11257671
110.5,7860766,4456665,5588696,4406998,5442625,4226117,5384826,11140469
110.6666667,7976716,4465483,5626829,4373931,5441603,4187181.25,5445469,11113692
110.8333333,7965885,4470569,5614314,4355357,5465801,4222149,5428345,11192330
111,7964373,4528373,5628597,4380595,5477841,4218271,5402277,11390846
111.1666667,7869064,4480921,5676535,4354437,5435365,4245826,5478524,11597393
111.3333333,7832135,4467858,5651187,4391235,5401298,4250217,5449350,11650007
111.5,7212743,4209934,5077991,4181993,5127354,4029000,4905456,10942816
111.6666667,6678865,3994390,4694473,4023924,4941014,3945042,4595852,10261482
111.8333333,6464362,3953646,4542119,3918580,4845598,3897485,4493697,9968708
112,6462156,3947226,4468668,3879688,4786301,3838236,4459653,9824340
112.1666667,6460392,3909881,4427370,3879730,4730254,3846007,4460111,9660556
112.3333333,6351004,3873655,4396779,3854165,4731374,3872266,4432712,9558481
112.5,6294758,3863407,4377144,3868409,4704916,3847405,4372889,9558638
112.6666667,6216453,3831529,4314017,3866801,4691689,3803237,4377604,9443410
112.8333333,6206252,3820873,4316868,3773512,4664604,3762339,4369370,9434911
113,6165443,3818700,4292600,3758142,4660394,3780114,4323627,9539559
113.1666667,6118865,3787252,4252244,3757696,4678895,3805741,4292373,9548714
113.3333333,6088149,3769457,4262028,3718248,4689001,3800706,4289476,9433729
113.5,6048719,3776327,4251359,3702186,4695363,3828199,4334618,9357453
113.6666667,6007609,3785836,4264267,3689799,4684403,3826725,4329952,9330300
113.8333333,5971779,3771540,4258665,3701488,4663308,3818276,4290295,9295739
114,5982413,3809487,4257854,3696743,4623303,3813608,4291392,9299171
114.1666667,5886598,3807624,4263581,3696545,4570681,3801603,4263816,9323768
114.3333333,5861479,3757488,4270305,3679624,4591963,3777995,4283514,9247889
114.5,5877029,3722336,4255518,3705845,4630281,3804568,4300342,9302087
114.6666667,5862652,3735449,4252413,3703414,4646948,3844695,4253481,9401966
114.8333333,5898764,3761245,4239321,3712049,4641394,3864637,4221053,9468649
115,5915196,3721611,4196061,3709475,4635679,3814303,4237662,9518383
115.1666667,5925386,3709294,4259225,3689943,4617362,3830955,4270507,9341429
115.3333333,5928736,3720800,4347201,3731857,4634378,3832200,4215232,9117506
115.5,5929962,3715666,4338206,3758828,4647235,3815247,4210531,9115098
115.6666667,5914686,3751689,4337081,3766657,4602106,3821818,4264228,9081821
115.8333333,5967832,3755646,4383984,3750185,4580268,3818097,4234578,9093504
116,5995929,3748487,4391246,3753782,4639997,3841748,4266043,9201657
116.1666667,6058444,3757634,4373862,3736999,4620216,3860310,4305649,9307558
116.3333333,6058989,3729608,4383058,3701802,4526687,3848346,4255807,9183579
116.5,6050859,3759353,4389614,3742932,4539687,3841459,4255729,9131572
116.6666667,6046933,3770114,4423702,3747491,4560313,3829920,4273600,9139364
116.8333333,6066136,3743430,4434446,3744523,4542644,3850661,4253144,9125338
117,6022398,3736311,4430048,3745397,4501685,3831004,4271187,9076745
117.1666667,6023972,3749156,4462673,3756732,4479054,3798563,4284322,9047893
117.3333333,6046820,3742462,4465039,3787843,4483676,3827463,4288868,9070233
117.5,5983409,3749516,4449635,3745467,4472871,3842683,4327834,9081972
117.6666667,6031683,3770782,4462316,3727953,4469739,3828487,4297866,9046661
117.8333333,6047521,3807507,4465439,3692491,4412167,3869361,4301666,9019256
118,6047105,3833434,4444296,3691333,4314356,3852686,4320346,8932775
118.1666667,6018003,3843590,4464155,3710694,4337530,3831368,4301927,8765869
118.3333333,6024006,3792616,4448677,3668613,4346100,3833739,4285106,8741768
118.5,6024696,3789966,4435917,3663244,4265823,3809806,4291570,8766838
118.6666667,6041146,3834053,4433501,3706499,4251643,3846256,4290477,8788161
118.8333333,6050992,3796910,4397205,3749008,4188112.75,3856484,4261888,8657490
119,6076736,3819632,4390466,3732663,4178980.75,3817059,4243507,8696394
119.1666667,6060900,3841608,4431166,3691078,4178665,3831814,4261137,8783158
119.3333333,6010139,3874751,4455149,3694581,4170118.25,3839799,4268966,8851817
119.5,5999844,3915792,4468781,3697141,4154979,3835077,4238569,8927463
119.6666667,5999123,3858107,4466379,3698768,4112428,3845119,4236945,8772787
119.8333333,6043947,3847986,4487271,3722442,4089581.75,3807848,4263986,8764694
120,6028028,3861191,4496249,3744252,4105606.75,3786757,4280175,8881882
120.1666667,6198239,3899882,4618933,3775703,4145570.25,3869535,4365981,9063690
120.3333333,6559296,4081913,4988930,3867896,4288094,4003890,4642088,9728343
120.5,6886928,4282724,5359043,3955314,4434831,4134911,4935425,10396154
120.6666667,6936966,4308212,5501230,3995874,4414028,4192230,4978447,10525471
120.8333333,6980059,4311292,5563676,4032399,4438496,4149343,4984382,10626378
121,6963957,4308988,5517944,4017335,4474251,4156440,5006314,10698161
121.1666667,6936853,4366442,5553693,4049929,4521356,4232833,5087324,10770741
121.3333333,6963703,4355112,5638103,4091895,4552665,4205861,5090099,10821060
121.5,7001825,4371152,5623516,4066663,4565247,4203187,5071117,10799821
121.6666667,7056707,4398310,5655907,4047953,4546234,4188169.75,5055329,10876991
121.8333333,7020950,4337775,5741227,4031278,4527177,4236226,5116505,10902161
122,6969966,4391506,5695651,4028977,4555231,4271184,5151258,10846009
122.1666667,7022609,4478163,5705052,4081078,4543210,4277059,5064789,10811508
122.3333333,7107311,4445394,5733612,4051168,4534016,4268789,5078723,10784388
122.5,7106908,4401318,5716889,4118420,4555227,4285301,5132847,10849577
122.6666667,7085545,4400045,5746364,4095615,4566782,4311894,5132164,10764159
122.8333333,6235967,4058679,5056312,3864389,4314311,4120855,4611679,9696182
123,5809753,3924504,4647078,3771113,4198834,3905352,4324298,9377485
123.1666667,5684442,3884790,4537443,3680153,4188246,3830199,4234665,9116512
123.3333333,5614079,3843211,4584638,3651233,4163837.75,3852051,4233278,8998632
123.5,5595807,3832836,4545973,3693973,4128478,3869312,4203944,8951405
123.6666667,5527748,3852569,4505066,3695939,4096339.25,3862603,4177244,8859013
123.8333333,5464521,3883247,4477557,3668259,4108572,3845303,4147545,8803095
124,5443504,3889627,4439723,3649071,4136579,3822428,4124198,8662281
124.1666667,5398526,3872118,4453248,3612331,4101842.75,3824336,4145705,8591825
124.3333333,5318192,3883349,4418142,3621162,4097707,3822911,4188104,8595090
124.5,5317641,3887161,4389887,3633911,4109815.25,3805701,4151001,8571084
124.6666667,5294436,3853297,4366595,3596146,4101120.25,3844526,4173862,8634234
124.8333333,5224787,3854871,4373183,3604327,4069685,3875990,4166558,8623489
125,5137666,3842417,4351841,3597810,4035228,3817970,4158903,8626992
