Hours,C1,C2,C3,C4,C5,C6,C7,C8
125.1666667,5103839,3851762,4361673,3596520,4048699,3809588,4155146,8627432
125.3333333,5108076,3860160,4359564,3599863,4113259,3862210,4128440,8547045
125.5,5091539,3855628,4363413,3588259,4067318,3910578,4124350,8520040
125.6666667,5081092,3895515,4377348,3598036,4077847,3885289,4116101,8422072
125.8333333,5066096,3902126,4323113,3608677,4085481,3872011,4085066,8272589
126,4972119,3872282,4289507,3595416,4052300,3850758,4113217,8310883
126.1666667,4945744,3867863,4297149,3594512,4074199,3836520,4122002,8329844
126.3333333,4893730,3888567,4321820,3582380,4035287,3839472,4079441,8287086
126.5,4881940,3881754,4344970,3595548,4004786,3794135,4067252,8366053
126.6666667,4952440,3865397,4337361,3609720,3991641,3817662,4112537,8404566
126.8333333,4978671,3874042,4338866,3618808,3978706,3831267,4125696,8348494
127,4969607,3860314,4279825,3635755,4006660,3876545,4088572,8373989
127.1666667,4908460,3863476,4256454,3663046,4026904,3881154,4095671,8318275
127.3333333,4888127,3874784,4253447,3648971,4006834,3862131,4090497,8252432
127.5,4903989,3921500,4260096,3635775,4042523,3878690,4127918,8272889
127.6666667,4942298,3910278,4282590,3646349,4035419,3892076,4137364,8369255.5
127.8333333,4959803,3889468,4261287,3628010,4010950,3885836,4080616,8284044
128,4959192,3851192,4266357,3633253,3999696,3902012,4056562,8208215
128.1666667,4980464,3904296,4315008,3663196,4031150,3861769,4091803,8270653
128.3333333,4960633,3953894,4341167,3699429,3999147,3872013,4093675,8384326.5
128.5,4935125,3956091,4398909,3672184,3999603,3864701,4090344,8390355
128.6666667,4904992,3947986,4363943,3675634,3969115,3839896,4107066,8392587
128.8333333,4922294,3972148,4323131,3675087,3980269,3832221,4166713,8381058
129,4917016,4027415,4294090,3649855,3998314,3877551,4171828,8391236
129.1666667,4972173,4152368,4315913,3672110,4029772,3909099,4176721,8455147
129.3333333,5005380,4174309,4352808,3691049,4070188,3899118,4179637.75,8494568
129.5,4952277,4070981,4352206,3669080,4059410,3873978,4156883,8510903
129.6666667,4940974,4027905,4370549,3661978,4066226,3899080,4104236,8500668
129.8333333,4981491,4023343,4354809,3666917,4059817,3892085,4104521,8405725
130,5008467,4063665,4380090,3676535,4067531,3843693,4164518,8448654
130.1666667,5001762,4089851,4370171,3681559,4065550,3853755,4187321.25,8535475
130.3333333,5006155,4128627,4368687,3680804,4053548,3920913,4136707,8548653
130.5,5019016,4104037,4382361,3673991,4064852,3918519,4104894,8541042
130.6666667,5066563,4086534,4299157,3638251,4081082,3913412,4101839,8496711
130.8333333,5102870,4113944,4232776,3637579,4097530.25,3902429,4107015,8560753
131,5281901,4248699,4421765,3700406,4222988,3988500,4281702,8854257
131.1666667,5636134,4540286,5035711,3789396,4358336,4139164,4598855,9653635
131.3333333,5824004,4663278,5347125,3824929,4368258,4225747,4803105,10004096
131.5,5945408,4701946,5418040,3836054,4380312,4281889,4880648,10202900
131.6666667,6003578,4739294,5483158,3844112,4381125,4265800,4865834,10287938
131.8333333,5992032,4772394,5565064,3861429,4411868,4266025,4866765,10376717
132,6034208,4797420,5569896,3905847,4452546,4328345,4854343,10406810
132.1666667,6090149,4792379,5634941,3922936,4428196,4349069,4873683,10465092
132.3333333,6089220,4790703,5700569,3945370,4370966,4312227,4917220,10488507
132.5,6140406,4754409,5694209,3936252,4357316,4349003,5003381,10364166
132.6666667,6172107,4733688,5678226,3919217,4369392,4345329,5007647,10316732
132.8333333,6274636,4737610,5675447,3943205,4380503,4342801,4990756,10297528
133,6343416,4755666,5703695,3917204,4378231,4364459,5004547,10237444
133.1666667,6105470,4638999,5556275,3822013,4316707,4312422,4831078,10024573
133.3333333,5524846,4302297,4922358,3706351,4084828,4054561,4380962,9324909
133.5,5337212,4164838,4657925,3642126,3976148,3920087,4214593,8956365
133.6666667,5353318,4139466,4625911,3638002,3951268,3895272,4202265,8793127
133.8333333,5362977,4102203,4582939,3618664,3929366,3879761,4210358,8640038
134,5311589,4088409,4543444,3568598,3925540,3878503,4177411,8552273
134.1666667,5283423,4072701,4532751,3570688,3925970,3859891,4133033,8515348
134.3333333,5284674,4073355,4454132,3555246,3924862,3870747,4120323,8432159
134.5,5305014,4118100,4426042,3543449,3903899,3884694,4128753,8331802
134.6666667,5232894,4110121,4464040,3553841,3880065,3857892,4113978,8301256
134.8333333,5175823,4112412,4442681,3514324,3859897,3847593,4097120,8128821
135,5206490,4109298,4427135,3492991,3866890,3859809,4089816,7957938
135.1666667,5194797,4101710,4433398,3516201,3877211,3847134,4108366,7911343
135.3333333,5198539,4064444,4439324,3514188,3850878,3822036,4120734,7921394
135.5,5196923,4057825,4410873,3486353,3845574,3816747,4084314,7932856
135.6666667,5181357,4126750,4417158,3492114,3865799,3833127,4057014,7941977
135.8333333,5187209,4134119,4424738,3489617,3862466,3810365,4055036,7959224
136,5170754,4102661,4369495,3488799,3847567,3805284,4098384,7903027
136.1666667,5174025,4097178,4353654,3477056,3838711,3818513,4117655,7846029
136.3333333,5175400,4105675,4402530,3495950,3833214,3795606,4085045,7855990
136.5,5163527,4125683,4393331,3508980,3850481,3795378,4057546,7906711
136.6666667,5164656,4176443,4371376,3496871,3851530,3806370,4076531,7975758
136.8333333,5231345,4158632,4365809,3513664,3854011,3831745,4074483,7841648
137,5223633,4130777,4375566,3506753,3849794,3846537,4088917,7784074
137.1666667,5172639,4151759,4382685,3510014,3850267,3827643,4062677,7779693
137.3333333,5210342,4132353,4402500,3518067,3826940,3832173,4065249,7848649
137.5,5250474,4148096,4400948,3516831,3822329,3852746,4102832,7829574
137.6666667,5285095,4146373,4366409,3509629,3830169,3853673,4071999,7720608
137.8333333,5294680,4147226,4354754,3516984,3809432,3853230,4054435,7681997
138,5296528,4119923,4403858,3524489,3844237,3855335,4050051,7670581
138.1666667,5291831,4154743,4415399,3496856,3851691,3856206,4065318,7736012
138.3333333,5340571,4207145,4420802,3509850,3829516,3853097,4046214,7770908
138.5,5367760,4199191,4410294,3534415,3854858,3843960,4046997,7722895
138.6666667,5393134,4173030,4361463,3524469,3838666,3877419,4038029,7710203
138.8333333,5373690,4181861,4373528,3515361,3864826,3885092,4089830,7827459
139,5367222,4150467,4373237,3521827,3845535,3895470,4099141,7937056
139.1666667,5357333,4148576,4387440,3522447,3808948,3914275,4074076,7845154
139.3333333,5356274,4221660,4400910,3513979,3812007,3878584,4104947,7770634
139.5,5438433,4202559,4406761,3486458,3786646,3881895,4068579,7816205
139.6666667,5463353,4166362,4415290,3495284,3749241,3889951,4061202,7908383
139.8333333,5533229,4163192,4362818,3509988,3751395,3903926,4023935,7849999
140,5513620,4153174,4351755,3523594,3786210,3922139,4038547,7767711
140.1666667,5540862,4156497,4428135,3506688,3830662,3899530,4035413,7787145
140.3333333,5589544,4136296,4483556,3496686,3785666,3888403,4017428,7804953
140.5,5601913,4143323,4413274,3495400,3770763,3868570,3998618,7764739
140.6666667,5606046,4145198,4388705,3519033,3773518,3890648,4028856,7710887
140.8333333,5577988,4150825,4387827,3514583,3751808,3867175,4044210,7737694
141,5623941,4184316,4390180,3494563,3763122,3900040,4041833,7763789
141.1666667,5681102,4240229,4386872,3492932,3783900,3964251,4069156,7750841
141.3333333,5674129,4250865,4423743,3485478,3834493,3939635,4073602,7749412
141.5,5650026,4239075,4456321,3513786,3814996,3914674,4076706,7811909
141.6666667,5664687,4226056,4410881,3513694,3755059,3936134,4056346,7761917
141.8333333,5666637,4176363,4390816,3514000,3769017,3928551,4037135,7702601
142,5682969,4188174.75,4433276,3520901,3807878,3882855,4057468,7691631
142.1666667,5694577,4230537,4400085,3511882,3757427,3858168,4055524,7711213
142.3333333,5682174,4274528,4340693,3479690,3744700,3821515,4041874,7701540
142.5,5696392,4241371,4325349,3474342,3806913,3829953,4010573,7745534
142.6666667,5731927,4247955,4342829,3484280,3791902,3854873,4025850,7841112
142.8333333,5723864,4248627,4405096,3470103,3774647,3851239,4035151,7831908
143,5758746,4248768,4388218,3457490,3784387,3846717,4035462,7761201
143.1666667,5823587,4257441,4417683,3475975,3806088,3872328,4061807,7705195
143.3333333,5793075,4257728,4433120,3475914,3809316,3883070,4106511,7685062
143.5,5820138,4295288,4425530,3467826,3810891,3838752,4132637,7660852
143.6666667,5822227,4281745,4434500,3486349,3803100,3829294,4074727,7770301
143.8333333,5815611,4317848,4440421,3455243,3779032,3836071,4055487,7752729
144,5784901,4318996,4504383,3415340,3773577,3824294,4054463,7646294
144.1666667,5933134,4427502,4729675,3480321,3827442,3921837,4221309,7806652
144.3333333,6369214,4745929,5304243,3576385,3921952,4104524,4577065,8317349
144.5,6608379,4916173,5530746,3633290,3987138,4184548,4747300,8528265
144.6666667,6639449,4943918,5616803,3663361,4006059,4183878.25,4825139,8659977
144.8333333,6701143,4965955,5804023,3676316,4014690,4203465,4883873,8746899
145,6793600,5030667,5810990,3702372,4063460,4218736,4891728,8854741
145.1666667,6786806,5023601,5842165,3717163,4072761,4219173,4909600,8872471
145.3333333,6758076,5020543,5913725,3701046,4045239,4247015,4882467,8858070
145.5,6766356,5043612,5937410,3701804,4035729,4196356,4936401,8943246
145.6666667,6797002,5074685,5954976,3732468,4076274,4208835,4944779,8933610
145.8333333,6800234,5061048,6002617,3711374,4091408.25,4210821,4948745,8906771
146,6809995,5035155,6014578,3728253,4047682,4205011,4959489,8884859
146.1666667,6805886,5045765,6040787,3724457,4015695,4244824,4993958,8946085
146.3333333,6768131,5038281,6051074,3754590,4044426,4224560,4970217,8936534
146.5,6786454,5022718,6082152,3721066,4045204,4218433,4977176,8877161
146.6666667,6418256,4842739,5748700,3649028,3928837,4174648,4763521,8562146
146.8333333,5855207,4523369,5052550,3559290,3782419,4000253,4358177,8082764
147,5643952,4405101,4839641,3496777,3746080,3870117,4208316,7853819
147.1666667,5573979,4388745,4873038,3462118,3730493,3836757,4168117,7770439
147.3333333,5504231,4316944,4826026,3426610,3695515,3839583,4149114,7693647
147.5,5496315,4295745,4754220,3421567,3725674,3842549,4098731,7532023
147.6666667,5509004,4261919,4727157,3415318,3723220,3843293,4077002,7452340
147.8333333,5457010,4258917,4704250,3392299,3694360,3797699,4042052,7530418
148,5408528,4301831,4698389,3415319,3687555,3770341,4036716,7354680
148.1666667,5368276,4290957,4712317,3377217,3723086,3774747,4037049,7300429
148.3333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
