0.722,9625893,5473035,8723564,5583443,11157635,6261190.5,6907281,6428383,NaN,5775896.5,NaN,6721540
0.729,9556243,5426250,8690646,5546122,11152167,6274994,6909479,6474116,NaN,5720059,NaN,6620405
0.736,9523360,5410284,8721878,5548096,11144927,6218455,6863121,6492234,NaN,5656823,NaN,6579562
0.743,9535067,5374080,8771502,5590594,11139449,6142260,6819234,6522452,NaN,5678953,NaN,6722527
0.75,9592134,5340920,8742534,5554135,11066129,6131280,6786147,6560529,NaN,5662012,NaN,6737972
0.757,9595098,5248859,8750031,5593095,11014152,6147425,6859744,6534031,NaN,5621343,NaN,6705591.5
0.764,9595831,5207613,8724072,5684896,11027548,6151900,6862081,6549301,NaN,5608177,NaN,6766035
0.771,9528465,5213977,8636807,5629783,11021331,6178619,6828692.5,6621387,NaN,5609303,NaN,6967552
0.778,9472255,5209700,8605833,5538294,10996776,6115370,6917571.5,6644972.5,NaN,5672726,NaN,7048657
0.785,9500855,5139973,8518574,5567794,11027238,6096113,6911839,6688604,NaN,5644646,8479733,7093005.5
0.792,9517956,5145131,8453188,5586021,11052448,6108428.5,6893388,6701743,NaN,5650272,8533423,7165571.5
0.799,9546352,5156341,8436065,5586961,11165350,6104738,7013653,6692485.5,NaN,5687139,8632430,7054074
0.806,9530190,5119131,8390634,5598963,11150571,6094028,7055330,6749160,NaN,5703695.5,8718510,6969168.5
0.812,9582239,5093896,8316612,5637653,11504644,6083683.5,7088646,6589034,NaN,5783512,8823629,7020746
0.819,9620523,5161136,8250576.5,5674307,11837313,6109017,7242952,6468069,NaN,5828464,8886564,7076442
0.826,9632678,5164373,8159290,5681757,12004450,6112578,7348951.5,6468242,NaN,5786473.5,8936158,7102796
0.833,9674519,5149125,8110569.5,5662157,12006207,6086176.5,7390471.5,6501839.5,NaN,5823998,9028472,7199338
0.84,9713404,5151469,7997022.5,5640756,11913204,6059261,7404910,6501335.5,NaN,5853808.5,9123688,7385353
0.847,9644647,5168056,7855872,5654665,11892616,6062835,7482701,6524453.5,NaN,5894590,9080334,7388141.5
0.854,9674974,5176098,7762973,5671045,11741739,6040181,7473105,6634482,NaN,5903273,9081508,7244551
0.861,9703453,5220413,7709690,5612887,11659403,6042943.5,7396877,6746927,NaN,5901828,9109876,7160466.5
0.868,9703653,5258021,7584869.5,5569906,11576136,6055819,7369039.5,6879401,NaN,5904524,9057836,7099109.5
0.875,9650271,5300516,7570572,5581605,11705645,6015733,7346858,6894656,NaN,5898474,9092699,7178269.5
0.882,9591772,5337670,7543014,5576175,11588932,5953084,7320358,6882909.5,NaN,5842136.5,9206004,7344654
0.889,9545237,5293160,7481707,5559905,11526634,5901269,7358627.5,6860823,NaN,5883120,9209886,7235852.5
0.896,9560153,5255223,7373063,5552441,11452875,5907713,7383210,6834348.5,NaN,5932703,9236031,7054343.5
0.903,9590080,5329407,7288952,5531968,11538562,5917594.5,7355368,6826638,NaN,5917548,9322208,6933479
0.91,9546969,5333584,7278878,5521581,11568853,5854572,7327952,6841899.5,NaN,5862999,9307011,6838339
0.917,9483901,5300530,7237217.5,5531997,11612041,5799956,7347790.5,6838155,NaN,5890579,9180363,6832389.5
0.924,9418988,5341888,7248975,5541928,11603694,5859892,7320616.5,6859506,NaN,5924086.5,9175591,6963582
0.931,9341306,5385691,7260452,5528162,11551775,5824147,7285635,6868529,NaN,5887956.5,9193237,7199880
0.937,9314967,5312846,7251675,5520140,11426143,5853602,7290694.5,6770742,NaN,5911287.5,9057203,7039711
0.944,9281938,5350853,7285445.5,5543864,11367602,5847714,7340435.5,6772494,NaN,5928877,9040248,6718162
0.951,9232552,5420110,7238451,5510609,11281824,5782092,7283590.5,6730466,NaN,5919116,9039800,6599420
0.958,9238999,5409842,7275019.5,5515607,11198197,5767927,7185817,6703702,NaN,5920314.5,9043724,6537078
0.965,9287456,5376992,7301547,5492806,11140308,5726667.5,7102602.5,6724837,NaN,5897959,9000574,6517497
0.972,9250521,5389743,7254910,5467478,11070761,5739069,7080329,6683642,NaN,5836965,8989359,6407566
0.979,9255193,5402163,7266039.5,5474588,10951809,5766901,7020189,6661504,NaN,5842336.5,8970708,6438470
0.986,9276927,5375463,7302891,5525581,10983834,5719620,7011416.5,6670089,NaN,5863512,9028439,6625259
0.993,9321372,5368140,7327736,5515740,11006513,5692472,7021499,6691344.5,NaN,5826097,9040147,6576287
1,9368718,5323532,7354819,5474463,11064076,5701161,6955329,6654655,NaN,5791531,8967014,6264788
1.007,9317332,5290896,7315838.5,5529737,11106707,5688781.5,6942660,6581471,5189412,5776048,8926794,6169832
1.014,9186356,5319608,7338505,5564899,11052296,5647399,6924183.5,6629283,5180279,5830866,8942214,6093598
1.021,9141011,5285461,7320896,5462982,11006629,5613410,6863199,6684484,5148020,5822608,8875806,6028401
1.028,9182472,5283910,7344081,5429741,10957455,5577047,6882501.5,6777951,5198179,5774851.5,8785590,6070880
1.035,9175005,5265309,7312704,5472371,10799939,5589952,6870327,6712832,5179004,5701474.5,8755738,6163993
1.042,9187775,5258894,7305294,5532418,10808615,5547889,6879816,6409202,5180176,5687158,8695371,6181992
1.049,9184566,5304679,7252180,5539674,10888863,5500424,6949103.5,6277495.5,5173540,5675298,8667556,6193762.5
1.056,9202855,5219784,7228066.5,5525968,10767358,5488648,6861083.5,6289897,5208610,5649925,8661348,6190958
1.062,9245894,5194625,7311718.5,5519541,10693803,5468239,6872604,6400337.5,5234426,5613888,8661246,6184904.5
1.069,9193632,5199040,7272486.5,5523232,10681564,5487230,6907620,6637172,5240123,5605914,8635858,6183643
1.076,9149511,5158936,7205552,5513644,10524337,5455453,6863807.5,6662341,5244955,5628142,8662772,6154182
1.083,9194013,5126513,7249431,5485896,10585127,5424346,6857742.5,6681485,5242360,5607463,8679935,6267150
1.09,9211483,5123811,7363199,5518116,10488044,5432066,6835471.5,6639584,5231247,5555735,8662676,6352161.5
1.097,9225179,5125802,7356009,5505489,10404375,5423435,6844930,6628101,5228132,5551821,8554096,6336740
1.104,9223347,5193672,7312141,5481341,10449011,5391346,6863549,6634566,5249334,5598140,8493047,6344697
1.111,9238724,5231919,7259565.5,5474112,10490290,5349941,6908783,6651790.5,5256627,5622465,8404485,6397932
1.118,9305366,5144867,7224765,5493071,10445020,5306741,6928270,6681893.5,5247903,5639753,8451275,6384218
1.125,9388193,5079700,7245364,5530056,10493689,5303746,6904966,6723385,5205586,5635725,8476361,6348814.5
1.132,9408145,5034958,7218947.5,5532606,10511617,5344957,6925167,6711060,5162195,5621738,8448010,6410046.5
1.139,9376789,5057345,7246719,5498575,10490294,5310484,7005457,6684324.5,5186390,5650432,8521369,6464825
1.146,9321366,5118318,7298739,5499552,10534789,5302010,7107251.5,6690705,5220488,5664122,8411370,6529335
1.153,9236267,5132349,7287303,5526930,10506022,5307322,7158959.5,6731807,5253373,5680156,8329657,6517839.5
1.16,9264047,5055639,7291300,5560098,10421705,5237599,7092806,6731753,5278176,5693256,8305443,6525178
1.167,9294516,5062907,7341183,5543705,10253344,5245793,7068853,6657056.5,5265098,5676435,8284295,6563756
1.174,9337157,5061315,7284274,5607146,10091988,5243224,7054822,6636144,5216940,5689745,8353808,6621364
1.181,9392503,5040602,7234167,5540459,10000986,5223311,7040158.5,6692393,5248508,5692232.5,8340014,6634450
1.187,9386536,5022284,7201776.5,5489064,9970400,5207849,7043774.5,6762298.5,5234320,5694716,8205301,6604024.5
1.194,9304989,5029488,7168363.5,5517241,9912562,5205453,6952907,6738437,5253906,5673375,8197780,6645634
1.201,9250589,5043754,7169012,5490402,9871027,5201172,6959280,6693094,5233488,5675847,8339144,6701081.5
1.208,9300501,5009662,7178589,5490137,9813875,5218837,6876029.5,6683046,5233404,5731530,8274063,6750702.5
1.215,9260815,4992133,7113600.5,5512092,9748532,5200478,6818981,6690337,5203441,5689715,8209448,6729429.5
1.222,9304416,4998440,6981473.5,5490364,9815223,5184423,6846502,6732527,5213310,5709205,8312577,6628047
1.229,9401989,4984809,6939387.5,5467108,9771129,5190612,6808883,6764950,5262093,5752356,8213100.5,6682019
1.236,9482988,5018784,6964405,5394240,9805684,5144542,6811394,6744751,5284218,5763550.5,8188909.5,6702544
1.243,9488478,5005617,6890825,5391239,9763399,5127985,6836080.5,6785074.5,5233797,5823958,8215382,6728105.5
1.25,9537580,4957596,6860566,5414370,9565778,5166688,6732249.5,6821555,5289016,5821259,8145324,6766584
1.257,9517595,4900384,6922030,5374411,9467975,5175511,6708084,6855631,5306843,5834895,8115281,6734634.5
1.264,9547664,4848807,6824451.5,5359871,9531685,5123017,6700932,6866668,5270365,5845922,8154778,6689761
1.271,9486724,4975216,6748071,5420036,9480024,5146360,6662411,6897981,5236616,5866778,8206359,6714063
1.278,9398294,4723311,6773388,5457515,9408522,5100090,6595076,6880292.5,5237960,5847480.5,8248696.5,6726252
1.285,9407865,4998347,6740803.5,5391487,9315956,5122575,6568861,6898988.5,5247434,5830336,8277410,6639428
1.292,9411556,4923465,6730889,5390293,9367068,5198722,6538008,7056293,5248648,5887530,8187955.5,6607763
1.299,9427815,4852239,6781124,5422161,9305152,5244613,6515459.5,7192759,5270340,5944086.5,8189195.5,6698044
1.306,9490516,4856373,6791902,5399897,9188718,5216354,6503504,6989355.5,5317802,5911614.5,8195831,6761324
1.312,9548602,4823928,6740132,5407186,9055033,5183769,6453087,6879567,5316749,5868064,8212647,6699306
1.319,9516970,4828571,6747454.5,5434362,8998921,5157507,6375753,6842527,5292181,5912920,8222493.5,6646220
1.326,9586174,4835555,6732513,5487194,9031197,5146880,6323439.5,6797676,5348842,5932592,8202477,6602064.5
1.333,9670233,4817112,6709764,5451010,8983928,5168356,6292002,6790853,5417997,5914836,8216737,6579127
1.34,9717651,4798518,6663187,5391840,9036972,5183695,6334298,6815949,5413407,5926617.5,8236745,6606818.5
1.347,9762717,4806429,6605681,5424002,8937687,5197602,6388272.5,6862877,5389455,5951997,8227937.5,6632698.5
1.354,9776104,4837921,6586735,5452525,8898000,5156279,6371900.5,6875648,5344671,5981262,8221620,6730303
1.361,9803047,4817549,6544098,5421294,8906321,5151421,6364453.5,6768805,5357952,6042103,8261818,6698499
1.368,9814355,4813406,6522096,5376907,8905445,5180893,6345803,6724006.5,5439883,6064214,8354721.5,6676332
1.375,9843000,4811541,6497818.5,5395458,8921335,5100303,6267577,6747745,5410071,6060330,8397366,6676131
1.382,9761888,4864725,6420574,5418411,8898221,5087201,6340470,6820012,5415252,6032435,8372406,6647962
1.389,9806657,4835537,6394994,5412308,8878918,5149346,6325556,6857387,5469586,5962027.5,8430173,6674130
1.396,9782565,4799143,6470244.5,5385849,8754773,5179710,6252650,6811263.5,5491178,5969272,8484642,6661193
1.403,9643973,4834514,6487148,5331752,8690258,5172214,6303810.5,6850023.5,5476764,6015371.5,8479843,6644423
1.41,9627564,4850111,6422930.5,5342626,8761547,5115544,6296106.5,6881957,5457729,6037378,8465370,6616373
1.417,9681838,4821785,6370992,5303898,8746276,5099855,6253821.5,6918462.5,5436394,6057759.5,8482300,6648053.5
1.424,9664625,4840837,6362991,5349729,8702049,5115144,6211677,6961331,5409716,6043630,8451701,6615279
1.431,9553559,4873592,6282374,5404900,8672457,5092279,6205567.5,6859102,5479958,6066990.5,8423566,6562551
1.437,9617944,4903154,6212926,5431494,8631686,5073223,6276017,6893428,5452295,6077354,8426052,6596003.5
1.444,9698781,4911048,6248806,5426900,8579398,5099201,6341867,6955726,5378338,6121280,8464846,6603090
1.451,9600370,4871577,6304288,5380970,8434738,5117788,6317428,6934201.5,5441953,6128174,8479143,6568731
1.458,9587061,4853637,6325461,5378150,8330748,5098262,6325770,6920462.5,5421192,6109574,8501569,6590996
1.465,9576077,4825817,6324497,5395548,8314638,5056930,6338866,6926164.5,5412735,6118735,8488999,6674852.5
1.472,9501150,4839256,6305806.5,5429529,8328290,5058877,6259336,6911037,5466123,6107162,8514180,6745261
1.479,9492318,4854184,6330628,5449253,8330091,5088488,6206254.5,6904606,5536714,6139067.5,8536880,6717014
1.486,9616213,4849113,6344617,5512665,8290818,5136275,6166356.5,6954822.5,5545428,6214378.5,8638081,6777125
1.493,9461744,4855462,6358718.5,5509388,8334110,5111275,6179035,7076068.5,5527636,6244035,8616894,6892360.5
1.5,9359590,4846360,6358622,5460504,8383302,5050451,6167929,7075688,5525757,6251324.5,8584894,6929865
1.507,9293759,4853049,6372213,5452131,8412931,5062176,6136284.5,6994966.5,5535752,6290334.5,8577180,6994020
1.514,9287495,4846957,6344402.5,5455424,8358748,5102300,6087415,6844798,5555079,6300181,8431248,7106560.5
1.521,9328792,4769129,6322174,5434666,8308027,5067371,6095614,6773911.5,5579942,6254923,8447438,7067126.5
1.528,9288195,4801803,6388317,5425967,8300924,5017899,6072092,6754283,5546586,6216810,8591315,7047139
1.535,9187480,4836772,6461777,5443643,8351575,5061489,6078620,6754290,5518851,6260897.5,8642678,7139257.5
1.542,9238488,4794383,6451744,5422983,8356597,5066548,6164789,6790443.5,5511830,6295791,8674737,7285206
1.549,9247183,4789428,6378854,5393123,8185193,5093416,6112697,6821744,5503756,6317002,8733248,7315625
1.556,9192316,4784496,6363917,5384589,8224847,5037385,6112597,6756607,5564216,6322405,8712868,7379443
1.562,9143145,4780365,6456727.5,5401192,8319009,5004628,6175172.5,6805671,5595614,6308702,8654470,7437339
1.569,9330402,4770009,6449011.5,5444872,8374765,5074770,6154216,6889729.5,5617392,6334243.5,8706301,7355748.5
1.576,9389388,4775044,6443037.5,5460668,8343558.5,5043630,6115170,6863984,5616265,6337272,8709943,7291806
1.583,9362671,4786525,6435674,5453194,8205019,5015224,6142095,6801575,5594672,6323997,8673437,7330707
1.59,9376197,4775868,6483690.5,5506918,8139896,5059562,6135987,6824257,5557478,6362720,8677166,7399533.5
1.597,9441007,4791319,6507201,5552170,8215766,5028635,6166693,6882072.5,5568042,6545514,8706507,7454656
1.604,9486880,4814563,6475190,5471263,8405772,4998856,6285881.5,6946612,5598271,6697908,8795197,7444545
1.611,9533654,4769849,6415865.5,5465943,8324660,5010347,6338742,6977429,5568236,6708166.5,8815195,7399998
1.618,9562236,4734775,6400919,5555710,8147133,4998316,6282199,6907680,5560661,6543438,8827205,7414689
1.625,9500838,4735360,6439925,5573489,8123213.5,5022874,6252056,6739711,5556264,6503825.5,8894295,7427868
1.632,9494421,4755513,6414183,5541527,7944527,5026942,6201610,6533822.5,5582929,6523872,8799072,7334877
1.639,9460693,4726880,6496016,5527941,7494315,4982358,6125074,6336002,5605607,6554338,8718568,7237093
1.646,9427421,4704145,6473519,5573741,7258617,4993567,6029611,6300964.5,5605933,6556552,8695237,7225503.5
1.653,9404014,4690198,6399271,5528484,7263938,4978756,5964221,6305776,5633665,6587998.5,8626146,7138381
1.66,9427063,4703816,6420667.5,5489277,7381140.5,4967693,6064429,6321005,5607835,6624203,8668222,7077260
1.667,9436277,4733561,6469201,5539263,7703484,5042518,6203679,6498705,5601083,6603519,8747391,7115813
1.674,9399430,4772443,6478917,5575272,8088747,5032555,6257887,6645752,5612934,6570824,8717895,7097514.5
1.681,9396275,4780083,6406987.5,5574559,8037908.5,5000104,6295379,6683172,5542468,6610037,8715403,7074589
1.687,9373244,4762260,6411597,5584650,7980861.5,5002632,6231216,6597269,5523521,6613658,8758410,7030100
1.694,9366085,4775024,6442522,5582601,7905724,4969121,6155637,6553778,5568894,6651407,8753751,7003480
1.701,9387326,4754479,6499932,5516993,7935671,4954416,6133606,6622131.5,5552772,6715577,8624363,6978519.5
1.708,9409851,4770395,6434461,5549027,7950293,4951198,6172632,6594287,5552765,6748464,8689692,6923096
1.715,9322245,4794032,6429136.5,5572449,7884309.5,4921967,6150392,6640749,5544409,6755356,8703802,6849955
1.722,9276233,4832643,6399868.5,5526078,7885924.5,4937572,6120137.5,6708708,5517982,6761591,8733646,6889424
1.729,9258899,4856825,6408525,5462856,7895370.5,4924445,6161130,6716414,5526491,6809720,8736064,6903910
1.736,9203881,4879609,6505563,5414136,7920230.5,4895456,6108860,6789526.5,5532101,6770142,8678715,6804970
1.743,9182666,4855024,6609358,5437265,7865217,4876738,6046717,6815957,5540221,6733566,8639747,6781059
1.75,9225294,4822247,6603248,5436947,7860034,4889962,6062931,6827652,5517616,6895400.5,8625381,6741554
1.757,9225773,4856743,6564168,5350019,7853669.5,4911258,6063202,6798457,5475157,6939020,8587711,6672871
1.764,9244012,4876237,6559533,5342617,7881774.5,4879748,6066073.5,6795793,5509733,6852663,8555701,6677758
1.771,9207119,4884359,6583299,5410734,7955354,4888110,6050018,6784504,5512910,6781442.5,8646442,6704161.5
