Hours,cfl-1,cfl-2,cfl-3,cfl-4,cfl-5,cfl-6,cfl-7,cfl-8,ncfl-1,ncfl-2,ncfl-3,ncfl-4,ncfl-5,ncfl-6,ncfl-7,ncfl-8
31.16666667,6962209,3864565,4242629,3868353,6289978,4930739,5175899,4781197,9460693,4726880,6496016,5527941,7494315,4982358,6125074,6336002
31.33333333,6960298,3849639,4240908,3858414,6291705,4903297,5185284,4773865,9427421,4704145,6473519,5573741,7258617,4993567,6029611,6300964.5
31.5,6973243,3859370,4225344,3874969,6299560,4891595,5207019,4763848,9404014,4690198,6399271,5528484,7263938,4978756,5964221,6305776
31.66666667,7006560,3852716,4210655,3868450,6293097,4889705,5165553,4731102,9427063,4703816,6420667.5,5489277,7381140.5,4967693,6064429,6321005
31.83333333,6959879,3843135,4203055,3909244,6189577,4869430,5171031,4715627,9436277,4733561,6469201,5539263,7703484,5042518,6203679,6498705
32,6849969,3818065,4204541,3901014,6105042,4897502,5133500,4734043,9399430,4772443,6478917,5575272,8088747,5032555,6257887,6645752
32.16666667,7003368,3848948,4266285,3911723,6212773,4929272,5175645,4747792,9396275,4780083,6406987.5,5574559,8037908.5,5000104,6295379,6683172
32.33333333,7535180,4042184,4513229,4001231,6497822,5107833,5454403,4868465,9373244,4762260,6411597,5584650,7980861.5,5002632,6231216,6597269
32.5,7925730,4218399,4758412,4121505,6741583,5343175,5827185,5074448,9366085,4775024,6442522,5582601,7905724,4969121,6155637,6553778
32.66666667,7889491,4223875,4770317,4098027,6785401,5399283,5876670,5066958,9387326,4754479,6499932,5516993,7935671,4954416,6133606,6622131.5
32.83333333,7998075,4234182,4804110,4136111,6842630,5437545,5941027,5088314,9409851,4770395,6434461,5549027,7950293,4951198,6172632,6594287
33,8116938,4247444,4838452,4127699,6911337,5469319,5914852,5077757,9322245,4794032,6429136.5,5572449,7884309.5,4921967,6150392,6640749
33.16666667,8091953,4269845,4840083,4135272,6913246,5529520,5973416,5110545,9276233,4832643,6399868.5,5526078,7885924.5,4937572,6120137.5,6708708
33.33333333,8080031,4308494,4860660,4182855.25,6915728,5594410,5997191,5107132,9258899,4856825,6408525,5462856,7895370.5,4924445,6161130,6716414
33.5,8120645,4326044,4867107,4232481,6958381,5617807,6014031,5086212,9203881,4879609,6505563,5414136,7920230.5,4895456,6108860,6789526.5
33.66666667,8140470,4419845,4882503,4258771,7021322,5593059,6008886,5085182,9182666,4855024,6609358,5437265,7865217,4876738,6046717,6815957
33.83333333,8143280,4439986,4943406,4248762,6977152,5555228,5913047,5100047,9225294,4822247,6603248,5436947,7860034,4889962,6062931,6827652
34,8155104,4436394,4919502,4255343,6981284,5548820,5926570,5128671,9225773,4856743,6564168,5350019,7853669.5,4911258,6063202,6798457
34.16666667,8283322,4452946,4922540,4260904,7078971,5647446,6017870,5121467,9244012,4876237,6559533,5342617,7881774.5,4879748,6066073.5,6795793
34.33333333,8254053,4470307,4915781,4236172,7065362,5679587,6111448,5134420,9207119,4884359,6583299,5410734,7955354,4888110,6050018,6784504
34.5,8196206,4469765,4899098,4252529,7014877,5631738,6151106,5140377,9149204,4912062,6588172,5392731,7862427,4871907,6069150,6718311
34.66666667,8186535,4465263,4904825,4215265,7031895,5611346,6100310,5128660,9113183,4897667,6560520.5,5329496,7866010,4863077,6072138,6654644.5
34.83333333,8169675,4474284,4944840,4266589,7114723,5621585,6015555,5148681,9095722,4925205,6554784,5337983,7861796,4881140,6103293,6703803
35,8210192,4489293,4935533,4329010,7105546,5676108,6023310,5151711,9057213,4946729,6558771.5,5313574,7871396,4870319,5995594,6727407
35.16666667,8264951,4514710,4912413,4281690,7053772,5684167,6052784,5145146,9096224,4956890,6597408.5,5324539,7839447.5,4867992,5922665,6636354.5
35.33333333,8239198,4515165,4940386,4286865,7001199,5641192,6061408,5113623,9128991,4931748,6524359,5319272,7680346,4860097,5875185,6500848
35.5,8135253,4512974,4935532,4314399,7043886,5616283,6034895,5125977,9178877,4941242,6434980,5359578,7391171,4874487,5807089.5,6451264.5
35.66666667,8064389,4513123,4894147,4271573,7121018,5653430,6002473,5078609,9127614,4975315,6507442,5374759,7322251.5,4866598,5783946,6517070
35.83333333,8125110,4505002,4879946,4267683,7144009,5657170,6066487,5061683,9165600,4992044,6562096,5360747,7554487,4878680,5821089.5,6663855
36,8038806,4572686,4887965,4282976,7142151,5653187,6127611,5060546,9160542,5090144,6557108,5346550,7968800,4913999,5926523,6755367
36.16666667,7955092,4596694,4890741,4270361,7159336,5598157,6048953,5017520,9148621,5074278,6628247,5401981,8090778.5,4926772,6027869,6721993
36.33333333,7943042,4583389,4880091,4310042,7075469,5624087,6056423,5019673,9130964,5044401,6600977,5464304,8099155,4890514,5966860,6754941
36.5,7811171,4591444,4864347,4348958,7056996,5656415,6008937,5024975,9112374,5072672,6571019,5422968,8060831,4885731,5945592,6790185
36.66666667,7768021,4604000,4814268,4346349,6981425,5592106,6019985,5026224,9132260,5096496,6576365.5,5422676,8062000,4838990,5855510,6704298
36.83333333,7813552,4662494,4794107,4303645,6993938,5581170,5965839,4985142,9115279,5114096,6581654.5,5458643,8034517.5,4892596,5824687,6550817
37,7771273,4640160,4829064,4284131,7039153,5568262,5988101,4979279,9096357,5163472,6468435,5451162,8009269,4945706,5850037,6431520.5
37.16666667,7706040,4606307,4869494,4307209,6910849,5467907,5999992,4985414,9048882,5201167,6390404,5468440,7941827,4949529,5770630.5,6430318.5
37.33333333,7684683,4592487,4885398,4330318,6846816,5417781,6004736,4960357,9029791,5189469,6375187,5506452,7751731.5,4932622,5686143.5,6444097.5
37.5,7633826,4581971,4862266,4314269,6857376,5420443,6013719,4931548,9035169,5129461,6281592,5529912,7637608.5,4904370,5596902,6440969.5
37.66666667,7529033,4555441,4832545,4271553,6887504,5409334,5959301,4871844,9009902,5121831,6282551,5544931,7685093.5,4920496,5640057,6433684.5
37.83333333,7462950,4571138,4840358,4242334,6852647,5382356,5979932,4831183,9028744,5138093,6390169.5,5566416,7869374,4957539,5796308.5,6405657.5
38,7490899,4596274,4816797,4210501,6813672,5410038,6007155,4834849,9175438,5105514,6330418,5578787,7811437,4936434,5713756,6387613.5
38.16666667,7416708,4575033,4796079,4221711,6770163,5361963,5955172,4869766,9202149,5149385,6411769,5625230,7573404,4908829,5624237,6334517
38.33333333,7426654,4551643,4798052,4231318,6842666,5325741,6017848,4848718,9044508,5210127,6393388,5604243,7476081,4941235,5622657,6368498
38.5,7501638,4557061,4802192,4248489,6880741,5425705,6003561,4854682,8995908,5217189,6407828.5,5555015,7479642,4963853,5538588,6435079
38.66666667,7434831,4540661,4833694,4241817,6773563,5460209,5965332,4870142,8949411,5225341,6445317,5537039,7526668,4915818,5568701,6518852
38.83333333,7310933,4543455,4844538,4181777,6780585,5460950,6107177,4853702,8864923,5269703,6386136,5558569,7567366,4863248,5685391,6808796.5
39,7214988,4516076,4881065,4142679,6737395,5417823,6043193,4842757,8940649,5164953,6353310,5550629,7607642,4894662,5694429.5,6826071
39.16666667,7214988,4516076,4881065,4142679,6737395,5417823,6043193,4842757,8961898,5126811,6343167,5545342,7637058,4928331,5671909,6805175
39.33333333,7223490,4542789,4850254,4127570,6611616,5393216,6015988,4836180,8896683,5149937,6330113,5647288,7573780,4876290,5709349,6784396.5
39.5,7266353,4514732,4792088,4116599,6536704,5390551,6051497,4863257,8879529,5170710,6348242.5,5695967.5,7552288.5,4881333,5785548,6780146
39.66666667,7200224,4459232,4785446,4084510,6534760,5370069,6068594,4885381,8875162,5152079,6372516.5,5572157,7516424,4876819,5811298,6844060
39.83333333,7188568,4447446,4795421,4077762,6415330,5368740,6074975,4854585,8906518,5168055,6367940,5596785,7532619.5,4878949,5755728.5,6882315.5
40,7045221,4445007,4745892,4058693,6184477,5235189,5942024,4831187,8875197,5167674,6393355,5691697.5,7537651,4872889,5740141,6895975
40.16666667,6826953,4380326,4614749,4005230,5976187,5097682,5719572,4733942,8951657,5180690,6354205,5687356,7577125,4867292,5760810,6877504
40.33333333,6827567,4323390,4542449,4042027,5810681,5027609,5648019,4678764,9004508,5224866,6324573,5646442,7517814,4840096,5730530,6814357
40.5,6856403,4315609,4494960,4044456,5717979,5020625,5646754,4660448,9034154,5209283,6255680,5667322,7510470.5,4861521,5713493.5,6704131
40.66666667,6910461,4295906,4441894,3990776,5590559,5018714,5583805,4682770,9073217,5220344,6211230,5679457,7513227,4850436,5697473,6667109
40.83333333,6760493,4285922,4421830,3929159,5537358,4964333,5549728,4653156,9064966,5200012,6143521,5678870,7504566.5,4807890,5737901,6714660
41,6559131,4266659,4406511,3924681,5463706,4920793,5524400,4590973,9072158,5166024,6162139,5667502,7547411.5,4873659,5660074,6678564
41.16666667,6551696,4218480,4387476,3947052,5338029,4920573,5467425,4533722,9099245,5161929,6222383,5651360,7592940,4872049,5647823,6569572
41.33333333,6583421,4210191,4355840,3924630,5245975,4943205,5445757,4526958,9092191,5166862,6262060.5,5631570,7540370.5,4817191,5637457,6609393.5
41.5,6614385,4214741,4357622,3928780,5145399,4912600,5393549,4533516,9034412,5131118,6254389,5655592,7480274.5,4786327,5651494,6619106.5
41.66666667,6538778,4161736,4294509,3941966,5059709,4910874,5320553,4451850,9014243,5081826,6270298,5704875,7417390,4817972,5622522,6575542
41.83333333,6329105,4088401,4130540,3941823,4956679,4881282,5219282,4372973,9034290,5087956,6242750.5,5708245,7360360.5,4794642,5578507,6476696
42,6224974,4030413,4071372,3926042,4936999,4868346,5174094,4333514,9083522,5091749,6131831,5709941.5,7406562,4788219,5555143,6448545.5
42.16666667,6217787,3992355,4063213,3908417,4840847,4845381,5146335,4337879,9103715,5048846,6088350,5757777,7426366,4775354,5545214,6432946
42.33333333,6263834,3991222,4010677,3920629,4739129,4792459,5132722,4364301,8993376,5025039,6077942,5730735,7444729,4785748,5570033,6452176.5
42.5,6277484,3997868,3960605,3854467,4704702,4787499,5177665,4368276,8980393,5029929,6097562,5761493,7450380,4814977,5588156,6427437
42.66666667,6266195,3987020,4015233,3850688,4667044,4821894,5148729,4390786,8958745,5014101,6084239.5,5710907,7431277,4805865,5549592,6338716
42.83333333,6304528,3962355,4017247,3895847,4597756,4796479,5150465,4362934,8906782,5022036,6098519,5726661,7533114,4793772,5522206,6335572
43,6321000,4016120,4003634,3912428,4538862,4753958,5113465,4378510,8920468,5047619,6095875.5,5861173,7467414,4763408,5521494,6257424
43.16666667,6335826,4015648,3993404,3894328,4485718,4704221,5157475,4389053,8910025,5050572,6093556,5840523,7456770,4759039,5565689,6240332
43.33333333,6326132,4050813,3954425,3920201,4500965,4684081,5178149,4412197,8934909,5038873,6069741,5800555.5,7555765.5,4831466,5597830,6341278
43.5,6340940,4032822,3952107,3951139,4497645,4681670,5155242,4356754,8929544,5048205,6025418,5857794,7618131,4858005,5590690,6320183
43.66666667,6376399,4021162,3952182,3926938,4421372,4693284,5145608,4301840,8906247,5080204,6059209,5872376,7655314,4829986,5593519,6316717
43.83333333,6335423,4048742,3963724,3929247,4378355,4672844,5112521,4346073,8952477,5132147,6124377,5809743,7683388,4800048,5594231,6333444
44,6287477,4011297,3936497,3905358,4379801,4630748,5127943,4396743,8996497,5185065,6158417.5,5786164,7612898.5,4756385,5574130,6125216
44.16666667,6264362,4031272,3924920,3887050,4347514,4655033,5081338,4341095,9005749,5135566,6117176,5869930,7536350.5,4767091,5518742,5987702
44.33333333,6324439,4079993,3966981,3925421,4327070,4725614,5121864,4319313,9031718,5137179,6058229,5869465,7518823,4796279,5487921,5929819.5
44.5,6646179,4205623,4152408,3994884,4423324,4816705,5442394,4436991,9057372,5193212,6086300,5854996,7621963,4808968,5563818,5936459.5
44.66666667,7243325,4431989,4514365,4115185,4619963,5045216,5974537,4660030,9026568,5205130,6185955,5875862,7756085,4805687,5661780,5928694.5
44.83333333,7379547,4472046,4500408,4144873,4622634,5118251,5981084,4701851,9019567,5181325,6094290,5859421,7962478,4791821,5726102,5924399
45,7457849,4478259,4533930,4150996,4644123,5195515,6001759,4667400,9044582,5165148,6070204,5834627,8023254.5,4782721,5807598.5,5831639.5
45.16666667,7543469,4531750,4578721,4122468,4654542,5206181,6097733,4686767,9082930,5216101,6075446,5812461,8037377.5,4789624,5838866.5,5827161
45.33333333,7672587,4548361,4594045,4145635,4688942,5263044,6095939,4699948,9059558,5183906,6128427.5,5791803,8056191,4832913,5757112,5782982
45.5,7700253,4516715,4617730,4151458,4824593,5294956,6067162,4682555,9023735,5196472,6245203.5,5858927,8043878,4801039,5739679,5753853.5
45.66666667,7702086,4509333,4588176,4158195,4872099,5275268,6116139,4651420,9009463,5204095,6284460,5873177,8052367,4753338,5755675,5762647.5
45.83333333,7675339,4569792,4567277,4198732,4862568,5230381,6101735,4678502,9095797,5243331,6174495,5826197,8101178,4770421,5740825,5787137
46,7723892,4566207,4592879,4191315,4873169,5256092,6075487,4702191,9077961,5278799,6131347.5,5844629,8062291,4755638,5704493,5783237
46.16666667,7741564,4555377,4608297,4155282,4877738,5234830,6118853,4704247,8973836,5227122,6116220,5815716,7942199,4766320,5635846,5825829
46.33333333,7773134,4592369,4645769,4191269.25,4964231,5243237,6146008,4693330,8930135,5147194,6127109,5770233,7807434.5,4779128,5585225,5843116.5
46.5,7775097,4598853,4647825,4184888.25,5046282,5280320,6142360,4713556,8915887,5110382,6173716,5754353,7718289,4740824,5571866,5850735
46.66666667,7776645,4566688,4661158,4195097,5044237,5262559,6144870,4754924,8894265,5108112,6261754,5668198,7740907,4734669,5562752,5957690
46.83333333,7726067,4491397,4636446,4207798,5108768,5320740,6213614,4758750,8881314,5135033,6284542,5688755.5,7853820,4758566,5527596,6075862
47,7740892,4434871,4642530,4233595,5174274,5329013,6229626,4762539,8926489,5171973,6248521,5722246,7951349,4770979,5587280,6207042
47.16666667,7751455,4443271,4672016,4238057,5202658,5307883,6213952,4764822,8927832,5209892,6168979,5682940,8020911,4743472,5585375,6268852
47.33333333,7759699,4435231,4653288,4184992.75,5298129,5257572,6153615,4786336,8870881,5243294,6151444,5748522,8012955,4730961,5576684,6242285.5
47.5,7826211,4440132,4631171,4224605,5334958,5262036,6086952,4773015,8833772,5194119,6113272,5739020,7914885,4751407,5631627,6231785
47.66666667,7915475,4376057,4691769,4258860,5306655,5234242,6101226,4777181,8862352,5238596,6136316,5701892,7879347.5,4752370,5582833,6250770
47.83333333,7920589,4408058,4670439,4232005,5351436,5241299,6069341,4805459,8862336,5294375,6113064,5672400,7924548,4764639,5588143,6305391
48,7918559,4417356,4650076,4214152,5413905,5212900,6069801,4808782,8871701,5317119,6053139,5678152,7875952,4737977,5539063,6314590
48.16666667,7866243,4397148,4592440,4244095,5429652,5171329,6126207,4794255,8853889,5330441,6000719,5697094,7854734,4744751,5542958,6274040
48.33333333,7728301,4341893,4568360,4280250,5429080,5137509,6069427,4785368,8844384,5275421,6014296,5621711,7759070,4728698,5516669,6138603
48.5,7680895,4317820,4565848,4219436,5479513,5139976,6048363,4805432,8927607,5296109,6064396.5,5633588,7668669,4701036,5511812,6174810
48.66666667,7707784,4335222,4544651,4171513,5533599,5133594,6106879,4825517,8942300,5286046,6031651,5647081,7724904,4698197,5530402,6319599
48.83333333,7670242,4400041,4565692,4159908,5486465,5128032,5967802,4819907,8874044,5282647,6079489,5666014,7673105.5,4732154,5511918,6320607
49,7620921,4341106,4612048,4174544,5470113,5082518,5928104,4741131,8894983,5296893,6074572,5748053,7650417,4749241,5539988,6316483.5
49.16666667,7624138,4294548,4557102,4224361,5461566,5005231,5972063,4739565,8830273,5288814,6027186,5774726,7591948,4772813,5493323,6230509
49.33333333,7582325,4299153,4548854,4257409,5425660,4968428,5940318,4770761,8741178,5233782,6033493,5746107,7523511,4780296,5491487,6157233.5
49.5,7500786,4280246,4520046,4235247,5435542,4884935,5875059,4689482,8730328,5215742,6007946,5787041,7504220,4761182,5534636,6166853
49.66666667,7408628,4263039,4494183,4227853,5485429,4877988,5823925,4589804,8776925,5262709,5949734,5852359.5,7419110,4736785,5512100,6156237
49.83333333,7279724,4242862,4454129,4246795,5427680,4918098,5827036,4560317,8717704,5252528,5897585,5862600,7393479,4732234,5497957,6199236.5
50,7210459,4182057.75,4423133,4217033,5373207,4901732,5785845,4543655,8744074,5256940,5900266.5,5852426,7451183,4750747,5470371,6223447
50.16666667,7142695,4139261,4373466,4177820,5358843,4847088,5696478,4526417,8638431,5242642,5872151,5797884,7409581,4738686,5487774,6199346
50.33333333,7122809,4163707,4345604,4146394,5373869,4792733,5645538,4530922,8644023,5202108,5889818.5,5877162,7399019.5,4717132,5473953,6257854.5
50.5,7060811,4109599,4343735,4134826,5438680,4752143,5545598,4571220,8662015,5176485,5901164,5903391.5,7385245,4655191,5482461,6353816
50.66666667,6894547,4119754,4282960,4134280,5373828,4700671,5533274,4573279,8575978,5176499,5846303,5869615,7449715,4727519,5479367,6359524
50.83333333,6884789,4129947,4289884,4161767,5310415,4726673,5593877,4582442,8642504,5126846,5826399.5,5853537,7458059,4739388,5441087,6293310
51,6765997,4092775,4256253,4161511,5308333,4766224,5509864,4532852,8640479,5088240,5779489,5857362,7294527,4678516,5429411,6133801
51.16666667,6347109,4001270,4091700,4106415,5191837,4698754,5260481,4397143,8641472,5079292,5713040,5858218,7235334.5,4703598,5463857,6060216.5
51.33333333,6159717,3944590,4002799,4049758,5075707,4590349,5096244,4342462,8676889,5079109,5658691,5806930,7168312,4734020,5459662,6006607.5
51.5,6178354,3930535,3947444,4057709,5068236,4599213,5075715,4343260,8652353,5060559,5639810,5842546,7063579,4694627,5466796,6005707
51.66666667,6179569,3916297,3898002,4072682,5034326,4570592,5065485,4353569,8703793,5052926,5683299,5921576,7088084.5,4666231,5479286,6096198.5
51.83333333,6084132,3860474,3906718,4059379,4991850,4585145,5060284,4373033,8728836,5076835,5742926,5956516,7173836,4647660,5476651,6104384.5
52,6025075,3834960,3926520,4068527,4964761,4589022,5051207,4419645,8694771,5044784,5770061.5,5929694,7143853,4646863,5498513,6121767
52.16666667,5951268,3859646,3911505,4097189,4952571,4553849,5008937,4416036,8662549,5022944,5782652.5,5940934,7157064,4680008,5502140,6153381
52.33333333,5952236,3923798,3925947,4073574,4934021,4521575,4932076,4379986,8654914,4990721,5846699,5968833,7173935,4681353,5542624,6193610
52.5,5943959,3938952,3911892,4091839,4921361,4520114,4913170,4378176,8572734,5006213,5881465,6001353,7151645,4659438,5576973,6224685.5
52.66666667,5900241,3946100,3869607,4063372,4947454,4533056,4902550,4422143,8541120,5000229,5880821,5977311,7100834,4681172,5658314,6212200.5
52.83333333,5899534,3938883,3838892,4015786,4897668,4505612,4893041,4419593,8622230,5016728,5957157,6005733.5,7006349,4652281,5693959,6200265
53,5906262,3932068,3850544,4039958,4880699,4472259,4904956,4386555,8627647,5016049,5976788.5,6023409.5,6977775,4668324,5639645,6165399
53.16666667,5933672,3905016,3874357,4035156,4898076,4447199,4903643,4403383,8506065,5056653,6007639,5968511,6977232,4716931,5662032,6082433
53.33333333,5966983,3842010,3872595,4062471,4875033,4458776,4866755,4443654,8474604,5054616,6004649.5,5996235,7008271,4712665,5757436,6089087
53.5,5980216,3832869,3863039,4105558,4909068,4470942,4850984,4441848,8344172,5041163,5982711,6015142.5,7063089,4679139,5721571,6226134
53.66666667,5981040,3816830,3817632,4081622,4910826,4416488,4821836,4435165,8329157,5020101,5954186,6017247,7123462.5,4658411,5733340.5,6238481
53.83333333,5969835,3823402,3814880,4118216,4862148,4420651,4783470,4429964,8439270,5027045,5950496.5,6028227.5,7042714.5,4661090,5735157,6233852.5
54,5946439,3844157,3797290,4124821,4943686,4416818,4752290,4433144,8523957,5015453,6018338,6076353,7000472,4702872,5744105,6288118
54.16666667,5917199,3861728,3834127,4091574,4966483,4419396,4708191,4463935,8472791,4982207,5945085.5,6093833,7033374,4671632,5841667.5,6267566
54.33333333,5943764,3847847,3895350,4107463,4918923,4428593,4721497,4477713,8469206,4934833,5941544,6174921.5,7060331.5,4628407,5809837.5,6311320.5
54.5,6183647,3901249,4007916,4204873,5000656,4500219,4891729,4620154,8652302,4959732,6022408,6176002,7123668,4659963,5783793.5,6311425
54.66666667,6697366,4087372,4262094,4321084,5150537,4766131,5134821,4776336,8731140,5005671,6089327,6166411,7110077,4681880,5748942,6268978
54.83333333,6940496,4226957,4370713,4453582,5348115,4849137,5245432,4854540,8723323,4980962,6173542.5,6156470,7129296,4660188,5724186,6290132
55,7007734,4257008,4388029,4476736,5436705,4835711,5291369,4902926,8744703,4945035,6193041,6146095,7271225,4684495,5775010,6267133
55.16666667,7082053,4245205,4423820,4463727,5485328,4853630,5252560,4958077,8776331,4983860,6235091,6105972,7316511.5,4664296,5772033,6285734
55.33333333,7173031,4244729,4424634,4466117,5524263,4870143,5197676,5054070,8736247,4959748,6288510,6118111,7333767,4678869,5690320,6426507
55.5,7191209,4266469,4454928,4562534,5571833,4902979,5237581,5063723,8686316,4975269,6271010,6114895,7390349,4674592,5732998,6725617
55.66666667,7246040,4294904,4466197,4586864,5572742,4974392,5213860,5092559,8708621,4987118,6319961,6036203.5,7378589,4693741,5750001,6744708
55.83333333,7270919,4279052,4420860,4566523,5533202,4975594,5143143,5116356,8678125,5014483,6362106.5,5996587,7262733.5,4676687,5671657,6789759
56,7360215,4264869,4502849,4605154,5534486,5009097,5120891,5160574,8635436,5025219,6379223,6023043.5,7195028,4633614,5666524,6800620
56.16666667,7384259,4233676,4521786,4626713,5539768,5002064,5163475,5161776,8539172,4976017,6401513,6066338.5,7175840,4615942,5676432,6693334
56.33333333,7418550,4208190,4536408,4667874,5565877,4992443,5140400,5181062,8534923,5010051,6404935,6060342,7241965,4586095,5711894,6722311
56.5,7408378,4226362,4600304,4714495,5601938,4987138,5075819,5189678,8553238,5017640,6412632,6018759,7247128,4583570,5711976,6737584
56.66666667,7438617,4213186,4540627,4694219,5633458,4979241,5045144,5166400,8539025,5000854,6400558.5,5949119,7181491.5,4599401,5700529,6711977
56.83333333,7526702,4248794,4526828,4650961,5645960,4977224,5060415,5270632,8514258,5063325,6349227,5917666,7242569,4608578,5641557,6756636.5
57,7588553,4248844,4561142,4698603,5648570,4977709,5016838,5312213,8455952,5096727,6364378,5926171,7239885.5,4616566,5633176,6841336
57.16666667,7681126,4188534.75,4553596,4720248,5683430,4961253,4937124,5358172,8464946,5066698,6332782,5876330,7279654,4628390,5678627,7057762
57.33333333,7691728,4173981,4545991,4687529,5670172,4947164,4918671,5373937,8373473.5,5130074,6308828.5,5880970,7392640,4609348,5683225,7114552
57.5,7658938,4170164,4572633,4721238,5690286,4918562,4938626,5362537,8325754,5152050,6346140,5883493,7388474,4603001,5726747.5,7178654
57.66666667,7616099,4183165,4531817,4687471,5679995,4975007,4870719,5394300,8356164,5156610,6354356,5856127,7379889,4655688,5704266,7214799
57.83333333,7618526,4183037,4517405,4673886,5607851,4978540,4868788,5424164,8408800,5129122,6320908,5892903,7471225,4644485,5666481,7254335
58,7567851,4211334,4550121,4722813,5606183,4915180,4813667,5462282,8325264,5154980,6302864,5907967,7509549,4662109,5649674,7289410
58.16666667,7545710,4142405,4529926,4731386,5607206,4880940,4773003,5427954,8251540.5,5190828,6316403,5867127,7462954,4654072,5637357,7320298
58.33333333,7519139,4052968,4507223,4773656,5560143,4854858,4781698,5380046,8233693.5,5170842,6301072,5891631.5,7372959,4658068,5657596,7393998.5
58.5,7416536,4062200,4477382,4856271,5517520,4790525,4744022,5384885,8223000,5148023,6325843,5852403,7387592.5,4627417,5644694,7387708
58.66666667,7257859,4037289,4414086,4834350,5492238,4766336,4603314,5376284,8226268.5,5180852,6368386,5836567,7388443.5,4615361,5649904,7368101
58.83333333,7186173,4030736,4362813,4706705,5412066,4789691,4576037,5354145,8366370,5174977,6328792,5865118.5,7411127.5,4643984,5636359,7359619
59,7180193,4004784,4347247,4656104,5375396,4736472,4593751,5406672,8361880,5166296,6346870,5882930,7451752,4671610,5624349,7281175
59.16666667,7149141,3969666,4281106,4620148,5322298,4621349,4541233,5346098,8232023.5,5187277,6337071,5863207,7439247,4696254,5640753,7256003
59.33333333,7076598,3915892,4230025,4627316,5303012,4583956,4509432,5302902,8103196,5202201,6363402,5843450,7394039.5,4680284,5643748,7228925
59.5,6962133,3860132,4168389,4655269,5290908,4548218,4478759,5354306,8095324.5,5229839,6391130.5,5847022,7338974,4672650,5624642,7234155.5
59.66666667,6881707,3872537,4109281,4618665,5237576,4494936,4443301,5324303,8158459.5,5199732,6330329,5886500,7393463.5,4669492,5627064,7194898
59.83333333,6660742,3834717,4010703,4500983,5109912,4407319,4353515,5219554,8203414,5204188,6284967.5,5886920,7391020.5,4691103,5644355,7133676
60,6451522,3751813,3894439,4447971,5010299,4310166,4254819,5108921,8299266,5191006,6311011.5,5872327,7389901,4684551,5635201,7126407
60.16666667,6354839,3709510,3863966,4476859,4994948,4311823,4251529,5093924,8236455.5,5201634,6335629,5859890,7397510.5,4653444,5642119,7144739
60.33333333,6373717,3682374,3834132,4490778,5020232,4363472,4231700,5091621,8165339,5246708,6314164,5878651,7443684.5,4641460,5633392,7129952
60.5,6425850,3653740,3811957,4497405,5058451,4330799,4212067,5116706,8157449,5252080,6265223.5,5826327,7551318,4694046,5624671,7142169
60.66666667,6364999,3682361,3813481,4461894,4978980,4299728,4270468,5128328,8059534,5231399,6263200,5812733,7596948.5,4670984,5622897,7176771
60.83333333,6370747,3694772,3832236,4470245,4929973,4302573,4253097,5105202,8046164,5198811,6227929,5836145,7589956,4656040,5615465,7039305.5
61,6477828,3707061,3814942,4444266,5009697,4315774,4216587,5076488,7985240,5235619,6183253.5,5832341,7626705,4711681,5534216,6737926.5
61.16666667,6520152,3683070,3790506,4407534,5004624,4276378,4237938,5097991,7950086,5207252,6174811,5789432,7609285,4711366,5482040,6549455
61.33333333,6499335,3649119,3800536,4391408,4997603,4269537,4269007,5154774,7993407.5,5163746,6216378.5,5755792,7588240,4642883,5475714,6507627
61.5,6562751,3691760,3759162,4389764,5004519,4275670,4294952,5193703,8002859,5148375,6211088,5803234,7494802,4649556,5443349,6505590
61.66666667,6572653,3683094,3766480,4491949,4970939,4293466,4281820,5177415,8018333.5,5143469,6184789,5852071,7398349.5,4643439,5387314,6529919
61.83333333,6562155,3678872,3790077,4498742,4927642,4343492,4303957,5176949,7921726,5135070,6200142,5823497,7413495,4635350,5395272,6597524
62,6572659,3680224,3780508,4430595,4920737,4324242,4278191,5143462,7936925,5174659,6284596.5,5809020,7399226.5,4649642,5455585,6615672
62.16666667,6571930,3649673,3773925,4467405,4980793,4344877,4239927,5151020,7951602,5168441,6300248,5857690,7409298,4698241,5469793,6649877
62.33333333,6562696,3647494,3810229,4461131,4969260,4320519,4285965,5190536,8023858,5153970,6322175.5,5919419,7389240.5,4714241,5465411,6754676
62.5,6523637,3676766,3772618,4406052,4904474,4298438,4279516,5183019,8092490.5,5197412,6330705.5,5929305,7378835,4634315,5475295,6839473
62.66666667,6571356,3651888,3745015,4446430,4932666,4315396,4275367,5231560,8028411,5203785,6263941.5,5934122,7368007,4633351,5448333,6886419.5
62.83333333,6545006,3668130,3764870,4506773,4921606,4376454,4252193,5261365,7966974.5,5131199,6242621,5909255,7331222,4650440,5471344,6870835
63,6623438,3720732,3782182,4515302,4926020,4352394,4317659,5219687,7964371,5114883,6262064.5,5936471.5,7356370,4666505,5486464,6868303
63.16666667,6677785,3719230,3785244,4490720,4887111,4355953,4372191,5216437,8015953,5141726,6201916,5958323,7369681,4681219,5477808,6827659
63.33333333,6603911,3677335,3814021,4466317,4892502,4361548,4359206,5227555,7988406.5,5138107,6131757.5,5949683.5,7414258,4682813,5498423,6860300
63.5,6607698,3701170,3806525,4495510,4909559,4345545,4394999,5294251,7961021,5210556,6128660,5977861,7421738.5,4669256,5517773,6867894
