Hours,cfl-1,cfl-2,cfl-3,cfl-4,cfl-5,cfl-6,cfl-7,cfl-8,ncfl-1,ncfl-2,ncfl-3,ncfl-4,ncfl-5,ncfl-6,ncfl-7,ncfl-8
63.66666667,6810991,3809973,3906767,4602604,5016227,4398481,4538623,5433692,8011996,5186096,6082736,6006284.5,7416410,4640675,5539158,6855137
63.83333333,7388770,3980448,4237150,4824410,5309164,4672425,4832775,5714125,8055126,5180242,6055372.5,5968048.5,7433684,4627031,5538441,6947836
64,7668335,4037614,4396399,4897413,5379209,4773886,4954564,5926717,8039910.5,5179746,6038605,5915956,7450634,4636108,5576315,6971297
64.16666667,7709216,4025026,4411460,4915331,5367338,4722815,4968478,5887258,7952096.5,5196169,6071783,5915147,7438315,4648846,5581462,6980702
64.33333333,7728468,3990985,4403431,4911019,5351922,4753228,5022225,5940395,7910749,5221196,6084867.5,5822805.5,7424428.5,4679779,5538234,7068169
64.5,7785593,3988397,4431468,4934354,5373701,4792251,5062423,6017272,7939746.5,5210102,6087348,5793678.5,7392723,4679970,5497608,7098597.5
64.66666667,7896243,3940186,4438860,4986278,5411335,4778316,5054692,6084621,8005470.5,5217904,6090396.5,5829480,7513821,4674591,5527067,7104766
64.83333333,7987538,3959863,4441210,5029926,5399386,4800387,5090983,6061571,7946100.5,5240502,6101772,5856755,7621754,4675091,5528729,7109007.5
65,8033354,4034764,4463038,5005185,5393054,4772512,5118502,6055372,7918495.5,5273364,6152940.5,5881801,7701168,4660087,5551787,7114449
65.16666667,8020797,4042986,4489558,5014486,5415381,4778150,5143373,6071280,7958130,5246504,6190827.5,5904783,7826048,4691367,5573147,7245538
65.33333333,8009553,4021519,4533877,5018410,5448403,4771165,5212160,6092417,7980198,5186935,6172095,5944941,7710029,4738160,5601301,7338156.5
65.5,8043427,4001625,4531513,5029018,5487896,4732347,5220596,6078547,8047216.5,5205035,6227296,5919961,7702071,4731658,5629710,7421586
65.66666667,8120271,3990990,4529671,5088160,5517595,4726605,5194202,6081974,8054387,5296841,6262829,5934816,7798833,4704778,5660242,7468856
65.83333333,8117347,3994460,4560644,5037893,5579828,4735376,5164757,6095399,8107484,5361782,6246740,5993047,7710887,4687208,5635702,7556211.5
66,8067681,3960494,4558926,4981869,5568433,4755464,5155752,6133305,8128901.5,5336450,6241536,6023499,7635745,4703679,5577885,7752851
66.16666667,8038344,3984261,4537948,5023002,5584457,4760731,5267220,6197469,8160899,5361779,6252538,6050807,7664774,4718929,5645768,7838797
66.33333333,7983622,4014673,4546349,5023590,5681072,4743494,5286219,6234892,8223116,5393247,6242862,6054577.5,7617848,4712065,5684801,7831494
66.5,7994012,4019958,4510216,5006100,5701459,4698885,5274767,6193159,8212378,5439255,6223640,6036595.5,7545060,4714677,5659042,7790374.5
66.66666667,7986928,4034617,4519020,5010753,5675999,4609894,5229668,6183557,8326976,5439593,6215721,6056725.5,7600833.5,4711066,5613411,7704781
66.83333333,7982487,3996992,4507763,4978566,5601839,4557602,5177888,6169174,8299931,5426637,6143806,6063482,7607675,4730498,5595661,7679578.5
67,7970440,3965915,4432987,4936816,5534591,4542491,5206740,6123956,8234849,5497204,6069192,6056430,7605742,4694999,5558498,7712929
67.16666667,7882198,3927403,4398446,4949524,5532576,4524732,5201322,6031177,8219860.5,5487108,6038427,6079984,7549917,4686142,5557240,7736292
67.33333333,7699414,3904542,4329655,4935817,5537638,4464749,5071759,6015495,8208866,5482712,6022489.5,6063108,7457364,4691052,5580701,7808194
67.5,7615070,3910937,4266052,4898099,5477071,4404472,5022736,5960187,8255763.5,5517756,6017849,5993951.5,7431249,4705229,5617717,7843522.5
67.66666667,7478724,3874921,4264304,4911812,5403943,4385409,4998480,5746449,8301032.5,5557339,5968767.5,5994978.5,7491371,4721428,5557988,7734155
67.83333333,7421261,3826577,4211747,4859243,5331295,4358538,4908050,5670019,8301895,5570517,5935245,6047928,7545723.5,4725503,5550273,7550079
68,7152624,3771621,4088770,4720979,5236627,4278328,4760889,5517701,8328926,5574736,5865755,5968536,7552695,4731131,5548263,7394105
68.16666667,6812878,3716027,3933447,4650807,5129623,4213626,4622102,5359698,8326400,5555192,5901631,5932223,7608116,4718467,5522016,7363443.5
68.33333333,6666722,3667181,3827533,4626300,5112662,4157236,4552985,5340087,8233429,5608468,5943927.5,5930532.5,7646481,4695330,5522306,7369185
68.5,6615905,3635775,3808671,4575264,5108651,4197475,4565668,5314780,8166342,5623076,5854023,5886789.5,7638978,4683012,5534972,7391890
68.66666667,6488802,3630250,3829510,4528470,5075488,4226085,4565562,5311818,8188541,5620359,5804193,5864161,7674524,4707557,5605574,7455135.5
68.83333333,6400917,3591647,3799879,4489399,5100613,4209942,4612212,5325792,8178035,5632314,5813773,5803800.5,7638018.5,4733944,5558112,7511928
69,6310686,3590750,3804878,4452957,5094129,4152307,4618369,5390688,8129788,5664241,5789573,5772181.5,7550344,4731335,5533413,7469303
69.16666667,6247503,3624247,3796354,4505189,5061361,4136221,4530832,5403110,8201528,5641728,5806798.5,5808845.5,7557599.5,4735379,5546534,7476056
69.33333333,6245982,3611752,3791155,4508461,4987884,4190275,4504771,5354955,8275256.5,5645773,5766129,5755142.5,7597665.5,4695686,5547151,7469760
69.5,6278491,3600014,3781967,4463226,4990725,4168938,4521534,5377143,8241345,5612991,5668867,5713700,7573450,4731009,5543839,7325656
69.66666667,6207865,3629679,3757240,4495654,5097478,4153057,4559110,5404422,8176607.5,5597495,5667262,5741329,7617454,4742872,5532160,7056367.5
69.83333333,6193952,3640448,3742306,4497104,5129630,4178124.25,4545934,5361537,8118576.5,5634372,5670747,5757900,7613655,4738700,5526450,6953704
70,6169503,3595927,3759843,4469225,5107053,4152264,4531568,5361550,8173690,5655160,5673715,5723931.5,7625733,4738079,5494441,6963103.5
70.16666667,6150744,3590912,3772198,4482406,5082401,4144868,4536012,5377587,8068909,5610012,5695739.5,5683856,7684664,4689146,5428108,6970183
70.33333333,6137089,3606590,3759850,4514917,5083265,4170706,4572921,5339926,8029155.5,5580999,5700394,5711669,7639127.5,4691359,5372501,7014273
70.5,6101073,3615635,3759354,4489128,5041299,4170755,4563256,5316472,8066779,5561417,5705845.5,5709179,7516009,4731063,5413137,7042908
70.66666667,6084316,3595609,3738412,4444776,5048651,4175368,4490061,5303327,8135830,5631620,5731269,5686298,7586762,4729110,5484230,7035661
70.83333333,6102144,3604180,3731516,4401000,5111436,4183123,4507273,5308196,8118775.5,5681982,5774288.5,5716374.5,7577622.5,4722669,5522575,6995738
71,6101827,3607397,3725050,4425852,5145397,4170872,4551309,5331418,8082352,5704978,5778267,5750444,7549249.5,4719623,5434131,7021389
71.16666667,6169997,3602431,3741296,4404576,5158779,4177921,4569719,5375169,8066359.5,5704013,5791587,5751246,7560693,4698462,5375401,6961638.5
71.33333333,6299245,3609081,3787807,4433300,5174902,4173690,4568327,5397854,8021096,5629710,5786244,5708980,7598738,4691912,5407754,6890705.5
71.5,6306478,3590568,3795512,4460168,5209711,4168768,4599114,5442434,8083700,5645210,5847025,5711323,7646545,4695188,5446647,6773533
71.66666667,6235961,3577697,3767200,4465679,5188955,4176822,4618532,5439723,8099865,5705994,5854703.5,5748430,7561299,4705249,5422957,6713055
71.83333333,6271313,3580769,3796673,4479577,5177012,4186957,4648458,5503124,8014497.5,5698003,5810111,5736270,7547551,4741113,5369457,6679307
72,6372347,3565740,3842423,4461290,5191506,4159234,4660582,5597718,7967786,5685851,5818018,5700923.5,7598110,4739565,5401126,6658661
72.16666667,6450220,3593813,3861836,4459043,5199993,4184387.25,4613093,5681168,7891044.5,5698476,5833257,5658214,7634869,4698130,5432579,6706426.5
72.33333333,6468533,3632771,3833858,4520820,5218616,4212587,4631972,5736056,7901067.5,5721605.5,5807177,5698189.5,7603929,4701941,5463428,6801019.5
72.5,6649338,3701411,3902987,4622625,5385530,4296863,4808650,5889222,7893976,5726123,5751789.5,5679583,7564610,4705419,5484305,6848219
72.66666667,7176659,3816019,4150050,4796967,5667342,4542832,5097827,6320749,7893218,5717550,5738272,5654978,7571003,4685346,5431602,6873637
72.83333333,7516326,3882594,4372806,4932538,5794293,4673795,5287558,6498362,7885184,5708192.5,5745117,5700651,7526575,4724977,5409379,6822521
73,7603558,3874582,4386626,4939625,5844550,4673758,5338010,6519632,7889409,5699483,5806076,5685235,7565450,4698476,5401834,6736695.5
73.16666667,7676502,3916292,4399393,4916687,5929712,4748050,5388899,6610391,7884700,5648538,5821488,5676722,7508476,4670803,5344077,6764338
73.33333333,7794517,3923367,4481448,4956414,6001981,4796620,5353029,6630344,7863367.5,5629481,5711243,5675323,7532491,4667834,5365554,6744491.5
73.5,7808870,3916665,4488240,4951704,6054920,4792159,5302221,6651109,7879265.5,5695827,5658492,5673043,7575542.5,4694136,5383862,6713374
73.66666667,7831463,3949257,4503342,4942686,6067418,4825310,5292024,6677949,7910814,5697610,5656326,5665395,7530791,4689431,5392220,6817739
73.83333333,7845490,3922734,4543505,4937829,6013978,4892428,5306765,6709467,7905983,5686550,5643478,5683740,7550669,4698686,5382169,6829206.5
74,7852484,3932970,4495283,4951981,6004758,4907374,5366370,6753744,7948888.5,5754613,5587023,5745941,7549292,4663005,5330340,6879471
74.16666667,7916623,3979956,4518481,4986948,6004370,4863048,5408640,6823509,7923670,5851868.5,5617273,5727329,7545620.5,4653849,5315999,7036550
74.33333333,8009296,4005202,4558154,4990130,5992116,4832005,5405696,6906740,7882585,5892052,5694224,5680471,7554253.5,4689332,5368171,6984078
74.5,8061727,4007741,4564638,4877832,5986170,4815845,5378966,6980788,7873922,5863044,5662102,5663351,7594589.5,4666493,5320331,6861327
74.66666667,8060854,4019878,4557443,4858761,6018990,4799108,5370962,7062745,7911374.5,5957126,5691348.5,5670706,7604894.5,4657720,5320086,6849337
74.83333333,8084595,3999838,4581405,4883207,6027258,4837077,5409421,6955505,7970091,5993777,5751503.5,5709355,7574675,4637140,5389129,6818915.5
75,8127413,4031086,4588124,4848760,6088909,4827505,5408372,6976868,7961204,5986606,5748981,5733793,7537843,4660286,5389975,6777881
75.16666667,8110400,4015432,4580990,4832904,6059491,4755689,5530470,7003055,7911702.5,6036313,5705283,5728159,7481449,4606729,5442355,6756986
75.33333333,8059758,4014410,4572848,4843266,6030175,4791100,5472886,7050858,8001019,6024570,5659336,5726738,7444161,4595491,5451970,6761148
75.5,8056566,4054507,4554876,4787403,5993765,4730214,5401053,7129248,8116162,6032733.5,5685902.5,5715645.5,7454783.5,4667939,5476234,6765209
75.66666667,7928008,4058618,4481089,4769077,5971839,4639787,5361231,7065510,8042023,5994215,5732392,5682830,7459753,4649908,5522758,6708227.5
75.83333333,7724888,4007384,4446048,4723897,5942732,4568590,5207964,7003151,8034629,5933749,5778703,5720023,7427078,4638152,5497139,6733532.5
76,7446105,4000198,4347895,4624862,5757434,4510772,5073609,6878008,8089651,5913439,5778412,5755072.5,7382901,4621476,5468046,6727979
76.16666667,7237767,3926905,4169853,4551878,5605966,4407031,4935721,6631443,8073719,5911712.5,5822064.5,5789527,7376095,4662495,5525459,6735129.5
76.33333333,6918539,3840068,3980767,4456595,5448435,4317498,4731238,6407547,8038532,5959927,5808564,5744737,7383928,4694899,5522840,6767522.5
76.5,6668290,3770745,3855548,4365360,5301419,4265344,4634907,6282120,7999107,5949822,5769354,5763538,7426196,4651147,5536899,6776224
76.66666667,6565564,3772558,3856785,4316821,5200229,4265201,4574547,6235360,8004217,5934947.5,5775386.5,5769872,7419211,4607214,5556834,6929930
76.83333333,6530464,3770981,3842147,4281373,5201223,4302913,4553788,6194735,7969307.5,6002082,5724101,5722524,7443109.5,4636656,5510764,7060655
77,6491003,3771382,3823649,4255973,5254331,4321972,4550542,6226416,7939499,6112662,5780622,5739355,7460474,4665049,5501730,7041116
77.16666667,6475019,3776166,3760356,4237708,5224168,4252057,4499588,6328011,8012024,6161107.5,5783898.5,5707843,7409057,4646793,5519938,6797047
77.33333333,6466531,3798217,3767369,4181333,5188370,4196736,4461535,6373455,7987782,6183424,5797807,5706202,7407088,4631067,5510639,6654131
77.5,6418215,3776666,3761387,4174481,5151954,4154712,4458282,6353167,7945480,6312336,5824437,5745041,7436231,4604890,5506298,6617575.5
77.66666667,6363820,3788624,3722196,4165026,5191246,4062918,4444705,6448025,7970888,6325380.5,5871340.5,5818336,7518263.5,4616859,5563120,6631095
77.83333333,6322814,3797014,3754319,4154628,5220799,4040444,4411073,6505653,7853985,6268201,5853932,5796539,7517166.5,4646955,5549138,6578695.5
78,6247555,3798431,3772201,4130362,5119376,4068846,4433369,6414938,7840217,6242577,5834036,5777512,7487200,4675727,5543585,6520601.5
78.16666667,6226710,3851502,3736085,4101856,5044328,4077549,4446424,6365391,7820074.5,6157168.5,5833199,5764600,7522878,4624547,5600284,6524246
78.33333333,6195471,3812107,3689200,4084208,5119536,4072676,4402442,6432762,7744603,6135621,5824830,5701115,7523921,4614700,5567171,6643353
78.5,6169702,3849739,3704626,4106430,5233351,4035941,4395370,6548459,7756426,6084215.5,5849925.5,5705695,7462937,4646661,5473525,6667176
78.66666667,6181092,3890719,3736150,4124281,5199699,4068498,4418452,6584482,7732051,6097364,5826204,5675916,7464204,4645929,5473066,6684814.5
78.83333333,6164372,3859632,3742666,4103102,5169858,4102637,4396341,6692619,7783904.5,6131026,5814998,5675172,7528310,4638540,5463118,6637336
79,6180888,3929800,3690597,4047484,5123988,4107706,4341351,6743118,7814961,6184225,5841419.5,5680587,7494784,4656366,5495759,6618739.5
79.16666667,6215008,3915134,3684338,4029276,5097302,4106176,4320081,6781250,7776961.5,6192312,5844168,5685620,7504966,4666766,5547562,6623965
79.33333333,6182010,3882278,3696865,4057434,5081056,4082495,4329406,6853971,7757548.5,6165336.5,5904178,5737086,7493194,4639960,5518526,6660697
79.5,6187336,3869350,3729810,4081039,5150493,4109288,4310065,6819665,7692981,6196721.5,5944875,5748772,7380028,4636512,5466055,6640152.5
79.66666667,6197952,3893105,3704303,4070044,5144038,4082149,4272588,6818910,7637165.5,6173490,5936387,5781756,7412225,4673068,5487440,6634141
79.83333333,6215568,3902366,3696966,4103278,5162468,4079238,4291243,6903094,7606616,6096933,5879361.5,5682247,7506234,4661717,5453648,6647695
80,6227351,3935497,3705221,4136011,5193527,4065218,4276515,6997311,7537803.5,6056149,5899358,5587057,7485490,4643252,5401651,6687756
80.16666667,6297079,3991605,3731768,4142319,5190379,4016078,4261828,7053010,7548047,6026107.5,5913155,5539198,7465187,4641119,5373689,6734607
80.33333333,6416863,3965271,3763711,4166133,5206485,4049991,4272129,7060210,7548433.5,6055223,5892613.5,5571676,7451459,4654390,5390386,6689586
80.5,6429081,3963270,3768552,4235227,5177517,4089673,4279845,7160824,7515196,6125896,5937483,5512556,7408368,4638293,5398704,6609446
80.66666667,6578117,4051432,3914073,4295307,5320140,4207363,4418928,7421972,7485279.5,6051244,5902249,5453996,7416258,4615754,5421436,6518254
80.83333333,7032120,4228417,4232517,4422868,5691115,4365001,4740873,8209143,7508308.5,6002283.5,5846826,5471572,7406307,4611961,5424528,6499942.5
81,7365379,4297396,4378185,4520064,5832482,4441231,4914861,8539071,7487805,6032538.5,5821192.5,5432160,7331456.5,4662286,5353897,6381092
81.16666667,7478238,4322071,4456499,4522900,5899865,4524114,4947510,8531185,7480035,6024757.5,5823741,5387854,7287907,4675786,5367249,6278620
81.33333333,7489974,4319377,4477548,4565238,5902062,4563179,4929604,8557310,7513607.5,5997624,5802967,5362197,7312351.5,4658269,5428117,6236704
81.5,7516650,4372459,4495691,4637880,5856603,4562359,4926216,8613071,7566642.5,5950465,5815409,5368255,7350071.5,4640415,5422351,6261342
81.66666667,7570293,4412031,4499010,4660379,5873559,4566186,4989723,8675138,7595041,5942497.5,5834343,5399553,7412175,4624341,5425982,6220983
81.83333333,7551728,4387096,4506720,4633070,5841850,4557880,5003982,8760198,7535056,5962370,5765235,5385090,7359477,4670899,5419094,6182028
82,7528287,4380865,4479267,4633021,5825737,4570361,5047063,8883475,7495875.5,5965832.5,5808618.5,5357742,7366311,4695206,5439574,6228465
82.16666667,7517854,4395364,4464940,4648865,5830580,4566787,5016887,8891262,7461613,6019933,5798897.5,5422205,7422450,4676212,5515142,6246435
82.33333333,7607967,4404438,4535709,4670979,5848781,4550346,5014650,8977073,7503047,6095582.5,5793842.5,5496787,7442418,4687813,5505389,6271467
82.5,7568421,4411990,4610889,4687029,5922390,4546351,5096976,9080699,7401668,6145887,5813880,5518291,7375116.5,4684108,5506456,6274827
82.66666667,7579523,4406268,4623439,4719999,5951129,4563810,5110844,9177207,7377142,6113959.5,5757799,5474983,7362655,4691538,5557369,6292340
82.83333333,7626782,4384013,4641636,4749167,5886732,4549516,5103783,9101520,7462512,6100790,5711677,5408679,7397725,4706070,5552410,6316918
83,7578271,4413205,4606450,4740310,5917765,4586541,5132357,9222865,7484546.5,6101431,5674874,5385760,7420442,4734771,5604781,6301754
83.16666667,7492361,4443970,4606610,4698278,5942116,4594581,5005326,9233101,7353881,6066826,5692038,5434810,7461230,4729437,5591149,6329134.5
83.33333333,7452199,4426148,4539290,4616228,5866738,4495946,4889339,9146197,7396548.5,6068221,5712665.5,5484488,7457091,4678576,5536619,6366875.5
83.5,7345794,4405162,4444356,4589271,5759254,4412282,4808997,9166745,7483766,6102574,5704642,5522238,7467307,4654827,5580239,6370378
83.66666667,7163165,4360451,4389741,4542076,5615430,4316797,4670122,8970500,7496691,6132364.5,5623649,5516906,7465008.5,4638772,5621284,6336396
83.83333333,6845330,4251777,4224998,4459571,5465888,4210416,4544715,8668916,7489433,6125431.5,5610133,5529938,7485224,4651601,5664408,6357693.5
84,6498757,4121527,4020518,4370357,5273487,4177172,4445622,8265701,7423737,6082858,5645754,5546192,7491833.5,4644288,5640463,6381149
84.16666667,6317415,4075364,3968707,4284940,5196221,4137057,4313828,8072037,7397184.5,6090930.5,5680960,5578111,7468858,4715706,5600704,6406028.5
84.33333333,6206636,4039685,3958050,4248171,5161249,4083424,4218725,8038425,7367826,6089971.5,5619986,5557645,7501959,4756179,5532378,6459903
84.5,6137711,4034596,3915000,4228925,5164056,4075216,4214202,8030860,7318389.5,6032237,5588148,5500350,7529006,4708951,5485835,6433251
84.66666667,6083409,4007082,3903565,4224758,5169007,4075439,4170485,8090343,7267970,5983173.5,5579685,5469492,7535788,4714912,5415487,6330255.5
84.83333333,6068069,3982276,3876840,4260346,5146680,4027868,4139409,8158716,7265157.5,5931146.5,5577770,5467793,7530519,4781778,5386253,6351616
85,6007123,3992690,3866642,4241330,5107257,4051143,4128037,8153794,7235384,5961722.5,5552770,5387762,7466844.5,4803575,5420565,6377208
85.16666667,5931394,3998177,3875650,4193773.75,5053895,4017552,4098187,8219114,7210207.5,6005700,5514362,5340159,7471757,4724620,5434668,6375447.5
85.33333333,5921649,3989704,3909269,4180853,5074130,4012011,4057143,8172665,7176742,5961994.5,5491208,5360874,7541329.5,4736148,5443314,6395517.5
85.5,5894921,3948214,3876765,4176531,5081991,4043161,4060994,8138732,7126739,5984134.5,5509997,5302802,7498952,4750138,5423855,6332924
85.66666667,5837608,3941396,3877652,4148716,5038808,4060499,4095451,8213401,7141638,5953131.5,5459937,5288141,7390831,4717131,5400795,6309884
85.83333333,5835082,3954605,3908844,4131485,5028744,4023064,4072365,8238106,7054670,5915490,5443824,5276533,7450292,4722647,5405575,6345460
86,5858583,3908268,3865809,4170189,5064557,4004385,4098922,8360827.5,7016698,5921946.5,5418104,5250509,7568753,4746366,5399676,6307930.5
86.16666667,5887476,3879436,3876372,4107196,5070737,4027560,4108135,8416435,6997297.5,5964240,5440262,5271648,7564465,4728296,5362543,6279329
86.33333333,5842438,3865052,3868332,4082942,5058289,3986706,4152952,8369656,7007580.5,5940684.5,5490684,5308969,7510108,4746108,5375124,6260499
86.5,5814316,3908802,3868928,4147202,5125169,3980785,4184923,8516869,7058863,5928711,5448324,5279799,7532034,4738008,5352593,6230633.5
86.66666667,5812098,3935669,3892997,4110115,5111597,4003004,4164313,8672115,7024137.5,5965105,5455100,5234475,7507627,4714651,5353441,6235803
86.83333333,5801660,3893617,3889485,4133256,5071169,3998040,4248945,8700569,6941237,6020115,5486957,5208648,7490169,4723702,5391314,6243973
87,5765966,3866865,3886037,4182322.25,5049463,3976739,4257342,8756713,6990455.5,6050450,5440941,5171583,7508199,4769758,5354786,6228217
87.16666667,5772699,3870059,3911135,4223449,5047966,4001697,4254047,8735344,7044642,6046655.5,5423742,5182193,7453945,4754978,5348455,6248783
87.33333333,5744131,3876039,3923132,4226716,5046909,4016210,4289272,8683405,7221386,6264627,5656163,5386088,7759080,4919848,5572454,6451682
