B_1,B_2,T_1,T_2,G_1,G_2,
4.254641909814324,3.54289071680376,6.86896551724138,6.757344300822561,3.116710875331565,3.263219741480611,
4.467904509283819,3.3930669800235016,7.172944297082228,6.790246768507638,3.207427055702918,3.260869565217391,
5.06790450928382,3.4524089306698,7.114058355437666,6.4882491186839015,3.4657824933687005,2.934195064629847,
5.020159151193634,3.3572267920094006,7.344297082228117,6.378965922444183,3.156498673740053,2.845475910693302,
5.659416445623342,3.3965922444183314,7.287002652519894,6.556404230317273,3.2445623342175067,3.206815511163337,
4.946949602122016,3.3642773207990597,7.258885941644563,6.6415981198589895,3.2610079575596815,3.282608695652174,
4.688594164456234,3.5581668625146885,7.63342175066313,6.739717978848414,3.1819628647214855,2.900705052878966,
4.774535809018568,3.7626321974148063,7.588328912466843,6.260869565217392,3.1188328912466843,3.2215041128084607,
4.664721485411141,3.6968272620446534,6.928381962864721,6.63924794359577,3.023342175066313,3.063454759106933,
4.879575596816976,3.5352526439482963,7.33368700265252,6.393066980023502,3.2339522546419097,3.419506462984724,
5.044031830238727,3.5569917743830786,7.720954907161803,7.264394829612221,3.3941644562334217,3.082256169212691,
4.561803713527851,3.435370152761457,6.916710875331565,6.91069330199765,3.192572944297082,2.962984723854289,
4.7618037135278515,3.4706227967097534,7.0785145888594165,6.554641598119859,3.216445623342175,2.9289071680376026,
4.99840848806366,3.5963572267920094,7.909283819628647,6.637485311398355,3.30026525198939,3.0135135135135136,
4.720424403183024,3.4042303172737953,7.858355437665782,6.9512338425381905,3.156498673740053,2.827262044653349,
4.826525198938992,3.533490011750881,8.087533156498674,6.380141010575793,3.4212201591511935,2.90951821386604,
4.931034482758621,3.364864864864865,6.954907161803714,6.462397179788484,3.2482758620689656,3.466509988249119,
5.0657824933687,3.3848413631022325,7.99840848806366,6.32256169212691,3.2917771883289126,3.071680376028202,
4.8514588859416445,3.637485311398355,7.145358090185677,6.118683901292597,3.145888594164456,2.7649823736780257,
4.708753315649868,3.632784958871915,7.110875331564987,6.614571092831962,3.1251989389920425,2.844888366627497,
4.550132625994695,3.31786133960047,8.281167108753316,6.351351351351352,3.1782493368700266,2.934195064629847,
4.892307692307693,3.8854289071680377,6.775066312997348,6.4524089306698,3.1193633952254642,2.8948296122209167,
4.676923076923077,3.618683901292597,8.412732095490716,6.507638072855464,3.3183023872679045,2.9788484136310225,
5.029708222811671,3.6680376028202115,7.545358090185676,6.566392479435958,3.0954907161803713,3.0041128084606346,
4.676923076923077,3.8842538190364277,7.211671087533157,5.921269095182138,3.383554376657825,3.1157461809635723,
4.912997347480106,4.119858989424207,7.475862068965517,6.746180963572268,3.0440318302387266,2.747356051703878,
5.036074270557029,4.185663924794359,7.4196286472148545,6.466509988249118,3.2546419098143238,2.981198589894242,
4.325729442970823,4.23443008225617,7.3310344827586205,6.603995299647473,3.310344827586207,3.0076380728554644,
4.8058355437665785,4.111633372502938,7.710875331564987,6.071092831962397,3.5984084880636606,3.172150411280846,
