B_1,T_1,G_1,
5.760873571691854,9.921489126428309,4.047825285661629,
5.503685956505713,9.691577589384446,4.0505897530409145,
5.63702543309989,10.617029119056395,4.0105049760412825,
5.792941393291559,10.207058606708442,3.987283450055289,
5.324917065978622,10.058145963877626,4.11555473645411,
5.610947290821969,10.171581275340952,3.997972723921858,
5.596848507187615,9.691669738297088,4.292572797640988,
5.311739771470696,10.053446369332843,4.146332473276815,
5.72493549576115,10.01760044231478,4.028197567268706,
5.641817176557317,9.984150387025434,4.382694434205677,
5.788978990047918,10.53483228897899,4.170199041651308,
5.8005897530409145,9.850626612605971,4.037965352008846,
5.309159601916697,9.66927755252488,4.015112421673424,
5.5315149281238485,9.940932546995946,4.054920751935128,
5.187062292664947,10.025156653151493,4.09666420936233,
5.419093254699595,9.754515296719498,4.056855879100627,
5.404994471065241,9.59933652782897,4.150755621083671,
5.4735532620715075,9.540545521562846,4.2585698488757835,
5.538702543309989,9.870899373387394,4.099152230003686,
5.4544784371544415,9.637578326575746,4.226317729450792,
5.393475856984888,9.526078142277921,4.282620715075562,
5.350442314780685,9.611868779948397,3.9959454478437153,
5.631220051603391,9.075285661629193,4.235164025064504,
5.628824179874678,9.422779211205308,4.297456690011058,
6.108551419093255,9.023958717287137,4.315241430151124,
5.662827128639882,9.490416513085146,4.368687799483966,
5.893752303722816,9.199594544784372,4.423147806855879,
5.421028381865094,9.483689642462219,4.3931072613343165,
5.611408035385183,9.848046443051972,4.522115739034279,
5.824087725764836,9.285661629192775,4.502119424990785,
6.138315517876889,10.089753040914117,4.258016955399926,
5.73405823811279,9.811555473645411,4.758016955399926,
5.6259675635827495,9.952543309988942,4.263269443420568,
5.791098415038703,10.343070401769259,4.40333579063767,
5.415315149281239,9.82325838555105,4.243273129377074,
5.6757279764098785,10.62043862882418,4.465444157758938,
5.583302617029119,10.232307408772577,4.422594913380022,
5.660615554736454,10.713509030593439,4.235256173977147,
5.6909325469959455,10.212403243641726,4.48534832288979,
5.560173239955769,10.506911168448212,4.617305565794323,
5.52506450423885,9.830630298562477,4.454847032805013,
5.742904533726502,10.54165130851456,4.521747143383708,
5.947198673055658,10.84113527460376,4.464983413195724,
6.085422042019904,10.752119424990784,4.545060818282344,
5.772852930335422,10.669001105786952,4.75423884998157,
6.008661997788426,11.087817913748617,4.510228529303355,
5.658035385182455,10.768061186877995,4.433652782897162,
5.770364909694066,11.512347954294139,4.45604496866937,
5.908219683007741,11.6510320678216,4.4544784371544415,
5.926741614448949,11.7532252119425,4.421673424253594,
5.913195724290453,11.554091411721341,4.571415407298194,
5.560726133431626,11.856247696277183,4.403151492812385,
6.428953188352377,11.760504976041283,4.5264467379284925,
6.295798009583487,11.539531883523775,4.466826391448581,
6.117858459270181,11.353575377810541,4.623203096203465,
5.911352746037597,11.340674530040545,4.598138591964615,
6.001382233689642,11.960007371913012,4.341503870254331,
5.968392922963509,12.028105418356063,4.465904902322152,
6.1597862145226685,11.547733136748986,4.250276446737929,
6.030777736822706,11.752027276078142,4.400755621083671,
6.215259859933653,11.95798009583487,4.315794323626982,
6.462218945816439,12.365093991890896,4.306855879100627,
5.913380022115739,12.478068558791007,4.401400663472171,
5.939458164393661,12.843162550681901,4.4206597862145225,
6.615923332104681,12.99963140434943,4.310910431256911,
6.144950239587173,12.792112053077775,4.363619609288611,
6.247880575009215,12.064872834500553,4.266494655363067,
6.263730187983782,12.519351271654994,4.337357169185403,
6.54718024327313,12.663840766678954,4.368319203833395,
6.729635090305934,12.846756358274972,4.432270549207519,
6.438352377441946,12.676925912274235,4.398359749354958,
6.83072244747512,12.753501658680428,4.513914485809067,
6.355879100626613,12.521654994471065,4.570678215997051,
5.857537781054184,13.53943973461113,4.536583118319204,
5.9882970880943605,13.132694434205677,4.517692591227424,
6.052432731293771,13.782067821599705,4.373018798378179,
