B_1,B_3,B_4,T_1,T_3,T_4,G_1,G_3,G_4
10.04876161,4.325158228,6.534090909,40.9744582,6.15664557,8.486201299,3.43498452,2.825158228,3.204545455
10.18653251,4.492879747,6.752435065,41.95510836,6.03164557,8.198051948,3.379256966,3.181962025,3.054383117
10.34442724,4.143987342,6.176136364,39.19040248,6.435917722,8.599025974,3.504643963,3.30221519,3.098214286
11.07817337,4.275316456,6.598214286,38.91950464,6.190664557,9.294642857,3.556501548,3.138449367,2.905032468
10.75851393,4.555379747,6.698051948,32.52012384,6.183544304,8.510551948,4.520897833,3.058544304,3.607142857
10.46052632,4.652689873,6.268668831,28.97678019,6.432753165,8.522727273,3.305727554,3.012658228,2.885551948
11.5371517,4.107594937,6.388798701,25.0255418,6.173259494,8.663961039,4.310371517,3.048259494,3.324675325
11.33436533,4.30221519,6.43262987,23.41021672,6.46835443,9.876623377,3.792569659,3.146360759,3.642857143
11.51547988,4.193037975,7.040584416,22.87074303,7.252373418,9.353896104,4.076625387,3.132120253,3.228084416
10.93111455,4.420094937,6.487824675,22.99690402,6.972310127,8.607142857,3.904024768,3.025316456,3.599837662
11.04256966,4.634493671,6.701298701,20.09287926,6.882911392,8.792207792,3.883126935,2.975474684,3.224837662
10.46052632,4.398734177,7.292207792,19.60603715,6.234968354,9.142045455,3.517027864,3.276107595,3.335227273
10.26083591,4.317246835,7.001623377,19.81501548,6.117879747,8.970779221,4.299535604,3.026898734,3.474025974
10.18653251,4.873417722,7.257305195,20.20278638,6.609968354,9.311688312,4.362229102,3.094936709,3.073863636
9.857585139,4.399525316,7.286525974,18.37383901,7.617088608,8.949675325,4.395510836,3.102056962,3.374188312
9.73374613,4.674050633,8.405844156,19.71362229,6.378955696,8.979707792,3.657894737,2.926424051,3.357142857
10.35139319,4.799841772,7.395292208,19.69659443,6.659810127,9.49025974,4.154798762,3.431962025,3.326298701
9.478328173,4.955696203,7.679383117,18.45356037,6.8125,9.499188312,3.728328173,3.125791139,3.05275974
9.922600619,4.369462025,8.205357143,19.03173375,6.664556962,10.04951299,3.744582043,3.276898734,3.385551948
9.099071207,4.795886076,8.42775974,20.44504644,7.147943038,10.21428571,3.730650155,3.224683544,3.503246753
9.301083591,4.412974684,7.907467532,20.62693498,7.089398734,9.854707792,3.959752322,3.056962025,3.473214286
9.753095975,5.059335443,8.336038961,19.8993808,6.625791139,10.50081169,3.399380805,3.103639241,3.112824675
8.985294118,4.439082278,8.564123377,20.59829721,7.747626582,11.31574675,3.609907121,3.399525316,3.18262987
9.01006192,4.246835443,7.743506494,20.81037152,7.367879747,10.90827922,3.649380805,3.193037975,3.642857143
9.246904025,4.451740506,7.274350649,21.97368421,8.08306962,10.90827922,3.404024768,3.16693038,3.05275974
9.151702786,4.519778481,8.1875,23.59055728,6.647943038,11.16720779,3.876934985,3.163765823,3.457792208
8.558049536,4.350474684,7.517857143,20.23219814,6.379746835,10.76136364,3.778637771,3.23971519,3.32224026
8.861455108,4.021360759,7.57711039,20.47291022,6.293512658,9.834415584,3.469814241,3.397151899,3.915584416
8.742260062,4.368670886,8.306818182,18.31733746,6.386867089,11.07305195,3.881578947,3.118670886,3.239448052
8.839009288,4.605221519,7.663149351,18.21130031,6.576740506,10.35633117,3.363003096,3.121044304,3.241071429
8.705108359,4.575158228,7.439935065,18.48142415,6.126582278,11.88474026,3.677244582,3.150316456,3.558441558
8.092879257,4.136867089,7.852272727,16.6369969,6.106012658,10.67288961,3.520123839,2.945411392,3.043019481
7.908668731,4.205696203,7.711850649,16.91176471,6.372626582,10.41964286,3.71130031,3.133702532,3.334415584
7.613003096,3.933544304,7.991883117,16.60681115,6.356012658,10.19724026,3.891640867,3.15664557,3.590097403
8.376934985,4.102056962,7.452922078,15.68498452,6.759493671,10.29058442,3.417182663,3.348101266,3.049512987
8.238390093,4.660601266,7.471590909,14.55185759,6.700158228,9.752435065,3.375386997,3.096518987,3.446428571
8.024767802,4.121835443,7.295454545,13.49922601,7.21914557,9.839285714,3.683436533,3.047468354,3.343344156
7.224458204,4.383702532,7.606331169,12.50851393,6.212025316,9.82711039,3.600619195,3.199367089,3.088474026
8.599071207,4.044303797,7.336850649,13.88622291,6.708860759,9.903409091,3.671826625,3.16693038,3.435876623
7.677244582,4.138449367,7.44237013,13.34907121,6.481803797,9.269480519,3.356811146,3.090981013,3.05275974
8.030959752,4.485759494,7.284902597,13.21052632,7.018196203,9.258928571,3.243034056,3.345727848,3.119318182
8.296439628,4.121044304,7.391233766,12.65712074,6.648734177,9.999188312,3.63003096,3.294303797,3.262175325
7.722910217,4.369462025,7.071428571,13.17724458,6.045886076,9.706168831,3.225232198,3.038765823,3.186688312
7.849845201,4.075158228,8.288961039,12.91099071,5.755537975,9,3.546439628,3.29193038,3.127435065
7.907894737,4.578322785,7.758116883,12.13467492,6.195411392,9.4375,3.595975232,3.051424051,3.255681818
7.260835913,4.043512658,7.376623377,11.65247678,6.40664557,9.765422078,3.02244582,3.193829114,3.382305195
7.558823529,4.138449367,7.846590909,11.05650155,5.966772152,9.633116883,3.367647059,3.101265823,3.623376623
6.998452012,4.706487342,8.227272727,10.90170279,6.41693038,9.775162338,3.149380805,3.212025316,2.963474026
7.193498452,4.623417722,8.105519481,10.90789474,6.487341772,9.443993506,3.519349845,3.092563291,3.350649351
7.479102167,4.234968354,8.709415584,9.25,6.499208861,10.49350649,3.246904025,3.048259494,3.401785714
7.10371517,4.507120253,8.045454545,8.972910217,6.090189873,10.40178571,3.252321981,3.214398734,3.094967532
7.786377709,4.223101266,7.449675325,8.520897833,6.883702532,10.90340909,3.23993808,3.127373418,3.011363636
7.127708978,4.253955696,8.336850649,8.721362229,6.440664557,10.38149351,3.310371517,3.380537975,3.039772727
6.938854489,4.431962025,8.539772727,9.907894737,6.241297468,10.6387987,3.280959752,2.873417722,3.419642857
6.5,4.592563291,8.507305195,10.00851393,6.693829114,11.67613636,3.521671827,3.167721519,3.86038961
7.068885449,4.253955696,7.461038961,10.5495356,6.091772152,10.625,3.380804954,3.070411392,3.474025974
6.936532508,4.230221519,7.952922078,9.683436533,6.553006329,10.15503247,3.260835913,3.109968354,3.541396104
6.730650155,4.418512658,8.663961039,9.123065015,6.542721519,10.39285714,3.639318885,3.116297468,3.296266234
6.861455108,4.522151899,7.941558442,10.22910217,6.538765823,10.80194805,3.567337461,2.988132911,3.300324675
7.089009288,4.790348101,7.080357143,9.860681115,6.710443038,11.59821429,3.750773994,3.098101266,3.106331169
6.657120743,4.549050633,7.730519481,10.33436533,6.644778481,10.7224026,3.401702786,3.174050633,3.340909091
6.11377709,4.389240506,8.714285714,8.61377709,5.542721519,10.23538961,3.414086687,3.287974684,3.198051948
5.907894737,4.613924051,7.936688312,8.312693498,6.920886076,11.03814935,3.294891641,3.099683544,3.539772727
6.085139319,4.646360759,7.784902597,8.729102167,7.234177215,11.06493506,3.527089783,2.931170886,3.221590909
6.202012384,4.507911392,8.428571429,8.07120743,6.516613924,11.24269481,3.344427245,2.988132911,2.956980519
6.824303406,4.517405063,7.881493506,8.577399381,6.045886076,11.42532468,3.386996904,3.082278481,3.398538961
6.213622291,4.331487342,8.151785714,8.440402477,6.299841772,11.58685065,3.342105263,3.034018987,3.283279221
5.363003096,4.473101266,7.896103896,8.756965944,6.731012658,11.88555195,3.294117647,3.40585443,3.394480519
5.931114551,4.794303797,8.188311688,8.666408669,6.511867089,12.76217532,3.263931889,3.336234177,3.402597403
6.025541796,5.037183544,7.32711039,7.825851393,6.232594937,12.1599026,3.515479876,2.971518987,3.383116883
5.901702786,4.680379747,7.918019481,7.779411765,6.744462025,12.125,3.709752322,3.332278481,3.477272727
5.660990712,4.890031646,7.746753247,7.684210526,6.859968354,12.55113636,2.980650155,2.950949367,3.25
5.894736842,5.068037975,8.142045455,7.575077399,5.515822785,13.12987013,3.253095975,2.974683544,3.043019481
5.551083591,4.091772152,8.292207792,8.462074303,6.115506329,13.08198052,3.344427245,3.080696203,3.263798701
5.356811146,4.383702532,7.762175325,7.611455108,6.440664557,14.46185065,3.58126935,3.15585443,2.959415584
5.741486068,4.535601266,8.087662338,7.962848297,5.811708861,13.32954545,3.328173375,3.172468354,3.383116883
5.943498452,4.640031646,7.331980519,7.346749226,5.940664557,14.0974026,3.285603715,3.541139241,3.340097403
5.714396285,4.210443038,7.651785714,8.040247678,6.09414557,14.42613636,3.029411765,3.27056962,3.169642857
5.543343653,4.675632911,8.186688312,7.448142415,6.21914557,14.12743506,3.349071207,3.021360759,3.161525974
4.883126935,3.925632911,6.580357143,7.699690402,6.215189873,16.59172078,3.256965944,3.306170886,3.45211039
5.546439628,4.730221519,7.390422078,6.71749226,6.115506329,19.09983766,3.099845201,2.9375,3.133928571
5.291795666,4.794303797,7.689123377,8.013157895,6.295094937,18.43831169,3.703560372,3.255537975,3.25974026
4.702012384,4.407436709,7.537337662,7.430340557,6.82278481,18.64366883,3.379256966,3.041139241,3.092532468
5.246904025,4.428797468,6.833603896,7.791021672,6.508702532,19.67126623,3.381578947,3.463607595,3.592532468
4.972136223,4.29193038,7.538149351,8.465944272,6.419303797,19.97159091,3.149380805,3.13528481,3.32224026
5.222136223,4.273734177,7.739448052,7.342105263,6.295094937,19.06331169,3.290247678,3.419303797,3.597402597
4.615325077,4.448575949,7.718344156,7.656346749,6.493670886,19.65097403,3.125386997,3.042721519,3.163149351
4.928018576,4.249208861,7.380681818,8.088235294,6.286392405,19.76866883,3.379256966,2.977848101,3.405844156
5.191950464,4.757911392,7.699675325,7.196594427,6.351265823,19.04383117,3.397832817,2.882911392,3.561688312
4.47755418,5.09335443,7.347402597,7.139318885,7.305379747,19.62905844,3.019349845,3.162974684,3.418019481
5.314241486,5.499208861,8.050324675,7.236842105,7.508702532,18.54301948,3.218266254,3.550632911,3.090097403
4.972136223,4.827531646,7.627435065,7.842105263,7.227056962,19.6112013,3.234520124,3.066455696,3.233766234
4.913312693,4.819620253,7.459415584,7.678018576,7.958860759,19.32548701,3.437306502,3.28164557,3.116883117
4.688854489,4.582278481,8.232142857,7.534829721,7.862341772,17.34334416,3.352941176,3.136075949,3.168019481
4.964396285,4.349683544,7.886363636,6.75619195,7.338607595,17.43181818,3.177244582,3.078322785,3.205357143
4.677244582,4.648734177,7.483766234,7.638544892,7.982594937,17.98133117,3.095975232,3.445411392,3.223214286
4.841331269,4.590189873,7.741071429,7.091331269,7.990506329,17.31655844,3.270897833,3.295094937,3.164772727
5.195820433,4.570411392,7.486201299,7.094427245,7.224683544,16.98701299,3.09752322,2.954905063,3.525974026
5.013157895,4.527689873,7.377435065,8.120743034,8.950158228,16.72077922,3.428018576,3.253955696,3.25487013
5.164860681,4.689873418,7.892857143,7.732972136,6.800632911,14.81899351,3.254643963,3.075158228,3.396915584
4.953560372,5.022151899,8.089285714,6.865325077,6.829905063,12.12418831,3.140866873,2.988132911,3.306006494
4.790247678,4.602848101,8.453733766,7.614551084,7.421677215,13.21753247,3.26625387,2.92721519,3.306006494
4.988390093,4.901898734,8.576298701,7.892414861,7.446993671,12.78977273,3.335913313,2.97943038,3.208603896
4.870743034,5.008702532,8.215097403,7.80495356,7.172468354,13.09902597,3.045665635,2.930379747,3.107142857
4.520897833,5.202531646,7.997564935,7.642414861,7.367879747,13.11363636,3.280959752,3.151107595,3.664772727
4.626160991,4.954905063,8.208603896,7.455882353,6.924841772,12.29383117,3.229876161,3.292721519,3.19237013
4.264705882,5.409810127,8.049512987,7.154024768,7.021360759,13.27353896,3.575077399,3.363924051,3.043831169
4.530959752,4.69778481,7.876623377,7.849071207,8.078322785,13.51866883,3.354489164,3.397151899,3.133928571
4.826625387,5.268987342,8.580357143,9.151702786,7.394778481,15.61850649,3.099845201,3.074367089,3.462662338
4.543343653,5.077531646,8.385551948,8.334365325,7.840981013,19.52191558,3.34752322,3.077531646,3.313311688
4.969040248,5.209651899,7.290584416,8.93498452,7.195411392,17.12094156,3.262383901,3.102056962,3.372564935
4.932662539,4.909018987,7.971590909,8.596749226,7.54193038,14.50730519,3.450464396,3.324367089,3.227272727
4.630804954,4.96914557,8.112824675,8.095201238,6.633702532,15.36525974,3.286377709,2.981012658,3.221590909
5.268575851,5.08306962,8.374188312,8.543343653,7.296677215,15.87581169,2.941950464,3.196993671,3.159902597
5.366873065,5.064873418,7.806006494,9.784055728,6.782436709,13.97402597,3.384674923,3.056170886,3.287337662
4.854489164,5.334651899,7.795454545,10.11687307,7.21835443,16.32873377,3.172600619,3.115506329,3.232142857
5.462074303,5.794303797,7.961038961,10.00386997,8.043512658,14.81818182,3.219040248,2.909810127,3.411525974
5.220588235,5.428006329,8.048701299,9.488390093,7.734177215,14.63961039,3.51006192,3.178797468,3.189123377
5.706656347,5.212816456,8.147727273,10.01315789,8.0625,14.77353896,3.252321981,2.936708861,3.175324675
5.575077399,4.964398734,8.025162338,12.44582043,8.160601266,17.26542208,3.335139319,3.03164557,3.032467532
6.013157895,5.167721519,8.13961039,14.64473684,9.525316456,19.71915584,3.315789474,3.183544304,3.112012987
5.630804954,5.71914557,7.457792208,14.62074303,9.65664557,22,3.239164087,3.515031646,3.059253247
6.017801858,5.709651899,8.392045455,16.33204334,9.224683544,21.39772727,3.031733746,2.787974684,3.179383117
6.457430341,5.483386076,7.790584416,15.90092879,9.960443038,20.0487013,3.25619195,3.027689873,3.438311688
6.219814241,6.060126582,8.268668831,14.77089783,8.3125,17.47159091,3.226780186,3.079905063,3.224025974
7.234520124,5.300632911,7.499188312,13.93653251,8.6875,15.34496753,3.153250774,2.992088608,3.208603896
6.623065015,5.787974684,7.855519481,12.91331269,8.700949367,14.19724026,3.600619195,3.338607595,3.350649351
7.199690402,5.744462025,8.607954545,11.50928793,7.136075949,13.98944805,3.334365325,2.961234177,3.232954545
6.414086687,5.16693038,7.231331169,11.6377709,7.896360759,14.08035714,3.150154799,2.908227848,3.119318182
6.622291022,5.199367089,7.80762987,12.45820433,7.962816456,13.57954545,3.600619195,3.473892405,3.408279221
6.633126935,5.51028481,7.57224026,11.28869969,7.204113924,12.94318182,3.3374613,3.332278481,3.24512987
6.703560372,4.691455696,7.470779221,11.83513932,7.723892405,14.5349026,3.273219814,2.907436709,3.333603896
6.935758514,4.965189873,8.407467532,16.2995356,7.422468354,18.99431818,3.670278638,3.267405063,3.244318182
6.99380805,4.771360759,7.456980519,17.29256966,7.955696203,20.50243506,3.537151703,3.189082278,3.087662338
5.612229102,4.9375,8.004058442,18.03637771,8.159018987,20.69074675,3.416408669,3.067246835,3.332792208
6.155572755,4.34414557,7.949675325,19.63467492,7.842563291,20.98295455,3.424922601,3.059335443,3.250811688
6.81501548,5.473892405,7.757305195,21.20356037,7.651898734,21.61850649,3.284829721,2.965981013,3.667207792
6.784055728,4.58306962,7.840097403,21.4373065,7.089398734,22.76948052,3.308823529,3.524525316,3.262987013
5.899380805,4.881329114,7.431818182,20.82120743,6.897943038,20.76948052,3.237616099,2.700949367,3.24512987
6.075077399,4.742879747,7.49025974,19.18266254,6.950949367,20.08685065,3.421826625,2.991297468,3.211038961
6.811919505,4.776107595,7.875,19.56888545,7.075158228,19.91720779,3.378482972,3.269778481,3.336850649
6.86996904,4.61471519,8.213474026,21.14473684,7.03085443,20.81331169,3.314241486,3.201740506,3.051136364
6.810371517,4.710443038,8.144480519,20.66021672,7.681962025,20.04951299,3.061919505,3.232594937,3.330357143
5.821981424,4.533227848,7.836850649,19.59055728,7.5625,19.14935065,3.600619195,3.206487342,2.965097403
6.009287926,5.106803797,7.959415584,19.14860681,7.15664557,19.81168831,3.781733746,3.238924051,3.392857143
6.764705882,4.835443038,8.050324675,19.24767802,6.891613924,20.04951299,3.078947368,3.011867089,3.362824675
6.30495356,5.10443038,7.841720779,23.43962848,6.950949367,20.30275974,3.459752322,3.262658228,2.961850649
6.511609907,4.435126582,8.246753247,23.16021672,7.021360759,21.43344156,3.374613003,3.296677215,3.269480519
6.059597523,4.321993671,8.368506494,22.1625387,7.916139241,20.47727273,3.289473684,2.954905063,3.159902597
6.068111455,4.776898734,8.211850649,19.33126935,7.245253165,15.46266234,3.373839009,3.219936709,3.199675325
6.778637771,4.832278481,8.010551948,16.24690402,6.890822785,14.84334416,3.503095975,2.971518987,3.103084416
6.149380805,4.387658228,8.021915584,16.25541796,6.465189873,14.39123377,3.123839009,3.071993671,3.475649351
6.09752322,4.993670886,7.779220779,14.84829721,6.745253165,14.32467532,3.244582043,3.188291139,3.654220779
6.388544892,4.671677215,8.008928571,15.03250774,7.178797468,13.78165584,3.096749226,2.970727848,3.242694805
6.499226006,4.985759494,8.297077922,15.21517028,6.639240506,13.15827922,3.100619195,3.021360759,3.381493506
6.132352941,5.037974684,7.656655844,15.06733746,6.79193038,13.76136364,3.021671827,3.132120253,3.475649351
6.449690402,4.630537975,7.733766234,15.13544892,6.261075949,13.98782468,3.354489164,2.775316456,3.599025974
6.779411765,4.648734177,8.083603896,14.1749226,6.672468354,13.68506494,3.449690402,3.127373418,3.20211039
6.898606811,4.987341772,8.265422078,14.83436533,6.962025316,14.61282468,3.515479876,3.382911392,3.184253247
5.6625387,4.473892405,7.844967532,12.74226006,7.757120253,14.20292208,3.541021672,3.122626582,3.146915584
6.67879257,4.497626582,7.838474026,15.32739938,7.213607595,14.15422078,3.561145511,3.030063291,3.105519481
6.608359133,4.668512658,8.020292208,15.26470588,7.157436709,15.77029221,3.649380805,3.094936709,3.043831169
6.895510836,4.866297468,7.728084416,19.0503096,6.967563291,19.46428571,3.091331269,2.963607595,3.099025974
6.04876161,4.634493671,7.651785714,23.6501548,8.205696203,23.75730519,3.459752322,3.424841772,3.412337662
6.363003096,5.285601266,7.438311688,22.12151703,7.644778481,24.23295455,3.164086687,3.253955696,3.242694805
5.653250774,5.430379747,8.068993506,18.71517028,8.045886076,23.87743506,3.1625387,3.361550633,3.370941558
5.886996904,5.293512658,8.19724026,24.26547988,7.35443038,23.55438312,3.658668731,3.069620253,3.622564935
5.629256966,5.055379747,7.821428571,25.24613003,7.361550633,23.97646104,3.271671827,3.192246835,3.271915584
6.01625387,4.819620253,8.04788961,20.24303406,6.815664557,23.96022727,3.560371517,3.276107595,3.020292208
6.390866873,4.985759494,7.508116883,23.2879257,7.230221519,23.57061688,3.582817337,3.05221519,3.309253247
6.136996904,4.666139241,7.907467532,24.97058824,7.295886076,22.47970779,3.198916409,3.221518987,3.68262987
6.090557276,5.773734177,7.640422078,22.58591331,7.767405063,22.11282468,3.29876161,3.123417722,3.241883117
6.034055728,5.670886076,7.982142857,20.7623839,6.894778481,21.39853896,3.083591331,3.484968354,3.286525974
6.441176471,5.451740506,7.628246753,23.12151703,6.636075949,20.68506494,3.181114551,3.05221519,3.556006494
6.013931889,5.09414557,8.063311688,23.36842105,7.374208861,20.32954545,3.28869969,3.378164557,3.538961039
6.404024768,5.14556962,7.607142857,23.61996904,6.230221519,19.74350649,3.167182663,3.040348101,3.336850649
6.358359133,5.086234177,8.013798701,19.23452012,6.72943038,17.33603896,3.458204334,3.295094937,2.992694805
7.041021672,5.037974684,7.595779221,18.09210526,7.378955696,14.93019481,3.3374613,3.226265823,3.616883117
6.294891641,5.787183544,7.482142857,16.79179567,6.484968354,14.62581169,3.452012384,2.844936709,3.260551948
6.690402477,5.157436709,8.056818182,16.2755418,7.558544304,14.6875,3.408668731,2.804588608,3.590909091
6.398606811,5.210443038,7.823863636,16.71981424,6.435917722,13.76542208,3.257739938,3.34335443,3.327922078
7.339009288,5.475474684,8.5625,17.15325077,6.574367089,13.17207792,3.174922601,3.151107595,3.159902597
6.79876161,4.810917722,7.545454545,16.82043344,6.598892405,13.25162338,3.19504644,3.051424051,3.448863636
7.029411765,5.26028481,7.507305195,16.78947368,6.78164557,14.06087662,3.640092879,3.518196203,3.390422078
6.910990712,5.550632911,7.521103896,16.9876161,5.878955696,13.28409091,2.996130031,3.236550633,3.090909091
6.414086687,5.242879747,7.904220779,17,7.123417722,13.55194805,3.400928793,3.359968354,2.936688312
6.664860681,5.045886076,7.092532468,18.6493808,6.435126582,14.9025974,3.399380805,3.103639241,3.138798701
5.933436533,5.277689873,7.814935065,20.66718266,6.592563291,17.94967532,3.158668731,3.208860759,3.046266234
6.106037152,4.674841772,7.108766234,24.71981424,6.536392405,20.24837662,3.497678019,3.34414557,3.471590909
6.480650155,5.3125,7.414772727,27.12925697,6.080696203,21.37824675,3.572755418,3.15585443,3.407467532
6.431114551,4.704113924,7.469155844,31.38467492,6.390031646,21.375,3.261609907,3.240506329,2.88474026
6.297987616,4.804588608,6.717532468,29.76160991,6.022151899,20.02678571,3.39628483,2.955696203,3.43262987
6.165634675,4.801424051,6.642045455,29.5247678,6.280063291,20.81006494,3.308049536,3.42721519,3.281655844
6.633900929,4.818037975,6.791396104,32.49922601,6.611550633,21.0625,3.212848297,3.248417722,3.391233766
6.406346749,4.251582278,6.959415584,33.97136223,6.629746835,21.03733766,3.336687307,3.299050633,3.361201299
6.520897833,4.181962025,6.956980519,33.1625387,5.71914557,19.80357143,3.290247678,3.308544304,2.969967532
7.219040248,4.488924051,6.57711039,34.64628483,6.367879747,18.5625,3.520123839,3.375791139,3.377435065
5.923374613,5.060917722,7.183441558,31.68653251,6.173259494,18.66233766,3.076625387,3.148734177,3.200487013
6.786377709,4.587025316,6.590097403,32.30804954,6.170886076,17.76866883,3.414860681,2.993670886,3.17775974
6.695820433,4.231012658,7.142045455,31.11068111,6.284018987,18.15097403,3.307275542,3.174050633,3.49025974
7.407120743,4.225474684,6.726461039,31.2995356,6.912183544,18.26704545,3.253095975,3.238132911,3.308441558
7.393188854,4.957278481,7.753246753,32.41021672,6.478639241,17.19237013,3.15247678,3.159018987,3.019480519
6.996130031,4.503164557,6.640422078,30.46904025,6.58306962,18.27353896,3.576625387,3.185917722,3.425324675
6.342879257,4.462816456,6.809253247,30.34752322,6.23971519,17.96834416,3.208978328,3.131329114,3.131493506
6.71749226,5.10443038,7.00487013,32.77167183,5.83306962,18.34902597,3.11996904,3.141613924,3.311688312
7.207430341,4.636867089,6.720779221,31.47600619,6.054588608,18.16558442,3.173374613,3.01028481,3.315746753
7.3374613,4.715981013,6.500811688,31.45897833,6.347310127,19.06493506,3.555727554,3.298259494,2.975649351
6.900928793,4.472310127,7.131493506,32.61377709,6.14556962,17.74594156,3.173374613,2.946202532,3.19724026
6.709752322,4.307753165,6.668831169,33.374613,6.689082278,18.92532468,3.071981424,3.496044304,3.314935065
7.39628483,4.492088608,6.045454545,35.3250774,6.756329114,17.62012987,3.023219814,3.253164557,3.118506494
6.406346749,4.280063291,6.417207792,31.79721362,6.39556962,17.20048701,3.258513932,3.33306962,3.119318182
6.567337461,4.42721519,6.824675325,31.84520124,7.516613924,18.48457792,3.38622291,3.474683544,2.964285714
6.495356037,4.75,6.361201299,32.47136223,6.557753165,16.71185065,3.324303406,3.101265823,3.438311688
6.458204334,4.564873418,7.269480519,23.79024768,6.365506329,12.69724026,3.205882353,3.233386076,3.089285714
7.368421053,4.185917722,6.737012987,21.34907121,6.605221519,12.49594156,3.25619195,3.238924051,3.332792208
6.708204334,3.933544304,7.130681818,19.8003096,6.294303797,11.87418831,3.267027864,3.199367089,3.351461039
6.47755418,4.128164557,6.765422078,20.99071207,6.398734177,13.56980519,3.099845201,2.738924051,3.324675325
6.726006192,3.960443038,7.456980519,21.68343653,6.313291139,14.36038961,3.084365325,3.076740506,3.19237013
7.042569659,4.504746835,7.061688312,21.89705882,6.310126582,14.70698052,3.547987616,2.962025316,3.297077922
6.754643963,4.559335443,7.417207792,20.81424149,6.428797468,14.16801948,3.404798762,3.20806962,3.267857143
6.535603715,4.641613924,6.739448052,21.20743034,6.294303797,14.86363636,3.394736842,3.026898734,3.346590909
6.41873065,4.280063291,7.580357143,20.34210526,7.149525316,14.85308442,3.352167183,3.435917722,3.445616883
6.81501548,4.522943038,7.213474026,20.04798762,6.691455696,15.55357143,3.325077399,3.389240506,3.537337662
6.671052632,4.715189873,7.470779221,19.60448916,6.805379747,15.24269481,3.342879257,3.365506329,2.798701299
7.102941176,4.940664557,6.821428571,21.17956656,7.188291139,16.42938312,3.199690402,3.09335443,3.392045455
6.465170279,4.407436709,6.902597403,23.01160991,7.162183544,15.70048701,3.535603715,3.15585443,3.349025974
7.198916409,4.610759494,7.394480519,22.46052632,7.398734177,16.4586039,3.67879257,3.210443038,3.279220779
6.964396285,4.547468354,7.3125,22.23297214,8.117879747,18.15178571,3.20123839,2.86471519,3.094155844
6.562693498,4.876582278,7.419642857,23.38467492,7.419303797,17.69318182,3.38003096,3.164556962,3.039772727
6.857585139,4.84414557,6.995941558,22.90634675,8.154272152,15.76542208,3.096749226,3.335443038,3.318993506
7.28869969,4.559335443,7.249188312,21.64318885,8.074367089,15.44480519,3.387770898,3.246044304,3.144480519
6.732198142,4.716772152,7.408279221,21.80727554,8.214398734,16.62987013,3.34752322,3.388449367,3.070616883
7.182662539,4.787974684,6.55762987,29.72987616,9.950949367,22.09415584,3.424922601,3.131329114,3.306818182
7.445820433,4.791139241,6.793831169,35.25154799,10.56803797,25.21103896,3.524767802,3.257120253,3.301948052
6.30495356,5.037974684,7.410714286,36.90712074,10.94382911,28.20535714,3.184210526,3.367879747,3.066558442
6.666408669,4.728639241,6.758116883,41.33126935,12.02294304,27.96753247,3.109907121,3.271360759,3.38474026
6.935758514,4.810126582,6.825487013,42.30495356,10.52294304,27.5974026,3.829721362,3.216772152,3.418831169
6.739164087,4.44778481,7.146103896,42.34829721,10.54825949,27.9862013,3.293343653,3.191455696,3.260551948
7.446594427,4.542721519,7.001623377,41.61377709,9.823575949,26.50892857,3.607585139,3.192246835,3.543019481
7.360681115,4.549841772,7.108766234,40.3506192,10.21360759,27.27922078,3.318885449,3.132911392,2.955357143
6.88003096,4.859968354,7.260551948,41.23219814,11.10601266,25.37418831,3.410216718,3.153481013,3.064123377
7.198916409,4.554588608,7.034902597,39.37693498,11.49050633,25.62987013,3.608359133,3.206487342,3.291396104
7.626934985,4.376582278,6.660714286,41.10139319,11.00316456,22.57142857,3.845975232,3.136867089,3.409902597
7.335913313,4.643196203,6.376623377,36.97291022,10.78560127,23.96103896,3.417956656,3.257120253,3.345779221
6.937306502,4.886867089,6.404220779,35.09752322,11.75791139,23.68262987,3.297213622,3.032436709,3.433441558
6.835139319,4.657436709,6.983766234,34.89164087,11.67721519,21.81899351,3.589009288,3.095727848,3.037337662
7.876934985,4.840189873,6.905844156,37.18653251,11.29905063,25.00243506,3.936532508,3.085443038,3.522727273
7.301857585,4.775316456,6.293831169,39.50154799,12.19936709,23.44561688,3.205882353,3.278481013,3.195616883
7.559597523,4.888449367,6.845779221,38.42647059,13.2539557,23.47402597,3.486842105,3.003164557,3.409902597
7.930340557,5.037974684,6.739448052,37.6369969,12.60759494,24.64935065,3.472910217,3.03085443,3.207792208
8.558823529,4.775316456,6.896915584,31.73839009,11.36234177,17.97564935,3.490712074,3.140822785,3.422077922
7.584365325,5.128955696,6.826298701,24.96439628,10.23655063,15.85714286,3.381578947,3.315664557,3.723214286
7.954334365,4.909810127,7.096590909,22.05650155,9.870253165,14.95941558,3.249226006,3.174050633,3.425324675
7.801857585,4.689082278,6.982142857,22.25541796,9.004746835,14.38392857,3.528637771,3.148734177,3.094967532
8.595975232,5.365506329,6.775974026,22.36377709,9.238132911,14.10227273,3.424148607,3.136867089,3.293831169
7.962848297,4.835443038,7.158279221,22.83049536,10.06408228,14.03652597,3.510835913,3.15664557,3.387175325
7.812693498,4.653481013,7.018668831,23.78947368,9.651107595,14.60876623,3.400154799,3.352848101,3.335227273
7.47755418,5.200949367,6.851461039,21.61687307,9.966772152,13.58847403,3.513931889,3.189873418,3.391233766
8.078947368,5.607594937,6.74512987,22.03947368,11.1210443,12.97970779,3.423374613,2.992879747,3.260551948
