B_1,B_2,B_3,B_4,B_5,B_6,T_1,T_2,T_3,T_4,T_5,T_6,G_1,G_2,G_3,G_4,G_5,G_6,
3.6948762233736328,10.160795454545454,3.7025,9.342731277533039,4.551369863013699,3.549124143183549,6.235463442717329,16.14659090909091,7.910833333333334,13.602643171806168,7.02054794520548,6.478293983244479,3.1928612550374207,4.73125,3.1525,5.448458149779736,3.160958904109589,3.105102817974105,
3.931491076568797,9.932954545454546,3.5391666666666666,9.597356828193833,4.234589041095891,3.7715156130997713,6.5342544617156015,16.328977272727272,6.865,14.419383259911895,6.909246575342466,6.084539223153085,2.9355210132412206,4.497159090909091,3.174166666666667,5.993832599118943,3.3690068493150687,3.044173648134044,
3.796776050662061,9.873863636363636,3.910833333333333,9.466079295154184,4.601027397260274,3.8362528560548363,6.412204951065054,16.005113636363635,7.006666666666667,15.777092511013215,6.244006849315069,5.792079207920792,3.1352907311456533,4.198863636363637,3.495,5.3541850220264315,3.281678082191781,2.9916222391469915,
3.7023603914795626,9.570454545454545,3.925,9.623788546255506,4.051369863013699,4.095963442498096,6.149683362118595,15.411931818181818,7.200833333333334,14.953303964757708,6.828767123287672,5.9367859862909365,3.3108808290155443,4.904545454545454,3.408333333333333,5.833480176211454,3.393835616438356,3.1325209444021325,
4.093839953943581,10.0375,3.904166666666667,9.387665198237885,3.9511986301369864,3.914699162223915,6.2820955670696605,15.342613636363636,7.923333333333333,15.883700440528635,7.144691780821918,6.571210967250571,3.1174438687392056,4.331818181818182,3.2116666666666664,6.171806167400881,3.497431506849315,3.0860624523990863,
3.7409326424870466,10.118181818181819,4.130833333333333,9.344493392070484,4.315068493150685,4.248286367098248,6.423719055843408,15.883522727272727,7.25,15.74625550660793,7.2756849315068495,5.833206397562833,3.203223949337939,3.778409090909091,3.493333333333333,6.1330396475770925,2.9323630136986303,3.128712871287129,
3.9251583189407024,9.591477272727273,3.8108333333333335,9.407048458149779,4.488869863013699,3.7715156130997713,6.389176741508348,16.207954545454545,6.608333333333333,15.895154185022026,6.624143835616438,5.584920030464585,3.1951640759930915,4.099431818181818,3.3033333333333332,6.312775330396476,3.296232876712329,2.7966488956587967,
3.624064478986759,9.678977272727273,3.475,9.940088105726872,4.381849315068493,3.914699162223915,6.322970639032815,15.569318181818181,7.965833333333333,15.76123348017621,7.614726027397261,6.118050266565118,3.1237766263673,3.7477272727272726,3.0575,7.044052863436123,3.458904109589041,2.881188118811881,
3.7559009786989064,9.199431818181818,3.8316666666666666,9.496035242290748,3.953767123287671,4.425742574257426,6.268278641335636,16.210227272727273,6.585833333333333,14.854625550660794,7.06763698630137,5.777608530083778,3.05699481865285,4.1022727272727275,3.5191666666666666,6.541850220264317,3.319349315068493,2.9596344249809596,
4.303972366148532,9.146590909090909,3.6033333333333335,9.365638766519824,4.049657534246576,4.242193450114242,6.088658606793322,16.37727272727273,7.071666666666666,15.588546255506609,7.127568493150685,5.777608530083778,3.063327576280944,3.9829545454545454,3.1891666666666665,5.658149779735683,3.2217465753424657,3.249047981721249,
3.815774323546344,9.281818181818181,3.4566666666666666,9.326872246696036,3.9238013698630136,4.53008377760853,6.602763385146805,16.02784090909091,7.245,16.326872246696034,7.387842465753424,6.615384615384615,3.6442141623488773,3.7482954545454548,3.359166666666667,6.286343612334802,3.2534246575342465,3.128712871287129,
3.64363845710996,8.601704545454545,3.4658333333333333,9.25726872246696,4.14554794520548,4.907844630616908,6.707541738629821,16.13465909090909,7.0025,16.625550660792953,6.652397260273973,6.5460776846915465,3.3333333333333335,3.8392045454545456,3.3733333333333335,6.829955947136564,3.4152397260273974,3.166793602437167,
3.7766263672999423,9.634659090909091,3.5383333333333336,9.51806167400881,4.233732876712328,4.911652703731912,6.477259643062752,17.488636363636363,6.6225,15.668722466960352,6.902397260273973,6.002284843869003,3.2763385146804835,3.480681818181818,3.5483333333333333,6.470484581497797,2.8664383561643834,3.0814927646610815,
3.8295912492803685,8.923295454545455,3.7108333333333334,9.622907488986785,3.720890410958904,4.688499619192688,6.556131260794473,16.035795454545454,6.8533333333333335,16.888986784140968,6.482876712328767,6.227722772277228,2.8785261945883707,3.493181818181818,3.0966666666666667,5.99647577092511,3.2996575342465753,3.277989337395278,
3.867587795048935,8.85,3.4116666666666666,9.290748898678414,3.829623287671233,4.769230769230769,6.747841105354059,15.10284090909091,6.765,16.780616740088107,8.047945205479452,6.153084539223153,3.2671272308578008,3.8147727272727274,3.365,6.0625550660792955,3.247431506849315,2.968012185833968,
3.607369027058146,8.746022727272727,3.9975,9.545374449339207,4.095034246575342,4.863670982482864,6.383995394358089,14.994886363636363,7.0216666666666665,17.108370044052865,6.794520547945205,5.99009900990099,3.107656879677605,3.7079545454545455,3.3275,5.496916299559471,3.4743150684931505,2.783701447067784,
4.322970639032815,9.053977272727273,3.6441666666666666,10.842290748898678,3.875,4.936024371667936,6.546344271732873,15.095454545454546,6.630833333333333,17.506607929515418,7.539383561643835,7.266565118050266,3.3137593552101325,3.575568181818182,3.328333333333333,5.858149779735683,3.578767123287671,3.016755521706017,
3.577432354634427,8.439772727272727,3.7075,9.251101321585903,3.8381849315068495,5.2003046458492,6.129533678756476,14.841477272727273,6.903333333333333,16.351541850220265,6.999143835616438,6.245239908606245,3.1917098445595853,3.5517045454545455,3.2716666666666665,5.7259911894273126,3.363013698630137,3.2071591774562074,
3.5710995970063326,8.840340909090909,3.9825,9.47136563876652,4.000856164383562,5.348819497334349,6.253310305123777,15.319886363636364,6.533333333333333,16.738325991189427,7.983732876712328,6.172886519421173,3.1099597006332758,3.4329545454545456,3.3175,5.163876651982378,3.558219178082192,3.1782178217821784,
3.8439838802533104,8.529545454545454,3.9266666666666667,9.16387665198238,3.720890410958904,5.0662604722010665,6.369027058146229,14.372727272727273,6.9175,16.351541850220265,7.568493150684931,6.588728103579589,2.99251583189407,3.508522727272727,3.475,5.101321585903084,3.309931506849315,3.2848438690022848,
4.018998272884283,8.447727272727272,3.8158333333333334,9.642290748898679,3.9948630136986303,5.717440974866718,6.165227403569372,13.598295454545454,7.04,16.840528634361235,6.697773972602739,6.010662604722011,3.0673575129533677,3.5880681818181817,3.410833333333333,4.933039647577092,3.3655821917808217,3.1393754760091395,
3.9176741508347726,7.913636363636364,3.585,9.065198237885463,3.978595890410959,5.517897943640518,6.649971214738054,12.763636363636364,6.628333333333333,16.599118942731277,7.792808219178082,5.865194211728865,3.005181347150259,3.3034090909090907,3.1825,5.046696035242291,3.2559931506849313,3.1355674028941354,
