B_1,B_2,B_3,T_1,T_2,T_3,G_1,G_2,G_3,
3.8296875,3.783246414602347,4.287191269385411,7.871875,7.353976531942633,6.816771970132108,3.0765625,3.247066492829205,2.9236071223434807,
3.28125,3.8455019556714474,4.1424468696151635,6.859375,7.631681877444589,7.941412981045376,3.184375,3.543024771838331,3.3268236645605973,
3.5265625,4.286831812255541,4.213670304422745,6.575,7.075945241199478,7.461229178632969,3.409375,3.4071056062581486,3.376220562894888,
3.8171875,4.00586701434159,4.284319356691556,7.4171875,7.067470664928292,7.249282021826536,3.0859375,3.140482398956975,3.353245261344055,
3.703125,3.9788135593220337,4.631246410109132,6.959375,7.7992177314211215,7.038483630097645,3.2359375,3.2676010430247717,3.0241240666283744,
3.4625,3.7353324641460235,4.078690407811602,7.80625,7.616688396349414,7.0654796094198735,3.4453125,3.4328552803129075,3.2096496266513497,
3.35,3.9253585397653192,3.736358414704193,6.7796875,7.4282920469361144,7.072946582423894,3.025,3.230117340286832,3.012062033314187,
3.28125,3.912972620599739,3.9730040206777715,6.4421875,7.217405475880052,7.2900631820792645,2.984375,3.213168187744459,3.1263641585295807,
3.596875,3.861147327249022,4.561746122917863,7.2796875,7.378096479791395,7.58759333716255,3.29375,3.1958930899608866,3.141298104537622,
3.740625,3.8132333767926987,3.855829982768524,6.7765625,7.349739243807041,6.611717403790925,3.1421875,3.3073663624511083,3.0338885697874787,
3.5,3.7314211212516297,3.9747271682940837,7.33125,7.335071707953064,7.226881102814475,3.0328125,3.4752281616688396,3.003446295232625,
3.86875,3.912972620599739,5.1591039632395175,7.4953125,7.398956975228161,6.995404939689833,2.7609375,3.1313559322033897,3.298104537622056,
3.146875,3.8591916558018253,4.339460080413556,6.690625,7.379400260756193,6.882825962090752,3.4859375,3.109843546284224,2.9626651349798965,
3.984375,3.9341590612777053,4.3147616312464105,6.4796875,7.136897001303781,7.503733486502011,2.9375,3.3200782268578877,3.1148765077541642,
3.5015625,3.871251629726206,3.978173463526709,7.4875,7.69980443285528,7.260195290063182,3.078125,3.450782268578879,3.067202757036186,
3.278125,4.067470664928292,4.246984491671453,7.2140625,7.431551499348109,6.946008041355543,3.0609375,3.16264667535854,3.2406662837449742,
3.2984375,3.9302477183833116,4.082711085582998,7.465625,7.3715775749674055,7.144170017231477,3.5640625,3.2073011734028682,3.093624353819644,
3.3953125,3.6835071707953064,3.932222860425043,7.30625,7.329856584093872,7.570936243538196,3.1,3.257496740547588,2.938541068351522,
3.915625,3.7053455019556716,4.039632395175187,7.121875,7.351368970013038,7.494543365881677,3.284375,3.3526727509778356,3.379092475588742,
3.9125,3.8927640156453718,4.296955772544514,7.134375,7.063885267275098,7.582423894313613,3.16875,3.356910039113429,3.127512923607122,
3.8046875,4.081812255541069,4.307294658242389,7.5421875,7.547588005215124,7.336588167719701,2.7125,3.117014341590613,3.353819643882826,
3.7375,3.899282920469361,4.137851809304997,7.1203125,7.220664928292047,7.4313612866168866,2.740625,3.2288135593220337,2.8994830557151063,
3.428125,4.25,3.7983917288914415,7.3546875,7.291395045632334,7.472142446869615,3.11875,3.509452411994785,3.052268811028145,
3.6359375,4.1007170795306385,4.380815623205055,6.74375,7.285853976531943,7.607122343480758,2.96875,3.26238591916558,3.221137277426766,
3.659375,4.052803129074316,4.58012636415853,6.2390625,7.163950456323338,8.274554853532452,3.275,3.1215775749674055,3.261344055140724,
3.6046875,3.9253585397653192,4.026995979322229,7.1328125,7.296610169491525,7.0924755887421025,3.096875,3.2291395045632334,3.4055140723722,
3.3140625,4.1147327249022165,4.0654796094198735,7.178125,7.357561929595828,7.170591614014934,3.171875,3.2320730117340286,3.3170591614014935,
3.7796875,3.9559973924380705,4.221711659965537,6.5265625,7.29986962190352,7.864445720850086,2.984375,3.3389830508474576,3.1298104537622056,
3.9296875,4.309973924380704,3.9632395175186677,7.3171875,7.710560625814863,7.3773693279724295,3.021875,3.4266623207301175,3.315336013785181,
3.628125,4.0560625814863105,4.03503733486502,6.4390625,7.796610169491525,7.056863871338312,2.8875,3.190677966101695,3.24468696151637,
3.3453125,4.07496740547588,4.240666283744974,7.2515625,7.436766623207301,6.931648477886272,3.1359375,3.1616688396349413,3.147616312464101,
3.553125,4.070730117340287,4.443423319931074,8.2796875,7.251955671447197,7.660539919586444,3.2890625,3.179269882659713,3.3296955772544514,
3.5609375,4.058670143415906,3.974152785755313,6.778125,7.162646675358539,6.736358414704193,3.7671875,3.0827900912646675,3.260769672601953,
3.784375,3.8546284224250327,4.071223434807582,7.0984375,7.102672750977836,8.864445720850085,3.06875,3.2271838331160363,3.178058587018955,
3.340625,4.173076923076923,4.227455485353246,6.803125,7.302151238591916,7.033888569787479,3.1140625,3.4501303780964796,3.1418724870763928,
3.5015625,4.040417209908735,3.9276278001148763,6.6953125,7.470338983050848,7.355542791499138,3.2546875,3.3184485006518907,3.018380241240666,
3.753125,4.480769230769231,3.8133256748994833,6.928125,7.616688396349414,7.260769672601953,3.2921875,3.119947848761408,3.4204480183802413,
3.9765625,4.127118644067797,3.7639287765651925,7.040625,7.122555410691004,6.898334290637565,3.1859375,3.246740547588005,3.1481906950028717,
3.728125,4.1714471968709255,4.4417001723147616,7.48125,7.334093872229466,7.168868466398622,3.1375,2.9934810951760102,3.1866743251005167,
3.971875,4.327249022164277,3.8673176335439403,7.23125,7.5162972620599735,7.079264790350373,3.128125,3.1685136897001303,3.1562320505456634,
3.4234375,4.20013037809648,4.128087306145893,7.053125,7.285853976531943,6.906375646180356,3.025,3.2770534550195567,3.1682940838598506,
3.775,4.303780964797914,3.8184951177484203,7.1578125,7.32529335071708,7.35669155657668,3.121875,3.2284876140808345,3.102814474439977,
3.08125,4.11897001303781,4.124641010913268,6.4828125,7.35658409387223,6.624353819643883,3.58125,3.1391786179921772,3.3767949454336588,
3.91875,4.019230769230769,3.9345203905801265,7.21875,7.284224250325945,7.3107409534750145,3.1296875,3.1698174706649285,3.2400919012062035,
3.903125,4.298239895697523,3.4836300976450314,7.0921875,7.921121251629726,6.900631820792648,3.0296875,3.2897653194263365,3.2263067202757036,
3.65625,4.159061277705345,4.085582998276853,6.6859375,7.407431551499348,7.064330844342332,3.403125,3.240221642764016,3.289488799540494,
4.15625,4.194589308996089,3.9299253302699597,6.9578125,8.133311603650586,7.074669730040207,3.10625,3.088657105606258,3.2044801838024126,
3.459375,3.876140808344198,4.365881677197013,6.8375,7.15645371577575,6.913268236645606,3.1796875,3.294328552803129,3.189546237794371,
3.5546875,3.7998696219035204,3.790924755887421,6.9640625,7.440677966101695,6.906375646180356,3.2,3.2545632333767927,3.2693854106835154,
3.6375,3.684485006518905,4.226306720275703,7.184375,7.529661016949152,6.765651924181505,3.1140625,3.2483702737940026,3.1280873061458934,
3.990625,3.809322033898305,3.6191843767949456,6.41875,7.9009126466753585,6.83228029867892,2.8125,3.4788135593220337,3.1407237219988513,
