B_1,B_2,T_1,T_2,G_1,G_2,
4.368778280542986,8.207129094412332,16.52443438914027,10.394508670520231,8.215610859728507,3.476878612716763,
4.856334841628959,7.55635838150289,18.30113122171946,10.264450867052023,8.895701357466063,3.0698458574181116,
4.776244343891403,7.40655105973025,18.763800904977376,10.308285163776493,9.294570135746607,3.5081888246628132,
4.5588235294117645,7.187861271676301,19.997963800904976,10.121868978805395,9.231674208144796,3.2789017341040463,
4.927601809954751,6.674373795761079,20.216742081447965,10.640173410404625,9.397963800904977,3.1522157996146434,
4.963574660633484,6.734104046242774,19.819683257918552,9.807803468208093,9.56131221719457,3.1695568400770715,
4.7199095022624435,7.09393063583815,20.83076923076923,10.266377649325626,10.56787330316742,3.3858381502890174,
4.63212669683258,6.96917148362235,20.343665158371042,9.789980732177264,9.943212669683257,3.403179190751445,
4.473529411764706,7.091040462427745,20.169909502262442,9.371387283236995,9.456334841628959,3.58766859344894,
4.518099547511312,7.042870905587669,19.597737556561086,9.1252408477842,9.79841628959276,3.5183044315992293,
4.352262443438914,6.769749518304431,19.00656108597285,9.493256262042388,8.541176470588235,3.682562620423892,
4.655429864253394,6.509633911368016,18.358823529411765,9.742292870905588,9.553619909502263,3.4113680154142583,
4.521945701357466,6.112235067437379,17.82601809954751,8.997591522157997,9.515610859728508,3.7803468208092488,
4.439592760180996,6.442196531791907,18.464932126696834,8.935934489402698,10.246380090497738,3.3251445086705202,
4.706334841628959,5.738921001926783,17.0868778280543,9.454238921001927,9.881221719457013,3.6912331406551058,
4.700226244343892,6.167630057803469,16.5920814479638,9.058285163776493,10.680995475113122,3.825626204238921,
5.203846153846154,5.759633911368016,17.62466063348416,9.210500963391137,12.89185520361991,3.7514450867052025,
5.1438914027149325,6.658477842003854,18.779638009049773,8.779865125240848,13.61131221719457,3.673892100192678,
5.433484162895928,5.915703275529865,19.35316742081448,9.258188824662813,13.453619909502262,4.094894026974952,
5.658371040723982,6.268304431599229,18.49072398190045,9.564547206165702,12.988235294117647,3.8415221579961463,
5.33235294117647,6.217244701348748,18.77918552036199,9.120423892100193,13.830542986425339,4.007225433526012,
5.336877828054298,6.1652215799614645,17.42443438914027,8.817437379576107,12.548868778280543,3.6772639691714835,
5.752262443438914,5.804431599229287,16.665158371040725,8.940269749518304,12.823076923076924,3.5886319845857417,
5.928280542986426,6.902697495183045,15.984162895927602,9.124277456647398,12.9289592760181,4.44364161849711,
6.1015837104072395,7.096339113680155,15.777828054298643,9.009633911368015,13.020135746606336,3.953275529865125,
6.327149321266968,6.909922928709056,15.921945701357465,8.79383429672447,12.890497737556561,3.836705202312139,
6.142307692307693,6.536608863198459,15.69049773755656,9.458092485549132,12.155203619909502,4.017822736030829,
6.088009049773755,6.515414258188825,14.146153846153846,9.573217726396917,12.720588235294118,3.9629094412331405,
6.5149321266968325,7.026493256262042,13.850904977375565,9.087186897880539,11.84185520361991,4.466763005780347,
6.238009049773756,6.344894026974952,12.947058823529412,9.455202312138729,12.335746606334842,3.9421965317919074,
6.3938914027149325,7.109344894026975,12.700452488687782,9.55587668593449,11.391628959276018,3.9113680154142583,
6.344796380090497,7.095857418111754,12.670361990950227,11.406551059730251,11.08212669683258,3.7880539499036607,
6.56945701357466,7.648843930635838,12.089366515837105,10.204720616570327,10.763122171945701,4.148362235067437,
6.780316742081448,7.848265895953757,12.134841628959276,11.001926782273603,11.057918552036199,3.802504816955684,
6.044343891402715,7.852119460500964,12.469909502262443,12.291907514450868,10.425339366515837,4.168111753371869,
6.346380090497737,7.853082851637765,12.65656108597285,11.727360308285164,10.86131221719457,4.317919075144508,
5.964932126696833,9.114161849710984,12.861538461538462,11.5,11.109502262443439,4.213391136801541,
6.102036199095022,8.78131021194605,12.265610859728508,11.8131021194605,11.492307692307692,3.7986512524084777,
6.135067873303168,8.455684007707129,12.806108597285068,12.115606936416185,11.585067873303167,3.9128131021194603,
5.470361990950226,8.651252408477841,12.347737556561086,12.366570327552987,11.153846153846153,3.8289980732177264,
5.45,8.54383429672447,12.178054298642534,12.6252408477842,12.404524886877828,3.6078998073217727,
5.560859728506787,8.681599229287091,12.589592760180995,12.814547206165702,13.424660633484162,3.7003853564547207,
5.62737556561086,9.056358381502891,12.025113122171947,13.146917148362235,28.724886877828055,3.819364161849711,
5.527828054298642,9.588631984585742,12.595927601809954,14.019267822736031,14.013574660633484,3.623795761078998,
5.510180995475113,9.3121387283237,12.454524886877827,15.080924855491329,14.733257918552036,3.697976878612717,
5.357013574660633,9.470134874759152,13.01945701357466,15.544797687861271,15.145927601809955,3.4566473988439306,
5.47262443438914,9.169556840077071,12.445022624434388,17.08140655105973,15.31606334841629,3.4629094412331405,
5.261085972850679,8.734585741811175,12.974660633484163,17.776011560693643,16.394796380090497,3.5370905587668595,
5.85972850678733,9.138246628131022,13.263574660633484,19.0616570327553,16.08823529411765,3.296242774566474,
5.318099547511312,8.671965317919074,12.536199095022624,18.759152215799613,16.018778280542985,3.7490366088631983,
6.250678733031674,8.888728323699421,11.905203619909502,19.184971098265898,15.685067873303167,3.2360308285163777,
5.488914027149321,8.646435452793835,13.188914027149321,20.473506743737957,15.680769230769231,3.653179190751445,
6.016968325791855,8.640173410404625,12.953619909502262,20.193159922928707,16.474660633484163,3.5110789980732178,
6.247737556561086,8.504335260115607,12.552941176470588,19.971098265895954,15.849547511312217,3.3391136801541426,
5.837330316742081,8.408959537572255,12.943212669683257,20.019749518304433,16.886651583710407,3.0640655105973025,
6.0092760180995475,8.919075144508671,12.790950226244345,19.680154142581888,17.960633484162894,3.310693641618497,
6.206334841628959,9.214354527938342,13.297737556561087,19.936897880539497,19.00294117647059,3.401734104046243,
5.9289592760181,9.28082851637765,12.90633484162896,20.91859344894027,18.618325791855202,3.3439306358381504,
5.975565610859729,9.647398843930636,12.845248868778281,20.891618497109828,20.988235294117647,3.3477842003853566,
5.876470588235295,9.107418111753372,12.786425339366517,22.021194605009633,21.50769230769231,3.4002890173410405,
5.816968325791855,8.947013487475916,12.532126696832579,20.676782273603084,19.795475113122173,3.2952793834296723,
5.488235294117647,9.394508670520231,11.300226244343891,21.26926782273603,20.944570135746606,3.2697495183044314,
5.446153846153846,9.227842003853565,12.289819004524887,20.572254335260116,20.49841628959276,3.418111753371869,
5.539366515837104,8.951830443159922,12.698868778280543,21.303468208092486,21.037556561085974,3.280828516377649,
5.397058823529412,9.06936416184971,11.813800904977375,20.934007707129094,22.269457013574662,3.3395953757225434,
5.697511312217195,8.999036608863198,12.850904977375565,20.633911368015415,23.564253393665158,3.6864161849710984,
5.802714932126697,8.885356454720617,12.181674208144797,19.91955684007707,21.34683257918552,3.2283236994219653,
5.826244343891402,8.824662813102119,12.474886877828053,18.69990366088632,22.33710407239819,3.2235067437379574,
5.739366515837104,8.848265895953757,12.545475113122173,20.795761078998073,23.739366515837105,3.393063583815029,
5.561990950226244,8.467244701348747,13.94841628959276,19.008670520231213,22.307239819004526,3.3964354527938343,
5.341176470588235,8.26204238921002,12.629185520361991,19.46820809248555,22.456787330316743,3.3911368015414256,
5.6613122171945705,8.128131021194605,13.153619909502263,18.720134874759154,25.082579185520363,3.1734104046242773,
5.178733031674208,7.704238921001926,12.452714932126696,18.55009633911368,24.735746606334843,3.132466281310212,
5.51131221719457,8.111271676300579,12.894570135746607,18.763969171483623,22.012443438914026,3.051059730250482,
5.152036199095023,7.898843930635838,13.051809954751132,19.291907514450866,19.897058823529413,3.2658959537572256,
5.517420814479638,8.14402697495183,15.28868778280543,18.99277456647399,23.55475113122172,3.335741811175337,
5.750452488687783,7.838150289017341,16.02714932126697,17.418111753371868,24.802262443438913,3.1165703275529864,
