B_1,B_2,B_3,B_4,B_5,B_6,B_7,T_1,T_2,T_3,T_4,T_5,T_6,T_7,G_1,G_2,G_3,G_4,G_5,G_6,G_7,
5.693349753694581,9.262987012987013,3.944649446494465,5.616822429906542,4.130081300813008,3.7365269461077846,4.838461538461538,6.688423645320197,14.931818181818182,6.747693726937269,13.870493991989319,6.832752613240418,7.383233532934132,7.707692307692308,3.7820197044334973,3.2224025974025974,3.206642066420664,2.9732977303070762,3.254355400696864,3.404191616766467,3.1240384615384613,
5.024630541871921,8.732142857142858,4.18450184501845,5.712950600801068,3.8908246225319396,3.8308383233532934,5.668269230769231,7.003694581280788,13.930194805194805,7.071033210332104,13.998664886515353,6.435540069686411,6.661676646706587,7.7625,3.5,3.823051948051948,3.4174354243542435,3.005340453938585,3.1718931475029035,2.842814371257485,3.3576923076923078,
5.512315270935961,8.737012987012987,3.632841328413284,5.859813084112149,3.9256678281068527,3.697604790419162,4.658653846153846,7.033251231527093,13.043831168831169,6.679889298892989,13.77570093457944,5.8861788617886175,6.347305389221557,6.913461538461538,3.4642857142857144,3.4740259740259742,3.3261070110701105,3.0267022696929238,2.9442508710801394,2.8293413173652695,3.1134615384615385,
5.461822660098522,8.194805194805195,3.9331180811808117,5.591455273698265,3.862950058072009,3.468562874251497,5.104807692307692,7.194581280788177,13.556818181818182,6.333487084870849,12.699599465954606,5.859465737514518,5.9446107784431135,7.945192307692308,3.642857142857143,3.800324675324675,3.215867158671587,2.7663551401869158,3.1080139372822297,3.0164670658682633,3.358653846153846,
5.599753694581281,7.900974025974026,4.0087638376383765,5.552736982643525,3.767711962833914,3.5763473053892216,4.9653846153846155,7.447044334975369,13.22564935064935,7.435424354243542,13.62483311081442,6.617886178861789,6.86377245508982,6.749038461538461,3.623152709359606,3.1964285714285716,3.1047047970479706,3.0640854472630172,3.062717770034843,2.7350299401197606,2.873076923076923,
5.6169950738916254,7.384740259740259,4.013837638376383,5.6114819759679575,4.24274099883856,3.3008982035928143,4.411538461538462,6.870689655172414,11.766233766233766,7.092712177121771,13.265687583444592,6.0615563298490125,6.345808383233533,7.219230769230769,3.7118226600985222,2.8863636363636362,3.1010147601476015,2.977303070761015,3.1660859465737516,3.5763473053892216,3.016346153846154,
5.056650246305419,7.288961038961039,3.5701107011070112,5.550066755674233,3.9337979094076654,3.965568862275449,4.622115384615385,6.653940886699507,12.396103896103897,6.715405904059041,13.676902536715621,5.764227642276423,6.477544910179641,6.474038461538462,3.438423645320197,3.4074675324675323,3.422509225092251,3.157543391188251,2.896631823461092,3.1077844311377247,2.9875,
4.916256157635468,6.431818181818182,3.638837638376384,6.546061415220294,3.8850174216027873,3.4011976047904193,4.305769230769231,6.1317733990147785,11.519480519480519,7.445571955719557,14.81041388518024,5.444831591173054,5.7140718562874255,6.397115384615384,3.1330049261083746,3.4334415584415585,3.2080258302583027,3.198931909212283,3.0987224157955864,2.9715568862275448,2.9057692307692307,
5.322660098522167,5.836038961038961,3.8842250922509227,5.761014686248331,3.9790940766550524,4.038922155688622,4.150961538461538,6.509852216748769,10.439935064935066,6.7075645756457565,15.660881174899867,5.62137049941928,6.516467065868263,6.3634615384615385,3.144088669950739,2.853896103896104,3.254151291512915,3.0427236315086783,3.2090592334494774,2.8682634730538923,3.3865384615384615,
4.726600985221675,5.074675324675325,3.874538745387454,5.68090787716956,4.0789779326364695,3.555389221556886,4.401923076923077,7.713054187192118,9.715909090909092,6.635608856088561,16.01068090787717,5.7526132404181185,6.044910179640719,6.5182692307692305,3.0911330049261085,3.154220779220779,3.147140221402214,2.7957276368491324,3.1068524970963995,3.440119760479042,3.1778846153846154,
5.096059113300493,4.496753246753247,3.8634686346863467,5.496662216288384,4.174216027874564,4.023952095808383,4.082692307692308,7.022167487684729,8.493506493506494,6.96309963099631,16.871829105473964,5.860627177700349,6.032934131736527,6.207692307692308,3.7586206896551726,3.1201298701298703,2.9547970479704797,3.0921228304405877,3.254355400696864,3.374251497005988,2.978846153846154,
5.541871921182266,4.962662337662338,3.8367158671586714,5.786381842456609,4.4088269454123115,3.589820359281437,4.061538461538461,5.980295566502463,8.006493506493506,6.673431734317343,15.97196261682243,6.973286875725901,7.247005988023952,6.161538461538462,3.1403940886699506,3.5974025974025974,3.2472324723247232,3.173564753004005,2.8524970963995355,3.1467065868263475,3.0240384615384617,
5.108374384236453,4.792207792207792,3.6051660516605164,5.883845126835781,4.430894308943089,3.660179640718563,3.980769230769231,7.226600985221675,7.5811688311688314,7.354704797047971,17.190921228304404,6.506387921022068,6.247005988023952,6.858653846153846,3.0948275862068964,3.314935064935065,3.1632841328413286,2.9692923898531376,2.7642276422764227,2.9895209580838324,3.0,
5.955665024630542,4.446428571428571,4.043819188191882,6.431241655540721,4.671312427409989,3.6137724550898205,4.063461538461539,7.274630541871921,7.009740259740259,6.776752767527675,16.853137516688918,6.663182346109175,5.733532934131737,6.225961538461538,3.0295566502463056,2.8896103896103895,3.0387453874538743,3.0427236315086783,3.1962833914053426,3.2080838323353293,3.201923076923077,
4.822660098522167,4.961038961038961,3.9215867158671585,6.0720961281708945,4.847851335656213,3.444610778443114,3.6817307692307693,7.060344827586207,7.928571428571429,7.531365313653136,17.237650200267023,6.4018583042973285,6.691616766467066,5.627884615384615,3.165024630541872,3.470779220779221,3.184040590405904,3.069425901201602,3.105691056910569,3.6332335329341316,2.985576923076923,
5.791871921182266,4.373376623376624,3.631457564575646,6.556742323097463,4.623693379790941,4.0104790419161676,3.6153846153846154,6.972906403940887,7.722402597402597,6.905442804428044,19.16555407209613,7.484320557491289,5.982035928143713,6.308653846153846,3.4901477832512313,3.280844155844156,2.995387453874539,3.0947930574098796,2.897793263646922,3.0808383233532934,3.332692307692308,
5.431034482758621,4.928571428571429,4.090867158671586,6.021361815754339,5.046457607433217,4.404191616766467,3.498076923076923,6.917487684729064,9.324675324675324,6.739852398523985,18.114819759679573,7.252032520325203,6.211077844311378,6.110576923076923,3.3596059113300494,3.272727272727273,2.955719557195572,3.0093457943925235,2.9825783972125435,2.938622754491018,3.126923076923077,
5.114532019704433,4.62987012987013,3.9054428044280445,5.775700934579439,5.249709639953543,3.62125748502994,3.3211538461538463,7.0492610837438425,7.089285714285714,7.557195571955719,17.47797062750334,7.493612078977932,6.347305389221557,6.489423076923077,3.5283251231527095,3.3912337662337664,3.2965867158671585,3.1895861148197597,3.2206736353077816,3.106287425149701,2.825,
5.268472906403941,4.045454545454546,3.977859778597786,5.803738317757009,5.238095238095238,3.588323353293413,3.7884615384615383,8.16256157635468,7.079545454545454,7.410055350553505,17.55407209612817,7.912891986062718,6.4446107784431135,5.835576923076923,3.3189655172413794,3.267857142857143,3.004612546125461,3.1949265687583446,3.1962833914053426,2.6017964071856285,2.7846153846153845,
5.1182266009852215,4.2272727272727275,3.705258302583026,5.902536715620828,5.516840882694542,3.4760479041916166,3.6740384615384616,6.806650246305419,7.262987012987013,6.8150369003690034,17.910547396528706,8.125435540069686,6.732035928143713,6.407692307692308,3.1133004926108376,3.1801948051948052,3.209870848708487,2.8651535380507345,3.103368176538908,3.1377245508982035,2.95,
5.37192118226601,4.027597402597403,3.7878228782287824,5.854472630173564,4.761904761904762,3.461077844311377,3.2788461538461537,7.04064039408867,6.9188311688311686,6.830719557195572,19.360480640854473,8.034843205574912,5.974550898203593,6.6663461538461535,3.2844827586206895,3.3782467532467533,3.2366236162361623,3.0106809078771697,3.0046457607433217,3.0508982035928143,2.964423076923077,
5.179802955665025,3.732142857142857,3.805811808118081,5.926568758344459,5.2717770034843205,3.6122754491017965,3.733653846153846,7.6182266009852215,7.72564935064935,6.799354243542435,18.32576769025367,7.5667828106852495,5.667664670658683,6.045192307692307,3.16871921182266,3.284090909090909,2.9571033210332103,2.8825100133511348,3.065040650406504,3.0508982035928143,3.108653846153846,
5.00615763546798,3.961038961038961,3.723708487084871,5.925233644859813,5.205574912891986,3.55688622754491,3.8528846153846152,7.052955665024631,7.3603896103896105,6.913745387453875,18.817089452603472,8.436701509872242,6.047904191616767,6.392307692307693,3.773399014778325,3.1818181818181817,3.2601476014760147,3.0440587449933245,3.4018583042973285,2.691616766467066,3.0625,
5.395320197044335,3.4886363636363638,3.7398523985239853,5.348464619492657,5.033681765389082,4.044910179640719,3.691346153846154,7.129310344827586,6.792207792207792,7.148523985239852,18.009345794392523,7.862950058072009,6.4431137724550895,6.5115384615384615,3.3054187192118225,2.9301948051948052,3.0608856088560885,3.12283044058745,3.073170731707317,3.0134730538922154,2.9432692307692307,
