B_1,B_2,B_3,B_4,B_5,B_6,T_1,T_2,T_3,T_4,T_5,T_6,G_1,G_2,G_3,G_4,G_5,G_6,
4.578776041666667,4.354927365528072,3.6789587852494576,3.955312810327706,5.2671945701357465,4.177712732594606,8.188151041666666,21.1489988221437,6.566160520607375,7.068023833167826,7.004072398190045,6.625130671126908,3.1481119791666665,3.2078916372202593,3.1740780911062907,3.3003972194637536,3.4866515837104073,3.0867656282667784,
5.080078125,4.269336474283471,4.071583514099783,3.8450844091360477,5.169004524886878,4.468534392640602,7.888020833333333,19.130742049469966,7.028199566160521,7.219960278053625,6.503619909502262,7.389922642692871,3.458984375,3.4844915586965057,3.024945770065076,3.0754716981132075,3.2158371040723983,2.9753292912398077,
5.100911458333333,4.20651747153514,3.786876355748373,3.890764647467726,5.3375565610859725,4.155550909471043,8.4716796875,19.028857479387515,7.06290672451193,6.930486593843098,6.7834841628959275,7.503449717750366,3.1888020833333335,3.6142520612485276,3.00704989154013,3.073485600794439,3.1911764705882355,3.316119590215346,
4.458333333333333,4.230467216332941,4.035249457700651,3.586395233366435,5.30814479638009,3.9450135897971985,7.718098958333333,16.80957989791912,6.516811279826464,6.627110228401191,6.891402714932127,7.3079657118962995,3.3271484375,3.369846878680801,3.3975054229934925,3.5427010923535254,3.3744343891402715,3.202174367551746,
4.972981770833333,4.498036906164114,4.1144251626898045,3.904170804369414,5.062443438914027,4.021325527911353,7.86328125,16.622300745975657,6.604663774403471,7.687189672293942,6.706108597285068,7.480869747020698,3.3987630208333335,3.2534354142127992,3.1675704989154014,3.020357497517378,3.3830316742081448,3.213255279113527,
4.936848958333333,4.409697683549274,4.393167028199566,4.169811320754717,5.140045248868779,4.171440518503031,7.9384765625,17.691009030231644,6.314533622559653,7.628599801390268,6.798642533936651,7.538992264269287,3.2477213541666665,3.4880251276010994,3.1941431670281997,3.151439920556107,3.116742081447964,3.2015471461425884,
5.201171875,4.366117000392618,4.001626898047722,4.189175769612711,4.992081447963801,4.302738866819987,7.780598958333333,16.695131527287003,6.354663774403471,6.637040714995035,7.02737556561086,7.035124398912816,3.0846354166666665,3.3820180604632903,2.990238611713666,3.2065541211519366,3.268099547511312,3.113318001254443,
5.268229166666667,4.547114252061249,3.8579175704989153,3.9513406156901687,5.47262443438914,4.11896299393686,8.051106770833334,16.0993325480958,6.426789587852495,6.695134061569017,6.754298642533937,7.104955049132344,3.2779947916666665,3.3172359638790736,3.238611713665944,3.1320754716981134,3.2217194570135748,3.1737403303366087,
5.250651041666667,4.716136631330977,4.146963123644252,4.392750744786494,5.720361990950226,4.222663600250889,8.181315104166666,16.3767177071064,6.652386117136659,6.9568023833167825,6.994570135746606,7.358979719841104,3.2587890625,3.54024342363565,2.982104121475054,3.083416087388282,3.4047511312217194,3.260087810997282,
5.5830078125,4.744405182567727,4.112798264642082,3.7974180734856007,5.769457013574661,4.150114990591679,8.3408203125,15.924813506085592,6.724511930585683,6.992552135054618,7.15,7.4825423374451185,3.1910807291666665,3.4621122889674125,3.084056399132321,3.005958291956306,3.171945701357466,3.211373614886055,
5.5,4.583235178641539,4.0721258134490235,3.699106256206554,5.707013574660634,3.9429228517666735,9.091145833333334,15.693168433451119,6.90997830802603,7.266137040714995,6.825565610859728,7.075893790508049,3.541015625,3.422654102866117,3.1073752711496745,3.0491559086395235,3.222398190045249,3.3746602550700397,
5.294270833333333,5.409108755398508,4.18058568329718,3.6683217477656407,5.572850678733031,4.3679698933723605,8.397135416666666,15.576168040832352,6.408351409978308,6.701092353525323,7.564932126696832,7.238344135479824,3.2763671875,3.451315272870043,3.3297180043383947,3.227904667328699,3.4015837104072397,3.4007944804515993,
5.005859375,4.7553985080486845,4.096529284164859,3.6578947368421053,5.865610859728506,4.2452435709805565,8.152018229166666,16.156065959952887,6.81236442516269,6.684707050645482,6.810859728506787,6.698306502195275,3.251953125,3.5661562622693364,2.9587852494577005,3.1256206554121153,3.341402714932127,3.3428810370060633,
5.255859375,5.037298782881821,4.505422993492408,3.766137040714995,6.34841628959276,4.430273886681999,8.213216145833334,16.178837848449156,6.731561822125814,6.769116186693148,6.684841628959276,7.185866610913653,3.4352213541666665,3.8616018845700824,2.96529284164859,2.9860973187686195,3.4585972850678735,3.260924106209492,
