B_1,B_2,T_1,T_2,G_1,G_2,
4.7056095406360425,3.2392961876832844,8.963560070671377,6.63108504398827,3.3931095406360425,2.835190615835777,
4.860865724381625,3.1161290322580646,7.863957597173145,6.5014662756598245,3.4242491166077738,3.06158357771261,
4.668065371024735,3.445161290322581,7.734319787985866,6.146627565982405,3.409893992932862,3.0780058651026394,
4.367270318021202,3.9161290322580644,7.134717314487633,5.975366568914956,3.135379858657244,2.900293255131965,
4.507067137809187,3.2903225806451615,7.204063604240282,5.948387096774193,3.3116166077738516,2.8826979472140764,
4.374779151943463,3.5284457478005864,7.328842756183746,6.5319648093841645,3.3608657243816253,3.167741935483871,
4.674028268551237,3.4809384164222874,7.248233215547703,5.808797653958944,3.2720848056537104,3.112609970674487,
4.088339222614841,3.4750733137829912,7.065150176678445,5.782404692082111,3.7946113074204946,3.2580645161290325,
4.203621908127208,3.0404692082111437,7.528268551236749,6.07683284457478,3.243374558303887,3.2516129032258063,
3.952517667844523,3.30733137829912,7.051678445229682,5.991202346041056,3.083259717314488,2.903225806451613,
3.956492932862191,3.2604105571847506,7.486749116607774,5.940762463343108,3.353577738515901,2.855131964809384,
3.935070671378092,3.418181818181818,7.070671378091872,5.617595307917888,3.106007067137809,2.7829912023460412,
4.281139575971731,3.3331378299120233,7.124116607773852,5.634604105571848,3.010159010600707,3.053372434017595,
3.998233215547703,3.04633431085044,7.405697879858657,5.964809384164223,3.1093197879858656,3.1208211143695013,
4.188162544169611,3.541935483870968,7.554549469964664,6.556598240469208,3.245362190812721,3.2269794721407625,
4.04196113074205,3.502639296187683,7.19589222614841,6.349560117302053,3.217314487632509,3.1237536656891494,
3.779593639575972,3.33841642228739,7.45803886925795,6.41524926686217,3.2294611307420493,3.227565982404692,
3.670053003533569,3.6516129032258067,6.592093639575972,6.2733137829912025,3.1455388692579507,3.0498533724340176,
3.8392226148409896,3.2328445747800587,6.951413427561837,6.081524926686217,3.1515017667844525,2.995307917888563,
3.8911219081272086,3.4609970674486803,6.668065371024735,5.833431085043988,3.3840547703180213,2.914369501466276,
3.518772084805654,3.721407624633431,6.772305653710247,6.23108504398827,3.185291519434629,3.0158357771260995,
3.633613074204947,3.347800586510264,6.930212014134276,6.03108504398827,2.927340989399293,3.1900293255131964,
3.4233657243816253,3.612316715542522,6.852473498233215,5.838123167155425,3.112190812720848,3.0258064516129033,
3.4061395759717317,3.36950146627566,6.800132508833922,6.30791788856305,3.131625441696113,3.1173020527859236,
3.4900618374558303,3.448093841642229,6.915636042402827,5.978885630498533,3.120583038869258,3.063343108504399,
3.654372791519435,3.4011730205278594,6.428445229681979,6.192375366568915,3.0693462897526502,3.0287390029325514,
3.845627208480565,3.421700879765396,6.678003533568905,6.5337243401759535,2.9174028268551235,3.2651026392961877,
3.758833922261484,3.464516129032258,6.5521201413427566,6.281524926686217,3.2230565371024733,3.228739002932551,
3.670936395759717,3.3853372434017595,6.405035335689046,5.6604105571847505,2.9882950530035335,2.9741935483870967,
3.810733215547703,3.4357771260997065,6.490503533568905,6.537829912023461,3.1088780918727914,3.0035190615835776,
3.78732332155477,3.333724340175953,6.573542402826855,6.755425219941349,3.0505742049469964,3.1665689149560117,
3.6455388692579507,3.4175953079178885,6.840768551236749,5.863929618768329,3.0958480565371023,3.1331378299120236,
3.904593639575972,3.4686217008797655,6.791077738515901,6.237536656891495,3.197879858657244,3.1929618768328445,
3.6945671378091873,3.55366568914956,7.046157243816254,6.2082111436950145,3.1848498233215548,3.164809384164223,
3.9885159010600706,3.424633431085044,6.74624558303887,6.152492668621701,3.1649734982332154,3.1325513196480936,
3.927340989399293,3.5067448680351907,6.755521201413427,5.868621700879765,3.189487632508834,2.998826979472141,
3.8047703180212014,3.32316715542522,6.7988074204946995,6.417008797653959,3.183083038869258,3.2211143695014663,
3.666519434628975,3.4750733137829912,7.081713780918728,6.024046920821115,3.172482332155477,3.1718475073313783,
3.624779151943463,3.675659824046921,6.715326855123675,5.943695014662756,3.090106007067138,3.219941348973607,
3.9624558303886928,3.4856304985337245,6.405256183745583,5.795894428152493,3.1347173144876326,3.1020527859237537,
3.607994699646643,3.392375366568915,7.0053003533568905,5.948973607038123,3.2250441696113072,2.8299120234604107,
3.90017667844523,3.2328445747800587,6.566033568904594,5.645161290322581,3.0362190812720846,3.1020527859237537,
3.8628533568904593,3.2791788856304986,6.993816254416961,5.394134897360704,3.165856890459364,3.346041055718475,
3.7835689045936394,3.5102639296187683,6.486528268551237,6.268035190615835,3.26523851590106,3.2703812316715544,
4.020318021201414,3.2129032258064516,6.699425795053004,6.160703812316716,3.3224381625441697,3.4856304985337245,
3.8606448763250882,3.6744868035190614,6.667623674911661,5.8527859237536655,3.2820229681978796,3.272140762463343,
3.6393551236749118,3.5964809384164225,6.995583038869258,5.6586510263929615,3.0890017667844525,3.106744868035191,
3.6711572438162543,3.6850439882697947,6.622128975265018,5.973020527859237,3.2279151943462896,3.2439882697947215,
3.789090106007067,3.7994134897360703,6.507729681978798,5.774193548387097,3.1073321554770317,3.1501466275659826,
3.7681095406360425,3.6744868035190614,6.547482332155477,5.934897360703812,3.022968197879859,3.011143695014663,
3.69589222614841,3.5190615835777126,6.8518109540636045,5.99941348973607,3.1000441696113072,3.0234604105571847,
3.762367491166078,3.33841642228739,6.44964664310954,5.887976539589443,3.1890459363957597,2.836950146627566,
3.7058303886925796,3.447507331378299,6.488515901060071,5.809970674486803,3.1866166077738516,3.0780058651026394,
4.021201413427562,3.752492668621701,6.483878091872792,5.992961876832845,3.0382067137809186,3.2363636363636363,
3.797924028268551,3.351319648093842,6.353356890459364,6.0791788856304985,3.1384717314487633,3.218768328445748,
3.6157243816254416,3.807624633431085,6.236969964664311,6.204692082111437,3.3893551236749118,3.0733137829912023,
3.8758833922261484,3.2826979472140763,6.782906360424028,6.442815249266862,3.068904593639576,3.1483870967741936,
3.768772084805654,3.134897360703812,6.771201413427562,6.148387096774194,3.144434628975265,3.161876832844575,
3.8125,3.597067448680352,6.932420494699647,6.100293255131965,3.275397526501767,3.144868035190616,
3.885159010600707,3.648680351906158,7.348277385159011,5.890909090909091,3.4774734982332154,3.175366568914956,
3.9538427561837457,3.7900293255131965,6.897747349823321,6.093841642228739,3.495583038869258,2.806451612903226,
3.910114840989399,3.546041055718475,6.843860424028269,5.89325513196481,3.5594081272084805,2.8023460410557184,
4.107553003533569,3.563049853372434,7.1950088339222615,5.9519061583577715,3.295053003533569,3.0269794721407624,
4.288648409893993,3.63049853372434,6.622349823321555,6.128445747800587,3.1775618374558303,3.0205278592375366,
4.285777385159011,4.26099706744868,6.858657243816254,6.320821114369502,3.308303886925795,3.106744868035191,
4.0041961130742045,4.056304985337244,6.484982332155477,6.391202346041056,3.3714664310954063,3.203519061583578,
4.335026501766785,4.6604105571847505,7.192579505300353,6.1794721407624635,3.4412544169611308,3.285043988269795,
4.765459363957597,5.002932551319648,7.468860424028269,6.265689149560117,3.3670494699646643,3.2609970674486806,
4.995141342756184,4.647507331378299,7.376104240282685,7.352492668621701,3.603577738515901,3.0252199413489738,
5.053886925795053,4.958944281524927,6.9712897526501765,6.641055718475073,3.562279151943463,2.9442815249266863,
4.6609982332155475,4.962463343108505,6.972835689045937,6.9530791788856305,3.3566696113074204,3.027565982404692,
4.426899293286219,5.04574780058651,6.561837455830389,7.063343108504399,3.5426236749116606,2.9548387096774196,
4.279814487632509,5.343108504398827,6.871687279151944,6.880351906158357,3.409452296819788,2.96950146627566,
4.084363957597173,4.909677419354839,6.925795053003534,7.520821114369501,3.3301678445229683,3.049266862170088,
3.790856890459364,4.864516129032258,6.551236749116608,6.685630498533724,3.2210689045936394,2.8868035190615835,
4.990945229681979,5.095014662756598,6.982553003533569,6.990615835777126,4.007067137809187,2.9519061583577715,
6.069787985865724,4.589442815249267,7.0075088339222615,7.451612903225806,4.027164310954063,2.9378299120234606,
6.411439929328622,5.010557184750733,7.441916961130742,6.986510263929619,3.529593639575972,3.2563049853372434,
6.663427561837456,4.670381231671554,7.984982332155477,6.824633431085044,4.0912102473498235,3.1038123167155427,
6.702517667844523,4.30791788856305,8.535114840989399,7.280351906158358,3.7676678445229683,3.238709677419355,
6.159893992932862,4.5337243401759535,7.813162544169611,6.804692082111437,3.562720848056537,3.018181818181818,
5.609540636042403,4.482111436950147,7.6771201413427566,6.521407624633431,3.6413427561837457,3.4897360703812317,
5.660114840989399,3.9436950146627567,7.4333038869257955,6.456891495601173,3.864399293286219,2.897360703812317,
5.337455830388692,4.2416422287390025,7.962455830388692,6.780058651026393,3.5651501766784452,2.9108504398826978,
5.4109982332155475,4.120821114369502,7.360644876325089,6.130205278592375,3.5613957597173145,3.58475073313783,
5.115945229681979,4.392961876832844,7.3909010600706715,6.618181818181818,3.868595406360424,2.912609970674487,
5.27363074204947,4.234604105571847,7.34452296819788,6.272140762463343,3.697879858657244,3.0240469208211143,
4.9394876325088335,4.458064516129032,8.027385159010601,6.072140762463343,3.520759717314488,3.2592375366568915,
4.823542402826855,4.130205278592375,7.107111307420495,6.672727272727273,3.418065371024735,3.053958944281525,
5.221731448763251,4.279765395894428,7.1208038869257955,6.437536656891496,3.5823763250883394,3.1302052785923755,
4.748454063604241,4.171260997067448,7.2446996466431095,6.1137829912023465,3.4640017667844525,3.060410557184751,
4.6833038869257955,4.578885630498534,7.513471731448763,6.265689149560117,3.446333922261484,3.080351906158358,
4.695671378091872,4.412903225806452,7.36815371024735,6.566568914956012,3.6298586572438163,2.9894428152492667,
4.731448763250883,4.3390029325513195,7.23321554770318,6.60058651026393,3.535335689045936,3.0005865102639295,
4.592093639575972,4.750146627565982,7.029814487632509,6.480938416422287,3.508833922261484,2.9513196480938415,
4.965326855123675,4.53841642228739,7.238957597173145,6.70850439882698,3.3699204946996466,3.141348973607038,
4.646201413427562,4.751319648093841,7.867932862190813,6.7290322580645165,3.4823321554770317,3.0234604105571847,
5.099381625441696,5.345454545454546,7.229240282685512,7.238123167155425,3.3820671378091873,2.960117302052786,
5.112632508833922,4.903812316715543,7.501545936395759,7.763049853372434,3.729019434628975,3.262756598240469,
5.12124558303887,4.52258064516129,7.479681978798586,7.733137829912024,3.5057420494699647,3.273900293255132,
4.891121908127208,4.87683284457478,7.505521201413427,7.752492668621701,3.229019434628975,3.189442815249267,
5.029372791519434,4.913782991202346,7.490282685512367,6.739589442815249,3.2985865724381624,3.0961876832844575,
5.2977031802120145,5.119648093841643,7.1208038869257955,6.537829912023461,3.7378533568904593,3.0410557184750733,
4.738515901060071,4.63108504398827,7.204726148409894,7.497947214076246,3.3913427561837457,3.063343108504399,
5.040636042402827,4.361876832844575,6.86660777385159,7.356598240469208,3.458922261484099,2.973607038123167,
4.832376325088339,4.883284457478005,7.186616607773852,7.575366568914956,3.4615724381625443,3.2041055718475073,
4.893992932862191,4.47683284457478,7.301015901060071,6.868621700879765,3.3502650176678443,3.2434017595307916,
4.955388692579505,4.642815249266862,6.959805653710247,7.1765395894428154,3.5030918727915195,3.131964809384164,
4.7318904593639575,4.621114369501466,7.275618374558304,8.422873900293256,3.447659010600707,2.773607038123167,
4.696113074204947,4.839882697947214,6.763250883392226,7.741935483870968,3.6711572438162543,3.080351906158358,
4.845848056537102,4.347214076246335,7.055432862190813,7.087390029325513,3.456272084805654,2.918475073313783,
4.625441696113074,4.5648093841642225,7.284673144876325,6.464516129032258,3.387367491166078,3.203519061583578,
4.689929328621908,4.582991202346041,7.603136042402827,6.883870967741935,3.3553445229681977,3.1689149560117302,
4.609319787985866,4.025219941348974,7.223277385159011,6.991788856304986,3.3195671378091873,2.8592375366568916,
4.670494699646643,3.9313782991202344,7.363515901060071,6.222287390029326,3.4363957597173145,2.9102639296187682,
4.767888692579505,4.182991202346041,7.386704946996466,6.5026392961876835,3.2281360424028267,2.8451612903225807,
4.646422261484099,4.04516129032258,7.691033568904594,6.835777126099707,3.0673586572438163,3.078592375366569,
4.692137809187279,4.175366568914956,7.188162544169611,5.989442815249267,3.29571554770318,2.8703812316715545,
4.795494699646643,4.0146627565982405,7.201855123674911,6.235190615835777,3.409893992932862,2.8885630498533725,
4.922040636042403,3.7788856304985337,7.30565371024735,6.280351906158358,3.495362190812721,2.944868035190616,
4.552782685512367,3.7788856304985337,6.977473498233215,6.69208211143695,3.547703180212014,2.9372434017595306,
4.462234982332156,3.616422287390029,7.297482332155477,6.520234604105572,3.2011925795053005,3.449266862170088,
4.557641342756184,3.555425219941349,8.01678445229682,5.909090909090909,3.1342756183745584,2.882111436950147,
4.649514134275618,3.855131964809384,7.794611307420495,6.10733137829912,3.427340989399293,2.86099706744868,
4.527385159010601,4.170674486803519,7.546378091872792,6.390615835777126,3.3842756183745584,3.07741935483871,
4.56625441696113,3.7343108504398828,7.463118374558304,6.062756598240469,3.2765017667844525,3.487390029325513,
4.812279151943463,3.906158357771261,7.513913427561837,5.866275659824047,3.2098056537102475,2.812316715542522,
4.838780918727915,4.031671554252199,7.708259717314488,6.268621700879765,3.256404593639576,3.1958944281524926,
4.691033568904594,3.9865102639296186,7.365061837455831,5.558357771260997,3.1391342756183747,2.912609970674487,
4.760821554770318,4.358944281524927,7.244478798586573,5.939589442815249,3.3909010600706715,3.083284457478006,
4.688162544169611,4.675659824046921,7.58613074204947,6.586510263929619,3.142226148409894,2.9513196480938415,
4.558966431095406,4.898533724340176,7.966651943462898,6.32316715542522,3.42226148409894,2.9571847507331377,
