B_1,T_1,G_1,
4.769466167970078,12.166269976198572,6.031961917715063,
4.893913634818089,12.061373682420946,5.891873512410744,
5.015810948656919,11.661679700782047,5.53502210132608,
4.793947636858212,11.736994219653178,5.132267936076165,
4.911084665079905,11.407514450867051,4.996769806188372,
4.863141788507311,12.38303298197892,5.134648078884733,
5.116967018021081,12.559843590615436,4.577524651479089,
5.088405304318259,12.835770146208773,5.232403944236654,
5.218463107786468,13.498469908194492,5.802618157089426,
5.477218633117987,14.586875212512751,6.1091465487929275,
6.1290377422645355,15.332879972798368,6.013090785447127,
10.255015300918055,17.118837130227814,10.18191091465488,
3.8407004420265216,6.862971778306698,3.1859911594695682,
3.773716422985379,7.079394763685821,3.1541992519551174,
3.8745324719483167,6.670350221013261,3.253485209112547,
4.131587895273716,6.762495749744985,3.2517851071064263,
4.36892213532812,7.345290717443047,3.27711662699762,
4.443726623597416,7.307888473308399,3.2239034342060524,
4.363651819109147,7.149608976538592,3.11934716082965,
4.09095545732744,7.023291397483849,3.314858891533492,
4.058653519211153,6.701292077524651,3.3922135328119687,
4.197211832709963,7.077864671880313,3.189051343080585,
4.28374702482149,6.881842910574634,3.2662359741584495,
3.962257735464128,6.73121387283237,3.2604556273376404,
3.907684461067664,7.047602856171371,3.15776946616797,
4.007310438626318,6.661679700782047,3.209282556953417,
3.9925195511730704,6.816048962937776,3.2613056783407006,
3.8857531451887115,6.732913974838491,3.1836110166609997,
3.5997959877592653,6.866201972118327,3.166439986399184,
3.7142128527711664,6.615776946616797,3.2667460047602854,
3.606256375382523,6.873002380142808,3.158449506970418,
3.801088065283917,6.7993879632777965,3.0906154369262158,
3.518871132267936,6.809928595715743,3.1689901394083644,
3.8439306358381504,6.729003740224414,3.3094185651139068,
4.0734444066644,6.895783747024821,3.7114926895613736,
4.760795647738864,7.018871132267936,4.096735804148249,
4.605576334580075,6.968378102686161,3.848690921455287,
4.9982998979938795,7.054743284597076,4.161849710982659,
5.024991499489969,6.8690921455287315,4.706052363141788,
5.436076164569874,7.4794287657259435,4.444236654199252,
5.0617137028221695,7.126827609656579,4.737504250255015,
5.1885413124787485,6.871812308738524,4.366371982318939,
5.484869092145528,7.134138048282897,4.200442026521591,
5.37895273716423,7.0873852431145865,4.094865691941516,
5.164059843590615,7.335940156409385,3.768106086365182,
4.871812308738524,7.751785107106427,3.6077864671880313,
5.019721183270996,7.625127507650459,3.625297517851071,
4.89816388983339,7.481468888133288,3.814178850731044,
4.799557973478409,7.5302618157089425,3.791737504250255,
4.5994559673580415,7.272186331179871,4.144168650119007,
4.486739204352261,7.42825569534172,3.986739204352261,
4.189221353281197,7.480278816729004,3.927065623937436,
4.410404624277457,7.3594015640938455,4.286467188031282,
4.143828629717783,7.6817409044542675,4.09350561033662,
4.0273716422985375,7.4896293777626655,3.8129887793267594,
4.1125467528051685,7.331859911594695,3.750255015300918,
3.9088745324719483,7.1914314858891535,3.745324719483169,
3.8493709622577357,7.401734104046243,3.4807888473308397,
3.801598095885753,7.029071744304658,3.359911594695682,
3.958177490649439,7.1468888133287996,3.426045562733764,
3.773376402584155,6.907174430465828,3.5574634478068683,
4.016150969058144,6.9265555933356,3.200102006120367,
3.975858551513091,6.892043522611357,3.2247534852091126,
