B_2,B_3,B_4,B_5,B_6,T_2,T_3,T_4,T_5,T_6,G_2,G_3,G_4,G_5,G_6
4.828900072,4.714747736,4.40504451,6.377880184,5.124349335,7,6.223803364,6.615727003,9.379723502,7.475419318,3.543493889,3.166882277,2.954747774,3.53640553,3.252168884
4.397555715,4.437904269,4.409495549,6.537327189,4.85540775,6.961179008,6.346054334,6.110534125,9.148387097,8.207634471,3.09705248,3.210219922,3.039317507,4.175115207,3.327935223
4.660675773,4.567270375,4.632047478,6.284792627,5.006940428,6.744787922,6.523285899,6.073442136,10.14193548,7.486986698,3.404025881,3.062742561,3.0615727,3.939170507,3.282244072
4.813084112,4.514877102,4.508902077,5.853456221,4.890688259,7.327102804,6.217981889,6.538575668,10.68663594,7.552920763,3.080517613,3.051099612,3.079376855,3.948387097,3.753614806
4.565780014,4.139715395,4.669881306,5.898617512,4.975130133,6.844716032,6.46377749,6.608308605,9.925345622,7.429728167,3.277498203,2.989003881,3.612017804,3.879262673,3.297860035
4.73759885,4.461190168,5.149109792,5.534562212,4.990746096,7.264557872,6.407503234,6.31231454,10.62304147,7.555812608,3.222142344,3.21927555,3.09421365,3.785253456,3.217466744
4.370237239,4.540103493,4.771513353,6.095852535,4.915558126,6.396117901,6.718628719,5.849406528,9.090322581,7.620011567,3.349388929,2.919793014,2.921364985,3.78156682,3.006940428
4.718907261,4.351228978,5.099406528,5.469124424,4.867553499,7.989216391,6.589909444,6.108308605,10.8764977,7.179872759,3.152408339,3.245795602,2.952522255,3.925345622,3.248120301
5.33069734,4.517464424,4.480712166,5.595391705,4.714864083,7.568655643,6.444372574,5.596439169,9.305069124,7.162521689,3.391804457,2.923673997,3.137982196,3.513364055,3.346443031
4.672897196,5.067917206,4.580118694,5.81843318,4.740890688,7.094895758,7.371280724,6.330860534,10,6.5951417,3.589503954,3.225743855,3.055637982,3.555760369,3.313475998
4.819554277,4.764553687,4.462166172,6.274654378,4.841526894,7.261682243,7.220569211,6.784866469,10.10506912,7.633892423,3.419122933,3.096377749,3.161721068,3.469124424,3.311740891
4.831056794,4.302069858,4.709198813,6.22764977,5.036437247,7.273184759,6.644890039,5.872403561,10.1437788,7.682475419,3.12077642,3.005821475,3.237388724,3.548387097,3.334875651
4.726096334,4.460543338,4.867952522,5.612903226,4.723539618,6.554277498,6.641655886,6.049703264,9.056221198,7.669172932,3.287562904,3.319534282,3.09421365,3.775115207,3.298438404
4.437814522,4.57309185,4.551186944,5.820276498,5.141122036,7.386772106,7.40297542,6.403560831,9.188940092,7.470792366,3.212796549,3.436610608,3.021513353,3.622119816,3.181029497
4.498921639,4.358344114,4.831602374,6.079262673,4.851937536,6.982027318,7.015523933,6.204005935,9.697695853,7.362637363,3.086987779,3.149417853,3.341988131,3.410138249,3.388663968
4.458662832,4.603492885,4.75,5.851612903,5.495662233,6.774982027,7.283958603,6.140207715,10.50322581,7.683053788,3.368080518,3.4385511,3.048961424,3.668202765,3.316946212
4.780014378,4.327943079,4.196587537,4.975115207,4.951417004,7.007189073,8.665588616,6.904302671,13.60552995,8.770387507,3.284687275,3.575032342,3.027448071,3.357603687,3.286871024
4.615384615,4.832470893,4.833827893,5.892165899,5.506072874,7.956865564,9.277490298,6.724777448,15.3078341,10.30884905,3.182602444,3.045924968,3.203264095,3.371428571,3.211683054
4.507548526,4.479948254,4.484421365,5.555760369,4.708502024,7.313443566,9.558214748,7.005192878,15.76313364,9.160208213,3.138749101,3.128072445,3.303412463,3.625806452,3.227877386
4.801581596,4.516170763,4.587537092,5.625806452,5.221515327,8.125808771,9.971539457,6.902818991,15.62119816,9.419317525,3.282530554,2.948253558,2.961424332,3.269124424,3.227877386
4.595255212,4.618369987,4.43694362,5.919815668,5.09832273,7.707404745,9.26843467,7.003709199,14.5437788,8.861769809,3.40690151,3.260025873,2.974035608,3.239631336,3.441295547
4.510424155,4.293661061,5.341988131,5.509677419,4.812608444,7.77426312,8.995472186,6.988130564,16.02580645,9.526894158,3.324227175,3.236093144,3.00148368,2.947465438,3.122614228
4.572969087,4.172056921,4.454005935,6.222119816,5.137073453,7.642703091,10.14100906,7.238130564,14.11705069,10.22498554,3.326383896,2.96377749,3.09272997,3.630414747,3.189705032
4.460819554,4.53686934,4.514094955,6.315207373,4.987854251,7.155283968,9.869987063,6.726261128,15.32995392,9.294389821,3.473759885,3.120957309,3.015578635,2.871889401,3.550028918
4.538461538,4.444372574,4.336795252,5.744700461,4.968189705,7.425593098,9.19469599,7.951038576,13.86267281,9.242336611,3.522645579,3.021992238,3.015578635,3.39078341,3.164835165
4.426312006,4.844113842,4.912462908,5.788018433,4.749566223,7.416966211,10.00258732,6.90727003,15.2516129,9.853094274,3.427030913,3.227684347,3.359792285,3.482949309,3.670908039
4.409777139,4.412677878,4.641691395,5.905990783,5.137073453,6.941768512,10.20051746,7.116468843,16.50414747,9.505494505,3.155283968,3.058214748,3.21810089,3.278341014,3.203585888
4.723220705,4.728978008,4.553412463,5.740092166,4.795257374,7.636951833,10.18628719,6.583827893,15.86175115,9.897628687,3.733285406,3.331177232,3.164688427,3.047004608,3.187391556
5.109273904,4.668175938,4.513353116,5.958525346,5.332562175,7.41984184,10.51552393,7.140949555,17.02488479,9.865240023,3.106398275,3.008408797,3.014094955,3.214746544,3.279352227
4.470165349,4.379042691,4.705489614,6.622119816,5.441873916,7.227174694,10.30336352,6.859050445,16.27834101,9.901098901,3.332854062,3.221862872,2.859792285,3.164976959,3.456333141
4.518332135,4.555627426,4.96735905,6.011059908,4.903412377,7.874191229,10.9087969,7.650593472,18.80092166,10.50260266,3.385334292,3.167529107,3.25,3.551152074,3.093695778
4.631200575,4.624838292,4.59495549,6.062672811,5.134181608,7.404744788,10.63712807,6.191394659,18.38341014,9.758820127,3.378864127,3.051746442,3.12537092,2.932718894,3.680161943
4.649173257,4.907503234,4.832344214,5.960368664,5.113938693,6.75053918,10.84993532,6.890949555,18.15760369,10.06419896,3.322070453,3.521992238,3.035608309,3.233179724,3.141122036
4.849748382,4.766494179,5.209198813,5.825806452,5.224985541,6.88713156,10.63583441,6.917655786,16.95668203,8.975708502,3.191229331,2.921086675,3.146884273,3.258986175,3.101214575
4.567217829,5.089909444,4.486646884,5.75483871,5.042799306,7.440690151,10.31953428,6.801928783,17.73271889,10.16483516,3.097771387,3.056274256,3.043026706,3.304147465,3.228455755
4.309849029,4.46377749,4.840504451,5.632258065,5.20242915,7.039539899,9.675291074,6.876854599,17.30967742,9.467322152,3.603882099,3.435963777,3.087537092,3.362211982,3.050318103
4.501078361,4.606080207,4.743323442,5.999078341,5.264893002,7.657081237,9.48835705,6.390207715,17.15391705,10.07056102,2.973400431,3.1461837,2.910979228,3.261751152,3.123770966
4.66139468,4.628072445,5.152077151,5.843317972,4.777327935,6.483105679,9.580206986,6.84421365,16.83317972,9.44534413,3.387491014,3.098318241,3.309347181,3.541935484,3.296703297
4.234363767,4.900388098,5.300445104,6.094930876,5.304800463,7.102084831,10.32341527,6.741839763,17.66359447,9.908039329,3.283249461,2.976714101,3.080118694,3.295852535,3.266628109
4.904385334,4.761966365,5.014094955,5.785253456,5.500867553,7.697340043,9.821474774,6.307863501,19.53271889,9.401388086,3.417685119,3.018758085,2.959940653,3.505990783,3.228455755
4.376707405,4.669469599,4.795994065,5.826728111,5.048004627,6.890007189,9.174644243,6.569732938,20.61474654,9.792365529,3.161035226,3.186934023,3.165430267,3.11797235,3.633314054
4.703810208,4.675291074,5.009643917,6.185253456,5.277038751,7.63767074,9.173997413,5.972551929,19.35207373,9.492192019,3.573687994,2.834411384,3.575667656,3.324423963,3.344707924
4.759884975,4.150711514,5.286350148,6.86359447,5.37593985,7.032350827,7.955368693,6.486646884,14.86451613,8.323308271,3.283968368,3.006468305,3.167655786,3.639631336,3.244650087
4.913012221,4.46313066,4.790801187,6.87281106,5.68768074,7.687994249,7.663001294,6.497774481,13.91428571,9.207056102,3.707404745,3.026520052,3.397626113,3.511520737,3.39329092
5.455787203,4.546571798,4.480712166,6.769585253,5.377674957,6.754133717,6.883570505,6.964391691,13.99907834,8.397339503,3.164629763,3.212160414,2.876854599,3.262672811,3.485251591
4.524083393,4.558861578,4.926557864,6.444239631,5.164835165,7.084831057,7.311125485,6.24851632,12.89677419,8.124927704,3.582314881,3.165588616,3.016320475,3.968663594,3.178137652
4.742631201,4.578266494,4.971810089,7.268202765,5.58357432,7.909417685,7.48771022,5.804896142,13.84516129,8.259109312,3.171099928,3.020698577,2.980712166,3.673732719,3.218623482
4.585909418,4.239327296,4.756676558,6.456221198,5.364950839,6.862688713,6.640362225,6.362017804,14.32534562,8.227299017,3.521926671,3.075679172,2.941394659,3.634101382,3.219201851
4.689432063,4.395213454,5.350890208,6.915207373,5.052631579,7.552839684,6.571151358,6.542284866,13.75760369,8.066512435,3.449317038,2.934023286,3.169881306,4.021198157,3.209369578
4.933860532,4.721216041,4.84347181,7.384331797,5.113938693,6.449317038,6.983182406,6.352373887,15.04792627,7.895315211,3.289000719,2.898447607,3.051186944,3.947465438,3.419317525
4.662832495,4.329883571,5.169881306,7.188018433,5.452862927,6.881380302,6.92690815,5.790059347,13.62857143,8.367264315,3.394680086,3.102199224,3.210682493,4.022119816,3.237709659
4.511143063,4.395860285,5.81231454,7.373271889,5.390399075,6.845434939,6.861578266,6.378338279,15.05345622,7.297281666,3.381739756,3.223156533,3.192878338,3.815668203,3.183342973
4.639827462,4.978007762,5.085311573,7.052534562,5.303643725,6.950395399,7.177878396,5.793768546,16.10691244,7.818970503,3.426312006,2.9385511,3.134272997,3.941935484,3.482359746
4.412652768,4.527813713,5.181008902,6.757603687,5.187969925,6.965492451,6.833117723,6.321216617,14.7437788,8.816078658,3.166067577,2.880983182,2.765578635,4.103225806,3.248120301
4.713156003,4.652652005,5.014836795,6.574193548,5.266628109,6.919482387,7.059508409,6.888724036,15.66912442,8.176980914,3.380301941,2.970245796,2.992581602,4.184331797,3.215153268
4.41984184,4.593143596,5.293768546,6.933640553,5.636784268,7.006470165,7.153945666,7.011869436,15.94285714,8.825910931,3.510424155,3.041397154,3.146884273,4.331797235,3.395604396
5.043853343,4.800776197,4.856083086,7.161290323,5.113938693,6.843997124,7.186287193,5.736646884,13.96589862,7.925390399,3.20201294,2.980595084,3.152818991,3.792626728,3.25448236
4.845434939,4.252910737,4.632047478,8.233179724,5.266628109,6.952552121,7.844760673,7.141691395,15.56497696,7.987854251,3.366642703,3.008408797,3.255192878,3.595391705,3.142278774
4.727534148,4.54915912,4.701038576,7.688479263,5.488721805,7.048166786,8.098965071,6.275964392,15.41658986,8.324465009,3.592379583,3.057567917,3.301928783,3.922580645,3.226720648
5.107117182,4.333117723,4.445103858,7.189861751,5.441295547,7.568655643,7.34087969,6.310830861,14.97327189,8.187391556,3.503235083,3.010996119,2.829376855,3.706912442,3.360902256
5.056074766,4.681759379,5.140207715,6.694930876,5.128397918,6.310567937,7.366752911,6.178041543,14.49953917,8.036437247,3.24155284,3.190168176,3.114985163,3.713364055,3.48004627
4.470884256,4.630659767,5.123145401,6.397235023,5.836899942,6.377426312,7.743208279,6.323442136,13.98341014,7.964141122,3.245866283,3.190815006,3.140949555,3.447004608,3.285714286
4.751258088,5.031694696,4.779673591,6.930875576,5.062463852,7.113587347,8.246442432,6.048961424,14.62949309,8.236552921,3.138030194,3.18305304,3.071958457,3.560368664,3.076923077
4.583752696,4.615782665,5.128338279,6.266359447,5.553499132,6.70596693,8.526520052,6.512611276,14.25806452,8.234239445,3.401869159,2.944372574,3.329376855,3.579723502,3.218623482
5.022286125,4.673997413,4.689169139,6.685714286,5.812608444,7.103522646,7.521992238,6.140207715,15.1235023,8.311740891,3.153127247,3.041397154,3.09421365,3.724423963,3.39329092
4.810208483,4.873868047,5.615727003,6.090322581,5.481781377,7.256649892,7.648771022,6.753709199,14.22580645,8.043377675,3.422717469,3.24385511,3.283382789,3.701382488,3.235974552
4.799424874,4.850582147,5.193620178,6.470046083,5.78021978,6.736161035,7.408796895,6.515578635,14.0921659,8.559282822,3.276060388,3.114489004,3.016320475,3.753917051,3.265471371
4.567936736,4.891332471,4.829376855,5.871889401,5.652400231,6.436376707,7.778137128,6.084569733,14.37327189,8.637362637,3.186196981,3.15912031,3.112759644,3.464516129,2.966454598
5.329259526,4.397800776,4.428783383,7.026728111,5.206477733,6.703810208,7.580853816,5.901335312,13.37788018,8.684788895,3.306254493,2.931435964,3.049703264,3.643317972,3.223828803
4.900790798,5.350582147,4.756676558,5.3640553,5.24869867,7.003594536,11.34476067,6.361275964,20.47741935,10.28802776,3.275341481,3.094437257,3.274480712,3.25437788,3.071717756
4.531991373,4.843467012,4.367210682,5.685714286,5.402544824,7.59309849,12.44307891,6.336795252,22.78894009,10.41469057,3.417685119,3.397800776,2.880563798,3.460829493,3.524580682
4.066858375,4.754851229,4.475519288,6.156682028,5.274146906,7.327821711,12.96765847,6.584569733,23.86820276,11.6622325,3.219985622,2.992238034,3.150593472,3.348387097,3.504337767
5.020848311,4.893919793,4.733679525,5.894009217,4.96529786,8.023005032,13.25161708,7.451038576,24.63317972,11.2724118,3.240115025,2.983829237,3.103857567,3.258064516,3.539618276
5.11286844,4.822121604,4.536350148,6.404608295,5.218623482,7.522645579,14.28913325,6.962166172,25.78248848,11.81550029,3.289719626,3.071798189,3.152818991,3.088479263,3.316946212
5.025880661,4.822768435,4.818991098,6.239631336,5.666859456,8.373112868,15.02846054,6.617952522,27.26175115,9.903990746,3.248023005,3.076326003,3.232195846,3.274654378,3.13880856
5.067577283,4.650064683,4.616468843,5.955760369,5.459224986,8.785046729,15.34605433,6.503709199,27.2202765,11.44013881,3.263120058,2.887451488,3.399851632,3.640552995,3.277038751
5.010783609,4.579560155,4.56379822,6.193548387,5.301908618,8.457943925,14.36934023,6.570474777,26.96774194,10.78253326,2.994248742,3.091203105,2.890207715,3.832258065,3.399652979
5.117181884,4.534282018,4.87462908,6.636866359,5.301908618,8.851905104,14.44566624,7.266320475,27.1437788,11.04684789,3.449317038,2.945019405,3.075667656,3.431336406,2.976286871
4.55643422,4.880336352,4.87537092,6.162211982,5.559861191,9.372393961,14.9915912,6.766320475,26.23225806,10.36552921,3.242271747,3.42626132,3.220326409,2.953917051,3.145170619
5.101365924,4.904269082,4.777448071,6.569585253,5.374783112,9.335729691,14.86481242,7.370178042,26.3437788,11.09716599,3.769230769,2.958602846,3.270029674,3.399078341,3.434933488
5.323508267,4.672703752,4.829376855,6.265437788,5.237709659,9.190510424,15.48188875,6.925074184,26.68571429,10.44418739,3.482386772,2.971539457,3.392433234,3.963133641,3.456333141
5.18116463,4.67076326,4.482195846,6.450691244,5.103528051,9.592379583,15.11254851,7.022255193,26.75668203,11.52920763,3.560747664,3.275549806,2.954005935,3.163133641,3.189126663
4.62473041,4.725097025,4.96958457,6.338248848,5.593984962,10.05319914,15.30595084,6.420623145,26.17419355,10.78831695,3.203450755,2.906856404,3.149851632,3.443317972,3.174667438
5.198418404,4.904269082,4.724035608,7.47281106,5.588779641,10.87850467,14.95407503,6.704005935,27.0359447,11.07518797,3.405463695,2.927554981,3.31231454,3.233179724,3.144013881
4.872034508,5.261966365,4.759643917,7.548387097,5.547715442,11.07189073,14.66623545,6.56231454,25.46635945,11.17235396,3.179007908,2.861578266,3.37611276,3.423041475,3.14459225
4.873472322,5.25549806,4.587537092,7.080184332,5.342972817,10.48957584,15.0931436,6.571958457,27.29585253,11.313476,3.470884256,2.908150065,3.443620178,3.384331797,3.5373048
5.687994249,4.776843467,4.81305638,6.383410138,5.440717178,10.39899353,15.1545925,6.901335312,27.00184332,11.57547715,3.212077642,3.082794308,2.78041543,3.408294931,2.995951417
5.011502516,5.473479948,5.114985163,6.444239631,5.065355697,10.90366643,15.48900388,6.724035608,28.44884793,11.09774436,3.589503954,3.067270375,3.298961424,3.562211982,3.550028918
5.186196981,4.742561449,4.678783383,6.798156682,5.49739734,11.49820273,14.70245796,6.071216617,26.34470046,11.69288606,3.371675054,3.2923674,3.065281899,3.529032258,3.286292655
5.526959022,5.360284605,4.699554896,6.552995392,5.246385194,10.73328541,14.22056921,6.392433234,26.29585253,10.96761134,3.549964055,2.875808538,3.327893175,3.305990783,3.391555813
5.14162473,4.851875809,4.972551929,6.459907834,5.540775014,10.80661395,13.9450194,7.230712166,26.42211982,11.29034124,3.462976276,3.032988357,2.918397626,3.195391705,3.005205321
5.25449317,5.442432083,4.432492582,6.607373272,5.406593407,11.04097771,12.57309185,6.542284866,24.77142857,12.03759398,3.050323508,3.064036223,3.546735905,3.451612903,3.079236553
5.238677211,5.122897801,4.617952522,6.119815668,5.593984962,10.67649173,12.31371281,6.340504451,25.83778802,12.23828803,3.544212797,2.992238034,2.848664688,3.457142857,3.13302487
5.37526959,5.075032342,5.016320475,6.803686636,5.811451706,10.50898634,12.38033635,6.707715134,24.43041475,11.58357432,3.368080518,3.168822768,3.449554896,3.3640553,3.473105842
5.537023724,5.633247089,4.534866469,6.784331797,5.631578947,10.70093458,12.12742561,6.787091988,24.18894009,11.54366686,3.458662832,2.722509702,3.245548961,3.408294931,3.224407172
5.235082674,6.227684347,5.294510386,5.385253456,5.469635628,10.82242991,12.76002587,6.746290801,23.78801843,11.83632157,3.217109993,3.604786546,2.878338279,3.175115207,3.221515327
5.331416247,5.457309185,5.119436202,5.598156682,5.303065356,10.3364486,12.99353169,6.494065282,22.43133641,11.96124928,3.125808771,3.370633894,3.119436202,3.164976959,3.515326778
5.369518332,5.832470893,5.493323442,5.859907834,5.506072874,11.22933142,13.37192755,6.879080119,23.21935484,10.99363794,3.230050324,3.065329884,3.393916914,3.288479263,3.178137652
5.150970525,5.497412678,4.598664688,6.062672811,5.727588201,10.87706686,14.614489,6.294510386,21.90414747,11.72585309,3.285406183,3.250970246,3.054896142,3.321658986,3.493927126
5.371675054,5.125485123,4.792284866,6.353917051,6.194910353,10.94823868,14.95472186,7.00148368,23.35115207,11.52689416,3.388928828,3.032988357,2.991839763,3.513364055,3.330248699
5.580877067,5.452781371,5.439910979,6.230414747,5.525159051,11.03091301,14.89844761,7.447329377,23.6202765,11.29901677,3.549245147,2.990944373,3.091988131,3.417511521,3.324465009
5.235801582,5.855109961,5.549703264,7.074654378,5.579525737,10.20057513,12.58279431,7.022997033,17.62764977,9.670908039,3.407620417,3.021345408,3.091988131,3.803686636,3.21978022
5.428468728,5.294307891,4.84272997,7.796313364,5.533256217,9.049604601,10.43596378,6.537091988,16.62488479,8.708502024,3.521926671,3.321474774,3.034866469,3.833179724,3.255060729
5.79007908,6.135834411,5.033382789,8.520737327,5.888374783,8.791516894,9.96377749,6.6884273,15.66175115,9.268363216,3.345794393,3.164941785,3.168397626,3.608294931,3.415847311
5.384615385,5.705045278,5.041543027,8.875576037,5.261422788,9.581595974,9.043984476,6.758160237,15.71612903,9.279352227,3.380301941,3.278783959,2.820474777,4.058986175,3.60092539
5.891445004,5.559508409,4.933976261,8.85437788,5.729901677,8.921639109,9.21927555,6.681750742,15.26543779,9.85540775,3.086268871,3.238033635,3.114243323,3.873732719,3.392712551
5.777857656,5.89003881,4.993323442,9.74562212,5.972238288,9.040977714,9.490944373,6.317507418,15.64516129,8.779063042,3.376707405,3.412677878,3.244807122,3.705990783,3.735685367
5.849029475,5.461190168,4.868694362,9.938248848,5.326778485,9.045291157,9.064036223,5.892433234,15.39170507,9.274146906,3.122933142,3.258732212,3.224035608,3.591705069,3.382880278
5.63767074,5.870633894,5.198071217,10.32995392,5.504337767,8.838245866,9.038163001,6.701780415,14.43041475,9.748987854,3.109992811,3.167529107,3.511127596,3.877419355,3.227299017
5.735442128,6.034928849,5.678041543,9.859907834,5.710237131,9.156721783,9.361578266,6.456973294,15.31059908,9.033545402,3.251617541,2.979948254,3.089020772,3.876497696,3.441873916
5.680086269,5.408150065,5.505192878,10.25714286,5.744939271,9.33860532,9.111901682,7.086795252,14.94470046,8.865240023,3.374550683,3.016817594,3.180267062,4.192626728,3.223828803
5.388928828,5.637128072,5.192878338,11.04239631,5.197802198,8.718907261,9.188874515,7.755192878,15.30046083,9.388085599,3.534867002,3.013583441,3.140207715,3.926267281,3.241758242
5.695902229,5.301423027,5.356824926,11.0921659,5.364950839,9.037383178,9.739327296,6.715133531,15.47741935,9.325621747,3.455787203,3.128072445,2.87611276,4.082949309,3.412955466
5.781452193,5.474773609,5.127596439,10.88294931,5.240601504,9.352264558,8.990944373,7.293768546,15.58986175,8.945054945,3.41480949,3.080853816,3.195845697,4.003686636,2.975130133
5.644859813,5.893919793,5.227002967,11.23870968,5.372469636,8.93170381,9.188874515,6.366468843,15.79447005,9.704453441,3.524802301,3.055627426,2.884272997,4.323502304,3.193753615
6.162473041,5.291073739,5.132789318,11.75760369,5.831694621,9.310567937,9.399094437,6.517062315,15.37419355,9.158473106,3.614665708,3.186934023,3.298961424,3.813824885,3.339502603
5.279654925,4.985769728,5.525964392,10.87281106,5.412377097,9.930265996,9.068564036,7.132789318,15.95483871,10.0167727,3.562904385,3,3.100890208,3.61843318,3.215731637
6.218547807,5.271668823,5.53189911,10.82211982,5.395604396,10.18404026,10.10931436,6.985163205,16.35391705,9.846732215,3.369518332,2.962483829,3.270771513,3.944700461,3.477732794
5.329259526,5.571151358,5.439910979,10.41658986,5.60092539,9.9108555,9.575679172,6.982937685,16.59815668,9.181607866,3.218547807,3.184993532,3.421364985,3.978801843,3.267784847
5.531272466,5.241914618,5.101632047,10.56866359,5.697513013,10.25161754,8.979948254,6.939169139,16.34654378,9.629265471,3.276060388,2.879042691,3.066023739,3.869124424,3.708502024
5.795830338,5.636481242,5.240356083,10.3235023,5.44534413,10.43637671,9.964424321,8.396142433,15.45437788,9.516483516,3.589503954,3.360931436,3.09272997,3.862672811,3.30653557
5.775700935,5.376455369,5.419881306,9.728110599,6.106419896,10.37455068,8.924320828,6.836053412,15.08110599,9.199537305,3.240115025,3.636481242,3.024480712,4.023041475,3.37593985
5.245147376,5.052393273,6.022255193,9.984331797,5.269519954,10.05823149,10.1927555,7.347181009,15.5483871,10.01908618,3.230050324,3.064036223,3.243323442,3.992626728,3.281665703
6.120057513,4.992238034,5.224777448,9.459907834,5.565066512,10.08483106,9.31759379,7.696587537,15.29032258,10.51532678,3.404744788,3.325355757,3.235163205,3.816589862,3.406593407
5.121495327,5.062095731,5.15727003,9.025806452,6.093695778,10.16319195,9.868046572,7.71735905,16.79815668,9.952573742,3.243709561,2.903622251,3.011127596,3.542857143,3.069982649
5.47232207,5.115135834,5.267062315,7.601843318,5.682475419,12.72753415,13.85510996,9.939910979,25.26912442,16.22151533,3.416966211,2.992238034,3.161721068,3.431336406,3.205320995
5.541337168,4.816300129,5.878338279,8.537327189,5.132446501,14.71387491,15.80853816,11.21513353,27.83410138,16.46732215,3.551401869,3.096377749,3.003709199,3.271889401,3.327935223
5.253055356,5.384864166,5.99851632,8.67281106,5.32388664,14.7721064,17.20245796,11.56676558,27.83870968,16.39444766,3.250898634,2.955368693,3.166913947,3.222119816,3.303065356
5.455068296,4.97542044,5.883531157,7.030414747,5.193753615,14.82530554,17.17723157,11.79673591,26.20460829,16.70908039,3.491013659,2.983182406,2.961424332,3.376958525,3.492192019
5.642703091,5.058214748,5.658011869,7.834101382,5.721804511,15.19338605,17.32535576,11.87537092,27.70138249,17.23076923,3.332854062,2.846701164,3.064540059,3.437788018,3.422787739
5.718907261,4.595730918,5.976261128,7.370506912,5.414690573,15.92739037,16.99805951,12.07492582,28.61105991,16.75534991,3.489575845,3.51228978,3.071958457,3.426728111,3.227877386
5.723939612,5.227684347,6.110534125,7.952073733,5.788316946,16.34795111,16.9534282,12.06602374,26.98248848,17.26951995,3.309849029,3.000646831,3.194362018,3.37235023,3.451706189
5.565780014,4.967011643,5.820474777,8.156682028,5.451706189,16.86196981,15.87774903,12.32566766,26.43778802,17.06766917,3.020848311,3.12160414,3.252967359,3.368663594,3.3470214
6.391804457,4.869987063,6.020029674,8.576958525,4.987854251,16.22429907,15.26131953,12.60163205,27.46820276,17.9924812,3.358734723,2.847994825,2.894658754,3.096774194,3.20821284
5.860531991,4.599611902,5.988130564,9.284792627,5.056101793,17.47879224,15.98641656,13.42433234,27.9843318,15.99421631,3.307692308,3.031694696,3.207715134,3.631336406,3.440717178
5.769949676,5.389391979,6.058605341,9.314285714,5.437825333,16.43062545,15.5316947,13.15875371,28.17603687,16.26373626,3.284687275,3.136481242,3.428041543,3.657142857,3.362058994
5.724658519,4.298835705,6.138724036,10.58801843,5.631578947,16.80661395,15.34734799,12.74777448,27.67373272,16.59861191,3.24155284,3.029107374,2.982195846,3.201843318,3.26026605
5.693745507,4.947606727,6.169881306,10.26820276,5.638519375,17.04025881,14.32858991,14.61498516,26.34470046,16.78021978,3.079079799,3.113195343,2.997032641,3.332718894,3.139386929
5.749820273,4.819534282,6.455489614,9.709677419,5.674956622,16.08626887,15.43208279,13.15727003,26.11428571,15.92828224,3.12077642,2.990297542,3.216617211,3.152073733,3.284557548
5.787203451,4.637774903,6.284866469,9.770506912,5.470792366,15.87203451,14.47800776,12.37833828,26.53917051,14.8357432,3.272465852,2.945019405,3.073442136,3.444239631,3.635049161
5.664989216,4.983182406,6.823442136,9.775115207,5.431463274,15.73687994,14.11254851,11.95623145,26.46082949,15.5708502,3.54852624,2.958602846,3.232937685,3.459907834,3.111046848
5.899352983,4.437257439,6.132789318,10.01474654,5.90167727,14.1984184,14.03298836,12.50445104,27.96036866,15.45633314,3.256649892,2.991591203,3.175074184,3.266359447,3.430306536
5.825305536,4.499353169,6.700296736,10.10967742,5.709080393,13.87994249,14.19016818,11.62017804,28.48847926,15.52168884,3.692307692,3.520051746,3.216617211,3.231336406,3.129554656
5.854061826,4.594437257,6.658011869,9.817511521,6.311162522,14.53127247,14.0931436,11.70103858,28.20921659,15.70850202,3.411933861,3.375808538,3.166913947,3.592626728,3.34123771
5.828900072,4.697930142,6.670623145,10.01751152,5.56622325,13.99424874,13.67464424,11.78783383,29.19539171,15.42452285,2.895758447,3.136481242,3.150593472,3.656221198,3.436090226
5.930984903,4.580206986,6.612017804,10.4562212,5.374783112,13.68368081,12.87516171,10.60830861,27.7235023,14.6772701,3.195542775,3.084087969,3.275222552,3.575115207,3.237709659
5.851186197,4.472186287,6.364985163,10.21382488,6.054366686,15.0596693,12.90944373,10.615727,27.71428571,14.27472527,3.383896477,3.287839586,3.40504451,3.309677419,3.561017929
6.001437815,5.108667529,6.321216617,9.788940092,5.839213418,14.87850467,13.15071151,10.67804154,26.23225806,15.36552921,3.190510424,3.106727038,3.181750742,3.126267281,3.46847889
5.689432063,4.598318241,6.461424332,9.986175115,6.385772123,14.92379583,13.58990944,10.7425816,25.0562212,16.13938693,3.314162473,3.260025873,3.409495549,3.602764977,3.371891267
5.912293314,4.510996119,6.732937685,9.757603687,5.263157895,14.71603163,13.28589909,11.02077151,24.43225806,15.57605552,3.446441409,3.36545925,3.390207715,3.084792627,3.441873916
5.665708124,4.687580854,5.862017804,9.855299539,5.899363794,14.7030913,14.27166882,11.10608309,24.77695853,16.5615963,3.414090582,3.021992238,2.989614243,3.522580645,3.552342394
6.356578001,4.991591203,6.308605341,9.952073733,5.856564488,15.66642703,13.88486417,10.68323442,26.73179724,14.70561018,3.172537743,3.054980595,3.183976261,3.450691244,3.500867553
6.439252336,5.102199224,5.793026706,9.451612903,5.363215732,14.79151689,14.37580854,11.48664688,26.69400922,15.2220937,3.299784328,3.444372574,3.294510386,2.994470046,3.470792366
5.878504673,4.753557568,6.129821958,8.61843318,5.966454598,15.43781452,13.47800776,10.4384273,27.10599078,14.94042799,3.402588066,3.169469599,3.168397626,3.52718894,3.4626952
5.701653487,4.396507115,6.516320475,7.889400922,5.499132447,15.33141625,12.91267788,11.41988131,25.12165899,15.76344708,3.061107117,3.259379043,3.37462908,3.04516129,3.781376518
