B_1,B_2,T_1,T_2,G_1,G_2,
3.3216694772344013,3.9779855247285885,6.84274873524452,6.810012062726176,2.9763912310286678,2.9840168878166464,
3.2719224283305226,4.439987937273824,6.602866779089376,6.908021712907117,3.048060708263069,2.98854041013269,
3.623524451939292,4.284680337756333,6.6808600337268125,7.626658624849216,3.1492411467116357,3.373039806996381,
3.6256323777403034,4.33655006031363,6.513490725126475,6.75,2.921585160202361,3.094993968636912,
3.459527824620573,4.452653799758745,7.0691399662731875,7.154101326899879,3.0223440134907253,3.1827503015681544,
3.5008431703204046,4.753618817852835,6.829679595278246,7.711700844390832,3.393760539629005,3.1565138721351027,
3.5,4.554583835946924,7.286256323777403,7.399577804583836,2.7913153456998314,3.1794330518697227,
3.453204047217538,5.014776839565742,6.46247892074199,6.890530759951749,3.1125632377740304,3.216224366706876,
3.327150084317032,4.797949336550061,6.755902192242833,7.181544028950543,2.9873524451939293,3.0708685162846803,
3.387858347386172,5.10313630880579,6.9338111298482294,7.565440289505428,3.0577571669477233,3.1450542822677927,
3.4068296795952784,4.940591073582629,6.704468802698145,7.026839565741858,2.9784991568296797,3.06875753920386,
3.2774030354131534,5.320566948130278,6.43929173693086,7.397466827503016,3.096121416526138,3.2310012062726177,
3.6526138279932545,5.0738841978287095,7.201517706576729,7.2207478890229195,3.14460370994941,3.111580217129071,
3.686762225969646,5.033474065138721,6.571247892074199,7.572376357056695,3.0999156829679597,3.0325693606755126,
3.517706576728499,4.878769601930037,6.970489038785835,7.249396863691194,2.815345699831366,3.308202653799759,
3.612141652613828,5.0847406513872135,6.72681281618887,7.179734620024125,2.938448566610455,3.2545235223160436,
3.5484822934232714,4.848612786489746,6.694772344013491,6.80729794933655,3.313237774030354,2.9695416164053077,
3.5590219224283306,4.787997587454765,6.5109612141652615,7.048552472858866,3.2719224283305226,3.122738238841978,
3.8798482293423273,4.739746682750302,7.019392917369308,7.4719541616405305,2.97681281618887,2.968335343787696,
3.7284991568296797,4.598612786489746,6.780775716694772,6.899276236429433,3.0126475548060707,3.158021712907117,
3.639966273187184,4.703860072376357,6.569983136593592,7.5404101326899875,3.0484822934232714,3.2819662243667067,
3.875210792580101,4.3808805790108565,6.949409780775717,6.987032569360675,3.1471332209106238,3.0358866103739444,
4.2550590219224285,4.498492159227985,6.520657672849915,6.712303980699638,3.183389544688027,3.0874547647768398,
4.552698145025295,4.392943305186972,6.886172006745363,7.064535585042219,2.9548903878583475,3.2659831121833536,
4.545109612141653,4.366706875753921,6.809443507588533,7.173703256936068,3.201939291736931,3.0705669481302773,
5.013069139966273,3.9930639324487336,6.966273187183811,7.501206272617612,3.0999156829679597,3.161037394451146,
5.264755480607082,4.111278648974668,6.430016863406408,7.4716525934861275,2.7643338954468804,3.0506634499396865,
4.678330522765599,3.96562123039807,6.495784148397976,7.381785283474065,3.04637436762226,3.186067551266586,
4.509274873524452,3.8645958986731,6.840219224283305,7.019601930036188,3.0813659359190555,3.141133896260555,
3.8975548060708265,3.833534378769602,6.647133220910624,7.179734620024125,3.1500843170320403,3.184258142340169,
4.652613827993255,3.670084439083233,6.56787521079258,7.253317249698432,3.2086846543001686,3.04583835946924,
4.086846543001687,3.790410132689988,6.6606239460370995,7.240349819059108,3.0628161888701517,3.0021109770808203,
3.959106239460371,3.7578407720144753,6.478077571669477,7.0174909529553675,3.1079258010118043,3.1770205066344994,
