B_1,B_2,T_1,T_2,G_1,G_2,
3.52774108322325,3.3067571388182073,5.828709819462792,6.190839694656488,3.0598855129898723,3.109132032796155,
3.3683399383531483,3.2445575346338704,5.971158080140907,6.424936386768448,3.0664905328049317,3.144755442465366,
3.526420079260238,3.3771557817359343,6.141347424042272,6.417020073508623,2.975121092029943,2.9954763924229573,
3.4339498018494057,3.4715860899067006,5.952443857331572,6.258976533785694,3.002421840598855,3.185185185185185,
3.5116688683399384,3.4763924229573084,6.19374724790841,6.115917444161719,2.963232056362836,3.1012157195363304,
3.576398062527521,3.473565168221657,6.118670189343901,6.0274243709358215,3.070673712021136,3.0735086231269437,
3.5752972258916778,3.2408821034775235,6.123073535887275,6.622278767316935,3.092029942756495,3.253887475261521,
3.4339498018494057,3.3404014701724627,6.360854249229415,6.581000848176421,2.9163364156759135,3.1334464235227593,
3.3152796125055044,3.5162567147299972,6.255614266842801,6.42013005371784,3.091809775429326,3.03392705682782,
3.6103038309114925,3.4729997172745266,6.193527080581242,6.502968617472434,2.947380008806693,3.287531806615776,
3.542712461470718,3.514277636415041,6.242404227212682,6.409103760248798,3.2115808014090708,2.942324003392706,
3.357111404667547,3.497031382527566,6.506825187142228,6.476392422957309,3.075737560546015,3.119592875318066,
3.654117129018054,3.346055979643766,6.481726111845002,6.06841956460277,3.161602818141788,3.005654509471303,
3.5191545574636725,3.5872208085948545,6.20189343901365,6.441617189708793,2.981285777190665,2.918857789086797,
3.5253192426243944,3.396663839411931,6.078379568472038,6.052304212609556,3.1215323645970936,2.9875600791631327,
3.5658300308234256,3.5238903025162567,5.86481726111845,6.626519649420413,3.1303390576838397,3.012157195363302,
3.4244826067811536,3.435114503816794,6.149493615147512,6.598529827537461,2.991193306913254,3.04212609556121,
3.6318802289740204,3.4260672886627086,6.2831351827388815,6.392422957308454,2.9163364156759135,2.8640090472151543,
3.5741963892558344,3.3887475261521063,6.106781153676795,6.418150975402884,3.1809775429326286,3.0330788804071247,
3.494936151475121,3.567712750918858,5.988991633641567,6.569974554707379,3.102157639806253,2.8230138535482046,
3.5684720387494497,3.4967486570540007,6.295684720387494,6.736217133163698,3.1446499339498017,2.9550466497031382,
