B_1,B_2,B_3,B_4,B_5,B_6,B_7,T_1,T_2,T_3,T_4,T_5,T_6,T_7,G_1,G_2,G_3,G_4,G_5,G_6,G_7,
6.72510593220339,3.2917570498915403,4.916666666666667,3.490807354116707,3.9992082343626287,3.4125,6.940188172043011,6.90625,6.957158351409978,6.6893939393939394,6.7761790567545965,6.91132224861441,6.9828125,7.460349462365591,2.9740466101694913,3.374186550976139,3.21831955922865,2.9456434852118307,3.110055423594616,3.5265625,3.432795698924731,
6.808262711864407,3.4191973969631237,4.869834710743802,3.34052757793765,3.955661124307205,3.1421875,5.924731182795699,8.608050847457626,6.79175704989154,6.878099173553719,6.76978417266187,6.283452098178939,6.6359375,7.508064516129032,3.261122881355932,3.242407809110629,3.0585399449035813,2.9152677857713827,3.2003167062549487,3.390625,3.2056451612903225,
7.211864406779661,3.6052060737527114,5.386363636363637,3.6458832933653076,4.277117973079968,3.5015625,6.477150537634409,7.471927966101695,6.428958785249458,6.978650137741047,7.09912070343725,6.409342834520982,6.4546875,7.750672043010753,3.354343220338983,3.029826464208243,3.3016528925619837,2.8880895283772983,2.8060174188440223,3.3390625,3.3225806451612905,
7.757415254237288,3.2689804772234274,5.957300275482094,3.4124700239808154,3.6730007917656375,3.4703125,5.957661290322581,7.665254237288136,6.743492407809111,6.703856749311295,6.649880095923262,6.888361045130641,6.928125,7.805779569892473,3.3707627118644066,3.0526030368763557,3.102617079889807,3.2949640287769784,3.1346001583531273,3.534375,3.3051075268817205,
7.40042372881356,3.3009761388286334,5.261707988980716,3.5347721822541964,4.042755344418052,3.3171875,5.783602150537634,7.529661016949152,7.059652928416486,7.159090909090909,7.855315747402078,6.343626286619161,7.6984375,7.134408602150538,3.416843220338983,3.0406724511930587,3.2796143250688705,3.0423661071143084,3.365795724465558,3.4078125,3.4381720430107525,
7.944385593220339,3.546637744034707,5.628787878787879,3.5203836930455634,3.9398258115597784,3.1671875,5.851478494623656,7.608580508474576,6.528199566160521,7.106749311294766,6.446842525979217,6.403008709422011,6.7296875,7.442204301075269,3.148834745762712,3.1892624728850327,3.1818181818181817,3.2909672262190246,3.0364212193190814,3.1453125,3.006720430107527,
7.903601694915254,3.432754880694143,5.389118457300276,3.2366107114308553,3.8820269200316706,3.3875,6.133736559139785,7.772245762711864,7.1144251626898045,7.395316804407713,6.2398081534772185,6.475059382422803,6.2984375,6.808467741935484,3.3024364406779663,3.191431670281996,3.0371900826446283,3.223021582733813,2.8226444972288203,3.1578125,3.372983870967742,
7.695974576271187,3.3579175704989153,5.5523415977961434,3.701039168665068,4.315914489311164,3.4140625,5.704301075268817,7.852754237288136,6.924620390455531,7.807162534435261,7.034372501998401,6.223277909738718,8.121875,8.659274193548388,3.344279661016949,3.311822125813449,3.174931129476584,3.156674660271783,3.490102929532858,3.2625,3.3333333333333335,
8.78760593220339,3.25704989154013,5.3106060606060606,3.7354116706634692,3.6444972288202693,3.6234375,6.082661290322581,8.058792372881356,6.895336225596529,7.819559228650138,7.1814548361310955,6.312747426761678,7.5453125,6.790322580645161,3.1573093220338984,3.259761388286334,3.0867768595041323,2.948041566746603,2.9398258115597784,3.4953125,3.4899193548387095,
8.445444915254237,3.486984815618221,5.725206611570248,3.6338928856914468,3.3269992082343625,3.5640625,5.581989247311828,8.376588983050848,6.755422993492408,8.042011019283747,6.723421262989608,6.129849564528899,6.8375,7.345430107526882,3.84375,3.164316702819957,3.256198347107438,3.290167865707434,3.1678543151227236,3.4546875,3.202956989247312,
7.805614406779661,3.5802603036876355,5.519283746556474,3.3541167066346924,3.651623119556611,3.85625,5.096102150537634,7.740466101694915,7.67407809110629,7.9393939393939394,7.250199840127897,6.53840063341251,6.7953125,6.964381720430108,3.3776483050847457,3.0455531453362257,3.3891184573002753,3.075139888089528,3.2383214568487726,3.253125,3.3850806451612905,
8.416313559322035,3.822125813449024,5.411157024793388,3.5523581135091926,3.6904196357878067,3.8875,5.282930107526882,7.234110169491525,7.299349240780911,7.450413223140496,7.323741007194244,6.844022169437847,7.9015625,7.262768817204301,3.469279661016949,2.774945770065076,3.131542699724518,3.1918465227817747,3.3365003958828185,3.2578125,3.834005376344086,
8.84427966101695,3.599240780911063,5.772038567493113,3.470023980815348,3.8867775138558986,3.5390625,5.984543010752688,7.836864406779661,6.696312364425163,7.482782369146006,6.592326139088729,7.164687252573239,6.9203125,7.408602150537634,3.4666313559322033,2.84002169197397,3.044077134986226,2.864108713029576,3.2209026128266034,3.23125,3.3958333333333335,
8.49947033898305,3.1594360086767894,5.679752066115703,3.4772182254196644,4.404592240696754,3.6984375,5.844086021505376,7.529131355932203,7.131236442516269,7.0792011019283745,6.414868105515588,7.21298495645289,6.825,6.966397849462366,3.843220338983051,3.328633405639913,3.1611570247933884,3.3621103117505995,3.063341250989707,3.3703125,3.2318548387096775,
8.28125,3.3449023861171367,6.234848484848484,3.624300559552358,4.232779097387174,4.2171875,5.884408602150538,7.969279661016949,6.989696312364425,7.287190082644628,6.906474820143885,7.742676167854315,7.2125,7.629704301075269,3.9359110169491527,3.1019522776572668,3.040633608815427,3.1342925659472423,3.3293745051464767,3.3171875,3.379032258064516,
8.080508474576272,3.4994577006507592,5.549586776859504,3.360511590727418,5.629453681710213,4.6046875,6.27755376344086,7.878177966101695,6.6306941431670285,6.792699724517906,6.832134292565947,7.445764053840064,7.384375,8.491935483870968,3.54978813559322,3.0065075921908893,3.200413223140496,3.3269384492406076,3.2399049881235156,3.628125,3.6559139784946235,
7.811970338983051,3.351409978308026,6.390495867768595,3.410871302957634,5.746634996041172,4.9578125,6.226478494623656,7.790254237288136,6.795553145336226,6.636363636363637,7.0511590727418065,7.4133016627078385,7.2578125,8.086021505376344,3.7600635593220337,3.049349240780911,2.978650137741047,2.8816946442845723,3.646080760095012,3.340625,3.704301075268817,
7.948093220338983,3.565075921908894,6.62465564738292,3.3245403677058354,6.045922406967538,5.3984375,6.147849462365591,7.036546610169491,6.7321041214750545,7.0550964187327825,6.206235011990407,7.479809976247031,8.5921875,9.668682795698924,3.840042372881356,3.1973969631236443,3.0736914600550964,2.984812150279776,3.3143309580364213,3.178125,3.9146505376344085,
8.259533898305085,3.520065075921909,6.223140495867769,3.486810551558753,6.689627870150435,6.2703125,7.170698924731183,7.69332627118644,6.672993492407809,6.8884297520661155,7.316546762589928,8.037212984956453,8.2546875,11.098790322580646,3.704449152542373,3.0108459869848154,2.862947658402204,3.3645083932853717,3.187648456057007,3.903125,4.208333333333333,
8.390889830508474,3.3817787418655096,6.430440771349862,3.4852118305355715,6.63341250989707,6.328125,7.006048387096774,9.364936440677965,7.275488069414317,6.6088154269972454,6.576338928856915,8.795724465558195,9.16875,10.84005376344086,3.88771186440678,2.7890455531453364,3.0757575757575757,3.0631494804156674,3.3246239113222487,3.15625,4.166666666666667,
8.773834745762711,3.6697396963123645,6.291322314049586,3.8553157474020785,6.482977038796516,7.115625,7.049059139784946,7.995762711864407,6.721258134490238,6.730716253443526,6.700239808153477,8.630245447347585,10.6703125,12.52486559139785,3.784427966101695,3.0797180043383947,3.012396694214876,3.020783373301359,3.5368171021377672,3.3875,4.495295698924731,
8.611228813559322,3.441431670281996,5.663911845730028,3.4524380495603517,6.542359461599367,6.9421875,7.115591397849462,8.477754237288135,6.31995661605206,6.426997245179064,7.111111111111111,8.829770387965162,10.3375,11.446908602150538,3.6604872881355934,3.009219088937093,3.12603305785124,3.386890487609912,3.599366587490103,3.3109375,4.362903225806452,
8.657838983050848,3.427874186550976,5.986225895316805,3.573940847322142,6.498020585906572,7.234375,7.290994623655914,8.535487288135593,6.542841648590022,6.610192837465565,7.231814548361311,7.8677751385589865,11.3109375,12.49260752688172,3.858050847457627,3.0124728850325377,3.0895316804407713,2.84572342126299,3.7426761678543152,3.4453125,4.34005376344086,
8.578389830508474,3.592190889370933,6.175619834710743,4.062350119904076,4.548693586698337,7.6015625,7.426075268817204,8.236228813559322,6.816702819956616,6.646694214876033,7.566746602717826,6.922406967537609,12.7109375,12.112903225806452,3.811970338983051,3.210412147505423,3.451101928374656,3.3677058353317344,3.4354711005542358,3.3328125,4.600806451612903,
