B_1,B_2,B_3,T_1,T_2,T_3,G_1,G_2,G_3,
3.541798941798942,4.43375,3.525646845211076,6.954497354497354,6.4725,6.645029505220155,3.1756613756613756,2.85,3.018610985020427,
3.397883597883598,4.72,3.6863368134362235,6.9262786596119925,6.92875,6.373127553336359,3.28641975308642,3.48625,3.044030866999546,
3.490652557319224,4.36,4.15161143894689,6.617283950617284,6.63375,6.463912846118928,3.2666666666666666,3.20875,3.1162051747616886,
3.528747795414462,4.38375,4.483885610531094,7.475837742504409,6.87125,6.3522469359963685,3.3552028218694887,3.07875,3.256014525646845,
3.4638447971781305,4.205,4.89151157512483,7.761552028218695,7.29125,7.135270086246028,3.3488536155202824,3.18125,3.1025873808443034,
3.4962962962962965,4.38,4.831139355424421,6.66984126984127,7.23375,7.006808896958693,3.1904761904761907,3.28,2.834770767135724,
3.7396825396825397,4.76875,5.112119836586473,7.11358024691358,7.215,7.541534271448025,3.1192239858906525,3.11125,3.0989559691330006,
3.3492063492063493,4.6975,5.562414888788016,6.6649029982363315,7.195,7.568315932818884,3.149559082892416,3.1,3.0699046754425785,
3.5742504409171074,4.6475,5.456650022696323,7.658201058201058,6.5375,7.500226963231956,3.382716049382716,3.2525,3.0340444847934633,
3.2977072310405644,4.83875,6.046754425783023,7.379541446208113,6.51375,6.9151157512482975,3.1153439153439155,2.915,3.0517476168860647,
3.2440917107583775,5.3575,6.2578302315024965,7.461728395061728,6.82625,7.87562414888788,3.2839506172839505,3.05375,2.979119382660009,
3.384479717813051,4.91125,6.004993191103042,6.856437389770723,6.61625,7.715842033590558,3.2338624338624338,3.44375,3.0453926463912846,
3.527336860670194,4.64,6.403994552882433,7.055731922398589,7.005,7.307762142532909,3.2098765432098766,3.2825,3.236495687698593,
3.5410934744268077,4.91875,6.073990013617794,7.095590828924162,6.88375,7.7721289151157515,3.1372134038800708,3.09125,3.2383113935542442,
3.4634920634920636,5.045,5.765320018157059,7.300176366843034,6.70375,7.591466182478438,3.1738977072310406,3.18375,3.1066727190195187,
3.722045855379189,5.3725,5.566954153427145,6.905820105820106,7.9025,7.200181570585565,3.112874779541446,3.10375,3.1697684975034046,
3.631040564373898,4.69,5.415796640944167,7.212345679012346,6.67875,7.346345891965502,3.1417989417989416,3.22125,2.966409441670449,
3.4518518518518517,4.52625,5.167952791647753,7.0017636684303355,7.27875,6.817521561507036,3.142151675485009,3.21875,3.095324557421698,
3.65679012345679,4.655,4.837040399455288,7.185185185185185,7.5975,7.207898320472084,3.3343915343915342,3.3875,3.0077167498865185,
3.4744268077601412,5.1975,4.548343168406718,7.011992945326279,7.18,6.673626872446664,3.0765432098765433,2.98375,3.189287335451657,
3.5548500881834215,4.6375,4.539718565592374,6.8239858906525575,6.87125,6.624148887880163,3.1735449735449737,3.29875,2.9773036768043575,
3.653615520282187,5.0,4.198365864729913,6.937918871252204,7.785,6.605537902859736,3.253968253968254,2.87875,3.1225601452564686,
3.8821869488536156,5.0575,4.4443940081706765,6.843033509700176,6.7525,6.618247843849296,3.290652557319224,3.05,3.171130276895143,
3.5104056437389772,5.11125,4.013163867453472,7.3238095238095235,6.27375,6.936904221516114,3.2105820105820104,3.33875,3.1116659101225603,
