B_1,T_1,G_1,
6.017629024016352,11.398824731732244,3.529892692897292,
5.922841083290751,11.530914665304037,3.463719979560552,
6.096320899335718,12.175523760858457,3.472662238119571,
5.882217680122637,12.03270311701584,3.6108840061318346,
5.695707715891671,10.181655595298928,3.491057741440981,
5.577925396014308,10.80224833929484,3.432805314256515,
5.7422074603985696,10.035002554931017,3.340316811446091,
5.727644353602453,10.532192130812469,3.5316811446090957,
5.469851814001022,9.164793050587635,3.707715891670925,
6.0258048032703115,9.128768523249873,3.1440981093510474,
5.621359223300971,9.442258559018907,3.481093510475217,
5.472662238119571,8.87506387327542,3.463719979560552,
5.446346448645887,9.208993357179356,3.485947879407256,
5.5148185998978025,9.339805825242719,3.486203372508942,
5.510986203372509,9.440981093510475,3.608584568216658,
5.881195707715892,9.41134389371487,3.5424118548799184,
5.659427695452223,8.470362800204395,4.971384772611139,
5.4808380173735305,8.883495145631068,3.5002554931016863,
5.651251916198262,9.433316300459888,3.4013796627491057,
5.378385283597343,9.766479305058763,3.5002554931016863,
5.667347981604497,8.868932038834952,3.8318855390904445,
5.696218702095043,9.778231987736332,3.4816044966785897,
5.613949923352069,8.26188042922841,3.5707715891670926,
5.691619826264691,8.782319877363312,3.647675012774655,
5.619826264690853,8.669391926417987,3.5848237097598363,
5.849003576903423,8.632856412876853,3.5155850792028613,
5.429483903934594,8.458610117526828,3.6992846193152786,
5.83290751149719,8.43050587634134,3.7996934082779763,
5.837506387327542,8.304292284108328,3.663771078180889,
5.69238630556975,8.43101686254471,3.496934082779765,
5.466785896780787,8.448901379662749,4.066683699540112,
5.697751660705161,8.277465508431272,4.332652018395503,
5.718191108840061,9.044711292795094,3.8612672457843638,
5.62416964741952,8.505109862033725,4.077669902912621,
5.756770567194685,8.771844660194175,4.3576903423607565,
5.768267756770567,8.535513541134389,4.693663771078181,
6.158661216147164,8.33418497700562,4.176290240163516,
5.779253960143076,9.216147164026571,4.305825242718447,
5.940470107307103,8.641798671435872,4.314512008175779,
5.936382217680123,9.083290751149718,4.576647930505876,
5.776188042922841,9.29126213592233,4.232498722534491,
6.195963208993358,9.385794583546245,4.394736842105263,
5.76060296371998,9.844660194174757,4.328564128768523,
5.8513030148186,8.267501277465508,3.9614205416453756,
5.8060807358201325,8.991313234542668,3.9956566172713335,
5.812723556463975,8.925396014307614,4.157383750638733,
6.083801737353092,9.494379151762903,4.238630556974962,
5.926417986714359,9.35206949412366,3.8788962698007152,
6.1852324987225344,8.941492079713848,4.007409299948901,
5.9455799693408276,9.057741440981093,4.259836484414921,
5.978027593254982,9.701073071027082,4.395758814512008,
5.837761880429229,9.621614716402657,4.303781297904957,
5.86765457332652,9.349770056208483,4.264946346448646,
5.748339294839039,9.326520183955033,3.964741951967297,
5.776443536024527,9.457588145120083,3.8972917731221255,
5.804547777210015,9.36969851814001,4.024016351558508,
5.6995401124169645,9.361267245784363,3.9885028104241185,
5.991313234542667,9.329586101175268,3.9067450178845173,
5.63643331630046,9.26673479816045,3.9333163004598877,
5.575881451200818,9.636688809402147,3.8656106285130303,
5.805314256515074,10.345171180378129,3.6780786918753194,
5.752938170669392,9.389626980071538,3.7146142054164537,
5.305314256515074,9.90240163515585,3.7253449156872764,
5.415176290240163,9.816300459887582,3.834440470107307,
5.5554420030659175,9.371486969851814,3.705927439959121,
5.678845171180378,9.698773633111905,4.109606540623403,
5.158405723045478,9.788707204905467,4.001532958610118,
5.1972406745017885,9.46934082779765,3.8860500766479307,
5.100664282064384,9.695452222789985,4.029892692897292,
5.161471640265713,9.250127746550843,3.591977516607052,
5.386561062851303,9.589167092488502,3.4522227899846705,
4.825498211548288,8.527848748083802,3.449923352069494,
4.562851303014819,8.781553398058252,3.5158405723045476,
4.6885539090444555,8.557485947879407,3.282064384261625,
4.299182422074604,9.624425140521206,3.503065917220235,
4.808635666836995,9.351558507920286,3.394481349003577,
4.342105263157895,9.471129279509453,3.3155339805825244,
4.339294839039346,8.784619315278487,3.468063362289218,
4.3137455288707205,8.66504854368932,3.677567705671947,
4.474450689831374,7.997700562084824,3.375574859478794,
4.163515585079203,8.488247317322433,3.3602452733776187,
4.111650485436893,8.082013285641288,3.6497189575881452,
4.316811446090956,8.181655595298928,3.517118037812979,
4.2368421052631575,8.092488502810424,3.3576903423607565,
4.246039856923863,8.147164026571282,3.147675012774655,
4.338017373530914,7.7884517118037815,3.2654573326520184,
4.1083290751149715,8.189064895247828,3.432549821154829,
4.117782319877363,8.184977005620848,3.65482881962187,
3.9956566172713335,8.211037301992846,3.329586101175268,
4.2769545222279,8.284108329075115,3.3719979560551865,
4.242718446601942,7.515585079202862,3.239652529381707,
4.388860500766479,7.742718446601942,3.29126213592233,
4.254471129279509,7.527593254982116,3.2899846704138986,
4.074603985692386,7.371486969851814,3.359734287174246,
4.178334184977006,8.065661727133367,3.310424118548799,
4.199795605518651,8.02324987225345,3.3165559529892694,
4.045733265201839,7.688042922841083,3.2015840572304546,
4.22508942258559,7.1532958610117525,3.1532958610117525,
3.8326520183955033,7.997700562084824,3.217680122636689,
3.9512008175779254,7.562851303014819,3.06208482370976,
4.025293817066939,7.090189064895248,3.2061829330608074,
4.045222278998467,7.517629024016352,3.105518650996423,
4.003321410321921,7.823709759836484,3.1231476750127745,
4.003321410321921,7.708993357179356,3.3065917220235055,
3.9039345937659684,8.077925396014308,3.466019417475728,
3.9675523760858455,7.623147675012775,3.1908533469596323,
3.904445579969341,7.489269289729178,3.357179356157384,
3.9614205416453756,7.4049565661727135,3.499233520694941,
3.7973939703628004,8.178845171180377,3.2526826775677056,
4.316811446090956,7.753704649974451,3.4443025038323967,
3.971895758814512,7.093254982115483,3.633622892181911,
3.78921819110884,7.043689320388349,3.664793050587634,
4.044200306591722,7.352835973428718,3.217935615738375,
4.125191619826265,7.2774655084312725,3.1752682677567705,
4.081502299437915,7.681144609095554,3.2700562084823708,
3.9090444557996933,8.081757792539602,3.35743484925907,
3.8216658150229943,8.151251916198262,3.4764946346448644,
3.987225344915687,7.722789984670414,3.2866632600919776,
3.8329075114971896,7.425907000510986,3.426928972917731,
3.6872764435360246,7.587378640776699,3.426417986714359,
3.7810424118548798,7.848492590700051,3.1389882473173225,
3.7151251916198262,7.556208482370976,3.1387327542156362,
3.7534491568727644,7.852069494123659,3.1180378129790496,
3.6269800715380685,7.197496167603474,3.2769545222279,
3.837250894225856,7.745017884517118,3.541900868676546,
4.147419519672969,7.567450178845172,3.3546244251405213,
3.6205927439959122,7.641798671435871,3.2074603985692387,
3.9092999489013796,7.956055186509964,3.2733776188042922,
