B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,
5.942650166012677,5.103739445114596,4.953364309069007,7.30388978930308,6.0124839948783615,3.1159695817490496,3.9406645569620253,5.469631236442516,14.419559311801992,7.446019300361882,16.09568060574772,9.718800648298217,14.871318822023047,5.5361216730038025,7.280854430379747,7.712581344902386,3.7935405976456384,3.087153196622437,3.2755119600757183,3.3180713128038897,8.74135723431498,2.9163498098859315,3.4509493670886076,3.4191973969631237,
5.875641412616964,4.848612786489746,4.8150060230597145,7.012965964343598,5.61235595390525,3.1036121673003803,4.41376582278481,5.8101952277657265,13.863265922124961,7.588057901085645,16.181208053691275,9.71677471636953,14.770486555697824,5.86596958174905,6.197784810126582,7.273861171366594,4.49803803199517,3.226779252110977,3.454482877301669,3.2374392220421395,8.300256081946223,2.8992395437262357,2.9794303797468356,3.628524945770065,
6.3431934802294,4.567249698431846,5.067630356220961,6.740275526742302,6.113956466069142,3.1777566539923954,4.2349683544303796,4.787960954446855,14.016601267733172,7.274125452352232,16.182068490793323,10.685575364667747,15.356274007682458,5.8716730038022815,7.405854430379747,6.639913232104122,3.6884998490793843,3.2237635705669483,3.302013422818792,3.180713128038898,9.499359795134444,2.959125475285171,2.975474683544304,3.460412147505423,
6.511620887413221,4.799758745476478,5.147651006711409,6.55064829821718,6.60595390524968,3.4049429657794676,4.3164556962025316,5.1193058568329715,13.663447026863869,7.155006031363088,15.9963861641714,9.472447325769854,14.427016645326505,5.992395437262357,6.832278481012659,6.667570498915401,4.0159975852701475,3.2180337756332933,3.233866804336603,3.40032414910859,10.053777208706785,2.949619771863118,3.2887658227848102,3.413774403470716,
6.255659523090854,4.783775633293124,5.201514369299604,6.925445705024311,6.256722151088348,3.305133079847909,4.617879746835443,5.283080260303688,13.951403561726531,7.141133896260555,16.31784546549647,9.598460291734197,14.804417413572343,6.269011406844107,7.143196202531645,7.646963123644252,4.198309689103532,3.1893848009650183,3.3830665978316987,3.306320907617504,9.658130601792573,2.849809885931559,2.8378164556962027,3.425704989154013,
5.3827346815575,5.097708082026538,5.149716055756325,6.979740680713128,6.47663252240717,3.2281368821292777,4.557753164556962,5.36822125813449,13.790522185330516,6.835946924004825,16.40234038891757,9.408833063209077,14.5803457106274,5.850760456273764,6.47626582278481,6.918112798264642,4.035013582855418,3.128769601930036,3.1412837721562554,3.34805510534846,9.771446862996159,2.8631178707224336,3.0806962025316458,3.6746203904555315,
6.158466646543918,5.1767189384800965,4.851488556186543,7.282820097244732,6.455185659411011,3.307984790874525,4.556170886075949,5.686008676789588,13.096589194083911,7.150180940892642,16.937704353811736,9.611831442463533,14.71606914212548,6.416349809885932,7.306962025316456,7.447939262472885,3.8364020525203744,3.0425211097708083,3.2794699707451387,3.409643435980551,9.229513444302176,3.038973384030418,3.127373417721519,3.6019522776572668,
5.8765469363115,5.018395657418576,4.870934434692824,6.8824959481361425,6.176056338028169,3.346007604562738,4.103639240506329,5.7207158351409975,12.507696951403561,7.186972255729795,15.898640509378765,9.414910858995137,14.344110115236877,5.89638783269962,7.825949367088608,7.172993492407809,3.618472683368548,3.2919179734620023,3.3493374634314232,3.375607779578606,9.387003841229193,3.01425855513308,2.814873417721519,3.5970715835141,
5.586779354059765,4.801869722557298,4.862157976251936,6.905591572123177,6.2973751600512164,3.4781368821292777,4.158227848101266,6.047180043383948,12.661334138243284,6.9825090470446325,17.272414386508345,10.203403565640194,13.330665813060179,5.682509505703422,6.67879746835443,7.07592190889371,4.082100814971325,3.1474668275030155,3.288418516606436,3.3780388978930307,10.221830985915492,2.915399239543726,2.899525316455696,3.5488069414316703,
5.412616963477211,4.755729794933655,5.046635690930993,7.31320907617504,5.920294494238156,3.411596958174905,3.9375,5.7228850325379605,12.49109568367039,6.7337153196622435,16.6169334021683,9.460696920583468,12.888604353393086,5.597908745247148,6.619462025316456,7.195227765726681,3.723513431934802,3.166465621230398,3.3176733780760626,3.4939222042139386,10.237836107554417,3.1549429657794676,2.9628164556962027,3.8459869848156183,
5.710232417748265,4.933655006031363,5.149716055756325,7.612641815235008,5.943661971830986,3.311787072243346,3.8235759493670884,5.8503253796095445,11.739812858436462,6.612786489746683,16.998279125795904,9.727714748784441,12.77720870678617,5.966730038022813,6.85126582278481,8.040130151843817,3.8934500452761847,3.1740048250904707,3.273791085871623,3.4424635332252835,9.600192061459667,3.0180608365019013,2.963607594936709,3.684924078091106,
5.521279806821612,4.922798552472859,4.975219411461022,6.716369529983792,5.964148527528809,3.178707224334601,4.218354430379747,6.142082429501085,12.351645034711742,7.028648974668275,17.480812252624332,9.819286871961102,12.680537772087067,5.93916349809886,6.9715189873417724,8.533622559652928,3.8044068819800785,3.3437876960193003,3.22319738427121,3.380875202593193,9.341869398207427,2.901140684410646,2.992879746835443,3.914316702819957,
5.9492906731059465,5.139324487334138,4.929616245052487,7.3508914100486225,6.451984635083226,3.3574144486692017,3.992879746835443,5.8806941431670285,10.816178690009055,6.941194209891435,17.711409395973153,9.798622366288493,14.18629961587708,6.0456273764258555,6.695411392405063,7.908893709327549,3.916691820102626,3.1338962605548852,3.375666838754087,3.4055915721231766,10.395646606914212,2.887832699619772,3.055379746835443,3.8476138828633406,
5.642016299426501,5.036188178528348,5.283600068834968,6.942058346839546,6.159090909090909,3.403041825095057,4.060126582278481,7.064533622559653,11.594627226079082,6.689987937273824,17.54913095852693,10.373176661264182,14.508962868117798,5.602661596958175,7.3386075949367084,7.804772234273319,3.6616359794747964,3.0193003618817853,3.1583204267768026,3.292544570502431,10.424455825864277,2.840304182509506,3.1099683544303796,4.324837310195227,
5.256866888016903,5.075392038600723,5.095164343486491,6.791734197730956,6.796094750320102,3.4249049429657794,4.4169303797468356,6.842190889370933,11.822819197102325,7.047044632086852,16.98795388057133,9.977309562398704,14.217669654289372,5.728136882129277,7.313291139240507,7.675162689804773,4.032900694234833,3.3718335343787698,3.243503699879539,3.1268233387358184,10.717029449423816,2.693916349809886,3.3330696202531644,4.537418655097614,
5.404769091457893,4.991556091676719,5.116847358458097,7.333468395461913,6.32842509603073,3.164448669201521,4.14873417721519,6.93709327548807,11.844249924539692,6.722557297949336,17.296850800206506,9.609805510534846,13.041613316261204,5.385931558935361,7.132911392405063,7.789045553145336,3.7666767280410505,3.1999396863691194,3.281707107210463,3.3938411669367907,9.730473751600512,2.9486692015209126,2.9912974683544302,4.696312364425163,
5.356172653184425,5.170084439083233,5.366202030631561,7.273095623987034,6.049615877080666,3.443916349809886,4.2104430379746836,7.117136659436008,10.525203742831271,6.945416164053076,17.08346239889864,9.742301458670989,13.503841229193341,5.2908745247148286,6.3599683544303796,8.158893709327549,3.7259281617869,3.0497587454764776,3.091206332817071,3.168152350081037,10.280089628681178,3.043726235741445,3.0427215189873418,4.4045553145336225,
5.18593419861153,5.117611580217129,4.900877645844089,6.570502431118315,6.137964148527529,3.4077946768060836,4.27373417721519,6.9441431670282,10.911560519166919,7.139022919179735,17.82034073309241,9.588330632090761,14.03809218950064,5.811787072243346,7.056170886075949,7.756507592190889,3.7832779957742226,3.3775633293124248,3.3061435209086216,3.1859805510534844,10.05281690140845,2.716730038022814,3.0846518987341773,4.150216919739696,
4.786598249320857,5.358866103739445,4.867836861125451,7.007293354943274,6.461267605633803,3.1140684410646386,4.676424050632911,7.643167028199566,10.758225173558708,7.136007237635706,18.07262089141284,9.933954619124798,13.809539052496799,5.580798479087452,7.328322784810126,8.116052060737527,3.58889224268035,3.0669481302774426,3.2600240922388575,3.1284440842787684,11.237836107554417,3.04467680608365,3.1471518987341773,4.035249457700651,
4.657410202233625,5.434559710494572,5.219755635863018,7.551863857374392,6.233354673495518,3.4572243346007605,4.7784810126582276,7.752169197396963,10.479625716872924,7.007840772014475,17.241954913095853,9.725283630470017,14.989756722151089,5.600760456273764,7.139240506329114,8.516811279826465,3.6688801690310897,2.9731604342581424,3.1994493202546894,3.327390599675851,11.690140845070422,2.8716730038022815,3.339398734177215,3.938177874186551,
4.878357983700574,5.316948130277443,5.429874376183101,7.265397082658023,6.501280409731114,3.3783269961977185,4.7919303797468356,7.724511930585683,10.795351645034712,7.074185765983112,16.949578385819997,9.277552674230146,15.138924455825864,5.611216730038023,7.2919303797468356,8.432754880694143,3.5529731361303956,3.2316043425814236,3.0906900705558424,3.3407617504051865,12.57618437900128,2.9923954372623576,3.0585443037974684,3.8459869848156183,
5.022638092363417,6.046743063932449,5.54190328686973,7.330226904376013,6.308578745198464,3.185361216730038,4.549050632911392,7.167570498915401,11.068517959553274,7.613691194209891,17.907589055240063,10.835494327390599,14.808578745198464,5.688212927756654,6.9375,8.4441431670282,3.7226079082402657,2.971351025331725,3.105489588711065,3.4538087520259317,12.056658130601793,3.2566539923954374,3.3599683544303796,3.761930585683297,
4.849984907938424,5.531966224366707,5.292032352435037,7.302674230145867,6.281370038412292,3.7395437262357416,4.805379746835443,7.565618221258134,10.501660126773317,7.262967430639325,17.54173119944932,9.959076175040519,14.321702944942382,5.916349809885932,7.722310126582278,8.848698481561822,3.6399034108059163,3.180337756332931,3.3340216830149716,3.4055915721231766,12.47887323943662,2.800380228136882,3.0063291139240507,3.9202819956616053,
4.913975249019016,5.99065138721351,5.380313199105146,6.932333873581848,6.243918053777208,3.538973384030418,4.537183544303797,7.510303687635575,10.94295200724419,7.146562123039807,18.02116675271038,10.10453808752026,14.7797695262484,5.6254752851711025,7.568037974683544,8.370932754880695,3.916691820102626,3.1963208685162847,3.3360867320598864,3.3435980551053484,12.000320102432779,2.716730038022814,3.257911392405063,3.7939262472885034,
5.130395412013281,5.574788902291918,5.535363964894167,6.775526742301459,5.73527528809219,3.8859315589353614,4.5094936708860756,7.3714750542299345,10.589495925143375,7.698431845597105,17.944759938048527,10.828200972447325,14.560179257362355,5.822243346007604,7.489715189873418,8.984273318872017,3.7512828252339268,3.1715922798552474,3.333161245912924,3.559967585089141,12.890845070422536,3.429657794676806,3.1036392405063293,3.5775488069414316,
5.0594627226079085,5.365500603136309,5.488212011701944,7.058346839546191,6.077144686299616,3.79467680608365,4.754746835443038,7.630151843817788,11.240869302746756,7.418878166465621,18.627946997074513,9.737844408427877,14.007042253521126,5.581749049429658,7.860759493670886,8.47830802603037,3.982795049803803,3.2925211097708083,3.532954741008432,3.477714748784441,13.75192061459667,3.070342205323194,3.252373417721519,3.5824295010845986,
4.877150618774524,5.331724969843185,5.727241438650835,7.203808752025932,5.910691421254802,3.4952471482889735,4.481803797468355,7.914316702819956,10.505282221551465,7.300060313630881,19.654964722078816,9.94286871961102,13.362676056338028,5.408745247148289,7.7729430379746836,8.690889370932755,4.170842137035919,3.0784077201447526,3.2853209430390637,3.2921393841166937,12.112676056338028,3.346007604562738,3.2199367088607596,3.6523861171366594,
5.315424086930275,4.918878166465621,5.8248150060230595,6.789708265802269,5.580665813060179,3.532319391634981,4.825949367088608,7.6144251626898045,10.153033504376697,7.46562123039807,18.956978144897608,10.473257698541328,13.189180537772087,5.581749049429658,6.969145569620253,8.693600867678958,4.035617265318442,2.9638118214716527,3.4488039924281537,3.4371961102106967,12.253521126760564,2.814638783269962,3.175632911392405,3.524945770065076,
4.98370057349834,5.38751507840772,5.778695577353296,7.265397082658023,6.200064020486556,3.6986692015209126,4.551424050632911,7.789045553145336,10.50347117416239,7.218938480096502,18.946136637411804,10.445299837925445,12.51664532650448,5.355513307984791,7.548259493670886,8.753253796095445,4.33383640205252,2.995174909529554,3.383582860092927,3.1592382495948135,11.40044814340589,2.923003802281369,3.199367088607595,3.836225596529284,
5.498339873226683,5.091073582629674,5.3472724143865085,7.601701782820097,6.253521126760563,3.647338403041825,4.6210443037974684,6.953362255965293,11.314216722004225,7.54372738238842,19.496644295302012,10.01418152350081,12.981754161331626,6.490494296577947,7.3354430379746836,8.452819956616052,4.0854210685179595,3.1773220747889024,3.2476337979693684,3.4910858995137763,11.56370038412292,2.8631178707224336,3.4382911392405062,3.577006507592191,
5.258376094174464,5.10313630880579,5.483393563930477,6.633306320907617,5.880281690140845,3.54467680608365,4.905063291139241,7.6664859002169194,10.382734681557501,7.618214716525935,20.289278953708482,10.353727714748784,12.717029449423816,6.0437262357414445,7.355221518987341,8.490238611713666,4.647147600362209,3.0389022919179736,3.3088969196351745,3.4193679092382494,11.25192061459667,2.7652091254752853,3.356012658227848,3.495119305856833,
5.356172653184425,4.963510253317249,5.141111684735846,7.380064829821718,6.315300896286812,3.470532319391635,5.243670886075949,7.058568329718004,11.00543314216722,7.612786489746683,19.773877129581827,10.044165316045381,12.626440460947503,6.181558935361217,7.792721518987341,7.117136659436008,4.205252037428313,3.091375150784077,3.285665117879883,3.2516207455429496,12.672855313700385,3.2538022813688214,3.2737341772151898,3.120932754880694,
5.771808028976758,5.260856453558504,5.6742385131646875,6.870745542949757,6.010243277848912,3.3574144486692017,4.842563291139241,7.18709327548807,10.759432538484758,8.10524728588661,20.276716572018586,10.94003241491086,13.405889884763123,5.586501901140684,7.950158227848101,8.227765726681127,4.610322970117718,3.000301568154403,3.2574427809327138,3.4793354943273904,12.811779769526249,3.1387832699619773,3.1867088607594938,3.4121475054229933,
5.5043766978569275,5.507840772014475,5.800206504904492,7.226904376012966,6.037131882202305,4.120722433460076,5.072784810126582,4.26409978308026,11.26863869604588,7.9249095295536796,19.91705386336259,10.03322528363047,12.874519846350832,6.491444866920152,8.473101265822784,6.7440347071583515,4.40839118623604,3.052472858866104,3.191533298915849,3.4505672609400326,12.834507042253522,3.0456273764258555,3.1036392405063293,3.184924078091106,
5.413220645940235,5.208082026537998,5.942866976424024,6.997974068071313,5.7832906530089625,3.661596958174905,5.3734177215189876,19.62527114967462,11.809840024147299,8.220144752714113,21.046119428669765,10.140599675850892,12.965749039692701,5.63212927756654,8.29509493670886,13.512472885032539,5.0021128886205855,3.146562123039807,3.375666838754087,3.288087520259319,13.420934699103713,2.6634980988593155,3.305379746835443,7.400759219088937,
5.594929067310595,5.143848009650181,5.765789020822578,6.702998379254457,6.137964148527529,3.373574144486692,5.112341772151899,22.50542299349241,11.424388771506187,7.617310012062726,19.74014799518155,10.114667747163695,13.467349551856595,5.80893536121673,8.628164556962025,13.242950108459869,4.891035315424087,3.2077804583835947,3.3097573567372227,3.580226904376013,13.594110115236877,2.988593155893536,3.223892405063291,7.537418655097614,
5.390582553576818,5.678829915560917,5.674754775425916,7.416531604538087,5.988156209987196,3.713878326996198,5.861550632911392,23.80639913232104,12.395110172049502,7.833835946924005,19.248838409912235,10.107374392220422,13.190460947503201,5.480038022813688,8.694620253164556,13.330802603036876,4.80048294597042,3.114897466827503,3.117535708139735,3.2423014586709886,12.681498079385403,2.79467680608365,2.9556962025316458,7.487527114967462,
5.455176577120435,5.509650180940892,6.505592841163311,7.023500810372772,6.427336747759283,3.8013307984790874,5.719936708860759,20.85357917570499,12.741623905825536,7.943908323281062,21.137325761486835,10.022690437601296,13.54033290653009,6.197718631178708,8.370253164556962,12.175704989154013,5.038937518865077,3.2512062726176114,3.3959731543624163,3.440032414910859,12.875160051216389,3.126425855513308,3.2911392405063293,6.947396963123644,
5.783277995774223,5.3347406513872135,6.026501462743074,6.922204213938412,6.517605633802817,3.793726235741445,5.799050632911392,21.830802603036876,11.757319649864172,8.118214716525936,20.708655997246602,10.9242301458671,14.849871959026888,6.6226235741444865,9.205696202531646,13.946312364425163,5.041352248717175,3.1332931242460798,3.3990707279297885,3.6284440842787684,12.347311139564662,3.076996197718631,3.0957278481012658,7.68763557483731,
6.053727739209176,5.264173703256936,5.875236620203063,7.269854132901134,6.470870678617158,3.717680608365019,5.988132911392405,18.085683297180044,12.147298520977966,8.120325693606755,21.409051798313545,11.032009724473257,14.375800256081947,6.055133079847908,8.700949367088608,14.794468546637743,5.322064594023543,3.028347406513872,3.3200826019617966,3.228525121555916,12.752880921895006,3.047528517110266,2.981012658227848,8.329175704989154,
5.822517355870812,5.294330518697225,6.18310101531578,7.6742301458670985,6.49359795134443,3.8307984790874525,5.953322784810126,10.223969631236443,11.479927558104437,7.90832328106152,20.855962829117193,11.750810372771475,13.43213828425096,6.195817490494297,9.53639240506329,10.723969631236443,4.9154844551765775,3.202955367913148,3.196007571846498,3.2358184764991895,12.588668373879642,2.92680608365019,3.2412974683544302,6.434381778741866,
6.261998188952611,5.182750301568154,6.275684047496128,7.151134521880065,6.2272727272727275,3.703422053231939,6.742088607594937,7.140455531453362,11.132508300633866,8.241857659831123,21.485458612975393,11.14100486223663,14.01888604353393,5.7994296577946765,10.234177215189874,8.75650759219089,5.142770902505283,3.1547044632086854,3.279986233006367,3.260940032414911,11.548015364916774,3.4486692015209126,3.1068037974683542,5.4940347071583515,
5.828252339269544,5.240952955367913,6.17535708139735,7.334278768233387,6.201024327784891,3.938212927756654,6.246835443037975,6.95119305856833,11.651675218834892,8.453860072376356,22.58974358974359,10.831037277147487,14.003201024327785,5.895437262357414,10.356803797468354,8.817245119305857,5.442499245396921,3.1827503015681544,3.1975563586301843,3.226094003241491,11.978233034571062,3.1216730038022815,3.596518987341772,4.919197396963123,
6.054029580440688,4.814837153196622,6.282395456892101,7.126823338735819,6.5579385403329065,3.626425855513308,6.113924050632911,5.2321041214750545,11.536371868397223,7.629975874547648,21.54947513336775,10.449756888168558,14.948783610755441,5.630228136882129,10.200158227848101,7.63882863340564,5.43284032598853,3.0422195416164053,3.2627774909654104,3.3038897893030796,11.393725992317542,3.098859315589354,3.3512658227848102,4.1686550976138825,
5.792635073951102,4.788600723763571,5.939253140595422,6.675445705024311,6.802816901408451,3.8773764258555135,6.243670886075949,4.870390455531453,12.376999698158768,7.61248492159228,22.950955085183274,10.710291734197732,14.180537772087067,5.861216730038023,10.844145569620252,6.553687635574837,5.819800784787202,3.2310012062726177,3.332644983651695,3.503646677471637,12.376440460947503,2.9220532319391634,3.5102848101265822,3.511388286334056,
6.037126471476004,4.861278648974668,5.491997934950955,7.159643435980551,6.080665813060179,3.7461977186311786,6.4375,4.776572668112799,11.50075460307878,7.402291917973462,21.721390466356908,10.986628849270664,13.802176696542894,6.032319391634981,11.400316455696203,6.920824295010846,5.578629640808934,3.296139927623643,3.4432971949750475,3.393030794165316,12.482074263764405,2.9819391634980987,2.9628164556962027,3.592190889370933,
6.010564443102928,4.8917370325693605,5.913956289795216,7.240680713128039,5.90685019206146,3.8992395437262357,7.203322784810126,4.609544468546638,11.73256866888017,8.188781664656211,20.853725692651867,11.008914100486225,13.523687580025609,5.505703422053232,11.337816455696203,6.835140997830803,5.187443404769091,3.215319662243667,3.1380141111684736,3.129254457050243,12.249039692701665,3.3393536121673004,3.401107594936709,3.3297180043383947,
5.888016903108965,4.494270205066345,6.294269488900361,7.0056726094003245,5.654929577464789,3.7252851711026618,6.843354430379747,4.374186550976138,11.530033202535467,7.533775633293124,21.588022715539495,10.937601296596434,13.620998719590268,5.580798479087452,11.894778481012658,7.105206073752711,5.579535164503471,3.2518094089264173,3.3415935295129926,3.354132901134522,11.725352112676056,2.9933460076045626,3.4936708860759493,3.2505422993492408,
5.970419559311802,5.106453558504222,5.962484942350714,7.162074554294976,6.066901408450704,3.843155893536122,6.96123417721519,4.4989154013015185,12.045879867189859,7.511158021712907,20.901049733264497,11.157212317666126,14.243277848911651,5.750950570342205,12.599683544303797,6.634490238611714,5.621189254452158,2.959891435464415,3.2044398554465667,3.4809562398703404,12.543213828425095,3.17680608365019,3.4501582278481013,3.081887201735358,
