B_1,B_2,B_3,T_1,T_2,T_3,G_1,G_2,G_3,
6.645311837081035,3.537927844588344,3.7460629921259843,10.033092914722104,7.035152636447734,6.4087926509186355,3.4272380144251167,3.2090656799259945,3.1377952755905514,
7.079338141705558,3.54209065679926,3.1843832020997374,9.7611370386084,7.410730804810361,6.562335958005249,3.305048790835808,3.064754856614246,3.089238845144357,
7.68434450572762,3.587881591119334,3.1476377952755907,10.546881629189647,6.9093432007400555,6.270341207349081,3.1764955451845567,2.902867715078631,3.167979002624672,
7.235893084429359,3.4199814986123958,3.29002624671916,10.842596521001273,7.503700277520814,5.702099737532809,3.4577853203224436,3.1336725254394078,2.8713910761154855,
7.850233347475605,3.374190564292322,3.4875328083989503,10.305473058973272,6.913043478260869,5.7493438320209975,3.1574034789987273,3.1785383903792783,2.965223097112861,
8.217649554518456,3.6711378353376505,3.034776902887139,11.582944420873993,7.244218316373728,6.501968503937008,3.196860415782775,2.86308973172988,2.9940944881889764,
7.1828595672465,3.4361702127659575,3.2158792650918637,10.784047518031397,7.162349676225717,6.347112860892389,3.1675859142978364,3.0272895467160037,3.091207349081365,
7.041578277471362,3.6456984273820536,3.406824146981627,10.758591429783623,7.532839962997225,6.1069553805774275,3.2282562579550276,3.125809435707678,3.029527559055118,
7.16673737802291,3.294172062904718,3.704068241469816,10.474331777683496,6.776595744680851,7.053149606299213,3.213406873143827,3.24745605920444,3.1515748031496065,
7.4476028850233345,3.495837187789084,3.4146981627296586,10.815443360203648,6.932007400555042,6.053805774278215,3.533729316928299,3.4338575393154485,2.8943569553805775,
7.8171404327535,3.532377428307123,3.3346456692913384,11.104794229953331,6.200277520814061,6.323490813648294,3.2040729741196436,3.107308048103608,3.2211286089238844,
7.278319898175647,3.4898242368177614,3.4501312335958003,10.117098005939754,6.921831637372803,5.949475065616798,3.0835808230801867,3.021276595744681,3.0498687664041997,
7.443784471786169,3.2872340425531914,3.582020997375328,10.003394145099703,6.972247918593895,6.544619422572178,3.2494696648281716,3.0832562442183162,2.95997375328084,
7.063215952481968,3.4740980573543014,3.6811023622047245,10.66525243954179,7.400555041628122,5.988188976377953,3.8167161646160372,3.1956521739130435,2.937007874015748,
6.852778956300382,3.7950971322849214,3.0144356955380576,10.534153585065761,7.276133209990749,6.549212598425197,3.2354688162918963,3.2113783533765035,2.9940944881889764,
6.815443360203648,3.897779833487512,3.4343832020997374,10.528213831141281,7.24190564292322,6.066272965879265,3.5074246924056003,3.2372802960222016,2.9146981627296586,
6.748408994484514,3.5300647548566144,3.6692913385826773,10.644039032668646,7.000925069380203,6.030183727034121,3.2923207467119218,3.1110083256244216,3.020997375328084,
7.076792532880781,3.7705827937095284,3.1653543307086616,10.327959270258804,6.588806660499538,5.791338582677166,3.295714891811625,3.0832562442183162,3.2329396325459316,
