B_1,B_2,B_3,B_4,B_5,T_1,T_2,T_3,T_4,T_5,G_1,G_2,G_3,G_4,G_5,
4.475,4.923218673218673,3.4584086799276674,3.6306169078446304,4.981279930343927,6.034166666666667,6.728501228501228,6.035262206148282,5.420411271896421,8.227688289072704,3.0233333333333334,3.1314496314496316,3.267631103074141,2.983244478293983,3.761645624727906,
5.4158333333333335,5.175061425061425,3.7432188065099457,3.287128712871287,4.76077492381367,5.4991666666666665,6.503071253071253,7.719710669077758,6.3000761614623,8.001088376142794,3.4758333333333336,2.998157248157248,3.146473779385172,3.208682406702209,3.610361340879408,
5.2075,4.955773955773956,3.732368896925859,3.4044173648134044,4.680235089246843,5.945,6.7205159705159705,7.617540687160941,5.966488956587966,8.411841532433609,2.8375,3.2782555282555284,2.984629294755877,3.315308453922315,3.674793208532869,
4.559166666666667,3.6068796068796067,3.7911392405063293,3.6306169078446304,4.859164127122334,5.626666666666667,6.431818181818182,7.211573236889692,6.464584920030465,8.525032651284285,3.2725,3.0485257985257985,3.179023508137432,3.118811881188119,3.4625598606878536,
5.3575,3.726044226044226,4.079566003616637,3.5788271134805787,4.843056160208969,5.68,7.036855036855036,7.051537070524413,6.169078446306169,8.375489769264258,2.9475,3.1412776412776413,2.9719710669077757,3.4478293983244477,3.8400087070091424,
4.5775,3.4035626535626538,3.406871609403255,3.3335872048743336,4.620374401393121,6.034166666666667,6.8734643734643734,6.8282097649186255,6.878903274942879,8.46147148454506,2.7691666666666666,3.1603194103194103,3.310126582278481,2.8865194211728866,3.7712233347845014,
4.950833333333334,3.6762899262899262,3.7757685352622063,3.4767707539984767,4.727470613844145,6.158333333333333,6.7481572481572485,6.741410488245931,6.814166031987814,8.086417065737919,2.9925,3.022727272727273,3.64376130198915,3.1835491241431835,3.720940356987375,
4.9725,4.093366093366093,3.679023508137432,3.3274942878903273,5.052242054854157,5.961666666666667,6.593980343980344,6.66998191681736,6.242193450114242,8.307139747496734,2.7733333333333334,3.050982800982801,3.3508137432188065,3.2505712109672507,3.611014366565085,
4.745,3.51965601965602,3.5632911392405062,3.2658035034272657,4.751414888985633,5.826666666666667,6.351965601965602,7.070524412296564,5.9573495811119574,8.401393121462778,3.0733333333333333,3.0534398034398036,3.1962025316455698,2.641279512566641,4.01937309534175,
4.565833333333333,4.974815724815725,3.820976491862568,3.805026656511805,4.996952546800174,6.384166666666666,7.21068796068796,6.881555153707052,6.405178979436405,8.569656073138876,2.9983333333333335,3.2979115479115477,3.445750452079566,3.2117288651942117,3.762734000870701,
4.610833333333333,4.430589680589681,3.7305605786618443,3.41964965727342,4.681758815846757,6.125,7.114250614250614,6.77124773960217,6.5003808073115,8.385067479320853,3.0225,2.9066339066339064,3.057866184448463,3.1058644325971057,3.8188942098389203,
4.715,4.269656019656019,4.1790235081374325,3.6725057121096727,5.041575968654767,6.335833333333333,7.011056511056511,7.331826401446655,6.093678598629094,8.765781454070527,3.138333333333333,3.1664619164619165,3.0443037974683542,3.300837776085301,3.5944710491946017,
4.7908333333333335,4.385749385749386,3.9448462929475587,3.3792840822543795,5.198737483674358,6.108333333333333,6.805282555282555,7.198915009041591,6.0731150038080735,8.425990422289944,3.1275,2.9262899262899262,3.2007233273056057,3.0563594821020565,3.610143665650849,
4.06,3.6283783783783785,3.709764918625678,3.402132520944402,4.872442316064432,6.48,6.945945945945946,6.880650994575046,6.326732673267327,8.335872877666521,2.8766666666666665,3.256142506142506,3.2658227848101267,3.1249047981721247,3.761427949499347,
3.654166666666667,3.5945945945945947,3.759493670886076,3.699162223914699,5.225293861558555,6.614166666666667,6.919533169533169,6.641952983725136,6.483625285605483,8.37483674357858,2.7883333333333336,3.265970515970516,3.1265822784810124,2.9436405178979435,3.457117979973879,
3.7466666666666666,3.713144963144963,3.530741410488246,3.891089108910891,5.054201131911189,6.014166666666667,6.5675675675675675,6.502712477396022,5.961919268849962,8.744449281671745,3.035,3.2794840294840295,3.155515370705244,3.060929169840061,3.872659991292991,
3.8108333333333335,3.4318181818181817,3.7142857142857144,4.193450114242194,4.921854592947323,5.754166666666666,7.20945945945946,7.132911392405063,5.568164508758568,8.414453635176317,2.9433333333333334,3.033169533169533,2.9122965641952985,3.175171363290175,3.626469307792773,
3.7416666666666667,4.130835380835381,3.8743218806509945,4.762376237623762,4.898127993034393,5.6241666666666665,6.358108108108108,7.23869801084991,6.543031226199543,8.130822812363952,3.1816666666666666,3.1412776412776413,3.2685352622061483,3.0715917745620716,3.5494122768828906,
4.006666666666667,3.6253071253071254,3.2034358047016274,4.293983244478294,4.9590770570309095,6.554166666666666,6.761670761670762,7.500904159132007,6.463061690784463,8.217239878101871,2.841666666666667,3.272727272727273,2.9746835443037973,3.019040365575019,3.69830213321724,
4.068333333333333,4.074324324324325,3.7929475587703436,4.749428789032749,4.761210274270788,5.379166666666666,6.552825552825553,6.639240506329114,6.84996191926885,8.48911623857205,2.9341666666666666,3.0534398034398036,3.359855334538879,3.1028179741051027,3.5949063996517197,
4.130833333333333,4.054668304668304,3.6256781193490055,4.568926123381569,4.756856769699608,6.06,6.450859950859951,7.326401446654611,6.862909367859863,8.156508489333914,3.1066666666666665,2.9864864864864864,3.097649186256781,3.1226199543031226,3.566390944710492,
3.6841666666666666,4.455159705159705,3.4475587703435804,4.318354912414319,4.751197213757075,5.869166666666667,6.894348894348894,6.5886075949367084,6.815689261233816,8.309969525468002,2.9775,2.957002457002457,2.9855334538878844,3.1096725057121097,3.4740966478014803,
3.7841666666666667,4.320638820638821,3.6491862567811935,4.210967250571211,5.111232041793644,5.905833333333334,6.949017199017199,6.649186256781194,6.5628332063975625,8.174357858075751,3.1391666666666667,3.1394348894348894,3.5443037974683542,3.1904036557501905,3.61645624727906,
3.5775,4.281326781326781,3.5406871609403257,3.7631378522467633,4.8302133217239875,5.1925,6.4183046683046685,7.2405063291139244,6.894135567402894,8.512189812799303,2.865,3.085995085995086,3.4556962025316458,3.0403655750190404,3.610361340879408,
3.655,4.232186732186732,3.5913200723327305,3.8240670220868243,5.20918589464519,5.600833333333333,6.804668304668304,7.022603978300181,6.440974866717441,8.429908576404005,2.9408333333333334,3.073095823095823,3.0985533453887886,3.1827875095201827,3.460383108402264,
3.8333333333333335,4.273341523341523,3.4412296564195297,3.8507235338918506,5.208097518502394,5.6775,6.342751842751842,7.018083182640145,6.298552932216299,8.140835872877666,3.1375,3.442260442260442,3.015370705244123,3.0906321401370906,3.414888985633435,
3.3233333333333333,4.443488943488943,3.759493670886076,3.747905559786748,4.846538963865912,5.539166666666667,6.861793611793612,6.724231464737794,6.492764661081493,8.319764910753156,2.9375,3.164004914004914,3.244122965641953,3.274942878903275,3.389420983892033,
3.325,4.695945945945946,4.078661844484629,3.635948210205636,5.269699608184588,5.503333333333333,6.5399262899262895,6.244122965641953,6.075399847677075,8.47627340008707,2.885,3.1504914004914006,3.3851717902350815,3.0144706778370143,3.4912929908576404,
3.3466666666666667,4.928132678132678,3.6681735985533455,4.0388423457730385,4.841532433609055,6.033333333333333,6.493243243243243,6.513562386980109,5.982482863670983,8.131693513278188,3.078333333333333,3.265970515970516,2.9204339963833634,3.035034272658035,3.296909011754462,
3.305,4.705773955773956,3.9719710669077757,3.4303122619954305,4.794514584240313,5.579166666666667,6.2862407862407865,7.748643761301989,5.826351865955826,8.561166739225076,2.8533333333333335,3.133292383292383,3.035262206148282,3.0807311500380807,3.627775359164127,
3.3333333333333335,4.238943488943489,4.057866184448463,3.4615384615384617,5.0363517631693515,5.388333333333334,6.54054054054054,6.646473779385172,5.773038842345773,8.433826730518067,3.105,3.231572481572482,3.0470162748643763,3.003046458492003,3.4621245102307356,
3.4141666666666666,4.557739557739557,4.369801084990958,3.1454683929931453,5.319764910753157,6.3758333333333335,6.819410319410319,6.8164556962025316,6.389185072353389,8.215933826730518,2.9183333333333334,3.3894348894348894,3.163652802893309,3.0106626047220106,3.2359599477579453,
3.5275,4.221130221130221,3.883363471971067,3.155369383092155,5.559425337396604,5.748333333333333,6.843366093366093,6.3399638336347195,5.753236862147753,8.993252067914671,2.865,3.0853808353808354,3.023508137432188,3.134044173648134,3.5781454070526775,
3.2616666666666667,4.351351351351352,3.5741410488245933,3.3183549124143186,5.414453635176317,5.756666666666667,6.515970515970516,6.306509945750452,5.952018278750952,8.061602089682195,3.200833333333333,3.14987714987715,3.1763110307414104,3.0784463061690786,3.650195907705703,
3.7358333333333333,4.25982800982801,4.380650994575046,3.7524752475247523,5.803656943839791,5.7875,6.528255528255528,6.878842676311031,6.068545316070068,8.88180235089247,3.4325,3.0454545454545454,3.405967450271248,3.223153084539223,3.565737919024815,
3.3925,3.8574938574938575,4.066003616636528,3.463061690784463,5.337178929037876,5.72,6.753685503685504,6.459312839059675,6.264280274181265,8.38811493252068,2.9075,2.907248157248157,3.0831826401446656,2.84996191926885,3.6020896821941664,
3.2941666666666665,3.7905405405405403,4.049728752260398,3.4234577303884235,5.375272094035699,5.791666666666667,6.363022113022113,7.059674502712477,5.877380045696877,8.314758380496299,2.6775,2.9692874692874693,3.049728752260398,2.9862909367859864,3.501741401828472,
3.4491666666666667,3.461302211302211,4.3517179023508135,3.5773038842345772,5.558989986939486,6.139166666666667,6.343980343980344,7.136528028933093,5.864432597105864,8.232041793643884,3.325833333333333,2.9244471744471743,3.27124773960217,3.344249809596344,3.934915106660862,
3.3566666666666665,3.687960687960688,4.958408679927667,3.4866717440974866,5.740095777100566,6.03,6.32002457002457,5.85623869801085,6.198019801980198,8.462124510230735,3.1691666666666665,3.017813267813268,3.102169981916817,2.9337395277989335,3.5896821941663037,
3.7475,3.56019656019656,4.699819168173598,3.4935262757044936,5.298432738354375,5.9591666666666665,6.8458230958230954,7.791139240506329,6.026656511805027,8.63147583804963,2.93,3.141891891891892,3.3083182640144666,3.156892612338157,3.744884632128864,
3.4691666666666667,3.4717444717444716,5.6500904159132,3.7044935262757046,5.419895515890292,6.0025,6.71068796068796,6.80379746835443,6.024371667936024,8.878319547235524,3.236666666666667,2.944717444717445,3.0018083182640143,3.047981721249048,3.9157596865476707,
3.71,3.39987714987715,6.51627486437613,3.3594821020563597,5.355681323465389,5.63,6.797911547911548,7.3851717902350815,5.746382330540746,9.24771441010013,2.7816666666666667,3.135749385749386,3.2884267631103072,3.0228484386900227,3.7642577274706137,
3.5325,3.848894348894349,7.830922242314648,3.4257425742574257,5.4902046147148456,5.466666666666667,6.712530712530713,8.258589511754069,5.982482863670983,9.281236395298215,2.8066666666666666,3.0964373464373462,3.119349005424955,2.8918507235338917,3.6377884196778405,
3.28,3.57985257985258,8.005424954792044,3.3526275704493527,5.329560296038311,5.610833333333333,6.458230958230958,7.933092224231465,6.095201827875095,9.423595994775795,3.1908333333333334,3.243857493857494,2.9638336347197107,3.07006854531607,3.630605137135394,
3.325,3.5085995085995085,8.474683544303797,3.5963442498095963,5.49129299085764,5.825833333333334,6.656633906633907,9.0623869801085,6.501142421934501,9.5217675228559,2.8075,3.289312039312039,3.184448462929476,3.223153084539223,3.546364823683065,
3.1683333333333334,3.5479115479115477,8.11121157323689,3.4455445544554455,5.778624292555508,5.636666666666667,6.652334152334152,8.758589511754069,6.341964965727342,9.682847191989552,3.07,3.062039312039312,3.3987341772151898,3.002284843869002,3.868088811493252,
3.254166666666667,3.5515970515970516,6.762206148282098,3.581873571972582,5.335437527209404,5.75,6.415233415233415,8.547920433996383,5.776085300837776,10.074444928167175,2.6866666666666665,3.2020884520884523,3.4855334538878844,3.1523229246001523,3.6382237701349585,
