D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_30,D_31,D_32,D_33,D_34,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,
98.53348214285714,78.52471482889734,106.36992481203008,17.1588785046729,20.118715083798882,99.7469670710572,149.429676511955,60.913080895008605,126.24807903402854,122.84662576687117,176.20190023752969,129.24415744157443,44.62402088772846,120.17099567099567,171.9416195856874,122.52920962199313,115.61157024793388,144.6594982078853,47.68115942028985,269.823148813803,48.9078125,132.26820276497696,27.528248587570623,28.90985576923077,99.08674101610904,64.58886894075404,70.26481481481481,76.5562372188139,97.18438914027149,28.926339285714285,133.12074303405572,54.75581395348837,50.55229716520039,74.97790697674418,526.7098214285714,721.3336501901141,530.0330827067669,119.73831775700934,38.555865921787706,667.2738301559792,771.6877637130801,517.802065404475,677.8649835345774,569.439672801636,911.1543942992874,709.610086100861,296.1279373368146,897.6028138528138,600.1026365348399,605.0317869415808,542.763085399449,747.3709677419355,314.97391304347826,1122.5334291876347,343.9484375,790.0285714285715,228.7316384180791,195.9002403846154,926.3345724907064,605.867145421903,526.0592592592593,935.6850715746422,744.262443438914,289.40401785714283,880.6176470588235,114.79767441860466,373.3958944281525,398.63023255813954,
97.86830357142857,76.43441064638783,110.01654135338346,19.359145527369826,19.793296089385475,102.75389948006932,135.1490857946554,58.33820998278829,119.73984632272229,121.40286298568508,139.2541567695962,127.57687576875769,39.03655352480418,86.11796536796537,140.6563088512241,89.78694158075601,144.4931129476584,154.48924731182797,73.04782608695652,251.745506829619,54.9609375,130.91059907834102,30.610169491525422,39.38701923076923,124.17843866171003,63.82585278276481,64.5925925925926,69.24335378323109,84.90723981900453,24.154017857142858,121.05882352941177,54.91744186046512,51.17986314760508,74.81744186046511,536.0736607142857,740.2357414448669,527.7789473684211,127.72763684913218,39.857541899441344,682.1802426343154,732.9845288326301,525.3459552495697,685.5477497255763,577.3435582822086,866.1282660332541,738.7441574415744,300.45169712793734,896.3582251082252,520.3370998116761,609.6580756013745,544.7300275482094,767.2329749103943,320.8434782608696,1125.3026599568655,362.4203125,794.9714285714285,228.7683615819209,208.87139423076923,952.8004956629492,633.6552962298025,529.5,946.4008179959101,721.5237556561086,291.73660714285717,885.501547987616,115.73139534883721,367.5806451612903,400.32209302325583,
93.28125,80.9648288973384,99.58045112781954,20.23898531375167,23.36731843575419,109.08665511265164,145.22011251758087,57.88209982788296,119.21844127332602,116.86912065439672,169.13064133016627,137.47539975399755,41.746736292428196,105.98051948051948,165.01600753295668,111.25773195876289,102.67079889807162,109.54301075268818,56.86086956521739,227.7922358015816,40.6375,111.29493087557604,24.598870056497177,29.439903846153847,112.0185873605948,89.20107719928187,78.60740740740741,102.94887525562372,98.78846153846153,32.36830357142857,127.84520123839009,45.63488372093023,36.63245356793744,63.972093023255816,544.9308035714286,755.8688212927757,537.2421052631579,134.0347129506008,39.520949720670394,691.0623916811091,695.789029535865,536.2960413080895,701.5620197585072,584.6891615541922,846.5605700712589,775.7742927429274,313.73368146214096,907.487012987013,539.957627118644,608.0584192439862,549.2933884297521,771.3064516129032,314.8666666666667,1137.7598849748383,369.4421875,794.1032258064516,234.6638418079096,210.16706730769232,978.087980173482,666.6427289048474,538.4388888888889,958.9754601226994,701.4988687782806,283.46875,904.8947368421053,114.52441860465116,358.822091886608,419.08720930232556,
95.625,81.95057034220532,98.39248120300752,16.194926568758344,21.432960893854748,104.2478336221837,163.79817158931084,63.18760757314974,146.63995609220638,125.29652351738241,139.58432304038004,124.19618696186961,47.50913838120105,120.3430735930736,144.18455743879474,100.79810996563575,103.3030303030303,140.1021505376344,51.56811594202899,228.3644859813084,41.1796875,118.5188940092166,25.981638418079097,28.545673076923077,117.19330855018588,90.1867145421903,60.56296296296296,87.88139059304703,80.80656108597285,22.450892857142858,120.80340557275542,47.33372093023256,43.50830889540567,61.056976744186045,554.0825892857143,765.7756653992395,535.3639097744361,142.92122830440587,40.555865921787706,708.9930675909878,678.8846694796061,547.8089500860585,715.0142700329309,604.321063394683,832.916864608076,795.2712177121771,306.49086161879893,905.6385281385282,558.8201506591337,608.1589347079038,560.5771349862259,793.6433691756272,318.2550724637681,1149.1495327102805,376.43125,788.0497695852534,231.8771186440678,221.96514423076923,975.6505576208178,679.2190305206464,535.812962962963,981.5030674846626,673.2861990950227,290.52901785714283,902.9512383900928,113.9046511627907,365.1290322580645,443.1825581395349,
98.56696428571429,67.12262357414448,86.03007518796993,17.09078771695594,25.99441340782123,110.40901213171577,149.84880450070324,61.348537005163514,136.46432491767288,109.13701431492842,139.84798099762472,128.1961869618696,45.61879895561358,115.26623376623377,157.08662900188324,88.05756013745705,102.53030303030303,129.73835125448028,49.16376811594203,224.20704529115744,57.7015625,150.69400921658985,30.793785310734464,30.90264423076923,113.42874845105328,84.10771992818671,69.31111111111112,79.24539877300613,84.41402714932127,30.575892857142858,126.86919504643963,49.57325581395349,49.90909090909091,62.984883720930235,566.9464285714286,793.7404942965779,575.5834586466166,148.2536715620828,42.20391061452514,725.6759098786829,665.6990154711674,560.8089500860585,723.2436882546652,603.0961145194274,836.4964370546319,812.4268142681427,311.4308093994778,896.8885281385282,588.6694915254237,620.0816151202749,557.3140495867768,773.7168458781362,316.85942028985505,1150.4823867721063,387.3734375,793.4801843317972,235.49011299435028,231.80769230769232,948.1895910780669,680.822262118492,548.3814814814815,997.157464212679,658.1527149321267,295.4174107142857,917.3034055727554,109.86744186046512,361.2023460410557,433.803488372093,
94.22544642857143,71.09220532319392,94.24962406015038,17.571428571428573,20.360335195530727,92.57712305025997,134.90928270042195,53.23838209982788,123.56641053787047,114.41104294478528,142.80522565320666,124.21648216482164,45.27154046997389,115.95238095238095,152.0593220338983,94.92096219931271,117.67906336088154,139.77598566308242,61.4,217.5212077641984,52.7078125,144.63963133640553,29.53954802259887,30.301682692307693,115.45600991325898,83.26929982046678,67.10925925925926,78.52760736196319,83.54411764705883,31.390625,123.937306501548,48.71279069767442,50.427174975562075,69.47209302325581,574.1071428571429,796.2366920152091,568.0421052631579,144.456608811749,43.523743016759774,707.8492201039861,663.1976090014065,558.8046471600688,728.3238199780461,615.3578732106339,837.3705463182898,817.0811808118082,318.3342036553525,897.83658008658,564.0659133709981,622.03264604811,559.1322314049587,773.0483870967741,334.28115942028984,1167.804457225018,411.309375,802.2433179723503,228.73870056497177,234.54807692307693,947.6877323420074,696.8689407540395,541.4888888888889,1006.9611451942741,654.1685520361991,298.06919642857144,918.8560371517028,111.77093023255814,369.54349951124146,432.5988372093023,
95.96875,78.94391634980988,103.56691729323309,18.54072096128171,22.56145251396648,97.02946273830156,134.67440225035162,55.024096385542165,120.67837541163557,108.8077709611452,135.57007125890738,118.04920049200491,45.287206266318535,107.71103896103897,154.09510357815444,112.70446735395188,115.68044077134986,133.92652329749103,53.74202898550725,215.73544212796548,53.165625,146.24239631336405,29.83050847457627,33.97596153846154,108.36926889714994,85.1903052064632,69.74259259259259,79.83844580777097,83.56674208144797,27.095982142857142,122.30340557275542,49.20232558139535,49.370478983382206,73.26744186046511,588.0357142857143,797.8060836501901,564.2496240601504,148.52202937249666,45.40502793296089,711.0294627383015,650.7053445850914,557.0869191049914,738.8726673984632,621.920245398773,832.7695961995249,833.0940959409594,300.7415143603133,894.9231601731602,541.3333333333334,629.615120274914,556.801652892562,768.7222222222222,335.3782608695652,1175.7606038820993,400.8015625,805.7741935483871,245.95056497175142,251.47596153846155,941.0706319702603,702.4937163375224,550.05,998.963190184049,641.4162895927602,291.60714285714283,931.2267801857585,108.68488372093023,367.8729227761486,424.4046511627907,
97.42410714285714,77.85931558935361,109.01353383458647,18.72897196261682,22.10195530726257,94.75909878682842,132.38115330520395,57.209122203098104,120.42261251372119,106.25153374233129,134.0023752969121,120.50492004920049,42.73629242819843,115.23051948051948,154.8427495291902,108.55756013745705,121.36501377410468,139.4516129032258,56.7927536231884,229.72250179726817,57.09375,149.78986175115207,35.110169491525426,36.97596153846154,107.60099132589839,77.42010771992818,68.60925925925926,76.97546012269939,84.04864253393666,26.975446428571427,121.77012383900929,48.72441860465116,50.55913978494624,75.32093023255814,600.8147321428571,809.2471482889733,591.5022556390977,148.4245660881175,50.339385474860336,704.9982668977469,649.8073136427566,561.8055077452668,748.1218441273326,611.3394683026585,824.7743467933492,856.3837638376384,296.83812010443864,893.6201298701299,537.2956685499058,639.0841924398626,566.3085399449036,774.3243727598566,344.7695652173913,1180.8612508986341,402.196875,802.452534562212,257.75,262.71274038461536,922.819083023544,710.6840215439856,546.7129629629629,994.3415132924335,647.2115384615385,303.18080357142856,937.4017027863777,107.7546511627907,362.2531769305963,431.75581395348837,
89.171875,76.67680608365019,110.5203007518797,21.69826435246996,18.921787709497206,97.49740034662045,122.67440225035162,55.28657487091222,125.2689352360044,106.05725971370143,133.48931116389548,127.82349323493234,42.5509138381201,98.49458874458874,146.15160075329567,109.77835051546391,119.53443526170798,128.86021505376345,67.78115942028985,206.21926671459383,53.09375,143.6516129032258,32.75141242937853,35.63822115384615,109.97769516728624,82.82405745062836,63.21296296296296,66.43558282208589,76.48303167420815,27.886160714285715,120.02244582043343,52.05232558139535,49.257086999022484,77.39186046511628,618.0513392857143,823.4011406844106,612.7473684210527,156.76368491321762,50.65642458100559,719.159445407279,655.2693389592124,569.6592082616179,758.8946212952799,613.1595092024539,817.4228028503563,870.0479704797048,305.26370757180155,893.0963203463203,546.3879472693033,642.4089347079038,567.9958677685951,788.568100358423,350.24202898550726,1198.0093457943926,404.7953125,811.6165898617512,276.82909604519773,270.20552884615387,914.0309789343247,706.8420107719928,534.1888888888889,992.2556237218814,645.487556561086,314.17857142857144,954.7871517027863,107.21511627906976,363.0244379276637,427.3686046511628,
100.61383928571429,79.23669201520913,105.08421052631579,21.735647530040055,20.768156424581004,101.24090121317158,138.73909985935302,59.31755593803786,118.70581778265642,101.66257668711657,133.64845605700714,117.16543665436654,44.885117493472585,86.43722943722943,134.73634651600753,111.41752577319588,114.44077134986226,128.96774193548387,58.73913043478261,205.17972681524083,46.0328125,138.2331797235023,34.76977401129943,38.06850961538461,109.96902106567534,84.79712746858169,69.57222222222222,76.62167689161554,74.01809954751131,29.792410714285715,115.24458204334366,47.5046511627907,52.45650048875855,72.11511627906977,626.6540178571429,830.7281368821293,607.5007518796992,166.7797062750334,52.402234636871505,751.9376083188909,663.2651195499296,572.7418244406197,762.3139407244786,622.3885480572598,828.2969121140143,886.7576875768758,303.05483028720624,896.241341991342,552.032956685499,643.3625429553265,556.7079889807162,775.6935483870968,355.0550724637681,1195.1085549964055,405.9890625,799.621198156682,279.5381355932203,269.56850961538464,914.3804213135069,694.8007181328546,552.8833333333333,989.157464212679,639.460407239819,318.74776785714283,959.7546439628483,107.29302325581395,367.13196480938416,432.8360465116279,
