D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,
101.7528901734104,47.28756290438533,51.57709251101321,60.11398354876616,122.98195876288659,64.56884681583477,23.70242914979757,77.59830339321357,38.861913357400724,11.426934097421203,42.85096153846154,37.04195011337868,43.0108359133127,86.95845272206304,41.35670356703567,46.271794871794874,64.79968329374505,89.23309608540926,96.2012987012987,20.01625386996904,152.75022182786157,69.58985507246376,88.53977272727273,71.86133603238866,48.078173374613,25.509872241579558,880.3015414258189,299.745506829619,529.4493392070484,613.8713278495887,1093.0927835051546,472.8631669535284,298.1082995951417,896.0144710578842,518.0067689530686,30.802292263610315,440.88461538461536,505.6609977324263,534.1385448916409,668.5773638968482,433.42927429274295,490.9576923076923,660.7212984956453,767.0693950177936,734.9448051948052,115.99613003095975,1051.704081632653,680.4347826086956,705.1826298701299,387.9848178137652,474.14009287925694,309.0731707317073,
98.28516377649326,46.56649892163911,51.39977973568282,56.874265569917746,119.79381443298969,61.52151462994836,20.94838056680162,75.54291417165669,41.901624548736464,10.908309455587393,40.30649038461539,37.023809523809526,43.5843653250774,87.24140401146131,41.75030750307503,46.14102564102564,71.41171813143309,85.55427046263345,99.87662337662337,21.760061919504643,141.77950310559007,72.74782608695652,89.88798701298701,71.14473684210526,49.46594427244582,26.305458768873404,871.25,289.3896477354421,534.5748898678414,621.921856639248,1091.3981958762886,466.8313253012048,295.83906882591094,901.2939121756488,518.9273465703972,29.78724928366762,431.57091346153845,498.47732426303855,524.4434984520124,663.7793696275072,426.3892988929889,486.1948717948718,666.0570071258908,756.7864768683274,735.3474025974026,116.17337461300309,1043.4148181011535,682.4695652173913,699.2232142857143,382.38765182186233,456.9620743034056,306.6329849012776,
100.92726396917148,47.81236520488857,49.52753303964758,57.694477085781436,117.70146048109966,63.04819277108434,20.923076923076923,81.94061876247505,38.38447653429603,11.05945558739255,43.05889423076923,38.29931972789116,44.53482972136223,88.24140401146131,42.158056580565805,48.212820512820514,70.13460015835312,86.45462633451957,95.96834415584415,19.726006191950464,141.98757763975155,72.9144927536232,83.46347402597402,70.30161943319838,46.4922600619195,23.8130081300813,868.6632947976879,291.6254493170381,528.5726872246696,620.735017626322,1096.1567869415808,458.9672977624785,293.29352226720647,884.25,508.70261732851986,30.729942693409743,437.83413461538464,489.09977324263036,515.0588235294117,666.3445558739255,415.55719557195573,488.56538461538463,672.793349168646,761.2241992882563,746.3238636363636,112.7438080495356,1057.8611357586512,671.3449275362319,702.3108766233767,374.43825910931173,448.34133126934984,303.89895470383277,
99.03709055876686,50.10208483105679,50.980176211453745,58.15746180963572,115.36125429553265,65.70481927710843,22.38259109311741,78.48852295409182,38.485559566787,10.684097421203438,41.97716346153846,34.79931972789116,40.81501547987616,85.378223495702,41.19987699876999,45.937179487179485,69.67854315122723,90.43772241992883,99.59009740259741,19.703560371517028,137.97160603371785,71.42463768115942,89.55600649350649,69.75,46.79953560371517,28.155632984901278,864.152697495183,287.0100647016535,525.0781938325991,621.5182138660399,1091.225085910653,463.2934595524957,291.73279352226723,868.4296407185628,506.552797833935,31.956303724928368,442.38221153846155,483.31632653061223,508.52863777089783,665.1604584527221,412.2060270602706,485.925641025641,666.1844813935076,763.1290035587189,760.4561688311688,111.53560371517028,1053.2218278615794,666.6391304347826,695.2410714285714,368.5242914979757,442.25851393188856,307.6666666666667,
102.17967244701349,51.54996405463695,50.77863436123348,54.14159811985899,121.44115120274914,61.88123924268503,22.37854251012146,79.0124750499002,34.81543321299639,11.187679083094556,41.11778846153846,34.46031746031746,40.228328173374614,87.72492836676217,41.37207872078721,46.353846153846156,67.74821852731591,86.88790035587189,105.03165584415585,20.540247678018577,141.25510204081633,71.97101449275362,93.70373376623377,80.38866396761134,45.25,25.427409988385598,851.764450867052,287.12077641984183,526.2125550660793,624.1139835487662,1096.5700171821306,463.2865748709122,292.39473684210526,854.501497005988,498.89079422382673,34.19484240687679,441.7223557692308,492.09183673469386,516.6996904024768,666.9376790830945,412.52152521525215,484.5153846153846,662.5399841646872,751.3371886120997,757.4237012987013,108.68188854489163,1056.8748890860693,670.2898550724638,696.7719155844156,369.10222672064776,435.7863777089783,299.37282229965155,
106.1864161849711,51.79295470884256,53.15528634361233,58.24265569917744,114.13917525773196,64.26247848537005,23.034412955465587,80.7874251497006,34.631768953068594,10.92621776504298,44.06490384615385,36.42403628117914,43.0030959752322,93.15114613180516,43.53567035670357,48.67948717948718,72.30007917656374,88.52046263345196,108.27272727272727,21.609907120743035,144.44897959183675,72.25652173913043,86.85064935064935,70.9585020242915,45.35139318885449,24.533101045296167,849.0187861271677,284.9906542056075,525.0991189427313,617.5887191539365,1088.618556701031,468.7340791738382,289.5900809716599,841.9765469061877,490.8398014440433,36.820200573065904,437.1670673076923,478.0362811791383,505.87925696594425,656.5114613180516,414.35731857318575,482.23333333333335,661.923198733175,744.3425266903914,757.0349025974026,106.0123839009288,1043.0594498669034,662.3623188405797,693.9642857142857,363.75,437.8630030959752,298.5447154471545,
101.3087668593449,47.55787203450755,50.96806167400881,61.649823736780256,119.53221649484536,66.5223752151463,21.670040485829958,75.30888223552894,39.24593862815885,11.413323782234958,43.34855769230769,35.904761904761905,43.20510835913313,88.67693409742121,42.488929889298895,47.17820512820513,70.29532858273951,103.98220640569394,107.32792207792208,20.806501547987615,152.73469387755102,72.18985507246377,87.2426948051948,75.66396761133603,44.4094427244582,24.988385598141697,846.0544315992292,284.93601725377425,524.2775330396476,621.6797884841363,1085.6387457044673,466.4948364888124,285.3643724696356,822.0963073852296,489.6800541516246,35.3567335243553,438.5901442307692,468.61678004535145,500.69582043343655,658.8975644699141,410.51845018450183,480.3269230769231,668.86144101346,740.2864768683274,764.5308441558442,104.68575851393189,1044.2586512866017,654.295652173913,690.7021103896104,364.8775303643725,437.6230650154799,297.6178861788618,
103.59393063583815,51.95974119338605,50.81607929515418,55.95652173913044,115.71778350515464,66.53700516351118,21.704453441295545,76.4500998003992,39.40974729241877,9.925501432664756,43.95913461538461,34.7687074829932,41.20897832817337,94.94054441260745,43.56273062730627,48.45384615384615,72.26444972288202,86.11120996441281,100.8823051948052,21.46594427244582,151.62023070097604,70.83333333333333,83.77191558441558,70.07692307692308,41.675696594427244,21.02903600464576,837.8487475915222,283.44500359453633,514.2764317180616,613.165687426557,1086.3724226804125,466.1815834767642,281.6012145748988,791.2719560878244,488.1534296028881,34.80085959885387,436.0925480769231,468.1995464852608,499.61687306501545,659.1532951289398,405.8536285362854,484.5576923076923,668.9319081551861,723.94128113879,759.9025974025974,103.27863777089783,1046.9463176574977,654.0710144927536,688.4512987012987,356.2388663967611,434.21671826625385,295.24157955865275,
105.04816955684008,53.37095614665708,49.37224669603524,59.531727379553466,121.15678694158076,65.06368330464716,22.83502024291498,74.07834331337325,40.23916967509025,11.520057306590259,43.34134615384615,39.09863945578231,45.878482972136226,91.83166189111748,42.61746617466174,49.62820512820513,70.05859065716548,94.69483985765125,106.50243506493507,19.256965944272444,152.5572315882875,75.25507246376812,92.88636363636364,72.31174089068826,45.34907120743034,24.37979094076655,834.3988439306358,278.7275341480949,507.69383259911893,609.4811985898942,1079.535652920962,465.35972461273667,280.67712550607285,770.750499001996,481.89440433212997,35.27578796561605,430.91466346153845,462.65986394557825,494.0232198142415,663.4684813753581,402.82041820418203,482.26153846153846,668.2304038004751,716.7304270462633,744.6501623376623,103.33900928792569,1041.0381543921917,646.8753623188405,680.9407467532468,354.05263157894734,437.0356037151703,287.87572590011615,
104.20038535645472,53.098490294751976,49.82378854625551,60.391891891891895,118.02963917525773,66.4750430292599,21.973684210526315,70.28892215568862,38.708483754512635,11.037249283667622,40.97475961538461,39.59183673469388,46.38080495356037,101.95630372492836,42.72693726937269,48.593589743589746,68.10292953285827,94.08096085409252,97.3125,21.611455108359134,133.62999112688553,81.75507246376812,96.59172077922078,79.28744939271255,43.256965944272444,30.16376306620209,829.971098265896,274.6189791516894,502.7037444933921,606.8913043478261,1057.4368556701031,464.09122203098104,283.44838056680163,767.0119760479042,479.7842960288809,34.44555873925501,428.1141826923077,472.32312925170066,504.4078947368421,668.9641833810888,398.8708487084871,479.6371794871795,669.5653206650832,709.0124555160143,736.4569805194806,101.9907120743034,1027.8265306122448,643.3710144927536,683.2743506493506,349.89777327935224,420.2894736842105,283.80371660859464,
106.8728323699422,51.23508267433501,51.965859030837,62.472972972972975,118.57603092783505,70.07659208261617,26.29251012145749,74.6936127744511,41.957581227436826,12.058022922636104,47.19591346153846,48.843537414965986,55.12461300309597,91.98065902578797,40.03321033210332,45.37564102564102,77.64528899445764,84.66014234875445,100.37418831168831,23.095201238390093,130.1206743566992,82.15217391304348,100.28896103896103,83.832995951417,49.671052631578945,33.390243902439025,825.8656069364162,271.8713156002876,493.238986784141,600.4259694477086,1070.9690721649486,459.69793459552494,284.80668016194335,760.7030938123753,470.0370036101083,35.63037249283668,428.9579326923077,466.87301587301585,494.89241486068113,665.8796561604585,395.5252152521525,471.1051282051282,672.5130641330167,699.7224199288256,718.2637987012987,101.49922600619195,1026.3584738243123,647.1666666666666,682.8311688311688,347.80465587044534,406.75851393188856,272.86062717770034,
108.22109826589596,52.10496046010065,52.06277533039648,55.86133960047003,118.36941580756013,64.0972461273666,21.280364372469634,77.91616766467065,45.63628158844765,12.408309455587393,55.58533653846154,41.78231292517007,48.38080495356037,100.81948424068769,43.56211562115621,49.53333333333333,72.95803642121932,83.54893238434164,97.72564935064935,20.436532507739937,128.83762200532388,78.70869565217392,94.2711038961039,77.40182186234817,41.19814241486068,28.609756097560975,829.7528901734104,272.25593098490293,484.2720264317181,601.5599294947122,1063.9776632302405,466.60327022375213,281.7985829959514,777.7654690618763,467.64305054151623,36.499283667621775,423.3004807692308,482.8854875283447,502.19504643962847,660.5924068767908,391.79458794587947,469.71923076923076,663.8218527315914,699.9555160142348,700.5665584415584,97.93034055727554,1024.7413487133983,648.2826086956521,676.6558441558442,352.48785425101215,412.9280185758514,258.390243902439,
