D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_30,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,
39.70727848101266,91.36731843575419,187.29432013769363,82.00446428571429,105.87738004569688,25.28148148148148,102.5351711026616,69.41739130434783,61.80063965884862,106.10375939849624,84.23913043478261,110.4297052154195,126.55942028985507,92.61449275362318,95.53262411347518,121.16902313624679,90.4564040889958,33.500860585197934,32.726351351351354,16.698347107438018,21.55412054120541,153.4431718061674,139.99856733524356,54.9615952732644,92.08840579710144,109.34076827757126,128.43413173652695,105.33604651162791,93.8797071129707,50.221739130434784,466.7768987341772,517.6745810055866,750.9432013769364,725.3980654761905,449.2696115765423,256.69166666666666,263.85266159695817,470.6347826086957,501.80810234541576,532.390977443609,631.7927536231884,626.9920634920635,954.1420289855073,590.008695652174,564.2007092198581,768.7872750642673,616.9266386049309,206.61962134251291,247.10754504504504,80.6900826446281,136.8579335793358,915.1691629955947,885.724212034384,414.3064992614476,556.3579710144927,573.7806691449814,877.4296407185628,882.1953488372093,663.8629707112971,499.68840579710144,
36.949367088607595,91.93156424581005,175.3055077452668,82.890625,103.51865955826352,26.328703703703702,97.51235741444867,62.21884057971015,64.21428571428571,100.53984962406015,84.58260869565217,106.70748299319727,124.41159420289856,90.84347826086956,96.03404255319148,123.85925449871465,102.24473842453398,39.993975903614455,34.811373873873876,15.888429752066116,20.047970479704798,146.96123348017622,142.39828080229228,48.310192023633675,88.12608695652175,107.88971499380422,116.2934131736527,101.83604651162791,94.84728033472804,55.015942028985506,464.1875,499.1131284916201,736.6471600688468,719.703869047619,436.46001523229245,258.68611111111113,262.6368821292776,462.4724637681159,516.3038379530917,541.0315789473684,652.395652173913,627.6269841269841,979.1594202898551,599.8536231884058,550.2510638297872,761.9640102827764,634.2603728202045,239.09724612736662,238.69707207207207,82.72451790633609,140.3480934809348,931.5215859030837,906.9083094555874,439.40989660265876,582.868115942029,607.091697645601,888.5164670658683,857.0255813953488,657.1935146443515,487.82608695652175,
38.890822784810126,77.02094972067039,176.131669535284,85.00446428571429,103.66031987814166,27.553703703703704,96.7319391634981,62.768115942028984,60.28358208955224,110.08571428571429,83.98840579710145,106.65192743764172,122.87246376811594,92.81304347826087,93.18936170212766,114.45115681233933,95.39927841250751,40.83993115318417,32.655968468468465,14.65564738292011,20.004920049200493,147.43171806167402,140.23065902578796,57.53692762186115,94.79420289855072,108.95167286245353,108.3877245508982,107.92093023255813,95.56903765690376,50.36086956521739,473.6645569620253,495.93575418994413,774.0834767641996,702.0416666666666,425.025894897182,267.27222222222224,262.3403041825095,469.77971014492755,517.6130063965885,559.6466165413534,661.091304347826,631.4467120181406,1000.2188405797101,593.1710144927537,543.9212765957446,757.2679948586118,647.9067949488875,260.2839931153184,233.2134009009009,81.15564738292011,144.7872078720787,952.6343612334801,912.2041547277937,450.1757754800591,594.5608695652174,610.4708798017348,887.2395209580839,852.7883720930232,649.3546025104603,487.0884057971015,
39.471518987341774,86.97486033519553,174.33132530120483,77.34895833333333,105.56664127951257,28.03240740740741,101.58460076045627,63.97826086956522,65.92004264392324,104.10225563909775,83.80869565217391,105.47619047619048,126.66811594202899,92.16231884057972,85.20425531914894,110.0706940874036,93.48586891160554,41.7263339070568,33.324887387387385,16.512396694214875,21.09040590405904,144.31718061674007,139.93481375358166,52.56351550960118,88.45507246376812,102.95910780669145,122.41167664670658,102.75697674418605,96.78451882845188,55.518840579710144,486.46677215189874,485.79050279329607,745.1402753872634,705.9456845238095,420.3769992383854,267.35277777777776,268.97433460076047,463.71159420289854,525.6183368869936,584.9022556390977,669.3246376811594,625.0873015873016,1031.6289855072464,603.0420289855073,534.4687943262411,757.2840616966581,657.0769693325316,255.2211703958692,229.33614864864865,79.41046831955923,143.9458794587946,967.288986784141,913.6110315186246,479.5487444608567,613.5623188405797,628.1449814126394,910.062874251497,838.1151162790698,655.1004184100418,496.1304347826087,
38.11392405063291,86.88687150837988,176.97418244406197,83.98735119047619,104.5019040365575,27.796296296296298,95.11977186311788,63.41884057971014,60.9637526652452,114.16240601503759,85.88695652173914,103.18140589569161,124.5768115942029,84.9608695652174,84.57801418439716,113.40102827763496,95.3138905592303,42.26678141135972,31.735923423423422,15.6267217630854,20.8370233702337,152.05374449339206,138.98567335243553,53.864844903988185,90.2,107.17348203221809,117.33682634730539,107.78837209302326,97.2112970711297,52.166666666666664,489.6020569620253,473.6466480446927,784.6824440619621,714.875744047619,421.0929169840061,266.2111111111111,266.2623574144487,476.8652173913043,529.8240938166311,572.5639097744361,674.9956521739131,620.5759637188208,1034.4101449275363,606.3942028985507,527.5368794326241,761.7037275064267,675.9350571256765,260.32960413080895,222.6402027027027,77.51652892561984,144.14268142681428,966.3374449339207,923.7858166189112,495.44387001477105,621.3507246376812,635.2887236679059,916.0538922155689,833.956976744186,659.5648535564853,506.6565217391304,
35.84414556962025,85.50837988826815,177.90017211703957,77.11235119047619,98.08987052551409,29.546296296296298,91.8403041825095,60.54927536231884,66.13539445628997,110.45413533834586,84.35507246376811,103.87528344671202,122.21304347826087,80.91304347826087,81.88936170212766,121.76542416452442,102.05231509320505,39.20567986230637,29.8597972972973,16.577134986225897,20.77921279212792,157.04140969162995,139.08739255014328,60.074593796159526,91.4376811594203,106.72862453531599,121.15419161676647,103.11395348837209,97.07949790794979,53.542028985507244,493.80537974683546,473.9608938547486,789.0783132530121,716.2269345238095,415.08377760853006,273.85648148148147,271.0522813688213,474.704347826087,531.2643923240938,591.1954887218045,677.3710144927536,630.1689342403628,1048.1695652173912,609.6144927536232,521.7283687943262,765.7442159383033,689.4552014431749,235.4277108433735,209.59346846846847,81.30853994490359,147.08733087330873,975.1497797356828,938.0379656160459,506.6056129985229,646.1420289855073,644.8376703841387,932.4146706586827,820.8779069767442,675.1997907949791,504.03333333333336,
38.125,90.53212290502793,182.84767641996558,82.56473214285714,107.98019801980197,25.61574074074074,95.50475285171103,59.69275362318841,63.208955223880594,119.01052631578948,88.28550724637681,105.24829931972789,126.4231884057971,84.4695652173913,91.32198581560284,113.63110539845758,96.92844257366205,32.300344234079176,29.859234234234233,15.15564738292011,19.60209102091021,144.8863436123348,137.59097421203438,57.21491875923191,89.51449275362319,111.2812887236679,123.18263473053892,99.04418604651163,96.9539748953975,52.40724637681159,503.684335443038,470.8645251396648,755.4922547332186,711.5796130952381,419.6504188880426,272.24444444444447,272.1283269961977,471.2826086956522,544.4360341151386,592.8150375939849,685.3565217391305,625.3809523809524,1069.4101449275363,621.068115942029,521.7397163120568,767.4665809768637,694.7817197835237,214.30981067125646,205.49774774774775,79.04407713498622,148.95879458794587,989.6916299559472,951.4942693409743,521.218611521418,649.2289855072464,650.0978934324659,949.7155688622754,798.5162790697674,688.8054393305439,505.8014492753623,
37.285601265822784,83.18715083798882,193.59810671256454,72.73735119047619,94.86290936785986,24.433333333333334,97.21768060836501,61.82753623188406,62.73560767590618,114.78345864661654,85.52028985507246,103.99319727891157,124.71594202898551,79.19710144927537,83.25886524822695,112.81619537275064,88.38785327720986,33.65576592082616,27.6143018018018,16.03994490358127,19.790282902829027,138.47753303964757,137.71633237822348,55.89290989660266,81.37391304347825,102.89467162329616,119.34730538922156,109.17558139534884,105.75,54.48840579710145,495.1732594936709,481.4064245810056,707.1540447504303,708.8080357142857,422.93297791317593,278.4166666666667,277.7119771863118,470.268115942029,544.9434968017058,599.3819548872181,681.8753623188405,605.7029478458049,1067.3942028985507,627.3579710144927,507.8567375886525,769.7320051413882,694.2152736019242,184.08691910499138,193.55011261261262,80.42148760330579,154.71832718327184,1006.0713656387666,961.1898280802292,542.1802067946825,649.463768115942,660.3060718711276,953.6826347305389,798.6209302325582,696.1140167364017,492.2623188405797,
35.249208860759495,93.54469273743017,210.81755593803786,68.34672619047619,104.45544554455445,27.814814814814813,94.76711026615969,53.38695652173913,62.74413646055437,109.15338345864662,85.0,98.09297052154194,128.3072463768116,91.27391304347826,78.81418439716312,120.09961439588689,96.20926037282021,33.02581755593804,32.09177927927928,18.231404958677686,23.52521525215252,144.0775330396476,147.5759312320917,48.897341211226,78.71594202898551,97.46468401486989,100.25149700598803,99.08023255813953,102.85041841004184,53.19565217391305,495.04509493670884,469.9441340782123,824.7082616179001,700.8549107142857,419.2239146991622,279.49074074074076,275.87072243346006,469.01014492753626,537.8113006396588,589.8992481203007,685.1173913043478,610.1791383219954,1062.6623188405797,629.9507246376811,498.8659574468085,771.5186375321337,692.6620565243536,156.34251290877796,183.81981981981983,77.84159779614325,157.5381303813038,1010.4995594713656,961.5680515759312,555.1757754800591,657.6840579710145,677.6629491945478,978.4491017964071,790.8813953488373,706.3974895397489,497.3884057971014,
35.35996835443038,73.0,204.68760757314973,72.28571428571429,102.74257425742574,32.63148148148148,95.30038022813689,56.79855072463768,54.03304904051173,111.00601503759398,82.61449275362318,99.77437641723355,131.21014492753622,92.23333333333333,87.29290780141844,118.84704370179949,98.22429344558027,34.80722891566265,33.888513513513516,19.891184573002754,24.18388683886839,144.8193832599119,136.96275071633238,51.93131462333826,92.09565217391304,102.54646840148699,105.10179640718563,96.98837209302326,97.64853556485356,49.62173913043478,490.78401898734177,479.8854748603352,802.4716006884681,706.1034226190476,416.6313785224676,283.07037037037037,274.29847908745245,469.90579710144925,542.2633262260127,597.5052631578948,678.7463768115942,606.6371882086167,1059.3289855072464,632.3652173913043,503.209219858156,772.2435732647815,695.9146121467228,138.72547332185886,180.76351351351352,82.65151515151516,167.54920049200493,1027.3709251101322,952.669770773639,572.2644017725258,672.6246376811595,694.9566294919455,978.0718562874251,780.356976744186,722.9121338912134,500.6246376811594,
