D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_30,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,
30.669303797468356,63.59217877094972,208.87177280550773,65.59375,93.4051789794364,23.828703703703702,87.48574144486692,48.8304347826087,52.02558635394456,116.2812030075188,81.62753623188406,103.79024943310658,122.0623188405797,79.54057971014493,89.06028368794327,105.073264781491,85.35057125676488,30.57487091222031,45.14358108108108,18.15289256198347,23.539360393603936,135.35947136563877,107.310888252149,60.74741506646972,97.39710144927537,113.30607187112763,110.7005988023952,99.07790697674419,87.94456066945607,46.90144927536232,499.20569620253167,473.72067039106145,792.8958691910499,705.5796130952381,411.2901751713633,288.925,268.72623574144484,468.14202898550724,541.6492537313433,588.7157894736843,679.4159420289855,593.6156462585034,1050.6492753623188,637.4521739130435,493.33120567375886,768.3168380462724,692.8779314491882,110.53442340791739,177.31925675675674,81.7892561983471,174.92865928659288,1029.9198237885462,957.5909742120344,581.8382570162481,680.2536231884058,700.6716232961586,985.7679640718563,776.8348837209302,724.0230125523012,492.0840579710145,
29.888449367088608,74.53072625698324,209.9879518072289,62.15922619047619,87.66412795125666,22.517592592592592,84.36596958174906,47.881159420289855,52.25159914712154,105.38947368421053,76.40144927536232,95.28684807256236,115.31304347826087,76.4768115942029,71.7886524822695,101.90552699228792,81.88875526157547,26.223752151462996,34.6570945945946,16.863636363636363,22.22632226322263,144.66343612334802,108.8538681948424,65.37001477104874,98.82028985507246,116.9454770755886,100.91467065868264,104.17906976744186,100.55020920502092,48.4,496.4121835443038,479.4553072625698,773.0129087779691,700.8660714285714,405.0982482863671,288.6972222222222,264.1768060836502,470.004347826087,553.503198294243,579.9714285714285,677.5072463768116,599.0748299319728,1050.0420289855072,637.6913043478261,488.28581560283686,763.4080976863753,687.8851473241131,94.69621342512909,184.43862612612614,83.10468319559229,183.58179581795818,1048.9066079295155,954.3359598853868,601.9615952732644,676.7797101449275,702.3060718711276,988.9401197604791,765.2151162790698,733.571129707113,494.43333333333334,
34.139240506329116,73.59078212290503,205.05249569707402,61.55357142857143,86.11195734958112,22.982407407407408,82.69296577946768,46.82028985507247,52.37420042643923,101.78345864661654,77.03478260869565,91.28798185941044,116.91304347826087,76.60434782608695,70.6290780141844,95.8573264781491,80.34576067348166,21.401032702237522,40.2088963963964,17.895316804407713,23.182041820418203,134.4704845814978,107.3202005730659,62.8301329394387,84.33478260869565,101.76084262701363,106.47305389221557,91.87441860465117,96.7970711297071,48.81449275362319,510.19778481012656,478.6927374301676,769.1815834767642,695.8950892857143,407.4265041888804,294.1138888888889,259.287072243346,468.08550724637684,554.3102345415779,581.3894736842105,684.3289855072463,598.1519274376417,1064.9159420289855,643.2260869565217,478.0531914893617,757.8843187660668,680.8683102826218,74.64629948364887,215.4757882882883,84.07575757575758,186.0030750307503,1053.5383259911894,950.2643266475644,607.9697193500739,679.8782608695652,700.4163568773234,980.8862275449102,745.1244186046512,739.3828451882845,502.2826086956522,
32.975474683544306,73.7695530726257,202.1617900172117,58.082589285714285,84.93830921553693,23.39351851851852,79.90589353612167,49.31014492753623,51.89232409381663,97.83157894736843,73.51449275362319,89.91043083900227,113.3840579710145,73.57101449275362,65.17375886524823,96.57647814910025,71.18220084185208,18.693631669535286,43.707207207207205,17.91046831955923,23.3450184501845,132.8986784140969,119.88825214899714,56.681683899556866,80.34347826086956,98.96406443618339,108.39221556886227,86.85581395348837,96.4550209205021,46.28405797101449,498.3955696202532,473.35474860335194,777.8261617900172,699.2217261904761,405.26275704493526,294.40185185185186,255.46863117870723,467.8391304347826,561.4275053304904,576.4045112781955,683.9985507246377,593.4444444444445,1076.3057971014493,631.8275362318841,468.63971631205675,747.4209511568123,673.0,50.8433734939759,235.50675675675674,88.55785123966942,195.04981549815497,1064.9374449339207,944.4362464183381,610.8463810930576,670.2492753623188,698.454770755886,970.5838323353294,729.0593023255814,751.8765690376569,497.8333333333333,
33.451740506329116,71.99162011173185,203.04044750430293,53.85342261904762,79.48667174409749,19.84259259259259,76.90589353612167,44.91304347826087,45.68976545842217,95.23308270676692,72.14057971014493,85.47619047619048,105.04782608695652,71.4072463768116,57.09645390070922,85.12403598971723,73.41852074564041,15.61790017211704,39.90427927927928,17.084022038567493,23.04612546125461,123.90132158590309,115.10243553008596,57.601181683899554,74.6086956521739,100.06815365551425,109.42365269461078,85.03139534883721,95.05543933054393,48.66376811594203,486.1724683544304,459.57402234636874,765.592082616179,700.406994047619,406.1172886519421,291.79814814814813,253.6958174904943,460.3101449275362,559.5117270788912,586.4255639097744,688.9,591.0396825396825,1073.1695652173912,621.7797101449275,458.7659574468085,742.5032133676093,661.3096812988575,41.53012048192771,249.5625,91.11432506887053,196.44526445264452,1072.3251101321587,946.6626074498568,626.4076809453471,676.9217391304347,705.8636926889715,982.2874251497007,723.6441860465117,762.2751046025105,501.5275362318841,
29.811708860759495,75.0963687150838,207.51635111876075,51.81622023809524,84.28408225437929,21.771296296296295,73.66254752851711,39.44492753623189,39.647121535181235,100.5578947368421,76.80579710144927,91.47845804988663,112.5623188405797,75.77246376811594,69.48936170212765,85.88946015424165,69.03848466626579,15.171256454388985,43.284346846846844,13.5633608815427,18.11439114391144,128.2784140969163,121.74140401146131,57.382570162481535,77.57826086956521,101.7360594795539,97.00449101796407,79.10348837209303,91.86820083682008,44.61014492753623,472.498417721519,457.19972067039106,737.4776247848537,692.6428571428571,403.6747905559787,295.4592592592593,249.27281368821292,456.13623188405796,549.7420042643923,584.0330827067669,692.7927536231884,598.0056689342404,1069.9434782608696,615.0855072463768,452.83687943262413,738.0379177377893,657.0859891761876,37.38984509466437,280.5686936936937,83.64876033057851,194.96740467404675,1074.9964757709251,944.4126074498568,642.2060561299852,668.9739130434782,704.2267657992566,983.248502994012,704.3709302325582,753.770920502092,498.19565217391306,
26.230221518987342,78.82541899441341,209.68072289156626,50.28720238095238,88.95430312261995,18.13888888888889,79.02756653992395,47.27101449275362,46.733475479744136,89.51127819548873,77.2695652173913,82.66439909297053,120.55797101449275,70.71594202898551,55.54822695035461,91.89460154241645,74.1022248947685,15.923407917383821,43.8429054054054,16.88292011019284,23.50061500615006,112.83700440528635,94.35100286532952,51.533234859675034,80.85217391304347,97.38661710037175,94.58383233532935,82.87558139534883,95.65481171548117,46.802898550724635,466.0854430379747,443.37849162011173,696.6884681583476,694.2008928571429,402.6268088347296,298.05925925925925,242.1406844106464,460.25652173913045,560.3955223880597,589.172932330827,694.1202898550724,599.2913832199547,1054.4434782608696,619.304347826087,451.4163120567376,731.2377892030848,649.9428743235118,34.147160068846816,287.2989864864865,84.06887052341598,202.07380073800738,1080.450220264317,933.3825214899714,640.4719350073855,663.6652173913044,702.1883519206939,992.0104790419161,687.0,753.9832635983264,491.79420289855074,
31.05221518987342,71.41759776536313,212.72719449225474,58.216517857142854,83.99619192688499,21.780555555555555,75.64638783269962,46.053623188405794,49.57995735607676,87.0827067669173,68.70289855072464,81.12018140589569,108.4304347826087,74.00434782608696,56.819148936170215,92.85925449871465,75.32170775706554,14.759036144578314,40.27477477477478,13.147382920110193,19.743542435424356,127.09691629955947,108.80659025787966,55.85745937961595,77.80144927536232,93.55638166047088,100.69760479041916,75.81627906976745,89.92154811715481,45.09275362318841,460.2856012658228,448.6550279329609,655.3141135972461,689.8816964285714,403.03884234577305,303.5064814814815,237.53422053231938,450.55797101449275,564.8379530916844,575.5774436090226,693.131884057971,607.5600907029478,1040.040579710145,627.863768115942,443.9297872340426,728.7377892030848,649.5965123271196,34.66953528399311,301.026463963964,83.04820936639119,204.18388683886837,1082.1788546255507,931.913323782235,651.4940915805022,658.5536231884058,705.5972738537795,978.3173652694611,679.2627906976744,762.6014644351465,496.4449275362319,
29.923259493670887,71.57541899441341,214.43459552495696,54.338541666666664,85.73952779893374,23.09351851851852,78.55038022813689,47.39565217391304,52.24307036247335,87.88872180451128,71.02608695652174,82.97845804988663,101.8463768115942,76.73623188405797,44.52765957446808,75.45115681233933,66.93565844858689,15.819277108433734,35.509572072072075,13.977961432506888,21.09778597785978,116.6,100.53080229226362,54.76661742983752,69.25797101449275,94.67534076827756,94.05389221556887,73.44418604651163,90.3797071129707,44.72898550724638,448.9232594936709,443.5796089385475,629.0172117039587,687.3623511904761,404.6938309215537,314.34537037037035,230.09220532319392,444.86376811594204,561.8678038379531,570.2887218045113,695.9202898550725,593.9705215419501,1018.2463768115942,633.508695652174,433.01702127659576,721.616323907455,649.0727600721588,35.2039586919105,298.58727477477476,79.11157024793388,195.57441574415745,1096.8854625550662,928.952005730659,645.8249630723782,664.2420289855072,706.361833952912,990.7604790419161,672.9220930232558,767.3138075313808,500.6927536231884,
26.64240506329114,70.03631284916202,223.50946643717728,51.476190476190474,85.12185833968012,19.340740740740742,72.25285171102662,46.802898550724635,49.562899786780385,81.47518796992482,66.0927536231884,81.26303854875283,103.17971014492754,68.9,53.35886524822695,85.12339331619538,69.21346963319303,16.51118760757315,40.284346846846844,16.31542699724518,21.558425584255843,112.33656387665198,93.63968481375358,64.72008862629247,73.61304347826086,86.34696406443618,94.44011976047904,74.6593023255814,86.34309623430963,41.49855072463768,448.7120253164557,447.99581005586595,593.4449225473322,681.3206845238095,409.93297791317593,312.4712962962963,228.89163498098858,448.80434782608694,564.7526652452026,562.390977443609,702.6478260869566,599.8231292517007,1009.3797101449276,633.8826086956522,423.6184397163121,720.5077120822622,644.8436560432953,37.86402753872633,292.3811936936937,81.65151515151516,192.30012300123002,1091.4,926.8638968481375,639.8197932053175,672.259420289855,718.0594795539033,981.1017964071856,660.9372093023255,749.218619246862,498.36376811594204,
26.21993670886076,73.00698324022346,222.79948364888125,58.71279761904762,91.47829398324448,20.05462962962963,74.287072243346,45.5231884057971,50.943496801705756,82.49924812030075,70.98985507246377,84.18934240362812,101.54782608695652,73.72608695652174,52.638297872340424,86.63946015424165,72.87432351172579,15.332185886402755,39.435247747747745,13.519283746556473,19.496924969249694,109.38502202643171,101.41404011461319,60.954948301329395,72.22028985507247,90.25526641883519,92.20508982035928,72.53837209302326,84.6255230125523,41.81449275362319,451.0886075949367,441.4986033519553,565.4027538726334,675.4672619047619,405.68697638994666,311.4111111111111,225.430608365019,447.69565217391306,571.455223880597,558.1368421052632,710.240579710145,606.5827664399093,989.3376811594203,632.8391304347826,418.254609929078,720.8001285347044,634.538785327721,35.06282271944922,300.00844594594594,84.91873278236915,202.3917589175892,1086.4977973568282,925.7929799426934,641.9283604135894,678.2478260869565,723.4188351920694,959.2754491017964,659.3058139534884,751.2416317991632,493.6159420289855,
26.19778481012658,73.60055865921788,230.11359724612737,51.79092261904762,91.33891850723533,22.59537037037037,75.74619771863118,49.17391304347826,50.01705756929638,80.1218045112782,68.48985507246377,81.2233560090703,99.34057971014492,71.52028985507246,60.180851063829785,89.30655526992288,80.20324714371617,16.59724612736661,40.11711711711712,18.888429752066116,25.71648216482165,114.80264317180617,111.6676217765043,56.72673559822747,74.44782608695652,88.63444857496903,95.7440119760479,70.87674418604651,87.57531380753139,40.881159420289855,445.3789556962025,451.19692737430165,532.8149741824441,662.469494047619,406.33739527798934,314.35092592592594,223.14448669201522,443.1942028985507,577.1513859275053,552.1894736842105,705.8028985507246,617.3526077097506,972.0782608695653,628.5710144927536,415.6113475177305,722.9633676092545,635.098616957306,34.63855421686747,307.00394144144144,85.46556473829202,204.03136531365314,1077.3691629955947,919.0716332378223,643.1868537666174,692.2130434782608,735.9330855018587,950.5089820359282,668.9197674418605,747.1412133891214,486.1623188405797,
26.15348101265823,77.21508379888269,241.2013769363167,55.25297619047619,91.99619192688499,25.400925925925925,79.82604562737643,49.27246376811594,52.69616204690831,75.78045112781955,69.40869565217392,81.50566893424036,98.27826086956522,79.47536231884058,59.01063829787234,98.36182519280206,75.03307276007216,16.119621342512907,45.171734234234236,16.552341597796143,21.698646986469864,109.36123348017621,113.96991404011462,54.05169867060561,71.93333333333334,91.42379182156134,91.6377245508982,72.69534883720931,87.63912133891213,41.55507246376811,437.7294303797468,442.3268156424581,511.77969018932873,671.5543154761905,408.88423457730386,317.0416666666667,226.80608365019012,441.21014492753625,586.9925373134329,548.2375939849624,708.1666666666666,624.6643990929705,965.176811594203,624.2347826086957,412.50354609929076,718.392673521851,627.2152736019242,35.52323580034423,315.81306306306305,86.15840220385675,201.9569495694957,1079.4995594713657,926.7521489971347,642.3249630723782,691.1376811594203,761.6022304832713,935.2095808383234,658.8802325581395,750.8378661087866,489.37246376811595,
20.7373417721519,59.142458100558656,269.23149741824443,51.133184523809526,85.73952779893374,16.04722222222222,74.52851711026616,43.49130434782609,54.12046908315565,80.17142857142858,66.63623188405798,88.60317460317461,106.0463768115942,75.6608695652174,52.80921985815603,91.21015424164524,74.54840649428743,14.89328743545611,44.516328828828826,15.570247933884298,21.18819188191882,119.34096916299559,110.66260744985674,57.43574593796159,78.97246376811594,101.76084262701363,95.74550898203593,82.81046511627908,94.73744769874477,38.43043478260869,430.8338607594937,446.8491620111732,466.9922547332186,661.2544642857143,408.980959634425,318.68055555555554,226.09790874524714,440.9217391304348,595.1343283582089,544.6511278195488,711.5304347826087,632.4263038548753,958.3405797101449,620.2434782608696,410.2078014184397,717.9993573264782,627.1852074564041,36.69449225473322,326.40765765765764,85.73278236914601,196.91143911439116,1070.9127753303965,913.5121776504297,647.1462333825701,693.5202898550725,784.9256505576208,931.2155688622754,666.6441860465117,756.0083682008368,487.0449275362319,
25.363132911392405,71.45530726256983,299.3562822719449,53.779017857142854,90.6945925361767,20.16111111111111,74.48288973384031,48.768115942028984,55.07462686567164,77.02406015037594,69.30144927536232,82.7312925170068,97.97536231884058,73.2768115942029,47.67304964539007,77.16902313624679,66.95610342754058,16.90877796901893,38.405968468468465,14.537190082644628,20.158056580565805,112.61321585903083,115.45200573065902,56.55169867060561,71.16521739130435,97.84262701363073,94.03443113772455,76.64883720930233,94.60146443514644,44.391304347826086,416.04667721518985,435.5754189944134,393.592082616179,652.3995535714286,405.5757806549886,324.77962962962965,227.75855513307985,439.9231884057971,597.8699360341151,546.1503759398496,716.9492753623189,624.656462585034,952.1159420289855,614.9768115942029,398.69787234042553,696.9080976863753,603.1990378833434,37.32358003442341,323.46452702702703,85.22038567493112,198.25584255842557,1069.3594713656387,919.4777936962751,654.4231905465288,687.0014492753623,784.7149938042131,925.6676646706587,670.9011627906976,752.1370292887029,479.9811594202898,
26.584651898734176,76.29189944134079,353.47332185886404,56.72544642857143,96.6999238385377,22.177777777777777,78.72908745247149,50.0768115942029,57.54157782515991,76.3593984962406,72.05652173913043,85.49319727891157,100.01449275362319,73.08260869565217,56.334751773049646,90.8573264781491,73.06554419723392,16.579173838209982,47.701013513513516,15.793388429752065,21.234932349323493,113.51101321585904,112.29512893982807,49.78729689807977,64.05217391304348,94.62329615861215,99.5374251497006,76.0906976744186,96.27928870292887,42.34927536231884,411.75632911392404,442.1745810055866,265.407917383821,651.6889880952381,404.1713632901752,329.78055555555557,227.3707224334601,433.77536231884056,602.638592750533,532.2526315789473,721.9173913043478,629.5328798185941,957.2695652173913,615.9565217391304,396.2255319148936,702.9222365038561,622.3180998196032,37.278829604130806,354.32713963963965,82.52203856749311,200.09532595325953,1049.2,919.2614613180516,659.3456425406204,690.6739130434783,791.8884758364312,952.7649700598803,651.3837209302326,743.2981171548117,480.8144927536232,
27.203322784810126,80.91620111731844,384.697074010327,55.460565476190474,97.33434881949734,24.79259259259259,74.40779467680608,47.46231884057971,54.63859275053305,77.80751879699248,74.23188405797102,87.83219954648526,100.30724637681159,74.8391304347826,52.42695035460993,91.68251928020565,73.60733613950691,16.726333907056798,45.46621621621622,16.87465564738292,21.78290282902829,104.615859030837,114.47421203438395,57.19128508124077,73.2463768115942,99.09293680297398,90.32784431137725,76.99418604651163,94.75627615062761,45.23913043478261,410.3963607594937,444.3505586592179,102.01635111876075,637.688244047619,405.6778370144707,334.30185185185184,219.94391634980988,439.2275362318841,601.6780383795309,549.0436090225564,722.359420289855,626.1689342403628,950.8173913043478,624.0449275362319,399.41702127659573,702.9215938303342,618.1010222489476,39.47418244406196,363.526463963964,87.0358126721763,204.21894218942188,1036.8942731277532,914.3244985673352,659.1440177252585,682.5695652173913,806.4944237918215,939.75,650.1860465116279,751.1129707112971,483.0,
26.719145569620252,76.18156424581005,380.93201376936315,51.463541666666664,87.03046458492003,20.45,70.16539923954373,51.54492753623188,56.304904051172706,75.18195488721804,71.10579710144927,84.56916099773242,101.51159420289855,71.57101449275362,54.138297872340424,90.80462724935732,77.55682501503307,16.045611015490532,49.230292792792795,15.140495867768594,21.346248462484624,122.15859030837004,109.95630372492836,58.05169867060561,80.81014492753623,106.4460966542751,98.26047904191617,79.74418604651163,96.9152719665272,42.89565217391304,401.50632911392404,448.9553072625698,92.26247848537005,622.3831845238095,404.6984006092917,330.06111111111113,218.48479087452472,437.8086956521739,595.136460554371,558.0526315789474,726.1608695652174,626.2732426303855,948.2782608695652,623.8304347826087,398.5425531914894,699.5122107969152,613.3421527360192,38.966437177280554,377.06644144144144,89.20936639118457,207.54120541205413,1024.04140969163,922.5680515759312,665.3042836041359,677.2971014492754,813.7571251548947,925.0269461077844,672.8744186046512,746.81589958159,472.27536231884056,
