D_1,D_2,D_3,D_4,D_5,D_6,D_7,D_8,D_9,D_10,D_11,D_12,D_13,D_14,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,
82.47960033305579,87.38572409059712,97.99750208159867,92.75064267352185,96.5219482862297,112.20510835913312,47.49355300859599,83.2507911392405,58.63220088626292,70.53541507996954,81.01248959200666,85.26333907056798,95.74188440221694,179.17368961973278,150.05806451612904,165.99823788546254,129.98995535714286,67.29273793414524,105.38560411311055,151.84889240506328,67.95,42.97231012658228,80.18463810930577,72.28621659634318,76.97020854021847,756.834304746045,791.7783115991764,1010.699417152373,1028.1240359897172,909.9061936259772,875.9961300309598,391.8015759312321,419.7223101265823,557.0819793205318,655.020563594821,426.89675270607825,427.5413080895009,725.5091053048297,837.8663926002056,535.6608294930876,782.3013215859031,1181.2421875,532.9873703202526,917.2943444730078,1367.053006329114,567.3833333333333,424.2753164556962,740.0236336779911,462.74331926863573,608.6807348560079,
82.5803497085762,87.62113932738504,93.48459616985845,92.90231362467867,95.39206253758269,109.16408668730651,47.586676217765046,75.13607594936708,56.336041358936484,63.88728103579589,72.66860949208993,76.27969018932875,94.03562945368171,168.9229188078109,147.12626728110598,156.1066079295154,129.65401785714286,69.05502931889941,100.90681233933162,162.14715189873417,68.45897435897436,41.99367088607595,77.62924667651403,70.84036568213783,76.3098311817279,772.2073272273105,794.6259437199725,1018.6394671107411,1017.452442159383,903.0619362597715,889.6160990712075,386.23280802292265,419.42800632911394,552.4401772525849,662.054836252856,425.53205661948374,425.01376936316694,727.0680918448139,834.2774922918808,532.16866359447,780.9788546255506,1195.5130208333333,539.4930085701399,922.9299485861183,1379.4058544303798,563.1794871794872,430.32199367088606,741.9327917282127,461.3129395218003,609.1146971201589,
85.25312239800166,89.68359643102265,98.73272273105745,91.03470437017995,94.18520745640409,110.69195046439629,46.14828080229226,76.95411392405063,56.64401772525849,62.19040365575019,74.54038301415487,78.66265060240964,93.75851148060174,169.91778006166496,144.2405529953917,157.48017621145374,134.21019345238096,77.914749661705,99.99421593830334,160.79193037974684,62.74230769230769,37.14398734177215,83.63515509601181,70.0126582278481,77.04915590863952,771.6835970024979,801.481125600549,1034.1765195670275,1022.8740359897172,913.8833433553818,914.7205882352941,395.4856733524355,423.6661392405063,547.02658788774,669.2856054836253,429.01998334721065,428.82530120481925,715.7743467933492,840.4090441932168,531.0119815668203,787.7797356828194,1194.5293898809523,557.1159224176815,935.3116966580977,1379.6867088607594,581.4589743589744,436.69303797468353,740.6868537666174,461.72011251758084,607.7949354518371,
81.5895087427144,88.31571722717914,94.28226477935054,91.67866323907455,88.44978953698136,107.65479876160991,48.25787965616046,73.57674050632912,57.18759231905465,63.154607768469155,70.992506244796,75.0197934595525,97.12114014251782,175.4491264131552,148.7078341013825,162.97797356828193,136.35863095238096,70.46053225078936,105.04948586118252,152.564082278481,64.59615384615384,42.09018987341772,80.0317577548006,70.5323488045007,88.22244289970209,775.2914238134888,806.7776252573782,1048.6411323896752,1029.4254498714654,913.3060733613951,916.0626934984521,391.6289398280802,419.126582278481,559.4401772525849,672.3670982482863,424.774354704413,425.5645438898451,711.6991290577989,826.0616649537512,530.7548387096774,774.0088105726873,1193.8262648809523,571.0162381596753,951.4498714652956,1383.1455696202531,576.6448717948718,434.47072784810126,736.9579025110783,463.4606188466948,608.8088381330685,
82.96419650291423,92.24296499656829,95.94088259783514,97.25899742930591,93.80757666867108,113.01702786377709,42.941977077363894,70.9873417721519,62.34711964549483,67.85376999238386,68.40049958368027,71.92685025817556,88.18289786223278,173.72353545734842,134.80829493087558,161.22290748898678,134.15959821428572,53.03337843933243,106.27763496143959,140.6882911392405,64.3576923076923,40.01107594936709,66.55096011816839,71.11462728551336,86.8351539225422,775.0782681099084,802.9320521619767,1050.134887593672,1037.4273778920308,921.2766085387854,941.9504643962848,392.0322349570201,417.13053797468353,566.1181683899557,681.6549885757806,422.2997502081599,422.25989672977624,727.5368171021378,801.9311408016443,535.2027649769585,753.8123348017621,1204.4192708333333,577.8340099233199,958.3868894601543,1380.7848101265822,586.8294871794872,433.7642405063291,747.3611521418021,460.1504922644163,609.8714001986098,
76.6203164029975,85.28551818805765,83.87010824313073,78.7172236503856,79.53337342152736,99.6470588235294,38.99426934097421,59.638449367088604,51.827178729689805,51.39375476009139,56.960865945045796,60.33304647160069,82.73317498020586,180.34737923946557,148.0958525345622,166.20528634361233,116.9936755952381,68.54307622913848,99.17737789203085,139.74208860759492,59.985897435897435,42.1621835443038,73.07976366322009,68.89803094233474,66.81281032770606,776.0541215653622,801.5181880576528,1071.570358034971,1029.3836760925449,913.8021647624774,939.7376160990713,391.3481375358166,409.7729430379747,560.1831610044313,692.7753236862147,414.9342214820982,415.250430292599,700.3246239113222,817.0483042137719,528.4396313364056,769.5330396475771,1195.2659970238096,594.318899413622,971.3155526992288,1367.9992088607594,595.5794871794872,428.1685126582278,746.3419497784342,455.89240506329116,615.7005958291957,
89.40466278101582,84.0,92.49125728559534,72.88110539845758,85.89296452194829,106.48606811145511,44.6189111747851,69.92246835443038,56.74519940915805,61.44478293983244,67.03580349708577,70.77022375215147,88.21852731591449,161.5621788283659,137.69124423963135,150.3726872246696,128.88355654761904,67.18899413622012,101.65359897172236,149.91930379746836,72.2974358974359,36.125791139240505,77.15435745937961,66.9324894514768,74.75868917576962,777.6910907577019,806.8551818805765,1067.0324729392173,1022.2043701799486,901.4161154539988,929.6873065015479,394.4240687679083,407.85759493670884,548.8227474150665,692.0845392231531,412.210657785179,412.3485370051635,696.2581155977831,826.0739979445016,531.1308755760368,781.3321585903084,1196.0840773809523,608.7180875056382,969.9453727506427,1371.6637658227849,614.0717948717949,420.38370253164555,752.1824224519941,452.9451476793249,616.1345580933465,
80.83097418817653,92.84351407000686,103.08159866777686,89.00771208226222,90.6464221286831,113.9969040247678,48.11103151862464,70.39794303797468,59.2821270310192,66.72201066260472,67.61865112406328,71.2685025817556,90.41250989707046,161.66495375128468,144.37695852534563,150.45550660792952,134.34561011904762,77.40054127198917,96.61632390745501,153.28243670886076,72.41794871794872,41.55854430379747,70.5642540620384,64.99226441631505,70.63406156901688,779.9525395503747,810.6026080988332,1076.9866777685263,1011.237146529563,895.5435959110042,921.8769349845202,392.55014326647563,402.5901898734177,545.1144756277696,697.1599390708302,407.26144879267275,408.03872633390705,702.2042755344418,825.207605344296,526.1870967741935,784.120704845815,1200.0137648809523,620.9720342805593,971.8605398457584,1378.128164556962,624.3923076923077,418.4865506329114,754.7518463810931,452.88818565400845,621.8291956305859,
83.78684429641964,86.06108442004118,99.511240632806,84.03727506426735,86.35718580877932,111.35990712074303,43.156160458452725,60.2246835443038,54.76661742983752,60.3990860624524,57.610324729392175,60.918244406196216,84.63341250989707,157.1469681397739,141.5142857142857,145.5647577092511,126.77678571428571,81.48037889039242,95.32840616966581,153.18196202531647,62.08717948717949,38.90585443037975,66.79246676514032,67.64697609001406,75.37437934458788,776.9142381348876,804.6842827728209,1070.4929225645296,1000.090616966581,907.9176187612748,921.001547987616,390.4992836676218,395.1685126582278,539.6728212703102,697.4006092916984,398.8617818484596,399.4500860585198,694.3713380839272,840.5981500513875,529.6654377880184,795.669603524229,1194.2206101190477,612.7776274244475,986.3515424164524,1380.621835443038,625.1782051282051,429.1479430379747,755.4638109305761,448.5548523206751,628.0466732869911,
85.94504579517069,82.65545641729581,89.48376353039134,81.88431876606684,81.0613349368611,109.02554179566563,45.40974212034384,69.98417721518987,56.60561299852289,64.35186595582636,67.37468776019983,70.86833046471601,89.82977038796517,163.3103802672148,146.62857142857143,151.0352422907489,136.8656994047619,75.76274244474516,96.43444730077121,152.89003164556962,74.18717948717949,39.910601265822784,75.88847858197931,66.97960618846695,77.2909632571996,780.0757701915071,800.245024021963,1067.7960033305578,998.8380462724936,892.5682501503308,891.9496904024768,396.7808022922636,407.77927215189874,531.3966026587888,709.5392231530845,411.0549542048293,410.8356282271945,706.4410134600158,852.1788283658788,530.0866359447004,805.673127753304,1188.6529017857142,627.6856111862878,984.4473007712082,1374.1898734177216,616.1538461538462,425.38291139240505,768.5930576070901,439.9943741209564,636.727408142999,
85.0008326394671,82.74262182566919,102.57868442964197,86.65102827763496,84.42212868310283,112.06346749226006,44.75573065902579,70.32911392405063,56.066469719350074,65.6953541507997,67.2472939217319,70.93975903614458,87.6603325415677,173.50462487153135,148.26912442396312,160.75242290748898,125.54910714285714,59.494812810103745,94.79948586118252,144.12816455696202,64.56666666666666,26.938291139240505,72.52141802067946,59.353023909985936,71.31231380337637,784.2789342214821,802.9663692518874,1076.9283930058284,985.3560411311054,870.2826217678894,918.1509287925696,392.9083094555874,400.2761075949367,547.0657311669129,712.1416603198782,403.37052456286426,403.28227194492257,697.6761678543152,845.9609455292908,537.8442396313364,800.968281938326,1189.416294642857,642.2909336941814,978.2005141388174,1357.9319620253164,637.4461538461538,417.2729430379747,761.9135893648449,435.4732770745429,636.8411122144985,
77.44462947543714,83.58888126286891,90.67527060782682,77.70951156812339,68.26277811184606,91.55030959752322,33.843839541547275,49.201740506329116,51.38109305760709,46.64889565879665,46.92589508742714,50.00172117039587,68.37925574030088,152.21377183967113,140.67834101382488,140.51629955947138,127.64657738095238,59.89986468200271,113.50578406169666,158.54509493670886,78.29230769230769,43.697784810126585,69.3301329394387,69.29043600562588,66.94836146971201,771.6944213155704,802.923816060398,1085.3788509575354,965.888174807198,870.85087191822,929.5216718266254,390.59885386819485,401.3995253164557,537.6277695716395,713.8354912414318,404.2381348875937,404.9526678141136,706.8986539984164,860.6803699897225,539.7327188940092,814.1770925110133,1197.3802083333333,645.3635543527289,990.0334190231363,1353.4003164556962,641.626923076923,409.9129746835443,771.231905465288,431.90717299578057,633.5953326713009,
82.89675270607827,78.29718599862731,97.59616985845129,70.34254498714652,63.90258568851473,99.27708978328174,38.01361031518625,58.83860759493671,48.869276218611525,51.86747905559787,56.20066611157369,59.38468158347676,90.30324623911322,135.79136690647482,126.73548387096774,126.10925110132159,132.07738095238096,78.50563824988724,101.66516709511568,154.4865506329114,77.02051282051282,38.06645569620253,80.9069423929099,65.23980309423348,76.50546176762661,770.8842631140716,801.2422786547701,1080.7527060782681,969.3213367609254,852.7648827420325,925.8366873065015,399.4548710601719,388.8939873417722,531.4091580502215,707.2566641279512,390.87760199833474,390.60585197934597,703.7498020585906,863.5539568345324,533.3013824884792,818.4916299559471,1200.716517857143,638.5236806495263,993.1150385604113,1341.4778481012659,643.1474358974359,406.53085443037975,764.9926144756278,436.732770745429,647.2284011916583,
72.82597835137385,86.15579958819492,101.58451290591174,75.2448586118252,79.18520745640409,110.62151702786377,46.01575931232092,67.00870253164557,57.62776957163959,61.271896420411274,64.29641965029143,67.8209982788296,89.53365003958828,187.02363823227134,146.6700460829493,173.84757709251102,126.4311755952381,65.16553901668922,95.4948586118252,147.86629746835442,68.53461538461538,37.10601265822785,73.74150664697194,64.23769338959212,78.55958291956306,770.6078268109908,794.2237474262182,1084.6361365528726,954.0321336760926,824.5381840048105,924.2538699690402,404.43982808022923,388.6613924050633,537.794682422452,706.2086824067022,389.4279766860949,390.48192771084337,697.166270783848,873.9373072970195,527.7253456221198,830.1647577092511,1207.5736607142858,649.2467298150654,998.7133676092545,1356.1962025316457,665.5897435897435,400.5862341772152,764.6395864106352,434.1694796061885,652.6514399205561,
83.85345545378851,79.45710363761152,101.54954204829309,71.35796915167096,82.11004209260373,113.36455108359134,48.98137535816619,65.3631329113924,59.600443131462335,64.7052551408987,62.6819317235637,66.14888123924268,93.14251781472684,175.9064748201439,143.7741935483871,163.56740088105727,117.28236607142857,76.65493910690122,91.12467866323908,146.68354430379748,64.81794871794872,35.54746835443038,80.02732644017725,63.10337552742616,80.13853028798411,761.3372189841798,786.4474948524365,1083.8767693588677,941.9203084832905,796.6331930246542,924.6942724458204,402.8581661891117,391.998417721519,524.185376661743,713.4859101294745,392.93338884263113,393.68674698795184,704.0411718131434,868.8776978417267,528.3889400921659,828.9982378854626,1198.0892857142858,656.5651781686964,998.9922879177378,1331.9675632911392,657.8410256410257,403.3868670886076,764.9128508124077,425.0492264416315,658.1375372393247,
78.28975853455454,87.72271791352094,101.11074104912574,78.72814910025707,82.6885147324113,110.6842105263158,47.55229226361031,68.99762658227849,60.121861152141804,67.07996953541507,66.24146544546211,69.65232358003442,85.61678543151227,171.73175745118192,143.76221198156682,159.33215859030838,126.12686011904762,78.29589535408209,97.07840616966581,156.6012658227848,61.61025641025641,34.278481012658226,75.54948301329394,65.78902953586498,79.16137040714995,745.8792672772689,781.0130404941661,1082.4321398834304,939.8431876606684,776.3379434756464,916.3111455108359,404.3445558739255,381.4224683544304,518.5878877400295,707.93907083016,381.85512073272275,383.21772805507743,706.0538400633412,873.2723535457349,527.668202764977,832.0590308370045,1200.9892113095239,651.6436626071268,1002.3682519280205,1344.5403481012659,645.2064102564102,402.7262658227848,760.5612998522895,417.22644163150494,659.3008937437935,
75.7052456286428,74.22512010981468,91.90424646128227,76.63239074550128,71.7733012627781,105.44582043343654,44.57234957020057,64.19857594936708,57.078286558345646,64.46306169078446,61.62864279766861,65.18760757314975,84.96595407759304,165.72970195272353,141.7179723502304,153.99383259911895,114.34002976190476,77.33694181326116,91.14652956298201,139.61867088607596,58.65897435897436,35.386867088607595,73.6056129985229,60.073839662447256,78.8157894736842,741.7127393838468,770.4179821551132,1087.623646960866,936.8978149100257,757.4293445580277,910.6934984520124,405.61103151862466,382.6629746835443,524.0849335302806,714.4455445544554,383.07160699417153,385.66092943201375,703.5091053048297,858.9630010277492,522.5087557603687,819.8229074889867,1197.3046875,665.7280108254398,993.2609254498715,1338.1819620253164,643.4230769230769,394.98180379746833,754.4992614475627,412.17721518987344,654.7214498510427,
77.02081598667777,80.44337680164722,93.68692756036636,83.81748071979435,79.75526157546602,114.171826625387,48.48137535816619,70.01582278481013,62.93205317577548,70.06930693069307,67.17568692756036,70.92857142857143,84.08155186064924,171.15827338129498,145.35023041474653,159.49074889867842,121.72953869047619,75.53721244925575,92.31362467866325,148.8876582278481,63.65897435897436,35.37737341772152,77.2341211225997,62.01476793248945,77.18619662363456,734.4579517069109,763.1022649279341,1084.044962531224,933.2660668380463,744.359591100421,910.9241486068112,404.3087392550143,383.77927215189874,517.354505169867,711.9185072353389,384.12572855953374,387.05593803786576,708.8147268408551,836.5775950668037,511.9179723502304,799.4634361233481,1190.263392857143,667.7771763644565,993.4672236503856,1337.7167721518988,648.4384615384615,394.55221518987344,748.4615952732644,401.59282700421943,650.0471698113207,
78.1007493755204,69.9382292381606,93.0233139050791,76.97622107969151,68.30607336139506,99.45820433436532,46.36031518624642,67.48496835443038,54.81979320531758,59.82939832444783,64.8368026644463,68.42082616179002,84.58669833729216,167.56731757451183,139.71520737327188,156.0237885462555,122.83035714285714,78.76454668470906,93.20629820051414,134.4375,66.79871794871795,40.75237341772152,71.98892171344166,60.08931082981716,77.03525322740815,730.2597835137385,745.780370624571,1076.9217318900917,931.8856041131105,710.7263980757667,904.5294117647059,399.42621776504296,376.0648734177215,506.9549483013294,709.6542269611576,376.3064113238967,378.9380378657487,693.8139350752177,834.0945529290854,504.4221198156682,798.0132158590309,1196.1138392857142,681.2652232746956,993.146529562982,1319.7753164556962,655.5089743589743,390.4604430379747,735.8471196454948,394.9535864978903,645.3892750744786,
78.51706910907578,70.84008236101579,92.20649458784347,72.98778920308483,64.90318701142513,102.05804953560371,42.2378223495702,65.09810126582279,54.8589364844904,61.522467631378525,62.253122398001665,65.93115318416523,81.86223277909738,170.30626927029806,135.36036866359447,158.69867841409692,110.64546130952381,72.3382949932341,89.15488431876607,147.29667721518987,60.952564102564104,40.38607594936709,65.28729689807976,68.86708860759494,83.41410129096326,714.5387177352206,735.9505833905284,1064.609492089925,925.5919023136247,704.0571256764882,905.6780185758514,408.5916905444126,372.8330696202532,510.192023633678,707.1698400609291,373.7452123230641,376.2418244406196,684.2652414885195,823.7060637204522,503.4516129032258,791.168281938326,1190.9620535714287,676.9021199819576,990.9980719794345,1310.1566455696202,647.3076923076923,381.74287974683546,731.1816838995569,395.06680731364276,648.1469712015888,
81.35970024979184,70.98009608785175,92.10241465445462,76.04691516709512,61.086590499098016,103.88699690402477,44.480659025787965,64.02768987341773,54.85967503692762,63.357197258187355,61.51873438800999,65.0748709122203,83.34362628661916,155.84892086330936,143.91059907834102,145.0942731277533,122.51376488095238,85.09742895805142,90.5758354755784,145.9873417721519,63.343589743589746,35.78243670886076,71.96159527326441,60.31293952180028,75.03972194637537,715.5595337218984,722.7089910775567,1054.1457119067443,924.0931876606684,690.2669873722189,897.1934984520124,407.7120343839542,369.126582278481,512.1979320531758,693.1210967250571,370.0482930890924,373.76075731497417,687.6991290577989,809.3812949640288,494.81751152073736,778.1876651982379,1186.982142857143,675.3387460532251,977.3971722365038,1306.3243670886077,627.0769230769231,386.2104430379747,724.4084194977844,385.03586497890296,646.7631578947369,
75.8284762697752,67.28140013726836,91.255620316403,75.77249357326478,63.529765484064946,110.24845201238391,44.57808022922636,64.45806962025317,58.06425406203841,63.78979436405179,61.909242298084926,65.40877796901893,83.92715756136184,175.35457348406987,146.31428571428572,164.11541850220263,117.65922619047619,76.7510148849797,105.1741645244216,146.1131329113924,65.67307692307692,35.48892405063291,72.25110782865583,63.41772151898734,78.47517378351539,703.8959200666112,694.0720658888126,1049.8301415487094,916.6677377892031,669.541791942273,894.7755417956656,406.9928366762178,360.4509493670886,506.890694239291,687.6009139375476,361.5403830141549,364.85886402753874,685.0285035629454,806.0092497430627,489.09769585253457,776.6713656387665,1190.2418154761904,681.3035633739287,982.2422879177378,1312.363924050633,628.8948717948718,381.73338607594934,723.2067946824225,371.5119549929677,644.3843098311818,
80.6286427976686,73.63417982155113,96.13821815154039,77.7538560411311,62.45580276608539,107.08049535603715,44.103868194842406,62.95727848101266,57.73338257016248,62.82635186595583,60.183180682764366,63.581755593803784,80.55027711797308,171.36587872559096,151.17327188940092,160.20704845814979,117.86830357142857,72.05863779882725,106.51285347043702,143.85205696202533,61.825641025641026,36.607594936708864,76.22673559822748,63.90365682137834,75.00099304865938,699.7019150707744,688.700754975978,1048.5370524562863,914.2236503856041,650.9242333132893,891.1880804953561,405.49498567335246,359.5379746835443,492.4645494830133,691.9779131759329,360.49042464612825,362.5318416523236,686.7521773555028,797.7769784172662,496.64331797235025,770.6484581497797,1186.4892113095239,691.0595399188092,978.7191516709512,1291.5134493670887,611.526923076923,372.0403481012658,720.3611521418021,376.9493670886076,637.713008937438,
