G1,G2,G3,G4,G5,G6,G7,B1,B2,B3,B4,B5,B6,B7,T1,T2,T3,T4,T5,T6,T7,
3.0123541523678794,3.0109132682366457,3.255141388174807,3.2846820809248554,2.8891528107680124,2.7319711538461537,2.9658986175115207,3.762525737817433,3.4641010913268238,5.890102827763497,5.69364161849711,4.278701504354711,2.7752403846153846,4.980645161290322,4.841455044612217,4.807581849511775,6.575192802056555,6.722543352601156,5.649247822644497,4.383413461538462,6.876497695852534,
2.904598490048044,2.9701321079839174,2.9620822622107967,2.9696531791907512,3.068091844813935,3.0997596153846154,2.908755760368664,4.27522306108442,3.652498564043653,5.29305912596401,5.131984585741812,4.2240696753760885,2.909855769230769,4.877419354838709,5.015099519560741,5.124641010913268,6.196658097686376,6.317919075144508,5.528899445764054,4.850961538461538,6.460829493087558,
3.1674673987645847,3.2464101091326825,3.1696658097686377,3.1758188824662814,2.9073634204275534,3.0492788461538463,2.9981566820276497,3.515442690459849,3.817346352670879,5.050771208226221,4.980250481695569,4.1520190023752965,2.5396634615384617,5.2304147465437785,4.89910775566232,5.573808156232051,6.561053984575835,6.625722543352601,5.460807600950119,4.443509615384615,6.717972350230415,
2.9334248455730956,2.848363009764503,3.174164524421594,3.157514450867052,2.9667458432304037,2.8653846153846154,3.161290322580645,3.7899794097460537,3.7673750717978174,4.997429305912596,4.951348747591522,4.298495645288995,3.2079326923076925,5.571428571428571,4.446122168840082,5.347501435956347,5.7975578406169666,5.997109826589595,5.575613618368963,4.414663461538462,6.799078341013825,
3.116678105696637,3.1912693854106835,3.0070694087403598,3.107418111753372,3.137767220902613,2.7836538461538463,3.0101382488479262,3.563486616334935,3.938541068351522,5.342544987146529,5.288053949903661,4.247822644497229,2.7728365384615383,5.063594470046083,5.157172271791352,5.326823664560598,6.903598971722365,6.964354527938343,5.388756927949327,4.063701923076923,7.018433179723503,
3.106382978723404,2.875358989086732,3.2197943444730077,3.195086705202312,2.9754552652414885,2.6322115384615383,2.9400921658986174,3.404255319148936,3.688110281447444,4.701156812339332,4.598265895953757,4.320665083135392,2.65625,5.000921658986175,5.01990391214825,5.0924755887421025,6.280205655526992,6.478323699421965,5.914489311163895,4.966346153846154,7.397235023041475,
2.9601921757035004,2.8466398621481908,2.884961439588689,2.8434489402697496,3.2114014251781473,2.675480769230769,3.2672811059907834,3.531228551818806,3.7409534750143596,4.620822622107969,4.601637764932563,4.273950910530483,2.8701923076923075,5.04516129032258,5.541523678792038,5.154508902929351,6.046915167095116,6.155587668593449,5.598574821852732,4.680288461538462,7.078341013824885,
2.9636238846945777,2.9012062033314185,3.058483290488432,3.0009633911368017,2.991290577988915,2.6959134615384617,3.1539170506912444,3.706245710363761,3.903503733486502,4.379177377892031,4.44990366088632,3.847980997624703,2.7427884615384617,5.171428571428572,4.754975978037063,4.781160252728317,6.350899742930591,6.4836223506743735,5.404592240696754,4.587740384615385,7.457142857142857,
2.9430336307481126,2.990809879379667,3.251285347043702,3.2408477842003856,2.672209026128266,2.655048076923077,2.908755760368664,3.497597803706246,3.7811602527283172,4.1484575835475574,4.128131021194605,4.295328582739509,2.8016826923076925,5.067281105990784,5.0096087851750175,5.380241240666284,6.172236503856041,6.299614643545279,5.463182897862233,4.128605769230769,6.919815668202765,
2.9519560741249142,3.32165422171166,2.9440874035989717,2.9922928709055876,2.8685669041963577,2.5829326923076925,3.07741935483871,4.446122168840082,3.9609419873635843,4.615038560411311,4.511560693641618,4.094220110847189,2.816105769230769,5.051612903225807,5.344543582704187,5.235496840896037,6.146529562982005,6.247591522157996,5.571654790182106,4.610576923076923,7.202764976958525,
2.6533973919011666,3.178058587018955,3.1555269922879177,3.1604046242774566,3.1045130641330165,2.657451923076923,2.9668202764976956,3.982155113246397,3.652498564043653,4.76478149100257,4.75626204238921,4.194774346793349,2.9194711538461537,4.685714285714286,5.232669869595059,5.085008615738081,6.2615681233933165,6.362235067437379,5.108471892319874,5.288461538461538,7.811981566820276,
3.1008922443376803,3.2331993107409533,3.129177377892031,3.101637764932563,2.8606492478226446,3.1165865384615383,3.16036866359447,4.085106382978723,3.5571510626076965,4.380462724935732,4.317437379576108,4.254948535233571,2.8653846153846154,4.79815668202765,5.295813315030886,5.208500861573808,6.176092544987147,6.133429672447013,4.996041171813143,4.697115384615385,7.614746543778802,
3.022649279341112,3.0315910396323953,3.251285347043702,3.2129094412331405,3.2961203483768804,3.2908653846153846,2.8645161290322583,3.9794097460535345,3.84606547960942,4.499357326478149,4.457129094412331,4.149643705463183,3.0853365384615383,4.8101382488479265,5.133836650652024,5.486502010338886,6.594473007712082,6.565028901734104,4.953285827395091,4.563701923076923,7.107834101382489,
3.169526424159231,3.4922458357265938,2.883676092544987,2.934971098265896,2.828978622327791,3.046875,3.2903225806451615,4.256691832532601,3.8144744399770247,4.700514138817481,4.634874759152216,3.9849564528899446,3.344951923076923,4.993548387096774,5.367879203843514,5.124066628374497,6.827763496143959,6.6502890173410405,4.836896278701504,4.6298076923076925,7.008294930875576,
3.2848318462594372,3.2234348075818495,2.9517994858611827,3.0953757225433525,3.1243072050673,2.7896634615384617,3.1216589861751154,4.426904598490048,3.836875358989087,4.844473007712082,4.68111753371869,4.557403008709422,3.199519230769231,5.161290322580645,5.4522992450240215,5.228029867892016,5.982647814910026,5.902215799614644,4.8479809976247035,4.6141826923076925,5.863594470046083,
2.9622512010981468,3.346927053417576,3.08547557840617,3.2572254335260116,3.060965954077593,3.159855769230769,3.1456221198156684,4.575840768702814,3.8994830557151063,4.505784061696658,4.327552986512524,3.7672209026128267,2.6983173076923075,5.377880184331797,5.485929993136582,5.297530155083286,5.699228791773779,5.6652215799614645,4.912905779889153,5.024038461538462,6.298617511520737,
3.1846259437199724,3.2837449741527855,3.553341902313625,3.5939306358381504,3.098178939034046,3.014423076923077,3.0792626728110597,4.498970487302676,4.001723147616312,5.44280205655527,5.352119460500964,4.1322248614410135,3.203125,5.433179723502304,5.875772134522992,5.170591614014934,5.602827763496144,5.668111753371869,5.695170229612035,4.724759615384615,6.622119815668203,
3.0006863417982155,3.0252728317059163,3.409383033419023,3.5809248554913293,2.7062549485352334,3.0372596153846154,2.9769585253456223,4.1297185998627315,3.96496266513498,5.097686375321337,4.999036608863198,4.2304038004750595,2.59375,5.545622119815668,5.076183939601922,5.130384836300976,5.402956298200514,5.440751445086705,4.787806809184481,4.6514423076923075,6.07557603686636,
3.0164722031571722,3.291786329695577,3.308483290488432,3.393063583815029,3.1504354711005544,2.7908653846153846,3.3253456221198157,3.9835277968428278,3.697874784606548,5.604755784061696,5.460019267822736,4.220902612826603,2.984375,4.88479262672811,5.028826355525052,5.205628948879954,5.5089974293059125,5.383911368015414,4.719714964370547,4.581730769230769,6.455299539170507,
2.797529169526424,2.884549109707065,3.3039845758354756,3.3448940269749516,3.056215360253365,2.7475961538461537,3.0672811059907836,3.9430336307481126,3.8506605399195863,5.282776349614396,5.098265895953757,3.704671417260491,2.7788461538461537,5.025806451612903,5.01990391214825,5.192418150488225,5.396529562982005,5.320809248554913,5.22486144101346,4.955528846153846,5.773271889400922,
3.0301990391214826,3.0930499712808732,3.3116966580976865,3.526974951830443,2.880443388756928,3.094951923076923,3.215668202764977,3.8085106382978724,3.7415278575531303,4.934447300771208,4.761560693641618,4.074425969912906,3.3798076923076925,5.16036866359447,4.617021276595745,5.063182079264791,5.885604113110539,5.650770712909441,4.756927949326999,4.1454326923076925,5.84331797235023,
2.903225806451613,3.3543940264215966,3.288560411311054,3.510115606936416,3.007125890736342,3.1310096153846154,3.209216589861751,3.7886067261496224,3.865020103388857,5.1818766066838045,5.095857418111754,4.1385589865399846,2.8233173076923075,5.047004608294931,5.394646533973919,4.948305571510626,6.109254498714653,5.9836223506743735,4.634996041171813,4.824519230769231,6.432258064516129,
3.1352093342484557,3.1367030442274553,3.4068123393316196,3.6098265895953756,3.0926365795724466,3.2271634615384617,3.1539170506912444,4.808510638297872,3.643882825962091,5.046272493573265,4.958092485549133,3.6904196357878067,3.0084134615384617,5.054377880184332,4.760466712422787,5.175186674325101,5.618251928020565,5.449421965317919,4.933491686460807,4.533653846153846,5.894930875576037,
2.868908716540837,3.360712234348076,3.670951156812339,3.8940269749518306,2.9406175771971497,2.777644230769231,3.087557603686636,4.105696636925189,3.5381964388282596,5.046272493573265,4.934489402697495,3.8155186064924784,2.751201923076923,5.528110599078341,5.223061084420041,4.955198161975876,4.950514138817481,4.959055876685935,4.787806809184481,4.375,5.76036866359447,
3.084420041180508,3.1200459506031017,3.6066838046272496,3.817437379576108,2.7458432304038003,2.8533653846153846,3.4534562211981568,3.8318462594372,3.7702469844916715,4.737789203084833,4.57466281310212,3.59778305621536,2.7716346153846154,5.438709677419355,4.525737817433082,4.82538770821367,5.598329048843188,5.545279383429673,5.030087094220111,4.409855769230769,5.756682027649769,
2.733013040494166,2.8914417001723147,3.7403598971722367,3.9629094412331405,3.0340459224069676,3.015625,3.445161290322581,3.415236787920384,3.912693854106835,4.625964010282776,4.542389210019268,3.643705463182898,2.9350961538461537,5.367741935483871,4.506520247083047,5.037334865020103,5.526992287917738,5.477360308285164,4.826603325415677,4.659855769230769,5.857142857142857,
2.982155113246397,3.620333141872487,3.520565552699229,3.686897880539499,3.2794932699920825,2.735576923076923,3.035023041474654,4.070006863417982,3.3067202757036185,5.015424164524422,4.903660886319845,3.7973079968329375,2.6670673076923075,5.300460829493088,4.964310226492794,4.669155657668007,5.391388174807198,5.319845857418112,4.958828186856691,4.602163461538462,6.2709677419354835,
2.9389155799588194,3.2096496266513497,3.647814910025707,3.893063583815029,2.883610451306413,3.0853365384615383,3.407373271889401,3.5765271105010297,3.488799540493969,5.517352185089974,5.259633911368016,3.802850356294537,2.706730769230769,5.250691244239631,4.833905284831847,5.134979896611143,5.946015424164524,5.885838150289017,4.273159144893111,5.195913461538462,6.3834101382488475,
2.793411118737131,3.1424468696151635,3.532133676092545,3.7933526011560694,3.0015835312747425,3.1670673076923075,3.2912442396313364,3.2903225806451615,3.4807581849511773,4.9627249357326475,4.780346820809249,3.9216152019002375,2.860576923076923,5.400921658986175,5.137954701441318,5.228604250430787,5.363753213367609,5.258188824662813,4.341250989707047,4.5733173076923075,6.436866359447005,
2.5696636925188745,2.971280873061459,3.911311053984576,4.07514450867052,3.0380047505938244,3.092548076923077,3.493087557603687,4.118737131091283,3.4709936817920735,4.676092544987147,4.5014450867052025,3.683293745051465,2.8185096153846154,5.129953917050691,4.432395332875772,5.484204480183802,5.352185089974293,5.229768786127168,4.556611243072051,4.367788461538462,6.122580645161291,
2.848318462594372,2.9557725445146468,3.729434447300771,3.9311175337186897,2.8939034045922405,3.188701923076923,3.352073732718894,3.7426218256691834,3.3136128661688686,5.028920308483291,4.835741811175337,3.3760886777513854,3.4038461538461537,5.494009216589862,5.142759094028826,4.862722573233774,5.2358611825192805,5.190751445086705,4.432304038004751,5.0829326923076925,6.216589861751152,
2.8442004118050788,3.1941412981045376,3.7718508997429305,4.008188824662813,2.98812351543943,2.7992788461538463,3.408294930875576,3.29512697323267,3.2527283170591614,5.04305912596401,4.77504816955684,3.451306413301663,2.639423076923077,5.529953917050691,4.875772134522992,5.177484204480184,5.451156812339332,5.383911368015414,4.622327790973872,5.147836538461538,6.699539170506912,
2.6314344543582706,3.051694428489374,3.7975578406169666,4.057803468208093,3.0965954077593034,3.078125,2.865437788018433,3.2903225806451615,3.418150488225158,5.037917737789203,4.815028901734104,3.592240696753761,2.9110576923076925,5.451612903225806,5.2477693891558,5.445146467547387,5.584832904884319,5.5761078998073215,4.656373713380839,4.425480769230769,5.932718894009216,
3.05353466026081,2.886272257323377,3.423521850899743,3.7490366088631983,3.159144893111639,2.969951923076923,3.418433179723502,4.472203157172272,3.4296381390005743,5.448586118251928,5.229768786127168,3.7561361836896277,2.780048076923077,5.3345622119815665,4.624571036376115,5.291211947156807,5.218508997429306,5.2755298651252405,4.616785431512272,5.532451923076923,6.247004608294931,
2.8345916266300617,2.9954049396898332,3.6317480719794344,3.9263005780346822,2.7965162311955662,2.96875,3.1244239631336406,4.61770761839396,3.256748994830557,4.789203084832905,4.6893063583815024,3.527315914489311,3.032451923076923,5.2460829493087555,5.130404941660947,4.954623779437105,5.82904884318766,5.752408477842004,4.883610451306414,4.443509615384615,6.496774193548387,
2.967741935483871,3.4526134405514073,3.9787917737789202,4.298651252408478,2.8463974663499605,2.6274038461538463,3.2423963133640554,3.6451612903225805,3.3262492820218266,4.879177377892031,4.671965317919075,3.697545526524149,2.5384615384615383,5.355760368663595,5.121482498284146,5.5393452039058015,5.623393316195373,5.622350674373796,5.091844813935075,4.4483173076923075,6.590783410138249,
3.109814687714482,2.979896611143021,3.7410025706940875,4.1382466281310215,2.7949326999208233,2.8810096153846154,3.215668202764977,3.6959505833905286,3.1849511774842045,4.64974293059126,4.533718689788054,3.536025336500396,2.6069711538461537,5.368663594470046,4.890185312285518,5.076392877656519,5.0886889460154245,5.082369942196531,4.719714964370547,4.491586538461538,5.9880184331797235,
3.2848318462594372,2.9827685238368753,3.5674807197943443,3.9128131021194603,2.7339667458432304,2.936298076923077,3.126267281105991,3.4447494852436513,3.2820218265364733,4.737146529562982,4.581406551059731,3.695170229612035,2.686298076923077,5.447926267281106,4.920384351407001,5.039058012636416,5.582904884318766,5.497109826589595,4.835312747426761,4.194711538461538,6.348387096774194,
3.0398078242964996,3.154508902929351,3.645244215938303,3.9947013487475913,3.0688836104513064,2.798076923076923,2.9898617511520738,3.5353466026080986,3.3882825962090752,5.022493573264781,4.950385356454721,3.4695170229612033,2.902644230769231,5.129953917050691,4.862045298558682,5.788627225732338,5.125321336760925,5.19364161849711,4.681710213776722,4.778846153846154,5.87926267281106,
2.7687028140013727,2.878230901780586,3.2654241645244215,3.6054913294797686,2.8281868566904196,2.9194711538461537,3.4350230414746545,3.230610844200412,3.6031016657093624,4.7795629820051415,4.638728323699422,3.540775930324624,2.7596153846153846,5.391705069124424,5.045298558682224,5.0488225157955195,4.794987146529563,4.894026974951831,4.652414885193982,4.420673076923077,6.355760368663595,
3.0693205216197668,3.3819643882825963,3.793701799485861,4.140655105973025,2.939034045922407,2.9290865384615383,3.024884792626728,3.4893617021276597,3.363009764503159,4.6484575835475574,4.464836223506744,3.419635787806809,2.784855769230769,5.290322580645161,4.920384351407001,5.403790924755888,5.443444730077121,5.408959537572255,4.6128266033254155,4.855769230769231,6.469124423963134,
2.8840082361015784,3.1010913268236644,4.00706940874036,4.297206165703275,3.130641330166271,2.6646634615384617,3.447004608294931,3.526424159231297,3.407237219988512,4.633033419023136,4.455202312138728,3.4093428345209817,2.9170673076923075,5.273732718894009,5.318462594371997,5.2257323377369325,5.190874035989717,5.216763005780347,4.653998416468725,4.640625,6.043317972350231,
3.01990391214825,3.2199885123492247,3.466580976863753,3.791425818882466,2.883610451306413,3.0408653846153846,3.6350230414746543,3.3870967741935485,3.5600229753015507,4.717866323907455,4.554913294797688,3.3428345209817896,3.0805288461538463,5.385253456221198,4.6355525051475635,5.045950603101666,5.344473007712082,5.27456647398844,4.459224069675376,4.731971153846154,5.64331797235023,
3.150308853809197,3.2676622630672028,3.652956298200514,3.928227360308285,3.0102929532858274,2.5516826923076925,3.249769585253456,3.6733013040494167,3.176909821941413,4.517352185089974,4.401252408477842,3.7783056215360253,3.201923076923077,5.147465437788019,4.454358270418669,5.076392877656519,4.981362467866324,4.9388246628131025,4.70387965162312,4.663461538461538,6.361290322580645,
3.24159231297186,3.0878805284319357,3.3766066838046274,3.7129094412331405,2.8194774346793348,2.826923076923077,3.1511520737327188,3.923816060398078,3.790924755887421,4.575192802056555,4.5491329479768785,3.447347585114806,3.3100961538461537,5.002764976958526,5.069320521619766,5.176335439402642,5.389460154241645,5.4393063583815024,4.836896278701504,4.683894230769231,5.885714285714286,
2.932052161976664,3.2395175186674323,3.4723650385604112,3.850674373795761,2.8440221694378462,2.842548076923077,2.7981566820276496,3.719286204529856,3.884549109707065,4.276992287917738,4.207129094412331,4.0768012668250195,2.890625,5.113364055299539,5.137268359643103,4.84606547960942,5.956298200514139,5.814547206165703,5.323832145684877,5.175480769230769,5.976036866359447,
2.917638984214139,2.9546237794371053,3.4299485861182517,3.8097302504816954,3.143309580364212,2.985576923076923,3.1649769585253456,3.1763898421413863,3.9339460080413557,4.894601542416453,4.651252408477842,3.6809184481393507,2.9627403846153846,5.252534562211982,5.392587508579273,5.3607122343480755,5.615681233933162,5.539017341040463,4.679334916864608,4.298076923076923,6.143778801843318,
3.043239533287577,3.1757610568638714,3.6124678663239074,3.945568400770713,2.8646080760095014,2.8653846153846154,2.9631336405529956,2.8215511324639673,3.6519241815048824,5.0038560411311055,4.805876685934489,3.571654790182106,3.030048076923077,5.47741935483871,4.998627316403569,5.15393452039058,5.219794344473008,5.194605009633912,4.6270783847981,4.876201923076923,6.376036866359447,
3.0974605353466025,3.296381390005744,3.929305912596401,4.294797687861272,3.1543942992874108,2.8233173076923075,3.2276497695852533,2.959505833905285,3.7133831131533603,4.447943444730077,4.318400770712909,3.5384006334125098,2.7944711538461537,4.974193548387097,4.7645847632120795,5.067202757036186,5.3001285347043705,5.3766859344894025,4.578780680918448,5.299278846153846,6.113364055299539,
2.9025394646533975,2.924755887421022,3.5944730077120823,3.9754335260115607,2.825019794140934,2.828125,3.3253456221198157,2.9526424159231297,3.430212521539345,4.627892030848329,4.53082851637765,3.5906571654790183,2.7439903846153846,4.877419354838709,4.915579958819492,5.284319356691556,5.7589974293059125,5.847302504816955,4.695961995249406,4.456730769230769,5.894009216589862,
2.6856554564172956,3.253877082136703,3.82133676092545,4.3111753371868975,2.829770387965162,2.7247596153846154,3.352995391705069,2.9306794783802332,3.500861573808156,4.47879177377892,4.285163776493256,3.6983372921615203,2.793269230769231,4.950230414746544,4.652024708304736,5.267087880528432,5.343830334190232,5.4152215799614645,4.855106888361045,4.471153846153846,5.379723502304148,
2.9588194921070694,2.9695577254451466,4.510282776349614,4.882947976878612,2.901029295328583,2.7055288461538463,3.112442396313364,2.8297872340425534,3.6547960941987365,4.703727506426735,4.539017341040463,3.4038004750593824,3.0084134615384617,4.983410138248848,4.9787234042553195,4.635841470419299,5.393958868894601,5.502408477842004,4.948535233570863,5.335336538461538,5.965898617511521,
3.0528483184625945,3.2429638139000576,4.019922879177378,4.42533718689788,2.7197149643705463,2.9326923076923075,3.3649769585253457,2.939601921757035,3.632969557725445,5.061696658097686,4.905105973025048,3.777513855898654,2.6814903846153846,5.203686635944701,4.8599862731640355,4.901780585870189,4.893958868894601,4.9715799614643545,4.853523357086303,4.788461538461538,5.767741935483871,
3.0267673301304048,3.215393452039058,4.8181233933161955,5.168593448940269,2.8210609659540777,2.722355769230769,3.112442396313364,2.835277968428277,3.4164273406088457,4.665809768637532,4.508670520231214,3.8012668250197943,3.0252403846153846,5.423963133640553,4.754289636238847,4.985066053991958,5.281491002570694,5.313102119460501,5.033254156769596,4.763221153846154,6.448847926267281,
3.0720658888126287,3.090178058587019,4.501928020565552,4.857418111753372,2.707046714172605,3.0576923076923075,3.021198156682028,3.0377487989018532,3.7116599655370477,5.203084832904884,4.9985549132947975,3.7117973079968327,2.8377403846153846,5.561290322580645,4.509265614275909,5.036760482481332,5.758354755784062,5.795761078998074,4.920823436262866,4.6045673076923075,6.276497695852535,
2.872340425531915,3.1108558299827687,4.383676092544987,4.586223506743738,2.8020585906571656,2.7139423076923075,3.091244239631336,2.835277968428277,3.481906950028719,4.868894601542417,4.7365125240847785,3.798099762470309,3.126201923076923,4.952995391705069,5.5051475634866165,5.080413555427915,5.2847043701799485,5.244219653179191,4.603325415676959,4.543269230769231,6.340092165898618,
2.872340425531915,3.0815623205054568,4.673521850899743,5.023603082851638,2.7719714964370548,3.155048076923077,3.1493087557603685,2.936856554564173,3.2452613440551406,4.802699228791774,4.601156069364162,3.4615993665874902,2.701923076923077,5.096774193548387,5.222374742621826,4.9282021826536475,5.469151670951157,5.553468208092486,5.011084718923199,5.140625,5.371428571428571,
2.781743308167467,2.9023549684089605,4.89974293059126,5.276011560693641,2.753760886777514,3.1334134615384617,2.919815668202765,3.179821551132464,3.492820218265365,4.967223650385604,4.785163776493256,3.8653998416468727,2.8377403846153846,4.983410138248848,4.85175017158545,5.143595634692705,5.33547557840617,5.254335260115607,5.048297703879651,4.9110576923076925,5.688479262672811,
