"","KGmM","Vm1","Vm2","Vm3"
"KG000",0,1,1,1
"KG010",0.1,1.18884202229567,1.4418450726721,0.975261695132968
"KG030",0.3,1.11443599458412,1.07788021082894,0.985068765002274
"KG100",1,1.09968862546482,1.2778418782942,0.955120815245889
"KG300",3,1.1961288887675,1.22194282063568,0.969191476974752
"KG1000",10,0.898916432225313,0.947512537933235,0.723967369833959
"KG3000",30,-0.361727075147396,0.0158441143587301,0.183625543200779
